Id,Id2,Geography,Edu Total,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1500000US530330007003,530330007003,"Block Group 3, Census Tract 7, King County, Washington",705,159,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,15,86,85,0,12,28,32,105,93,112,78,196,99,160,85,0,12,15,24
1500000US530330007004,530330007004,"Block Group 4, Census Tract 7, King County, Washington",430,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,35,16,25,19,30,18,29,38,31,36,40,181,91,64,48,16,26,15,23
1500000US530330008001,530330008001,"Block Group 1, Census Tract 8, King County, Washington",893,133,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,23,22,37,29,0,12,31,29,192,100,58,40,223,75,196,100,80,41,46,35
1500000US530330008002,530330008002,"Block Group 2, Census Tract 8, King County, Washington",985,113,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,9,0,12,0,12,8,14,1,3,80,58,12,14,52,43,180,72,37,26,273,74,214,71,50,34,72,37
1500000US530330009001,530330009001,"Block Group 1, Census Tract 9, King County, Washington",787,86,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,8,2,4,6,9,27,33,0,12,65,42,11,11,14,15,71,38,37,23,246,70,126,42,58,32,119,47
1500000US530330009002,530330009002,"Block Group 2, Census Tract 9, King County, Washington",678,62,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,16,0,12,39,23,37,23,31,20,223,58,172,43,65,27,91,40
1500000US530330010001,530330010001,"Block Group 1, Census Tract 10, King County, Washington",598,126,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,9,0,12,0,12,6,10,85,67,0,12,6,8,134,71,44,30,139,47,141,42,20,15,18,15
1500000US530330010002,530330010002,"Block Group 2, Census Tract 10, King County, Washington",727,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,21,9,21,2,4,0,12,0,12,20,16,2,5,16,16,108,41,45,27,257,62,160,53,35,22,64,31
1500000US530330011001,530330011001,"Block Group 1, Census Tract 11, King County, Washington",912,151,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,57,17,27,64,53,30,34,39,32,141,89,101,52,278,83,186,76,7,11,11,15
1500000US530330011002,530330011002,"Block Group 2, Census Tract 11, King County, Washington",1075,212,0,12,0,12,0,12,0,12,8,16,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,7,12,119,74,10,17,26,26,139,70,20,20,343,111,279,81,76,45,38,30
1500000US530330012001,530330012001,"Block Group 1, Census Tract 12, King County, Washington",994,226,11,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,14,23,18,29,48,45,55,64,0,12,28,30,103,69,107,56,301,141,191,78,40,33,60,37
1500000US530330012002,530330012002,"Block Group 2, Census Tract 12, King County, Washington",621,205,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,61,57,19,29,9,27,115,129,63,47,206,114,127,59,0,12,21,27
1500000US530330012003,530330012003,"Block Group 3, Census Tract 12, King County, Washington",1355,263,15,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,77,74,21,38,19,29,173,129,35,41,159,89,207,112,50,57,341,131,241,111,0,12,17,26
1500000US530330012004,530330012004,"Block Group 4, Census Tract 12, King County, Washington",1328,348,19,26,0,12,4,11,0,12,0,12,0,12,0,12,0,12,24,34,0,12,0,12,100,66,27,37,45,72,12,18,165,90,1,3,84,83,282,249,36,36,371,179,127,121,0,12,31,48
1500000US530330012005,530330012005,"Block Group 5, Census Tract 12, King County, Washington",926,273,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,34,0,12,94,90,0,12,49,43,279,150,94,69,270,209,67,56,34,41,0,12
1500000US530330013001,530330013001,"Block Group 1, Census Tract 13, King County, Washington",1227,194,0,12,14,23,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,0,12,0,12,0,12,17,25,43,51,142,83,16,25,43,39,148,98,181,98,353,130,139,77,70,80,46,49
1500000US530330013002,530330013002,"Block Group 2, Census Tract 13, King County, Washington",948,214,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,58,0,12,0,12,0,12,31,50,0,12,0,12,106,106,15,30,13,21,160,82,65,61,312,138,160,90,51,72,0,12
1500000US530330013003,530330013003,"Block Group 3, Census Tract 13, King County, Washington",1260,219,26,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,26,42,44,90,61,52,51,37,42,176,97,126,77,497,153,172,91,26,34,0,12
1500000US530330014001,530330014001,"Block Group 1, Census Tract 14, King County, Washington",916,224,0,12,0,12,0,12,0,12,0,12,15,25,0,12,0,12,0,12,0,12,0,12,15,24,0,12,0,12,0,12,106,89,26,38,88,87,59,43,153,121,279,104,82,58,18,29,75,69
1500000US530330014002,530330014002,"Block Group 2, Census Tract 14, King County, Washington",954,308,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,0,12,34,40,17,27,32,41,105,81,24,38,95,58,170,150,49,53,276,114,89,60,16,25,29,37
1500000US530330014003,530330014003,"Block Group 3, Census Tract 14, King County, Washington",1045,225,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,31,0,12,0,12,0,12,20,31,18,34,0,12,108,80,16,26,16,26,226,120,59,50,241,127,216,120,47,59,58,53
1500000US530330014004,530330014004,"Block Group 4, Census Tract 14, King County, Washington",1170,164,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,27,0,12,85,98,0,12,0,12,76,55,0,12,52,44,107,73,131,80,394,100,281,151,0,12,27,28
1500000US530330015001,530330015001,"Block Group 1, Census Tract 15, King County, Washington",906,135,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,60,43,0,12,100,55,99,48,48,38,447,112,73,35,32,32,47,32
1500000US530330015002,530330015002,"Block Group 2, Census Tract 15, King County, Washington",1017,139,0,12,0,12,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,77,54,13,20,83,57,93,43,17,21,429,90,205,65,53,34,41,43
1500000US530330016001,530330016001,"Block Group 1, Census Tract 16, King County, Washington",1168,134,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,59,39,11,17,24,31,137,58,51,54,425,107,311,93,107,48,43,27
1500000US530330016002,530330016002,"Block Group 2, Census Tract 16, King County, Washington",1023,129,2,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,0,12,0,12,91,38,17,16,54,35,133,71,78,54,429,123,145,61,61,35,6,10
1500000US530330016003,530330016003,"Block Group 3, Census Tract 16, King County, Washington",1065,159,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,89,42,37,45,41,29,128,64,201,113,305,83,191,74,29,26,28,26
1500000US530330017011,530330017011,"Block Group 1, Census Tract 17.01, King County, Washington",1337,244,0,12,16,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,4,1,2,32,51,72,44,9,14,111,71,46,29,99,78,676,152,193,108,54,48,26,28
1500000US530330017012,530330017012,"Block Group 2, Census Tract 17.01, King County, Washington",772,139,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,43,0,12,34,29,10,15,75,39,77,48,79,52,282,104,131,59,27,31,29,33
1500000US530330017013,530330017013,"Block Group 3, Census Tract 17.01, King County, Washington",943,173,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,11,17,78,64,0,12,23,27,120,57,91,42,316,92,225,81,41,30,24,30
1500000US530330017021,530330017021,"Block Group 1, Census Tract 17.02, King County, Washington",1240,226,22,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,78,40,20,23,69,50,130,70,124,70,665,186,106,71,10,16,0,12
1500000US530330017022,530330017022,"Block Group 2, Census Tract 17.02, King County, Washington",799,152,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,30,75,73,41,53,39,38,100,54,73,63,300,91,107,75,45,39,0,12
1500000US530330017023,530330017023,"Block Group 3, Census Tract 17.02, King County, Washington",975,255,25,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,136,65,8,17,86,83,121,59,159,117,315,111,117,79,0,12,0,12
1500000US530330017024,530330017024,"Block Group 4, Census Tract 17.02, King County, Washington",569,165,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,45,41,18,28,16,28,147,90,48,41,182,96,85,69,0,12,28,36
1500000US530330018001,530330018001,"Block Group 1, Census Tract 18, King County, Washington",1076,205,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,19,58,54,0,12,39,44,151,119,127,91,517,160,109,73,64,52,0,12
1500000US530330018002,530330018002,"Block Group 2, Census Tract 18, King County, Washington",1134,272,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,28,0,12,18,28,0,12,0,12,0,12,0,12,36,41,0,12,41,41,181,109,134,111,374,149,196,100,13,21,123,100
1500000US530330018003,530330018003,"Block Group 3, Census Tract 18, King County, Washington",1583,375,75,80,0,12,0,12,133,211,0,12,0,12,46,72,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,27,115,75,0,12,12,20,139,100,155,155,695,276,178,122,4,13,14,22
1500000US530330019001,530330019001,"Block Group 1, Census Tract 19, King County, Washington",1785,224,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,38,5,11,0,12,0,12,34,46,0,12,8,14,102,44,10,16,42,31,448,189,113,60,651,133,181,71,59,44,107,92
1500000US530330019002,530330019002,"Block Group 2, Census Tract 19, King County, Washington",1033,156,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,26,0,12,0,12,0,12,8,13,70,39,12,27,38,44,104,62,64,40,429,118,190,68,50,33,56,43
1500000US530330019003,530330019003,"Block Group 3, Census Tract 19, King County, Washington",814,152,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,13,20,0,12,8,12,22,25,139,68,18,20,65,33,71,39,29,22,302,84,82,41,40,32,18,22
1500000US530330020001,530330020001,"Block Group 1, Census Tract 20, King County, Washington",1436,179,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,0,12,6,11,0,12,0,12,0,12,0,12,0,12,93,48,40,61,0,12,291,117,162,82,493,124,274,67,26,24,42,36
1500000US530330020002,530330020002,"Block Group 2, Census Tract 20, King County, Washington",793,136,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,11,15,11,17,12,18,40,32,8,14,0,12,110,55,78,49,295,89,163,74,18,20,37,30
1500000US530330020003,530330020003,"Block Group 3, Census Tract 20, King County, Washington",598,108,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,0,12,18,18,0,12,12,18,73,45,18,20,243,72,178,53,30,21,19,21
1500000US530330021001,530330021001,"Block Group 1, Census Tract 21, King County, Washington",1172,138,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,15,21,0,12,0,12,102,91,16,25,20,31,108,54,64,48,458,94,213,76,49,40,116,62
1500000US530330021002,530330021002,"Block Group 2, Census Tract 21, King County, Washington",739,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,113,79,0,12,40,32,92,66,62,36,319,98,53,31,30,34,22,23
1500000US530330021003,530330021003,"Block Group 3, Census Tract 21, King County, Washington",1214,213,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,22,0,12,0,12,0,12,9,13,0,12,18,27,133,143,0,12,74,49,94,52,107,48,354,97,240,78,64,41,97,57
1500000US530330022001,530330022001,"Block Group 1, Census Tract 22, King County, Washington",1147,179,0,12,0,12,0,12,0,12,0,12,0,12,5,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,40,39,1,5,32,36,134,76,160,132,356,130,194,92,40,37,177,129
1500000US530330022002,530330022002,"Block Group 2, Census Tract 22, King County, Washington",996,140,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,29,0,12,15,24,90,60,39,37,387,111,169,92,90,58,183,90
1500000US530330022003,530330022003,"Block Group 3, Census Tract 22, King County, Washington",966,144,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,124,85,18,27,49,46,68,45,29,31,161,73,295,157,169,101,53,52
1500000US530330022004,530330022004,"Block Group 4, Census Tract 22, King County, Washington",921,128,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,33,0,12,0,12,29,29,24,37,313,107,320,125,162,80,44,42
1500000US530330024001,530330024001,"Block Group 1, Census Tract 24, King County, Washington",651,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,25,0,12,0,12,0,12,16,24,39,39,0,12,37,29,36,27,22,19,148,48,253,84,36,32,47,33
1500000US530330024002,530330024002,"Block Group 2, Census Tract 24, King County, Washington",566,148,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,42,0,12,0,12,0,12,0,12,0,12,0,12,9,13,148,74,98,106,142,50,56,31,39,29,46,32
1500000US530330024003,530330024003,"Block Group 3, Census Tract 24, King County, Washington",1013,125,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,6,10,22,20,8,12,0,12,157,70,79,58,427,127,175,68,58,39,72,41
1500000US530330025001,530330025001,"Block Group 1, Census Tract 25, King County, Washington",1209,128,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12,93,55,37,35,33,32,179,143,71,66,444,121,252,85,50,62,44,36
1500000US530330025002,530330025002,"Block Group 2, Census Tract 25, King County, Washington",1089,139,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,36,33,31,68,43,127,65,53,31,460,107,128,52,40,38,138,77
1500000US530330026001,530330026001,"Block Group 1, Census Tract 26, King County, Washington",861,156,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,56,49,17,16,42,29,86,61,86,61,344,82,125,50,38,27,67,43
1500000US530330026002,530330026002,"Block Group 2, Census Tract 26, King County, Washington",1032,155,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,3,0,12,0,12,0,12,99,88,0,12,34,28,67,61,58,37,393,81,185,64,96,51,99,59
