Id,Id2,Geography,Edu Total,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1500000US530330064002,530330064002,"Block Group 2, Census Tract 64, King County, Washington",742,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,10,15,13,19,14,19,47,35,26,38,320,98,104,60,131,67,69,49
1500000US530330064003,530330064003,"Block Group 3, Census Tract 64, King County, Washington",895,136,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,8,0,12,0,12,26,21,22,23,47,33,58,58,13,16,353,107,107,58,165,73,88,37
1500000US530330065001,530330065001,"Block Group 1, Census Tract 65, King County, Washington",863,179,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,26,0,12,0,12,59,50,9,15,306,121,283,154,189,104,0,12
1500000US530330065002,530330065002,"Block Group 2, Census Tract 65, King County, Washington",1715,309,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,120,76,15,24,90,94,276,134,171,123,616,175,271,122,105,72,51,51
1500000US530330065003,530330065003,"Block Group 3, Census Tract 65, King County, Washington",1074,205,1,2,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,2,4,0,12,21,38,0,12,33,31,1,2,27,36,61,51,46,53,417,171,205,94,109,84,150,103
1500000US530330066001,530330066001,"Block Group 1, Census Tract 66, King County, Washington",1463,233,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,5,0,12,5,12,0,12,0,12,0,12,0,12,120,95,3,6,38,45,131,102,94,63,623,169,256,111,77,70,114,95
1500000US530330066002,530330066002,"Block Group 2, Census Tract 66, King County, Washington",1565,271,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,56,53,135,84,150,61,679,201,342,115,27,32,161,104
1500000US530330067001,530330067001,"Block Group 1, Census Tract 67, King County, Washington",2029,442,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,0,12,15,25,37,42,16,26,138,99,16,26,668,254,979,405,130,97,17,28
1500000US530330067002,530330067002,"Block Group 2, Census Tract 67, King County, Washington",1890,312,14,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,19,0,12,0,12,0,12,0,12,0,12,0,12,78,71,24,32,0,12,297,160,85,86,757,236,395,181,164,109,67,70
1500000US530330067003,530330067003,"Block Group 3, Census Tract 67, King County, Washington",1430,399,25,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,31,52,0,12,0,12,63,72,24,40,0,12,225,134,185,166,729,298,78,78,29,46,41,47
1500000US530330067004,530330067004,"Block Group 4, Census Tract 67, King County, Washington",1777,314,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,40,14,32,0,12,0,12,0,12,86,76,0,12,146,120,183,121,125,99,651,210,369,200,174,116,0,12
1500000US530330068001,530330068001,"Block Group 1, Census Tract 68, King County, Washington",1025,114,4,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,7,67,44,9,13,24,22,58,37,35,24,467,87,235,89,71,35,52,33
1500000US530330068002,530330068002,"Block Group 2, Census Tract 68, King County, Washington",1382,147,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,13,0,12,21,30,11,16,17,19,118,60,52,40,706,143,302,80,128,67,20,21
1500000US530330069001,530330069001,"Block Group 1, Census Tract 69, King County, Washington",739,157,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,26,0,12,57,50,78,46,0,12,253,85,213,103,89,62,33,52
1500000US530330069002,530330069002,"Block Group 2, Census Tract 69, King County, Washington",1049,169,76,118,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,37,0,12,0,12,20,31,13,23,25,34,73,47,55,48,461,131,234,75,51,46,16,26
1500000US530330069003,530330069003,"Block Group 3, Census Tract 69, King County, Washington",788,162,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,23,0,12,19,31,0,12,49,46,116,98,20,33,412,137,103,70,23,28,32,35
1500000US530330069004,530330069004,"Block Group 4, Census Tract 69, King County, Washington",1129,203,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,92,66,25,40,23,35,19,29,165,96,517,142,141,100,104,71,43,46
1500000US530330070001,530330070001,"Block Group 1, Census Tract 70, King County, Washington",741,231,24,45,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,44,52,73,87,31,39,333,170,176,128,16,27,29,47
1500000US530330070002,530330070002,"Block Group 2, Census Tract 70, King County, Washington",1255,263,0,12,0,12,0,12,0,12,0,12,0,12,0,12,93,147,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,44,0,12,92,87,123,105,48,43,639,242,158,125,47,54,28,45
1500000US530330070003,530330070003,"Block Group 3, Census Tract 70, King County, Washington",1345,293,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,155,106,0,12,29,52,52,59,102,105,706,245,144,98,84,72,46,57
1500000US530330070004,530330070004,"Block Group 4, Census Tract 70, King County, Washington",856,202,27,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,69,30,44,27,42,82,63,28,46,357,130,158,121,74,62,0,12
1500000US530330070005,530330070005,"Block Group 5, Census Tract 70, King County, Washington",940,240,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,12,0,12,0,12,53,62,86,76,0,12,28,40,133,148,34,48,352,169,105,108,28,48,115,69
1500000US530330070006,530330070006,"Block Group 6, Census Tract 70, King County, Washington",1167,224,25,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,40,35,56,23,39,260,108,63,73,462,142,211,152,34,56,29,47
1500000US530330071001,530330071001,"Block Group 1, Census Tract 71, King County, Washington",1413,250,0,12,0,12,0,12,0,12,0,12,0,12,18,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,218,184,46,43,28,32,130,90,26,32,554,167,359,138,20,34,14,22
1500000US530330071002,530330071002,"Block Group 2, Census Tract 71, King County, Washington",2124,303,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,11,5,12,7,12,0,12,0,12,17,19,0,12,96,81,51,44,34,37,242,117,35,39,747,178,642,194,184,88,59,48
1500000US530330072001,530330072001,"Block Group 1, Census Tract 72, King County, Washington",3810,581,0,12,0,12,0,12,0,12,0,12,5,11,0,12,0,12,4,11,0,12,0,12,0,12,0,12,5,12,150,101,131,98,103,80,93,100,307,175,243,139,1341,360,1219,420,79,60,130,108
1500000US530330072002,530330072002,"Block Group 2, Census Tract 72, King County, Washington",1176,271,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,84,134,0,12,22,36,174,104,157,101,329,193,343,169,67,61,0,12
1500000US530330072003,530330072003,"Block Group 3, Census Tract 72, King County, Washington",1440,313,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,43,0,12,0,12,0,12,19,32,0,12,40,48,0,12,169,111,66,62,767,269,353,206,0,12,0,12
1500000US530330073001,530330073001,"Block Group 1, Census Tract 73, King County, Washington",2044,372,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,5,14,0,12,21,34,0,12,17,26,26,38,0,12,106,88,30,51,31,41,403,216,77,61,678,223,428,166,100,71,106,92
1500000US530330073002,530330073002,"Block Group 2, Census Tract 73, King County, Washington",1485,219,0,12,0,12,0,12,0,12,26,39,0,12,0,12,32,50,2,7,0,12,9,14,7,14,2,6,3,6,22,33,124,71,20,25,60,52,418,162,36,50,367,128,281,93,53,55,23,28
1500000US530330073003,530330073003,"Block Group 3, Census Tract 73, King County, Washington",1401,249,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,18,28,16,25,15,22,36,36,211,142,64,82,525,158,270,106,198,129,38,41
1500000US530330074011,530330074011,"Block Group 1, Census Tract 74.01, King County, Washington",1053,179,19,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,50,0,12,38,45,187,95,39,42,381,128,253,118,40,44,69,58
1500000US530330074012,530330074012,"Block Group 2, Census Tract 74.01, King County, Washington",1015,168,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,31,49,48,19,29,55,60,133,66,42,39,475,147,204,92,0,12,18,29
1500000US530330074013,530330074013,"Block Group 3, Census Tract 74.01, King County, Washington",1327,281,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,66,103,0,12,0,12,17,27,0,12,19,30,193,120,65,53,670,195,131,111,0,12,166,122
1500000US530330074014,530330074014,"Block Group 4, Census Tract 74.01, King County, Washington",1136,228,20,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,34,12,21,38,42,98,81,105,115,537,164,193,117,63,58,49,61
1500000US530330074021,530330074021,"Block Group 1, Census Tract 74.02, King County, Washington",1859,409,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,35,54,87,0,12,87,90,0,12,50,50,320,203,83,62,805,217,342,144,73,60,23,37
1500000US530330074022,530330074022,"Block Group 2, Census Tract 74.02, King County, Washington",1374,253,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,15,0,12,6,16,0,12,231,146,70,64,38,44,288,130,56,46,348,130,232,140,43,46,56,50
1500000US530330074023,530330074023,"Block Group 3, Census Tract 74.02, King County, Washington",1372,242,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,34,38,42,108,74,59,47,53,44,264,104,119,77,390,145,211,112,78,82,31,29
1500000US530330075001,530330075001,"Block Group 1, Census Tract 75, King County, Washington",1459,341,0,12,0,12,1,4,0,12,0,12,0,12,1,4,0,12,0,12,0,12,0,12,20,35,0,12,0,12,2,4,52,51,1,3,63,101,227,168,46,51,608,304,268,147,49,66,121,104
1500000US530330075002,530330075002,"Block Group 2, Census Tract 75, King County, Washington",1175,302,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,41,166,107,161,99,539,230,204,102,52,61,28,45
1500000US530330075003,530330075003,"Block Group 3, Census Tract 75, King County, Washington",1238,365,31,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,40,108,139,25,41,9,18,152,150,44,50,459,180,213,105,146,145,26,44
1500000US530330075004,530330075004,"Block Group 4, Census Tract 75, King County, Washington",1498,288,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,51,0,12,30,48,225,197,217,168,796,222,99,129,43,49,56,61
1500000US530330075005,530330075005,"Block Group 5, Census Tract 75, King County, Washington",1137,314,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,45,0,12,84,133,75,66,28,44,746,232,45,51,107,85,24,38
1500000US530330076001,530330076001,"Block Group 1, Census Tract 76, King County, Washington",1020,191,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,4,0,12,0,12,2,5,0,12,0,12,52,58,2,5,18,29,76,63,68,67,416,130,214,82,139,131,31,31
1500000US530330076002,530330076002,"Block Group 2, Census Tract 76, King County, Washington",1143,210,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,6,13,169,115,0,12,0,12,151,88,44,39,412,147,185,78,130,95,22,24
1500000US530330076003,530330076003,"Block Group 3, Census Tract 76, King County, Washington",960,167,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,31,0,12,21,22,163,88,45,40,363,100,234,90,38,46,76,59
1500000US530330077001,530330077001,"Block Group 1, Census Tract 77, King County, Washington",985,210,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,70,0,12,24,37,211,114,50,47,404,131,164,84,52,39,34,26
1500000US530330077002,530330077002,"Block Group 2, Census Tract 77, King County, Washington",705,114,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,27,17,23,24,29,73,51,138,82,193,66,108,57,76,57,57,48
1500000US530330077003,530330077003,"Block Group 3, Census Tract 77, King County, Washington",649,152,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,10,0,12,0,12,0,12,0,12,0,12,0,12,111,112,11,17,40,46,41,37,46,43,246,105,126,64,25,29,0,12
1500000US530330077004,530330077004,"Block Group 4, Census Tract 77, King County, Washington",1430,224,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,88,102,15,24,20,31,93,64,91,54,738,229,268,96,42,66,75,75
1500000US530330078001,530330078001,"Block Group 1, Census Tract 78, King County, Washington",1007,194,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,63,53,0,12,11,18,54,45,42,42,383,146,203,86,140,87,111,69
1500000US530330078002,530330078002,"Block Group 2, Census Tract 78, King County, Washington",1121,174,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,29,0,12,0,12,0,12,29,38,0,12,0,12,11,26,93,93,378,135,262,100,262,136,67,48
1500000US530330078003,530330078003,"Block Group 3, Census Tract 78, King County, Washington",1013,171,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,42,0,12,0,12,0,12,0,12,35,54,0,12,19,29,0,12,0,12,81,64,11,19,410,128,280,103,134,71,17,27
1500000US530330078004,530330078004,"Block Group 4, Census Tract 78, King County, Washington",934,285,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,87,125,43,61,34,39,52,72,9,14,331,98,289,104,37,38,39,33
1500000US530330079001,530330079001,"Block Group 1, Census Tract 79, King County, Washington",841,367,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,9,0,12,5,21,4,19,0,12,53,69,12,19,20,35,66,59,55,44,221,111,174,126,45,42,185,214
1500000US530330079002,530330079002,"Block Group 2, Census Tract 79, King County, Washington",742,216,50,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,71,0,12,0,12,0,12,0,12,0,12,0,12,16,26,0,12,16,26,82,52,59,72,273,126,144,97,32,37,24,38
1500000US530330079003,530330079003,"Block Group 3, Census Tract 79, King County, Washington",887,379,0,12,0,12,0,12,0,12,1,2,0,12,0,12,0,12,2,5,18,28,1,3,2,6,0,12,0,12,5,11,47,42,8,11,36,52,55,59,33,41,446,346,148,81,50,48,35,40
1500000US530330079004,530330079004,"Block Group 4, Census Tract 79, King County, Washington",1187,205,18,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,35,40,0,12,0,12,72,57,18,29,38,60,146,111,31,35,571,201,172,76,30,34,40,47
1500000US530330079005,530330079005,"Block Group 5, Census Tract 79, King County, Washington",1375,228,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,8,19,0,12,0,12,0,12,104,106,16,27,45,43,151,95,165,80,694,234,118,77,43,51,15,24
1500000US530330080011,530330080011,"Block Group 1, Census Tract 80.01, King County, Washington",1372,392,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,91,148,0,12,0,12,0,12,109,94,15,26,57,86,67,66,0,12,469,173,379,306,62,61,123,90
1500000US530330080012,530330080012,"Block Group 2, Census Tract 80.01, King County, Washington",959,334,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,77,82,88,86,28,44,167,165,31,51,240,147,312,280,16,26,0,12
1500000US530330080013,530330080013,"Block Group 3, Census Tract 80.01, King County, Washington",1321,348,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,55,64,33,43,165,203,185,135,16,23,392,198,348,246,49,40,78,127
1500000US530330080014,530330080014,"Block Group 4, Census Tract 80.01, King County, Washington",1479,266,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,47,0,12,29,46,65,76,72,76,0,12,221,133,42,51,592,171,317,166,85,142,36,56
1500000US530330080015,530330080015,"Block Group 5, Census Tract 80.01, King County, Washington",899,355,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,41,0,12,79,124,92,88,17,27,273,193,220,195,158,138,34,57
1500000US530330080021,530330080021,"Block Group 1, Census Tract 80.02, King County, Washington",1628,246,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,26,0,12,18,29,0,12,25,33,43,44,144,92,107,88,86,75,430,166,64,65,468,125,114,65,61,40,57,62
1500000US530330080022,530330080022,"Block Group 2, Census Tract 80.02, King County, Washington",1236,254,15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,26,118,96,16,25,40,45,183,109,76,58,439,137,281,191,11,18,27,32
1500000US530330081001,530330081001,"Block Group 1, Census Tract 81, King County, Washington",1783,270,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,25,152,112,12,20,58,73,192,112,101,105,587,169,480,191,155,99,31,34
1500000US530330081002,530330081002,"Block Group 2, Census Tract 81, King County, Washington",1267,212,0,12,0,12,0,12,0,12,0,12,8,19,0,12,0,12,13,20,7,15,18,23,25,35,33,31,48,36,92,90,131,70,135,76,69,52,258,92,15,17,258,114,100,67,51,38,6,14
1500000US530330081003,530330081003,"Block Group 3, Census Tract 81, King County, Washington",1120,188,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,17,0,12,33,37,18,28,9,14,205,106,46,41,14,22,181,98,29,32,386,138,75,56,55,57,61,57
1500000US530330082001,530330082001,"Block Group 1, Census Tract 82, King County, Washington",1255,215,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,48,6,10,176,126,180,84,48,47,427,147,199,95,138,75,32,37
1500000US530330082002,530330082002,"Block Group 2, Census Tract 82, King County, Washington",1120,299,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,7,82,95,3,8,57,56,208,135,52,49,417,128,259,219,39,57,0,12
1500000US530330082003,530330082003,"Block Group 3, Census Tract 82, King County, Washington",1065,202,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,41,8,17,78,59,64,50,38,54,517,136,137,78,107,75,76,60
1500000US530330083001,530330083001,"Block Group 1, Census Tract 83, King County, Washington",1128,125,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,20,32,103,71,20,24,63,31,103,65,75,35,472,96,174,64,70,54,9,14
1500000US530330083002,530330083002,"Block Group 2, Census Tract 83, King County, Washington",1537,215,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,5,13,5,13,5,12,15,19,10,24,101,54,111,76,65,40,300,129,93,56,527,110,209,69,81,46,0,12
1500000US530330084001,530330084001,"Block Group 1, Census Tract 84, King County, Washington",1113,191,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,21,0,12,46,41,114,64,150,89,610,166,118,77,40,37,27,31
1500000US530330084002,530330084002,"Block Group 2, Census Tract 84, King County, Washington",1181,190,35,55,0,12,0,12,0,12,0,12,0,12,17,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,101,70,56,40,87,87,133,67,116,74,359,113,195,91,43,35,31,31
1500000US530330084003,530330084003,"Block Group 3, Census Tract 84, King County, Washington",1228,225,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,56,0,12,52,57,8,12,52,44,190,89,55,55,412,151,268,112,94,73,56,70
1500000US530330085001,530330085001,"Block Group 1, Census Tract 85, King County, Washington",1247,156,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,19,31,23,33,0,12,19,18,0,12,72,53,26,27,48,33,223,87,60,38,363,80,187,77,120,65,80,37
1500000US530330085002,530330085002,"Block Group 2, Census Tract 85, King County, Washington",694,134,23,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,18,110,58,39,37,54,54,148,71,47,50,178,73,50,42,26,31,9,19
1500000US530330085003,530330085003,"Block Group 3, Census Tract 85, King County, Washington",1652,207,96,58,25,34,0,12,0,12,0,12,0,12,0,12,8,14,32,40,9,13,60,47,9,18,69,51,169,72,10,20,196,93,228,99,134,82,470,118,47,61,63,47,16,22,0,12,11,18
1500000US530330086001,530330086001,"Block Group 1, Census Tract 86, King County, Washington",1035,318,56,50,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,45,71,0,12,0,12,0,12,23,32,69,64,12,19,56,105,71,83,513,176,76,68,31,38,83,85
1500000US530330086002,530330086002,"Block Group 2, Census Tract 86, King County, Washington",649,162,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,31,0,12,9,16,69,58,26,32,296,101,97,68,89,63,44,57
1500000US530330086003,530330086003,"Block Group 3, Census Tract 86, King County, Washington",662,134,41,50,0,12,46,20,0,12,0,12,0,12,0,12,12,19,0,12,0,12,45,48,0,12,0,12,0,12,13,21,64,57,0,12,58,51,52,52,14,22,189,91,108,64,0,12,20,29
1500000US530330087001,530330087001,"Block Group 1, Census Tract 87, King County, Washington",1266,268,13,20,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,56,63,56,50,94,84,205,108,87,71,500,144,65,46,92,67,91,66
1500000US530330087002,530330087002,"Block Group 2, Census Tract 87, King County, Washington",685,245,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,45,55,79,38,59,0,12,27,43,8,13,32,41,56,88,21,19,97,65,28,27,203,96,9,13,50,53,32,21
1500000US530330087003,530330087003,"Block Group 3, Census Tract 87, King County, Washington",1143,191,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,46,0,12,0,12,13,21,9,15,0,12,62,41,76,50,30,35,43,31,188,108,126,77,301,82,167,65,43,39,40,30
1500000US530330088001,530330088001,"Block Group 1, Census Tract 88, King County, Washington",1136,239,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,8,13,14,15,25,39,7,10,89,60,7,11,7,10,83,61,43,32,527,192,233,74,75,51,9,15
1500000US530330088002,530330088002,"Block Group 2, Census Tract 88, King County, Washington",943,176,11,18,0,12,0,12,0,12,17,25,24,38,0,12,0,12,0,12,0,12,9,15,5,12,0,12,5,12,6,10,32,29,38,42,77,53,144,62,48,33,296,101,168,71,50,44,13,16
1500000US530330088003,530330088003,"Block Group 3, Census Tract 88, King County, Washington",920,220,0,12,0,12,0,12,0,12,23,36,56,81,0,12,24,36,27,43,0,12,0,12,0,12,0,12,0,12,0,12,127,82,0,12,14,17,119,102,66,38,246,93,148,63,50,29,20,22
1500000US530330089001,530330089001,"Block Group 1, Census Tract 89, King County, Washington",930,240,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,32,90,64,0,12,53,49,75,48,124,78,347,137,143,82,57,84,22,31
1500000US530330089002,530330089002,"Block Group 2, Census Tract 89, King County, Washington",1144,350,0,12,0,12,0,12,0,12,37,33,0,12,0,12,0,12,0,12,37,33,0,12,0,12,23,36,0,12,0,12,81,67,0,12,33,44,304,194,88,63,342,232,147,99,52,43,0,12
1500000US530330089003,530330089003,"Block Group 3, Census Tract 89, King County, Washington",899,284,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,60,93,0,12,0,12,66,97,13,21,14,25,10,20,152,127,0,12,9,22,37,27,55,92,292,203,89,70,72,64,30,37
1500000US530330089004,530330089004,"Block Group 4, Census Tract 89, King County, Washington",959,263,0,12,0,12,0,12,0,12,0,12,9,19,0,12,9,19,0,12,9,19,18,19,9,19,0,12,0,12,0,12,119,95,0,12,33,44,144,111,54,53,438,202,108,90,9,19,0,12
1500000US530330090001,530330090001,"Block Group 1, Census Tract 90, King County, Washington",1113,153,18,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,37,0,12,0,12,0,12,10,18,27,42,24,39,242,95,21,25,28,25,160,69,98,46,291,106,110,55,18,20,32,26
1500000US530330090002,530330090002,"Block Group 2, Census Tract 90, King County, Washington",1685,233,77,51,0,12,8,12,0,12,13,20,27,38,8,11,12,19,9,21,0,12,46,41,34,37,0,12,11,15,59,49,270,99,12,15,55,35,167,93,97,67,435,119,269,80,61,51,15,21
