SERIALNO,HINCP,NP,WGTP,AMI_80,HINCP_threshold,AMI_60,AMI_50,AMI_40
878971,125666.58264514006,3,110,0,Over 60,0,0,0
879627,71944.11856434269,2,103,0,Over 60,0,0,0
881555,30369.424139242183,2,63,63,Under 60,63,63,63
882470,99842.09991156378,4,74,0,Over 60,0,0,0
883310,36652.75327149918,1,65,65,Under 60,65,0,0
884479,69116.62045482703,1,57,0,Over 60,0,0,0
884925,92155.49393976938,1,123,0,Over 60,0,0,0
885024,139280.4624316969,1,144,0,Over 60,0,0,0
885389,76447.17110912687,6,63,63,Over 60,0,0,0
885532,106816.59524836905,2,65,0,Over 60,0,0,0
885891,33511.08870537068,4,63,63,Under 60,63,63,63
886202,125666.58264514006,2,231,0,Over 60,0,0,0
886456,78541.61415321253,1,179,0,Over 60,0,0,0
886744,115194.36742471173,1,118,0,Over 60,0,0,0
887565,146611.01308599673,3,189,0,Over 60,0,0,0
888250,77494.3926311697,3,73,0,Over 60,0,0,0
888801,41888.86088171336,3,66,66,Under 60,66,66,0
889447,131007.41240755851,2,122,0,Over 60,0,0,0
889842,14346.934851986824,1,150,150,Under 60,150,150,150
890235,13833.796306185835,2,106,106,Under 60,106,106,106
890574,70163.84197686987,3,210,210,Over 60,0,0,0
890670,33511.08870537068,1,105,105,Under 60,105,105,0
890755,37699.97479354202,1,70,70,Under 60,70,0,0
891320,169126.27580991766,2,149,0,Over 60,0,0,0
891387,195830.42462200994,4,111,0,Over 60,0,0,0
891473,17698.043722523893,1,154,154,Under 60,154,154,154
891801,62728.56917036575,4,74,74,Over 60,0,0,0
892195,199181.533492547,2,73,0,Over 60,0,0,0
892673,95768.40819081715,1,233,0,Over 60,0,0,0
893268,137814.35230083694,3,109,0,Over 60,0,0,0
893548,91214.04179145288,3,137,0,Over 60,0,0,0
894041,165042.1118739506,2,109,0,Over 60,0,0,0
894815,549812.2435029286,4,74,0,Over 60,0,0,0
895093,489345.6728201754,4,125,0,Over 60,0,0,0
895126,92155.49393976938,1,64,0,Over 60,0,0,0
895954,94249.93698385505,2,121,0,Over 60,0,0,0
896072,130379.07949433282,2,145,0,Over 60,0,0,0
896671,53408.297624184524,4,113,113,Under 60,113,0,0
897174,240860.9500698518,2,118,0,Over 60,0,0,0
897262,16336.655743868208,1,118,118,Under 60,118,118,118
897951,270183.15268705116,2,59,0,Over 60,0,0,0
898868,60319.95966966723,1,76,0,Over 60,0,0,0
899363,66812.7331063328,4,89,89,Over 60,0,0,0
899441,50266.633058056024,1,62,62,Over 60,0,0,0
899485,159177.67135051073,2,104,0,Over 60,0,0,0
899874,79169.94706643824,2,57,0,Over 60,0,0,0
901010,37804.696945746306,1,62,62,Under 60,62,0,0
901763,52361.07610214169,2,119,119,Over 60,0,0,0
902411,62833.29132257003,4,82,82,Over 60,0,0,0
904812,137186.01938761125,2,111,0,Over 60,0,0,0
905136,37176.3640325206,1,113,113,Under 60,113,0,0
906287,71211.0634989127,2,124,0,Over 60,0,0,0
906863,101161.59902933775,4,130,0,Over 60,0,0,0
907607,63880.512844612866,3,76,76,Over 60,0,0,0
908111,18745.265244566726,1,216,216,Under 60,216,216,216
908226,99486.04459406922,2,119,0,Over 60,0,0,0
908816,34663.0323796178,1,70,70,Under 60,70,70,0
908992,115194.36742471173,2,78,0,Over 60,0,0,0
910123,9424.993698385504,1,185,185,Under 60,185,185,185
910160,80636.0571972982,2,123,0,Over 60,0,0,0
910832,27227.75957311368,1,73,73,Under 60,73,73,73
911811,78541.61415321253,2,80,0,Over 60,0,0,0
912090,25133.316529028012,1,142,142,Under 60,142,142,142
912124,89118.55152584516,2,248,0,Over 60,0,0,0
912628,320449.78574510716,2,103,0,Over 60,0,0,0
913030,52570.52040655026,3,104,104,Under 60,104,0,0
913149,22096.374115103794,3,579,579,Under 60,579,579,579
913761,37909.41909795059,4,83,83,Under 60,83,83,83
915876,249238.72224619446,2,78,0,Over 60,0,0,0
917140,78227.44769659969,1,63,0,Over 60,0,0,0
917255,1780.2765874728175,1,75,75,Under 60,75,75,75
918075,116346.31109895885,2,66,0,Over 60,0,0,0
918085,219707.07532458653,4,175,0,Over 60,0,0,0
918199,117288.8104687974,2,281,0,Over 60,0,0,0
918254,82102.16732815818,2,75,0,Over 60,0,0,0
918666,287985.9185617793,2,70,0,Over 60,0,0,0
919199,219916.5196289951,4,141,0,Over 60,0,0,0
919757,21677.48550628666,2,99,99,Under 60,99,99,99
920106,210491.5259306096,2,129,0,Over 60,0,0,0
920914,10472.21522042834,2,54,54,Under 60,54,54,54
921484,25971.093746662278,2,204,204,Under 60,204,204,204
921545,188499.8739677101,3,131,0,Over 60,0,0,0
921569,100533.26611611205,2,120,0,Over 60,0,0,0
922441,167555.44352685343,4,125,0,Over 60,0,0,0
924207,163576.00174309066,2,214,0,Over 60,0,0,0
927155,157292.67261083366,2,81,0,Over 60,0,0,0
928344,183263.76635749592,2,106,0,Over 60,0,0,0
928393,81159.66795831962,2,122,0,Over 60,0,0,0
928745,73305.50654299837,3,110,0,Over 60,0,0,0
929466,109958.25981449755,4,116,0,Over 60,0,0,0
930226,85976.88695971666,1,121,0,Over 60,0,0,0
931867,60738.848278484365,1,151,0,Over 60,0,0,0
932087,17593.321570319607,1,257,257,Under 60,257,257,257
932267,209444.30440856676,5,118,0,Over 60,0,0,0
932370,246620.6684410874,2,295,0,Over 60,0,0,0
934011,151847.1206962109,2,135,0,Over 60,0,0,0
934083,128075.19214583858,2,105,0,Over 60,0,0,0
934254,123572.1396010544,1,52,0,Over 60,0,0,0
934576,29322.20261719935,1,93,93,Under 60,93,93,0
935125,157083.22830642507,2,151,0,Over 60,0,0,0
935801,227247.07028329495,4,122,0,Over 60,0,0,0
935818,67022.17741074137,2,54,0,Over 60,0,0,0
935937,36652.75327149918,1,140,140,Under 60,140,0,0
935974,63356.90208359145,2,73,73,Over 60,0,0,0
936232,38747.19631558485,1,68,68,Under 60,68,0,0
936616,54664.96345063593,2,99,99,Over 60,0,0,0
939725,188499.8739677101,4,108,0,Over 60,0,0,0
939975,62833.29132257003,1,114,0,Over 60,0,0,0
941441,102784.79238850414,2,73,0,Over 60,0,0,0
942108,178027.65874728176,4,59,0,Over 60,0,0,0
942171,777457.2579645999,2,108,0,Over 60,0,0,0
943686,27332.481725317964,1,129,129,Under 60,129,129,129
943837,15708.322830642508,1,63,63,Under 60,63,63,63
944683,196668.2018396442,4,66,0,Over 60,0,0,0
944836,160224.89287255358,3,95,0,Over 60,0,0,0
945826,6597.495588869853,1,215,215,Under 60,215,215,215
945827,103151.31992121914,2,69,0,Over 60,0,0,0
945875,23876.65070257661,2,52,52,Under 60,52,52,52
946271,120430.4750349259,2,82,0,Over 60,0,0,0
946475,172791.55113706758,2,140,0,Over 60,0,0,0
946671,141458.683197546,1,87,0,Over 60,0,0,0
946794,86919.38632955521,1,113,0,Over 60,0,0,0
947680,113832.97944605604,2,74,0,Over 60,0,0,0
947750,132997.1332994399,2,94,0,Over 60,0,0,0
947986,187976.2632066887,2,151,0,Over 60,0,0,0
947989,61681.34764832292,1,60,0,Over 60,0,0,0
948111,73305.50654299837,2,202,0,Over 60,0,0,0
948178,53408.297624184524,1,101,101,Over 60,0,0,0
949171,42203.0273383262,2,156,156,Under 60,156,0,0
950196,103674.93068224055,2,115,0,Over 60,0,0,0
950320,39270.80707660627,3,64,64,Under 60,64,64,0
951270,52361.07610214169,2,315,315,Over 60,0,0,0
952088,18326.37663574959,1,68,68,Under 60,68,68,68
953036,166434.9164982676,2,96,0,Over 60,0,0,0
953143,43983.303925799024,2,66,66,Under 60,66,0,0
954190,40213.30644644482,2,133,133,Under 60,133,0,0
954210,73829.11730401979,2,72,0,Over 60,0,0,0
955528,136138.7978655684,2,73,0,Over 60,0,0,0
955887,205255.41832039543,5,146,0,Over 60,0,0,0
956796,182216.5448354531,2,201,0,Over 60,0,0,0
958170,29636.3690738122,1,71,71,Under 60,71,71,0
958943,205569.58477700828,4,105,0,Over 60,0,0,0
959520,200071.6717862834,2,110,0,Over 60,0,0,0
960147,14661.101308599675,1,103,103,Under 60,103,103,103
960293,83777.72176342671,1,174,0,Over 60,0,0,0
960495,144202.40358529822,3,119,0,Over 60,0,0,0
960551,151847.1206962109,5,48,0,Over 60,0,0,0
960861,168603.71227041827,1,105,0,Over 60,0,0,0
961440,104722.15220428338,1,256,0,Over 60,0,0,0
962338,209444.30440856676,4,124,0,Over 60,0,0,0
962664,131426.30101637566,2,74,0,Over 60,0,0,0
963182,581207.9447337728,4,75,0,Over 60,0,0,0
965009,261805.38051070846,2,114,0,Over 60,0,0,0
965480,9215.549393976939,1,76,76,Under 60,76,76,76
965775,36652.75327149918,2,151,151,Under 60,151,151,0
965790,14451.657004191107,1,140,140,Under 60,140,140,140
966607,67022.17741074137,2,125,0,Over 60,0,0,0
967124,18849.98739677101,1,64,64,Under 60,64,64,64
967776,118336.03199084023,2,194,0,Over 60,0,0,0
967952,91317.71672213511,2,143,0,Over 60,0,0,0
968866,216774.8550628666,3,159,0,Over 60,0,0,0
970044,63880.512844612866,1,137,0,Over 60,0,0,0
971161,44140.38715410545,1,83,83,Over 60,0,0,0
971667,131949.91177739706,2,43,0,Over 60,0,0,0
971841,52361.07610214169,1,197,197,Over 60,0,0,0
971923,286938.6970397365,3,107,0,Over 60,0,0,0
973215,134862.23483019817,4,81,0,Over 60,0,0,0
973780,120430.4750349259,1,105,0,Over 60,0,0,0
973908,206616.80629905112,1,68,0,Over 60,0,0,0
974004,187243.20814125868,2,156,0,Over 60,0,0,0
974236,54874.40775504449,2,126,126,Over 60,0,0,0
974582,55544.62952915191,3,105,105,Over 60,0,0,0
974602,157187.95045862935,1,65,0,Over 60,0,0,0
974954,26389.982355479413,1,124,124,Under 60,124,124,124
974982,95297.15850589788,1,126,0,Over 60,0,0,0
975996,122524.91807901156,2,121,0,Over 60,0,0,0
976236,12147.769655696873,1,103,103,Under 60,103,103,103
976570,219947.93627465641,2,134,0,Over 60,0,0,0
977010,57597.183712355865,3,120,120,Over 60,0,0,0
977106,22829.429180533778,1,64,64,Under 60,64,64,64
977388,104722.15220428338,2,84,0,Over 60,0,0,0
977446,164413.7789607249,3,62,0,Over 60,0,0,0
978062,36705.114347601324,1,369,369,Under 60,369,0,0
978374,86919.38632955521,1,47,0,Over 60,0,0,0
978376,122524.91807901156,1,135,0,Over 60,0,0,0
978500,52382.02053258255,1,113,113,Over 60,0,0,0
978783,6806.93989327842,1,223,223,Under 60,223,223,223
978892,99486.04459406922,1,64,0,Over 60,0,0,0
979187,152056.56500061948,1,104,0,Over 60,0,0,0
979490,98177.01769151568,2,114,0,Over 60,0,0,0
979499,125666.58264514006,2,66,0,Over 60,0,0,0
979688,167555.44352685343,2,63,0,Over 60,0,0,0
979903,91108.27241772655,4,194,0,Over 60,0,0,0
980373,194573.75879555853,4,52,0,Over 60,0,0,0
980418,138275.12977053577,4,118,0,Over 60,0,0,0
981263,143469.34851986825,3,50,0,Over 60,0,0,0
981302,188499.8739677101,2,84,0,Over 60,0,0,0
981747,102627.70916019772,1,448,0,Over 60,0,0,0
982580,68090.34336322505,2,81,0,Over 60,0,0,0
983091,225152.62723920928,2,125,0,Over 60,0,0,0
985146,72258.28502095553,2,313,0,Over 60,0,0,0
986241,94249.93698385505,1,138,0,Over 60,0,0,0
986367,43983.303925799024,2,130,130,Under 60,130,0,0
986590,343645.7424583559,4,73,0,Over 60,0,0,0
988730,3665.2753271499187,1,351,351,Under 60,351,351,351
988747,3874.719631558485,2,123,123,Under 60,123,123,123
989907,111529.0920975618,3,195,0,Over 60,0,0,0
990198,3979.441783762769,1,78,78,Under 60,78,78,78
990963,27646.648181930814,1,107,107,Under 60,107,107,107
991435,167555.44352685343,4,71,0,Over 60,0,0,0
991561,306835.90595855034,2,153,0,Over 60,0,0,0
992166,135164.88185006857,1,120,0,Over 60,0,0,0
992415,101664.26535991831,1,72,0,Over 60,0,0,0
992718,41888.86088171336,2,139,139,Under 60,139,0,0
992807,230388.73484942346,3,120,0,Over 60,0,0,0
993359,164885.0286456442,3,120,0,Over 60,0,0,0
993979,130902.69025535423,4,287,0,Over 60,0,0,0
994419,163366.5574386821,2,133,0,Over 60,0,0,0
995177,68069.3989327842,1,130,0,Over 60,0,0,0
995283,26808.870964296548,2,98,98,Under 60,98,98,98
995960,99486.04459406922,2,105,0,Over 60,0,0,0
996132,3036.9424139242183,1,121,121,Under 60,121,121,121
996663,47543.85710074466,1,182,182,Over 60,0,0,0
998431,14661.101308599675,1,492,492,Under 60,492,492,492
998890,137751.51900951436,3,70,0,Over 60,0,0,0
998942,489104.81187010556,2,148,0,Over 60,0,0,0
1000078,189568.03992019378,3,75,0,Over 60,0,0,0
1000398,10995.825981449756,1,88,88,Under 60,88,88,88
1000464,167974.33213567056,2,79,0,Over 60,0,0,0
1000498,126190.19340616147,1,163,0,Over 60,0,0,0
1000629,109958.25981449755,3,106,0,Over 60,0,0,0
1000961,15708.322830642508,1,58,58,Under 60,58,58,58
1001219,523610.7610214169,3,144,0,Over 60,0,0,0
1001317,122524.91807901156,1,115,0,Over 60,0,0,0
1002869,69116.62045482703,2,121,0,Over 60,0,0,0
1003198,141374.90547578258,2,77,0,Over 60,0,0,0
1003548,94249.93698385505,1,73,0,Over 60,0,0,0
1004031,11309.992438062605,1,61,61,Under 60,61,61,61
1005463,123572.1396010544,4,80,0,Over 60,0,0,0
1005492,14765.823460803957,1,119,119,Under 60,119,119,119
1005844,14661.101308599675,1,151,151,Under 60,151,151,151
1006565,43930.94284969688,1,110,110,Over 60,0,0,0
1006673,89013.82937364088,1,120,0,Over 60,0,0,0
1007375,157083.22830642507,2,133,0,Over 60,0,0,0
1007551,274686.2052318353,5,72,0,Over 60,0,0,0
1008183,761330.0465251402,4,115,0,Over 60,0,0,0
1009208,87966.60785159805,4,80,0,Over 60,0,0,0
1009779,385178.54802257475,4,134,0,Over 60,0,0,0
1009880,38328.30770676772,1,66,66,Under 60,66,0,0
1010089,61681.34764832292,1,63,0,Over 60,0,0,0
1010115,87233.55278616806,1,137,0,Over 60,0,0,0
1010338,104931.59650869195,3,111,0,Over 60,0,0,0
1010732,77494.3926311697,3,114,0,Over 60,0,0,0
1011060,95087.71420148932,8,130,130,Over 60,0,0,0
1011193,197087.09044846133,6,97,0,Over 60,0,0,0
1011498,131949.91177739706,2,77,0,Over 60,0,0,0
1012088,197929.05655218379,3,112,0,Over 60,0,0,0
1013824,19897.20891881384,6,98,98,Under 60,98,98,98
1014925,15184.712069621091,1,87,87,Under 60,87,87,87
1015483,70163.84197686987,1,192,0,Over 60,0,0,0
1015763,49219.41153601319,1,71,71,Over 60,0,0,0
1015783,189965.98409857007,5,90,0,Over 60,0,0,0
1015997,125666.58264514006,2,134,0,Over 60,0,0,0
1016326,8063.6057197298205,1,97,97,Under 60,97,97,97
1016676,255731.49568286003,3,116,0,Over 60,0,0,0
1016776,157083.22830642507,4,120,0,Over 60,0,0,0
1017169,9529.715850589788,1,121,121,Under 60,121,121,121
1018195,116241.58894675456,1,62,0,Over 60,0,0,0
1018889,147815.317836346,4,126,0,Over 60,0,0,0
1022453,178027.65874728176,3,81,0,Over 60,0,0,0
1022760,141374.90547578258,2,62,0,Over 60,0,0,0
1023435,41888.86088171336,2,142,142,Under 60,142,0,0
1025495,200019.31071018128,1,128,0,Over 60,0,0,0
1025866,64404.12360563428,2,84,0,Over 60,0,0,0
1026080,30683.590595855032,1,109,109,Under 60,109,109,0
1026097,890347.7380408173,2,126,0,Over 60,0,0,0
1026636,4188.886088171335,1,70,70,Under 60,70,70,70
1026733,20211.375375426695,1,209,209,Under 60,209,209,209
1026741,75399.94958708403,2,170,0,Over 60,0,0,0
1026836,8377.77217634267,1,131,131,Under 60,131,131,131
1027414,120430.4750349259,2,69,0,Over 60,0,0,0
1028025,627809.3024646789,2,126,0,Over 60,0,0,0
1029161,157083.22830642507,1,244,0,Over 60,0,0,0
1029825,96344.38002794072,5,59,0,Over 60,0,0,0
1030416,35092.39320365537,1,92,92,Under 60,92,92,0
1030970,489062.9230092238,1,100,0,Over 60,0,0,0
1031473,256569.27290049428,4,398,0,Over 60,0,0,0
1032951,35081.92098843493,1,319,319,Under 60,319,319,0
1033944,28274.981095156516,3,61,61,Under 60,61,61,61
1034684,75399.94958708403,2,43,0,Over 60,0,0,0
1035210,293222.02617199346,4,71,0,Over 60,0,0,0
1035500,226199.84876125213,2,235,0,Over 60,0,0,0
1035546,40841.639359670524,1,71,71,Under 60,71,0,0
1035563,120430.4750349259,3,105,0,Over 60,0,0,0
1036395,41888.86088171336,2,58,58,Under 60,58,0,0
1036609,50402.771855921594,1,243,243,Over 60,0,0,0
1037935,547696.8560284021,4,107,0,Over 60,0,0,0
1039376,68174.12108498848,1,73,0,Over 60,0,0,0
1039835,166927.1106136277,4,95,0,Over 60,0,0,0
1040763,303694.2413924218,3,166,0,Over 60,0,0,0
1040777,1047.2215220428338,5,135,135,Under 60,135,135,135
1040962,138652.1295184712,2,158,0,Over 60,0,0,0
1042591,62833.29132257003,2,120,120,Over 60,0,0,0
1042942,123572.1396010544,2,134,0,Over 60,0,0,0
1043120,62833.29132257003,1,72,0,Over 60,0,0,0
1043232,14975.267765212524,2,151,151,Under 60,151,151,151
1044206,110062.98196670185,1,251,0,Over 60,0,0,0
1044533,215727.63354082376,3,75,0,Over 60,0,0,0
1045431,219916.5196289951,2,67,0,Over 60,0,0,0
1045974,44088.026078003306,1,86,86,Over 60,0,0,0
1045992,104722.15220428338,1,115,0,Over 60,0,0,0
1046222,40736.917207466235,3,130,130,Under 60,130,130,0
1046924,100533.26611611205,1,144,0,Over 60,0,0,0
1047093,112471.59146740036,2,179,0,Over 60,0,0,0
1049726,1466.1101308599675,2,300,300,Under 60,300,300,300
1049799,36652.75327149918,1,129,129,Under 60,129,0,0
1050318,114566.03451148602,2,88,0,Over 60,0,0,0
1050770,137776.6523260434,2,107,0,Over 60,0,0,0
1051691,50266.633058056024,2,61,61,Over 60,0,0,0
1052652,104722.15220428338,1,130,0,Over 60,0,0,0
1055110,255522.05137845146,2,67,0,Over 60,0,0,0
1058122,96344.38002794072,2,31,0,Over 60,0,0,0
1059765,25028.59437682373,1,137,137,Under 60,137,137,137
1061846,210491.5259306096,5,72,0,Over 60,0,0,0
1062121,124807.86099706494,2,103,0,Over 60,0,0,0
1062320,41888.86088171336,1,236,236,Under 60,236,0,0
1062603,31835.53427010215,1,74,74,Under 60,74,74,0
1063157,77494.3926311697,2,86,0,Over 60,0,0,0
1064209,89013.82937364088,3,144,0,Over 60,0,0,0
1064413,204208.1967983526,4,58,0,Over 60,0,0,0
1064451,98438.82307202638,1,132,0,Over 60,0,0,0
1065091,92155.49393976938,1,144,0,Over 60,0,0,0
1065263,60351.37631532851,1,110,0,Over 60,0,0,0
1066008,109958.25981449755,2,66,0,Over 60,0,0,0
1067171,232483.17789350913,3,81,0,Over 60,0,0,0
1067558,35605.53174945635,2,91,91,Under 60,91,91,0
1067619,107340.20600939047,2,61,0,Over 60,0,0,0
1067761,65765.51158428997,2,186,0,Over 60,0,0,0
1067878,160015.44856814502,3,78,0,Over 60,0,0,0
1068068,116241.58894675456,2,129,0,Over 60,0,0,0
1068491,373334.4726082703,4,68,0,Over 60,0,0,0
1069862,131300.6344337305,2,114,0,Over 60,0,0,0
1070506,64927.7343666557,1,138,0,Over 60,0,0,0
1070737,134044.35482148273,2,119,0,Over 60,0,0,0
1070941,33825.255161983536,2,136,136,Under 60,136,136,0
1071076,34977.19883623065,1,168,168,Under 60,168,168,0
1071149,246097.05768006595,4,125,0,Over 60,0,0,0
1074641,122943.80668782869,2,64,0,Over 60,0,0,0
1075795,47124.968491927524,1,117,117,Over 60,0,0,0
1076009,62833.29132257003,1,128,0,Over 60,0,0,0
1082651,97601.04585439211,2,76,0,Over 60,0,0,0
1082815,495335.7799262604,2,132,0,Over 60,0,0,0
1083540,81683.27871934105,1,114,0,Over 60,0,0,0
1083579,157083.22830642507,2,376,0,Over 60,0,0,0
1085169,36652.75327149918,1,57,57,Under 60,57,0,0
1086375,131949.91177739706,2,139,0,Over 60,0,0,0
1088056,98438.82307202638,1,126,0,Over 60,0,0,0
1089219,137186.01938761125,1,63,0,Over 60,0,0,0
1089411,247667.8899631302,3,120,0,Over 60,0,0,0
1091634,189547.09548975292,2,269,0,Over 60,0,0,0
1092614,45973.02481768041,1,132,132,Over 60,0,0,0
1092774,10367.493068224056,1,128,128,Under 60,128,128,128
1092879,36652.75327149918,3,109,109,Under 60,109,109,0
1093948,141374.90547578258,2,100,0,Over 60,0,0,0
1094544,15603.600678438224,2,119,119,Under 60,119,119,119
1095201,19373.598157792425,2,65,65,Under 60,65,65,65
1095595,41888.86088171336,1,106,106,Under 60,106,0,0
1096916,140956.01686696542,5,133,0,Over 60,0,0,0
1096926,310501.18128570024,2,55,0,Over 60,0,0,0
1096951,250757.19345315656,4,113,0,Over 60,0,0,0
1097013,5236.10761021417,1,70,70,Under 60,70,70,70
1097142,52361.07610214169,5,402,402,Under 60,402,402,0
1097388,57283.01725574301,3,240,240,Over 60,0,0,0
1097428,117288.8104687974,1,247,0,Over 60,0,0,0
1097609,47229.690644131806,1,50,50,Over 60,0,0,0
1098632,56340.51788590446,1,67,0,Over 60,0,0,0
1098656,52916.103508824395,2,69,69,Over 60,0,0,0
1099463,72258.28502095553,2,135,0,Over 60,0,0,0
1101054,31835.53427010215,1,116,116,Under 60,116,116,0
1101310,25028.59437682373,1,143,143,Under 60,143,143,143
1102018,147972.40106465243,4,119,0,Over 60,0,0,0
1105310,67441.0660195585,1,119,0,Over 60,0,0,0
1108245,333362.02711189527,5,46,0,Over 60,0,0,0
1108304,761330.0465251402,4,60,0,Over 60,0,0,0
1108358,155250.59064285012,1,135,0,Over 60,0,0,0
1108762,27960.814638543663,2,381,381,Under 60,381,381,381
1109646,117812.4212298188,4,159,0,Over 60,0,0,0
1109962,94354.65913605933,1,67,0,Over 60,0,0,0
1110731,34139.42161859638,8,74,74,Under 60,74,74,74
1111610,76447.17110912687,1,382,0,Over 60,0,0,0
1111935,148286.56752126527,6,212,0,Over 60,0,0,0
1112078,41888.86088171336,1,99,99,Under 60,99,0,0
1112206,490099.67231604626,4,117,0,Over 60,0,0,0
1112678,104722.15220428338,2,55,0,Over 60,0,0,0
1112681,35605.53174945635,1,132,132,Under 60,132,0,0
1112907,209444.30440856676,3,94,0,Over 60,0,0,0
1113009,36652.75327149918,3,337,337,Under 60,337,337,0
1113534,66184.4001931071,2,62,0,Over 60,0,0,0
1114003,51837.465341120274,2,86,86,Over 60,0,0,0
1114219,105769.37372632622,2,66,0,Over 60,0,0,0
1114285,89013.82937364088,1,79,0,Over 60,0,0,0
1114428,240860.9500698518,2,125,0,Over 60,0,0,0
1114710,73305.50654299837,2,112,0,Over 60,0,0,0
1114713,207768.74997329823,2,123,0,Over 60,0,0,0
1116849,219832.74190723168,2,80,0,Over 60,0,0,0
1118678,417841.3872950907,3,91,0,Over 60,0,0,0
1119028,83777.72176342671,2,92,0,Over 60,0,0,0
1119099,105456.25449123542,3,58,0,Over 60,0,0,0
1119417,62833.29132257003,3,75,75,Over 60,0,0,0
1119952,636710.6854020429,4,189,0,Over 60,0,0,0
1120121,47334.41279633609,2,246,246,Under 60,246,0,0
1121806,138233.24090965407,2,65,0,Over 60,0,0,0
1122111,109958.25981449755,2,144,0,Over 60,0,0,0
1122798,96344.38002794072,2,101,0,Over 60,0,0,0
1123176,41469.97227289622,3,137,137,Under 60,137,137,0
1124437,94249.93698385505,1,66,0,Over 60,0,0,0
1124671,140746.57256255686,6,206,0,Over 60,0,0,0
1125019,16755.54435268534,1,59,59,Under 60,59,59,59
1125969,49219.41153601319,1,213,213,Over 60,0,0,0
1126743,10472.21522042834,1,82,82,Under 60,82,82,82
1127239,13090.269025535423,1,57,57,Under 60,57,57,57
1128196,84406.0546766524,2,139,0,Over 60,0,0,0
1128874,143469.34851986825,3,51,0,Over 60,0,0,0
1129411,35814.97605386492,1,143,143,Under 60,143,0,0
1129803,142422.1269978254,2,121,0,Over 60,0,0,0
1130536,46077.74696988469,3,352,352,Under 60,352,0,0
1130773,67022.17741074137,1,119,0,Over 60,0,0,0
1131272,43564.41531698189,1,116,116,Over 60,0,0,0
1132394,113099.92438062606,5,354,0,Over 60,0,0,0
1132398,215727.63354082376,4,60,0,Over 60,0,0,0
1132538,302647.019870379,3,243,0,Over 60,0,0,0
1133508,58434.96092999013,2,124,124,Over 60,0,0,0
1134262,234368.17663318623,4,70,0,Over 60,0,0,0
1134441,20944.43044085668,3,140,140,Under 60,140,140,140
1135166,69535.50906364417,1,102,0,Over 60,0,0,0
1137949,10472.21522042834,1,150,150,Under 60,150,150,150
1138544,22619.98487612521,2,153,153,Under 60,153,153,153
1138906,211538.74745265243,2,115,0,Over 60,0,0,0
1139264,83149.38885020101,2,181,0,Over 60,0,0,0
1139917,4817.219001397036,1,68,68,Under 60,68,68,68
1140089,18535.82094015816,1,132,132,Under 60,132,132,132
1140734,105769.37372632622,3,218,0,Over 60,0,0,0
1141212,157921.00552405935,6,116,0,Over 60,0,0,0
1141281,271649.2628179111,2,80,0,Over 60,0,0,0
1141472,81683.27871934105,1,60,0,Over 60,0,0,0
1141484,10472.21522042834,5,243,243,Under 60,243,243,243
1141911,9215.549393976939,1,89,89,Under 60,89,89,89
1141924,162319.33591663925,1,127,0,Over 60,0,0,0
1142918,261805.38051070846,4,127,0,Over 60,0,0,0
1143615,162319.33591663925,3,70,0,Over 60,0,0,0
1143854,45554.136208863274,2,67,67,Under 60,67,0,0
1144228,157087.41719251327,2,114,0,Over 60,0,0,0
1144333,199018.1669351083,3,73,0,Over 60,0,0,0
1144523,20944.43044085668,1,95,95,Under 60,95,95,95
1145287,123572.1396010544,2,124,0,Over 60,0,0,0
1145782,165461.00048276776,4,115,0,Over 60,0,0,0
1146207,25133.316529028012,1,302,302,Under 60,302,302,302
1147340,193735.98157792425,2,74,0,Over 60,0,0,0
1147506,42626.10483323151,2,117,117,Under 60,117,0,0
1148329,245049.83615802313,3,94,0,Over 60,0,0,0
1148535,18640.543092362444,1,37,37,Under 60,37,37,37
1149417,62833.29132257003,1,344,0,Over 60,0,0,0
1149641,61848.903091849774,2,120,120,Over 60,0,0,0
1150878,182216.5448354531,2,78,0,Over 60,0,0,0
1152118,129017.69151567713,1,126,0,Over 60,0,0,0
1152441,218869.29810695228,3,140,0,Over 60,0,0,0
1152512,154988.7852623394,3,79,0,Over 60,0,0,0
1152622,15079.989917416808,1,137,137,Under 60,137,137,137
1153049,122943.80668782869,1,338,0,Over 60,0,0,0
1153412,560263.5142929162,2,121,0,Over 60,0,0,0
1153708,345583.10227413516,5,114,0,Over 60,0,0,0
1153941,17488.599418115326,1,148,148,Under 60,148,148,148
1154301,89118.55152584516,3,43,0,Over 60,0,0,0
1155658,90061.05089568371,2,90,0,Over 60,0,0,0
1156347,3141.6645661285015,2,102,102,Under 60,102,102,102
1156996,26180.538051070846,1,159,159,Under 60,159,159,159
1157057,256045.66213947287,3,145,0,Over 60,0,0,0
1157094,212345.10802462543,2,128,0,Over 60,0,0,0
1158407,499524.66601443174,6,149,0,Over 60,0,0,0
1159380,11100.54813365404,1,60,60,Under 60,60,60,60
1160497,76761.33756573973,2,70,0,Over 60,0,0,0
1160938,12776.102568922573,1,88,88,Under 60,88,88,88
1161097,50266.633058056024,2,291,291,Over 60,0,0,0
1161408,387471.9631558485,3,164,0,Over 60,0,0,0
1161461,58644.4052343987,3,175,175,Over 60,0,0,0
1161505,27227.75957311368,1,74,74,Under 60,74,74,74
1162652,1884.998739677101,1,118,118,Under 60,118,118,118
1162694,36652.75327149918,1,156,156,Under 60,156,0,0
