,block_group,mode_index,affordability_index
0,530330020003,0.7992857142857143,0.4431193043754477
1,530330028001,0.7185714285714286,0.5095145162524692
2,530330103001,0.6692857142857143,0.3769586799676664
3,530330104023,0.7878571428571428,0.3612717293568301
4,530330080012,0.8407142857142857,0.8130242888519286
5,530330022001,0.6342857142857142,0.23717939423834397
6,530330056001,0.5528571428571428,0.1392456404374579
7,530330080021,0.8478571428571429,0.8415869772387499
8,530330042002,0.735,0.2566469502788371
9,530330069004,0.7335714285714287,0.4678336031845245
10,530330049004,0.7728571428571428,0.5033491191811043
11,530330082002,0.8107142857142857,0.9285647317775562
12,530330058013,0.6785714285714285,0.2482413304954668
13,530330004011,0.6328571428571428,0.34727781547352155
14,530330084003,0.8535714285714284,0.9460514222138704
15,530330087002,0.8,0.6580063225324444
16,530330077002,0.8142857142857143,0.6076791017239285
17,530330032007,0.5928571428571429,0.4787141280345673
18,530330044002,0.7942857142857143,0.5682830156189316
19,530330041003,0.7100000000000001,0.11531426824113712
20,530330072001,0.8478571428571429,0.7440068878066357
21,530330105004,0.6857142857142857,0.5011395108822938
22,530330005003,0.5614285714285714,0.41717429487384783
23,530330060003,0.8021428571428572,0.5435471973931748
24,530330053023,0.7757142857142857,0.5247050782159826
25,530330011001,0.7200000000000001,0.4403944561708083
26,530330046003,0.7978571428571428,0.5720379621927865
27,530330044004,0.7814285714285715,0.5510013621128841
28,530330046001,0.7292857142857143,0.38686711167419097
29,530330078004,0.807142857142857,0.4857801416985076
30,530330078003,0.7999999999999999,0.6292495128348834
31,530330109001,0.7414285714285714,0.3514738353283037
32,530330031005,0.5514285714285715,0.5164301649168539
33,530330017022,0.6592857142857143,0.4302294434544257
34,530330051001,0.7964285714285714,0.5737321476803728
35,530330114023,0.5707142857142857,0.5507242476703005
36,530330100012,0.7678571428571428,0.4508490245834619
37,530330052002,0.7807142857142857,0.6362034751804653
38,530330075005,0.79,0.8766270712946899
39,530330083002,0.8471428571428572,0.8919398724097597
40,530330010002,0.6814285714285714,0.3540244368684723
41,530330113003,0.6707142857142857,0.3530237708007271
42,530330098001,0.665,0.4645329647010973
43,530330104012,0.7228571428571428,0.3436856035126912
44,530330117001,0.6728571428571428,0.3040639014907553
45,530330054004,0.8085714285714286,0.5800341297148384
46,530330057005,0.6414285714285713,0.1670710690944276
47,530330047004,0.6995182724252491,0.4934222623016159
48,530330034002,0.7292857142857143,0.3287473151756868
49,530330081003,0.8228571428571427,0.8174659539351627
50,530330001004,0.6757142857142857,0.2988796352549508
51,530330097014,0.6021428571428571,0.3449005015928968
52,530330045001,0.7985714285714286,0.5522727660152807
53,530330014002,0.6742857142857143,0.4358807117787237
54,530330100021,0.8164285714285714,0.6341917900826652
55,530330264004,0.5778571428571428,0.24628607905055225
56,530330058022,0.7321428571428571,0.3933402253581945
57,530330074023,0.8278571428571428,0.8999281538257395
58,530330024001,0.6992857142857143,0.17997250185070024
59,530330102003,0.6864285714285715,0.30034085665413657
60,530330113001,0.6271428571428571,0.19706688060450414
61,530330025002,0.7828571428571428,0.42137920077719104
62,530330068002,0.7464285714285714,0.460137606333722
63,530330105003,0.645,0.39023947225040456
64,530330075002,0.7957142857142856,0.7608612105588867
65,530330070004,0.745,0.5424986863811243
66,530330056005,0.6935714285714287,0.3925817538169804
67,530330118005,0.6128571428571429,0.32169414337540425
68,530330085003,0.8557142857142856,0.8731056398724344
69,530330043022,0.7928571428571428,0.2713673081004009
70,530330027002,0.7257142857142858,0.5103600208964596
71,530330078001,0.7742857142857142,0.4602317903533296
72,530330080022,0.8685714285714285,0.4221618502261614
73,530330029003,0.7078571428571429,0.34305367594455205
74,530330067003,0.765,0.5817151216407368
75,530330057001,0.5064285714285715,0.0
76,530330074012,0.8049999999999999,0.8265042837567244
77,530330089002,0.7871428571428571,0.5835814768452655
78,530330001002,0.6607142857142857,0.3748064554066123
79,530330068001,0.7321428571428571,0.5242519034576918
80,530330117003,0.6564285714285714,0.2904637651004767
81,530330085002,0.8407142857142857,0.8636825699589208
82,530330102001,0.6164285714285714,0.3439690763739538
83,530330065003,0.8335714285714284,0.7483640995062885
84,530330106001,0.6692857142857143,0.4810800611020852
85,530330063001,0.6785714285714286,0.3980880726162845
86,530330017024,0.6314285714285715,0.4341962356929357
87,530330049003,0.7885714285714286,0.5767761898602045
