Block_Group,Population,Year
530330298014,1586,2010
530330298015,2238,2010
530330298021,1038,2010
530330298022,1141,2010
530330298023,1939,2010
530330298024,1300,2010
530330298025,1311,2010
530330298026,2240,2010
530330299011,1930,2010
530330299012,1126,2010
530330299013,1767,2010
530330299021,1265,2010
530330299022,1218,2010
530330299023,1944,2010
530330300031,977,2010
530330300032,1731,2010
530330300033,979,2010
530330300034,1157,2010
530330300035,1033,2010
530330300041,997,2010
530330300042,1958,2010
530330300043,1049,2010
530330300044,1401,2010
530330300045,1378,2010
530330300046,1272,2010
530330300051,1814,2010
530330300052,1470,2010
530330300053,2246,2010
530330300061,1797,2010
530330300062,1939,2010
530330301001,866,2010
530330301002,994,2010
530330301003,1422,2010
530330301004,934,2010
530330301005,1240,2010
530330301006,1010,2010
530330301007,857,2010
530330302011,1059,2010
530330302012,1018,2010
530330302013,1665,2010
530330302014,1585,2010
530330302021,972,2010
530330302022,1529,2010
530330302023,963,2010
530330302024,1682,2010
530330302025,1338,2010
530330303041,1688,2010
530330303042,1299,2010
530330303051,1788,2010
530330303052,1715,2010
530330303053,1403,2010
530330303061,1557,2010
530330303062,1170,2010
530330303063,1620,2010
530330303064,1334,2010
530330303081,935,2010
530330303082,1669,2010
530330303083,1333,2010
530330303084,2329,2010
530330303091,1222,2010
530330303092,1253,2010
530330303093,1456,2010
530330303094,1799,2010
530330303101,1037,2010
530330303102,1289,2010
530330303103,1595,2010
530330303104,1630,2010
530330303111,971,2010
530330303112,1849,2010
530330303113,1255,2010
530330303114,959,2010
530330303121,1289,2010
530330303122,1069,2010
530330303123,1277,2010
530330303124,1101,2010
530330303131,1380,2010
530330303132,2232,2010
530330303141,1478,2010
530330303142,1016,2010
530330303143,1301,2010
530330304011,2769,2010
530330304012,1552,2010
530330304013,1009,2010
530330304014,1079,2010
530330304015,1725,2010
530330304031,1474,2010
530330304032,1143,2010
530330304033,1653,2010
530330304041,1666,2010
530330304042,1632,2010
530330304043,910,2010
530330305011,766,2010
530330305012,920,2010
530330305031,2029,2010
530330305032,2152,2010
530330305041,888,2010
530330305042,1096,2010
530330305043,1095,2010
530330305044,1405,2010
530330306001,1276,2010
530330306002,1496,2010
530330306003,1132,2010
530330306004,1427,2010
530330307001,1088,2010
530330307002,1290,2010
530330307003,1418,2010
530330308011,1740,2010
530330308012,1908,2010
530330308013,2927,2010
530330308021,1337,2010
530330308022,1295,2010
530330308023,1051,2010
530330309011,1977,2010
530330309012,1629,2010
530330309021,2143,2010
530330309022,1509,2010
530330309023,1953,2010
530330310001,2038,2010
530330310002,1309,2010
530330311001,1237,2010
530330311002,1538,2010
530330311003,1767,2010
530330311004,1310,2010
530330311005,866,2010
530330312021,1353,2010
530330312022,960,2010
530330312023,1419,2010
530330312024,1107,2010
530330312025,1562,2010
530330312041,1247,2010
530330312042,1224,2010
530330312043,1475,2010
530330312044,957,2010
530330312045,1135,2010
530330312051,2226,2010
530330312052,2631,2010
530330312053,1816,2010
530330312061,1214,2010
530330312062,1493,2010
530330312063,2170,2010
530330313011,1323,2010
530330313012,1164,2010
530330313021,1024,2010
530330313022,1104,2010
530330313023,1133,2010
530330313024,1110,2010
530330314001,838,2010
530330314002,1603,2010
530330314003,1448,2010
530330314004,855,2010
530330314005,1036,2010
530330315011,1047,2010
530330315012,1365,2010
530330315013,1204,2010
530330315021,923,2010
530330315022,1268,2010
530330315023,1685,2010
530330316011,2175,2010
530330316012,1597,2010
530330316013,1362,2010
530330316031,1736,2010
530330316032,1008,2010
530330316033,1194,2010
530330316034,1790,2010
530330316041,2489,2010
530330316042,1074,2010
530330316043,1234,2010
530330316051,1001,2010
530330316052,1488,2010
530330316053,1100,2010
530330317031,826,2010
530330317032,1601,2010
530330317033,1378,2010
530330317034,1254,2010
530330317035,1590,2010
530330317041,1269,2010
530330317042,1509,2010
530330317043,2761,2010
530330317051,1211,2010
530330317052,965,2010
530330317053,1568,2010
530330317061,1270,2010
530330317062,1407,2010
530330317063,1916,2010
530330317064,1717,2010
530330318001,1977,2010
530330318002,1539,2010
530330318003,1261,2010
530330319031,1765,2010
530330319032,1376,2010
530330319033,875,2010
530330319034,1307,2010
530330319035,1088,2010
530330319041,1712,2010
530330319042,680,2010
530330319043,937,2010
530330319061,1490,2010
530330319062,2104,2010
530330319071,843,2010
530330319072,940,2010
530330319073,2157,2010
530330319074,2202,2010
530330319075,1257,2010
530330319081,1461,2010
530330319082,1528,2010
530330319083,1277,2010
530330319091,1726,2010
530330319092,1311,2010
530330320021,1547,2010
530330320022,1359,2010
530330320031,1623,2010
530330320032,1130,2010
530330320033,1026,2010
530330320034,975,2010
530330320051,653,2010
530330320052,1222,2010
530330320053,963,2010
530330320054,1384,2010
530330320055,1413,2010
530330320056,822,2010
530330320061,1138,2010
530330320062,1623,2010
530330320063,1514,2010
530330320071,997,2010
530330320072,1270,2010
530330320073,1190,2010
530330320081,1279,2010
530330320082,1589,2010
530330320083,1222,2010
530330320101,1108,2010
530330320102,1399,2010
530330320103,1166,2010
530330320104,1502,2010
530330320111,2321,2010
530330320112,1796,2010
530330321021,1216,2010
530330321022,898,2010
530330321023,1076,2010
530330321024,1356,2010
530330321031,651,2010
530330321032,1076,2010
530330321033,1219,2010
530330321034,1334,2010
530330321041,2684,2010
530330321042,2171,2010
530330321043,1178,2010
530330322031,1911,2010
530330322032,1330,2010
530330322033,2272,2010
530330322034,1125,2010
530330322071,1114,2010
530330322072,885,2010
530330322073,1255,2010
530330322081,1397,2010
530330322082,790,2010
530330322083,1978,2010
530330322084,1775,2010
530330322085,1996,2010
530330322101,1608,2010
530330322102,5357,2010
530330322103,3607,2010
530330322111,1916,2010
530330322112,1499,2010
530330322113,1388,2010
530330322121,2468,2010
530330322122,995,2010
530330322123,1515,2010
530330322124,2809,2010
530330322131,1019,2010
530330322132,999,2010
530330322133,2358,2010
530330322141,1835,2010
530330322142,2712,2010
530330322143,1717,2010
530330322151,1751,2010
530330322152,2878,2010
530330323071,1738,2010
530330323072,1086,2010
530330323073,1434,2010
530330323074,1098,2010
530330323075,1012,2010
530330323091,1228,2010
530330323092,2194,2010
530330323093,1790,2010
530330323111,1155,2010
530330323112,1243,2010
530330323113,998,2010
530330323114,1306,2010
530330323115,1135,2010
530330323131,870,2010
530330323132,1233,2010
530330323133,797,2010
530330323134,2676,2010
530330323151,1764,2010
530330323152,1654,2010
530330323153,1838,2010
530330323161,715,2010
530330323162,1494,2010
530330323163,1842,2010
530330323164,1444,2010
530330323171,1500,2010
530330323172,1235,2010
530330323173,1138,2010
530330323174,1011,2010
530330323175,1154,2010
530330323181,2179,2010
530330323182,1115,2010
530330323183,956,2010
530330323184,1396,2010
530330323191,664,2010
530330323192,1589,2010
530330323193,1578,2010
530330323194,872,2010
530330323201,1301,2010
530330323202,1337,2010
530330323203,1567,2010
530330323211,927,2010
530330323212,1136,2010
530330323213,1425,2010
530330323214,1471,2010
530330323221,1189,2010
530330323222,748,2010
530330323223,1407,2010
530330323231,1258,2010
530330323232,1484,2010
530330323233,1506,2010
530330323234,1235,2010
530330323241,1034,2010
530330323242,996,2010
530330323243,1516,2010
530330323244,1507,2010
530330323251,653,2010
530330323252,2628,2010
530330323253,2510,2010
530330323261,1327,2010
530330323262,1685,2010
530330323263,750,2010
530330323271,2998,2010
530330323272,836,2010
530330323281,1151,2010
530330323282,937,2010
530330323283,1157,2010
530330323291,3180,2010
530330323292,3419,2010
530330324011,1354,2010
530330324012,1737,2010
530330324013,1762,2010
530330324014,1006,2010
530330324021,1811,2010
530330324022,1902,2010
530330324023,1435,2010
530330324024,862,2010
530330325001,1200,2010
530330325002,1478,2010
530330325003,1035,2010
530330325004,1524,2010
530330326011,1783,2010
530330326012,1002,2010
530330326021,2325,2010
530330326022,899,2010
530330326023,4383,2010
530330326024,3434,2010
530330327021,1659,2010
530330327022,993,2010
530330327023,1017,2010
530330327024,840,2010
530330327025,1176,2010
530330327026,860,2010
530330327031,1292,2010
530330327032,728,2010
530330327041,1695,2010
530330327042,1760,2010
530330327043,1325,2010
530330327044,1234,2010
530330328001,790,2010
530330328002,1434,2010
530330328003,627,2010
530339901000,0,2010
530330001001,1248,2016
530330001002,1336,2016
530330001003,1785,2016
530330001004,1953,2016
530330001005,939,2016
530330002001,1032,2016
530330002002,1061,2016
530330002003,1601,2016
530330002004,1126,2016
530330002005,1755,2016
530330002006,1327,2016
530330003001,1325,2016
530330003002,1505,2016
530330004011,3391,2016
530330004012,1500,2016
530330004013,1367,2016
530330004021,1238,2016
530330004022,780,2016
530330004023,1192,2016
530330004024,1955,2016
530330005001,1275,2016
530330005002,834,2016
530330005003,1045,2016
530330006001,1070,2016
530330006002,1137,2016
530330006003,1636,2016
530330006004,1803,2016
530330006005,928,2016
530330006006,1465,2016
530330007001,2108,2016
530330007002,1035,2016
530330007003,982,2016
530330007004,526,2016
530330008001,1139,2016
530330008002,1335,2016
530330009001,1010,2016
530330009002,813,2016
530330010001,947,2016
530330010002,1021,2016
530330011001,1349,2016
530330011002,1380,2016
530330012001,1209,2016
530330012002,779,2016
530330012003,1875,2016
530330012004,1833,2016
530330012005,1254,2016
530330013001,1622,2016
530330013002,1234,2016
530330013003,1507,2016
530330014001,1525,2016
530330014002,1221,2016
530330014003,1411,2016
530330014004,1546,2016
530330015001,1236,2016
530330015002,1270,2016
530330016001,1614,2016
530330016002,1333,2016
530330016003,1453,2016
530330017011,1739,2016
530330017012,989,2016
530330017013,1260,2016
530330017021,1688,2016
530330017022,920,2016
530330017023,1234,2016
530330017024,651,2016
530330018001,1841,2016
530330018002,1517,2016
530330018003,1922,2016
530330019001,2319,2016
530330019002,1366,2016
530330019003,1104,2016
530330020001,1756,2016
530330020002,1034,2016
530330020003,857,2016
530330021001,1622,2016
530330021002,955,2016
530330021003,1526,2016
530330022001,1585,2016
530330022002,1429,2016
530330022003,1342,2016
530330022004,1263,2016
530330024001,913,2016
530330024002,699,2016
530330024003,1393,2016
530330025001,1598,2016
530330025002,1403,2016
530330026001,1199,2016
530330026002,1393,2016
530330026003,1474,2016
530330026004,945,2016
530330027001,1927,2016
530330027002,1702,2016
530330027003,1073,2016
530330027004,1439,2016
530330028001,919,2016
530330028002,1219,2016
530330028003,1277,2016
530330028004,1492,2016
530330029001,1531,2016
530330029002,1531,2016
530330029003,1260,2016
530330030001,1303,2016
530330030002,1457,2016
530330030003,1556,2016
530330030004,1478,2016
530330031001,966,2016
530330031002,949,2016
530330031003,1368,2016
530330031004,1726,2016
530330031005,1206,2016
530330032001,982,2016
530330032002,1397,2016
530330032003,1089,2016
530330032004,1169,2016
530330032005,553,2016
530330032006,1906,2016
530330032007,1327,2016
530330033001,1719,2016
530330033002,880,2016
530330033003,1879,2016
530330033004,1034,2016
530330033005,1045,2016
530330034001,1359,2016
530330034002,1203,2016
530330034003,1136,2016
530330035001,1170,2016
530330035002,1512,2016
530330035003,1311,2016
530330036001,1426,2016
530330036002,1375,2016
530330036003,1499,2016
530330036004,2059,2016
530330038001,1098,2016
530330038002,1040,2016
530330039001,2025,2016
530330039002,1016,2016
530330040001,2094,2016
530330040002,974,2016
530330041001,1348,2016
530330041002,1969,2016
530330041003,1363,2016
530330041004,1272,2016
530330041005,1090,2016
530330041006,900,2016
530330042001,1600,2016
530330042002,1932,2016
530330042003,1571,2016
530330042004,1629,2016
530330042005,1604,2016
530330043011,1389,2016
530330043012,1060,2016
530330043013,1219,2016
530330043021,1892,2016
530330043022,1911,2016
530330044001,1033,2016
530330044002,1525,2016
530330044003,2865,2016
530330044004,1578,2016
530330045001,817,2016
530330045002,2191,2016
530330046001,1140,2016
530330046002,1491,2016
530330046003,971,2016
530330047001,1266,2016
530330047002,1932,2016
530330047003,2935,2016
530330047004,2544,2016
530330048001,1381,2016
530330048002,1405,2016
530330048003,888,2016
530330048004,1430,2016
530330049001,1019,2016
530330049002,1558,2016
530330049003,1215,2016
530330049004,1480,2016
530330049005,1762,2016
530330050001,1469,2016
530330050002,800,2016
530330050003,1541,2016
530330051001,1306,2016
530330051002,1232,2016
530330051003,1101,2016
530330052001,987,2016
530330052002,1727,2016
530330052003,1073,2016
530330052004,1941,2016
530330052005,1207,2016
530330053011,3289,2016
530330053012,1947,2016
530330053013,921,2016
530330053014,1299,2016
530330053021,1943,2016
530330053022,588,2016
530330053023,2465,2016
530330054001,1130,2016
530330054002,1210,2016
530330054003,1330,2016
530330054004,1736,2016
530330056001,1314,2016
530330056002,1527,2016
530330056003,1114,2016
530330056004,1347,2016
530330056005,1321,2016
530330057001,642,2016
530330057002,999,2016
530330057003,961,2016
530330057004,1238,2016
530330057005,1075,2016
530330057006,1769,2016
530330058011,1290,2016
530330058012,1404,2016
530330058013,1177,2016
530330058014,1213,2016
530330058021,1282,2016
530330058022,2310,2016
530330058023,2054,2016
530330059001,2367,2016
530330059002,1300,2016
530330059003,1343,2016
530330059004,1620,2016
530330059005,1195,2016
530330060001,1559,2016
530330060002,1470,2016
530330060003,1416,2016
530330060004,1153,2016
530330061001,1163,2016
530330061002,1279,2016
530330061003,1285,2016
530330061004,1557,2016
530330062001,1649,2016
530330062002,1604,2016
530330062003,1009,2016
530330063001,1321,2016
530330063002,1153,2016
530330063003,1421,2016
530330063004,1306,2016
530330064001,1231,2016
530330064002,952,2016
530330064003,1298,2016
530330065001,1171,2016
530330065002,2030,2016
530330065003,1242,2016
530330066001,1583,2016
530330066002,1988,2016
530330067001,2407,2016
530330067002,2073,2016
530330067003,1570,2016
530330067004,2155,2016
530330068001,1431,2016
530330068002,1902,2016
530330069001,921,2016
530330069002,1322,2016
530330069003,1033,2016
530330069004,1322,2016
530330070001,848,2016
530330070002,1255,2016
530330070003,1634,2016
530330070004,978,2016
530330070005,1050,2016
530330070006,1413,2016
530330071001,1725,2016
530330071002,2463,2016
530330072001,4900,2016
530330072002,1416,2016
530330072003,1701,2016
530330073001,2683,2016
530330073002,1730,2016
530330073003,1484,2016
530330074011,1206,2016
530330074012,1203,2016
530330074013,1514,2016
530330074014,1186,2016
530330074021,2188,2016
530330074022,1498,2016
530330074023,1793,2016
530330075001,1629,2016
530330075002,1392,2016
530330075003,1624,2016
530330075004,1963,2016
530330075005,1411,2016
530330076001,1333,2016
530330076002,1555,2016
530330076003,1067,2016
530330077001,1414,2016
530330077002,848,2016
530330077003,972,2016
530330077004,1798,2016
530330078001,1234,2016
530330078002,1614,2016
530330078003,1452,2016
530330078004,1404,2016
530330079001,1100,2016
530330079002,1055,2016
530330079003,967,2016
530330079004,1295,2016
530330079005,1505,2016
530330080011,1418,2016
530330080012,1024,2016
530330080013,1451,2016
530330080014,1561,2016
530330080015,1167,2016
530330080021,2042,2016
530330080022,1454,2016
530330081001,2013,2016
530330081002,1367,2016
530330081003,1219,2016
530330082001,1437,2016
530330082002,1589,2016
530330082003,1117,2016
530330083001,1269,2016
530330083002,1725,2016
530330084001,1390,2016
530330084002,1469,2016
530330084003,1515,2016
530330085001,1483,2016
530330085002,878,2016
530330085003,2016,2016
530330086001,1828,2016
530330086002,2340,2016
530330086003,983,2016
530330087001,1726,2016
530330087002,1207,2016
530330087003,1495,2016
530330088001,1564,2016
530330088002,1334,2016
530330088003,1218,2016
530330089001,1063,2016
530330089002,1771,2016
530330089003,1328,2016
530330089004,1201,2016
530330090001,1440,2016
530330090002,2110,2016
530330091001,1322,2016
530330091002,1444,2016
530330092001,1324,2016
530330092002,1289,2016
530330093001,942,2016
530330093002,796,2016
530330093003,977,2016
530330094001,1690,2016
530330094002,1404,2016
530330094003,1033,2016
530330094004,799,2016
530330094005,1352,2016
530330095001,1861,2016
530330095002,2171,2016
530330095003,1165,2016
530330095004,1251,2016
530330096001,603,2016
530330096002,1418,2016
530330096003,1157,2016
530330096004,1159,2016
530330096005,1295,2016
530330097011,1743,2016
530330097012,907,2016
530330097013,1322,2016
530330097014,2164,2016
530330097021,1957,2016
530330097022,990,2016
530330097023,753,2016
530330097024,957,2016
530330097025,1180,2016
530330098001,1098,2016
530330098002,1381,2016
530330098003,1615,2016
530330098004,1342,2016
530330098005,1681,2016
530330099001,1168,2016
530330099002,1689,2016
530330099003,1490,2016
530330099004,1035,2016
530330100011,923,2016
530330100012,1547,2016
530330100013,1806,2016
530330100021,1097,2016
530330100022,1860,2016
530330100023,962,2016
530330100024,1081,2016
530330101001,1120,2016
530330101002,852,2016
530330101003,1783,2016
530330101004,1858,2016
530330101005,1836,2016
530330102001,1478,2016
530330102002,873,2016
530330102003,1110,2016
530330102004,1081,2016
530330103001,1023,2016
530330103002,1668,2016
530330103003,1360,2016
530330103004,1070,2016
530330103005,1276,2016
530330104011,1232,2016
530330104012,1938,2016
530330104013,1273,2016
530330104021,1234,2016
530330104022,1272,2016
530330104023,777,2016
530330104024,1622,2016
530330105001,1032,2016
530330105002,1129,2016
530330105003,1172,2016
530330105004,2042,2016
530330105005,1478,2016
530330106001,1776,2016
530330106002,1124,2016
530330106003,1504,2016
530330106004,1038,2016
530330106005,1781,2016
530330106006,933,2016
530330107011,2413,2016
530330107012,1289,2016
530330107021,1201,2016
530330107022,1727,2016
530330107023,1458,2016
530330108001,1229,2016
530330108002,1320,2016
530330108003,2296,2016
530330109001,782,2016
530330109002,327,2016
530330110011,1281,2016
530330110012,1003,2016
530330110013,2510,2016
530330110021,993,2016
530330110022,2756,2016
530330110023,1049,2016
530330111011,970,2016
530330111012,1417,2016
530330111013,1381,2016
530330111014,1369,2016
530330111021,1211,2016
530330111022,1228,2016
530330111023,1194,2016
530330111024,1056,2016
530330112001,1042,2016
530330112002,804,2016
530330112003,1975,2016
530330113001,2271,2016
530330113002,1428,2016
530330113003,780,2016
530330113004,1089,2016
530330113005,1404,2016
530330114011,1447,2016
530330114012,1180,2016
530330114013,1641,2016
530330114021,1363,2016
530330114022,1660,2016
530330114023,1550,2016
530330115001,1414,2016
530330115002,1503,2016
530330115003,1533,2016
530330116001,1369,2016
530330116002,1176,2016
530330116003,1292,2016
530330116004,1100,2016
530330116005,1039,2016
530330116006,1025,2016
530330117001,1193,2016
530330117002,1532,2016
530330117003,1771,2016
530330117004,903,2016
530330118001,565,2016
530330118002,817,2016
530330118003,815,2016
530330118004,1639,2016
530330118005,1682,2016
530330118006,2671,2016
530330119001,1803,2016
530330119002,1295,2016
530330119003,1176,2016
530330119004,2121,2016
530330119005,1197,2016
530330120001,1099,2016
530330120002,976,2016
530330120003,1421,2016
530330121001,928,2016
530330121002,1803,2016
530330201001,1316,2016
530330201002,840,2016
530330201003,1065,2016
530330202001,1077,2016
530330202002,1392,2016
530330202003,717,2016
530330202004,1030,2016
530330202005,1165,2016
530330203001,1513,2016
530330203002,1035,2016
530330203003,938,2016
530330203004,1331,2016
530330203005,2172,2016
530330204011,1990,2016
530330204012,1015,2016
530330204013,684,2016
530330204021,1641,2016
530330204022,1113,2016
530330204023,693,2016
530330204024,975,2016
530330204025,1228,2016
530330205001,1533,2016
530330205002,1083,2016
530330205003,934,2016
530330205004,994,2016
530330205005,1051,2016
530330205006,639,2016
530330206001,891,2016
530330206002,919,2016
530330206003,908,2016
530330206004,847,2016
530330207001,980,2016
530330207002,1563,2016
530330207003,1197,2016
530330208001,1271,2016
530330208002,1334,2016
530330208003,942,2016
530330208004,801,2016
530330209001,1639,2016
530330209002,1075,2016
530330209003,856,2016
530330210001,967,2016
530330210002,819,2016
530330210003,1563,2016
530330210004,1154,2016
530330210005,1270,2016
530330211001,1563,2016
530330211002,1718,2016
530330211003,1281,2016
530330211004,0,2016
530330213001,1550,2016
530330213002,1278,2016
530330213003,1208,2016
530330214001,942,2016
530330214002,1578,2016
530330214003,1351,2016
530330215001,920,2016
530330215002,981,2016
530330215003,1545,2016
530330215004,1070,2016
530330216001,1544,2016
530330216002,976,2016
530330216003,1430,2016
530330216004,1015,2016
530330217001,1445,2016
530330217002,1981,2016
530330217003,1723,2016
530330217004,1526,2016
530330217005,2048,2016
530330218021,2102,2016
530330218022,2091,2016
530330218023,1363,2016
530330218031,1663,2016
530330218032,935,2016
530330218033,1354,2016
530330218034,1013,2016
530330218041,1676,2016
530330218042,1988,2016
530330218043,1219,2016
530330219031,1832,2016
530330219032,1053,2016
530330219033,781,2016
530330219034,481,2016
530330219035,1748,2016
530330219041,1704,2016
530330219042,883,2016
530330219043,1352,2016
530330219044,1155,2016
530330219051,1831,2016
530330219052,1114,2016
530330219053,1494,2016
530330219054,1027,2016
530330219061,1897,2016
530330219062,670,2016
530330219063,1500,2016
530330220011,1208,2016
530330220012,2508,2016
530330220013,1362,2016
530330220031,1089,2016
530330220032,1229,2016
530330220033,986,2016
530330220034,876,2016
530330220035,785,2016
530330220051,2103,2016
530330220052,1170,2016
530330220053,1607,2016
530330220061,1249,2016
530330220062,1210,2016
530330220063,1509,2016
530330221011,1542,2016
530330221012,995,2016
530330221013,1551,2016
530330221014,616,2016
530330221021,2817,2016
530330221022,853,2016
530330221023,945,2016
530330221024,1683,2016
530330222011,980,2016
530330222012,811,2016
530330222013,1525,2016
530330222014,961,2016
530330222021,1149,2016
530330222022,1867,2016
530330222023,1151,2016
530330222024,1526,2016
530330222025,1792,2016
530330222031,2011,2016
530330222032,2029,2016
530330222033,1047,2016
530330223001,1533,2016
530330223002,1036,2016
530330224001,1902,2016
530330224002,1539,2016
530330224003,1526,2016
530330224004,1662,2016
530330224005,1172,2016
530330224006,1165,2016
530330225001,1331,2016
530330225002,1825,2016
530330225003,1302,2016
530330225004,1545,2016
530330225005,1968,2016
530330226031,700,2016
530330226032,610,2016
530330226033,1260,2016
530330226034,2012,2016
530330226035,1070,2016
530330226041,1995,2016
530330226042,1380,2016
530330226043,1277,2016
530330226051,2556,2016
530330226052,1718,2016
530330226053,2016,2016
530330226061,1560,2016
530330226062,1745,2016
530330226063,1366,2016
530330226064,1252,2016
530330227011,1580,2016
530330227012,1112,2016
530330227021,1463,2016
530330227022,1484,2016
530330227023,1133,2016
530330227031,1481,2016
530330227032,904,2016
530330228011,2845,2016
530330228012,2843,2016
530330228013,1155,2016
530330228014,1471,2016
530330228021,1599,2016
530330228022,1725,2016
530330228023,1693,2016
530330228031,829,2016
530330228032,2872,2016
530330228033,1570,2016
530330229011,1719,2016
530330229012,1299,2016
530330229021,1970,2016
530330229022,767,2016
530330229023,888,2016
530330229024,1588,2016
530330229025,1259,2016
530330230001,1339,2016
530330230002,1257,2016
530330230003,1105,2016
530330230004,1287,2016
530330231001,1100,2016
530330231002,1224,2016
530330231003,1726,2016
530330232011,1278,2016
530330232012,2439,2016
530330232013,2928,2016
530330232021,1847,2016
530330232022,1230,2016
530330232023,1416,2016
530330233001,1770,2016
530330233002,1089,2016
530330233003,1723,2016
530330233004,1828,2016
530330234011,1109,2016
530330234012,1745,2016
530330234013,863,2016
530330234031,1484,2016
530330234032,1435,2016
530330234033,1326,2016
530330234041,1995,2016
530330234042,1449,2016
530330235001,1124,2016
530330235002,1007,2016
530330235003,1479,2016
530330236011,1467,2016
530330236012,1493,2016
530330236013,992,2016
530330236031,1196,2016
530330236032,2243,2016
530330236033,1237,2016
530330236034,1705,2016
530330236041,2759,2016
530330236042,1118,2016
530330236043,1555,2016
530330236044,1112,2016
530330237001,794,2016
530330237002,1912,2016
530330237003,1620,2016
530330238011,1641,2016
530330238012,945,2016
530330238031,2660,2016
530330238032,2249,2016
530330238041,1355,2016
530330238042,1888,2016
530330238043,3235,2016
530330239001,2314,2016
530330239002,1419,2016
530330239003,1926,2016
530330239004,1458,2016
530330240001,1790,2016
530330240002,1921,2016
530330240003,2042,2016
530330240004,2115,2016
530330241001,1037,2016
530330241002,1008,2016
530330241003,1564,2016
530330241004,1198,2016
530330242001,1288,2016
530330242002,1877,2016
530330243001,1520,2016
530330243002,2285,2016
530330243003,1424,2016
530330243004,1948,2016
530330243005,1268,2016
530330244001,983,2016
530330244002,1686,2016
530330245001,2484,2016
530330245002,1337,2016
530330245003,1199,2016
530330246011,1607,2016
530330246012,1556,2016
530330246013,1428,2016
530330246021,940,2016
530330246022,2086,2016
530330246023,716,2016
530330247011,1203,2016
530330247012,1632,2016
530330247013,1153,2016
530330247021,2188,2016
530330247022,1371,2016
530330247023,1761,2016
530330247024,1465,2016
530330247025,935,2016
530330248001,924,2016
530330248002,2223,2016
530330248003,2850,2016
530330249011,985,2016
530330249012,1752,2016
530330249013,1171,2016
530330249014,1117,2016
530330249021,1033,2016
530330249022,1640,2016
530330249023,1284,2016
530330249031,1866,2016
530330249032,1853,2016
530330249033,1521,2016
530330249034,1677,2016
530330250011,1065,2016
530330250012,1624,2016
530330250013,1118,2016
530330250014,1168,2016
530330250031,1045,2016
530330250032,1244,2016
530330250033,1277,2016
530330250034,1480,2016
530330250035,1953,2016
530330250051,2942,2016
530330250052,1861,2016
530330250061,1330,2016
530330250062,3204,2016
530330250063,1563,2016
530330251011,1892,2016
530330251012,1198,2016
530330251013,1070,2016
530330251014,1995,2016
530330251021,1049,2016
530330251022,1605,2016
530330251023,3509,2016
530330251024,1647,2016
530330252001,1292,2016
530330252002,2691,2016
530330252003,1238,2016
530330252004,1734,2016
530330252005,1204,2016
530330253011,1523,2016
530330253012,1924,2016
530330253013,2590,2016
530330253021,1823,2016
530330253022,1754,2016
530330253023,1700,2016
530330254001,1484,2016
530330254002,2391,2016
530330254003,2823,2016
530330254004,938,2016
530330255001,2281,2016
530330255002,1396,2016
530330255003,1400,2016
530330256011,1055,2016
530330256012,1968,2016
530330256013,2261,2016
530330256021,2077,2016
530330256022,1003,2016
530330256023,3050,2016
530330257011,1027,2016
530330257012,965,2016
530330257013,922,2016
530330257014,1365,2016
530330257015,1361,2016
530330257021,1387,2016
530330257022,935,2016
530330257023,1213,2016
530330258031,1554,2016
530330258032,1670,2016
530330258033,1660,2016
530330258041,1597,2016
530330258042,774,2016
530330258043,1517,2016
530330258051,2371,2016
530330258052,1081,2016
530330258053,1426,2016
530330258061,1145,2016
530330258062,2452,2016
530330258063,1396,2016
530330260011,1286,2016
530330260012,752,2016
530330260013,1257,2016
530330260014,1114,2016
530330260015,1385,2016
530330260021,2925,2016
530330260022,2055,2016
530330260023,1689,2016
530330260024,2026,2016
530330261001,1437,2016
530330261002,1549,2016
530330261003,1323,2016
530330261004,1836,2016
530330261005,1350,2016
530330262001,337,2016
530330262002,1373,2016
530330262003,2486,2016
530330262004,1489,2016
530330263001,619,2016
530330263002,996,2016
530330264001,704,2016
530330264002,1754,2016
530330264003,1328,2016
530330264004,850,2016
530330264005,1331,2016
530330265001,1333,2016
530330265002,1451,2016
530330265003,1575,2016
530330266001,1454,2016
530330266002,1245,2016
530330267001,1085,2016
530330267002,1868,2016
530330267003,1186,2016
530330267004,1012,2016
530330268011,1419,2016
530330268012,1661,2016
530330268013,1095,2016
530330268014,1593,2016
530330268021,1154,2016
530330268022,652,2016
530330268023,1840,2016
530330268024,1555,2016
530330270001,976,2016
530330270002,734,2016
530330270003,1659,2016
530330271001,1145,2016
530330271002,2092,2016
530330272001,1012,2016
530330272002,1696,2016
530330273001,1039,2016
530330273002,2479,2016
530330273003,1270,2016
530330273004,1305,2016
530330274001,1843,2016
530330274002,785,2016
530330274003,1562,2016
530330274004,843,2016
530330275001,1865,2016
530330275002,996,2016
530330275003,877,2016
530330275004,1148,2016
530330276001,1395,2016
530330276002,2644,2016
530330276003,797,2016
530330277011,1149,2016
530330277012,682,2016
530330277013,914,2016
530330277014,1330,2016
530330277015,1160,2016
530330277021,759,2016
530330277022,1172,2016
530330277023,1481,2016
530330277024,1197,2016
530330278001,1077,2016
530330278002,937,2016
530330278003,1315,2016
530330279001,880,2016
530330279002,1333,2016
530330279003,1159,2016
530330279004,1088,2016
530330279005,1322,2016
530330279006,1475,2016
530330280001,1595,2016
530330280002,1889,2016
530330280003,903,2016
530330281001,1416,2016
530330281002,1208,2016
530330282001,1909,2016
