Block_Group,Population,Year
530330312042,1011,2000
530330312043,1471,2000
530330312044,871,2000
530330312045,841,2000
530330312046,435,2000
530330312051,1089,2000
530330312052,1153,2000
530330312053,602,2000
530330312054,1049,2000
530330312061,2031,2000
530330312062,2332,2000
530330313011,878,2000
530330313012,853,2000
530330313013,839,2000
530330313021,1193,2000
530330313022,914,2000
530330313023,1274,2000
530330313024,1172,2000
530330314001,937,2000
530330314002,1727,2000
530330314003,1478,2000
530330314004,892,2000
530330314005,1151,2000
530330315011,943,2000
530330315012,1176,2000
530330315013,1105,2000
530330315021,1000,2000
530330315022,637,2000
530330315023,1645,2000
530330315024,753,2000
530330316011,702,2000
530330316012,1002,2000
530330316013,1291,2000
530330316014,1358,2000
530330316021,1271,2000
530330316022,1154,2000
530330316023,1168,2000
530330316024,923,2000
530330316025,1037,2000
530330316031,1147,2000
530330316032,850,2000
530330316033,464,2000
530330316034,791,2000
530330317021,1404,2000
530330317022,1360,2000
530330317023,1080,2000
530330317024,1514,2000
530330317025,949,2000
530330317031,893,2000
530330317032,1588,2000
530330317033,1500,2000
530330317034,1192,2000
530330317035,1505,2000
530330317041,492,2000
530330317042,1491,2000
530330317043,1608,2000
530330317044,412,2000
530330318001,668,2000
530330318002,780,2000
530330318003,1266,2000
530330318004,1229,2000
530330319031,1308,2000
530330319032,718,2000
530330319033,913,2000
530330319034,694,2000
530330319035,1109,2000
530330319036,1261,2000
530330319041,1958,2000
530330319042,625,2000
530330319043,941,2000
530330319061,928,2000
530330319062,1742,2000
530330319071,922,2000
530330319072,458,2000
530330319073,1541,2000
530330319074,754,2000
530330319075,523,2000
530330319076,1437,2000
530330319081,847,2000
530330319082,691,2000
530330319083,1358,2000
530330319084,1523,2000
530330319091,1407,2000
530330319092,429,2000
530330319093,979,2000
530330320021,909,2000
530330320022,681,2000
530330320023,1315,2000
530330320031,1637,2000
530330320032,662,2000
530330320033,1468,2000
530330320034,1035,2000
530330320051,686,2000
530330320052,1254,2000
530330320053,1310,2000
530330320054,1564,2000
530330320055,749,2000
530330320056,638,2000
530330320057,899,2000
530330320061,1008,2000
530330320062,1384,2000
530330320063,1705,2000
530330320071,1357,2000
530330320072,1079,2000
530330320073,819,2000
530330320081,1553,2000
530330320082,564,2000
530330320083,953,2000
530330320084,1029,2000
530330320091,1614,2000
530330320092,1855,2000
530330320093,135,2000
530330320094,1988,2000
530330321021,1332,2000
530330321022,850,2000
530330321023,1062,2000
530330321024,1322,2000
530330321031,581,2000
530330321032,1202,2000
530330321033,1248,2000
530330321034,1421,2000
530330321041,2565,2000
530330321042,1390,2000
530330321043,1380,2000
530330321044,646,2000
530330322031,1274,2000
530330322032,807,2000
530330322033,1908,2000
530330322034,1115,2000
530330322071,975,2000
530330322072,839,2000
530330322073,1001,2000
530330322081,1068,2000
530330322082,886,2000
530330322083,1536,2000
530330322084,866,2000
530330322091,3205,2000
530330322092,799,2000
530330322093,3064,2000
530330322094,871,2000
530330322101,1098,2000
530330322102,948,2000
530330322111,2025,2000
530330322112,1496,2000
530330322113,1481,2000
530330322121,2605,2000
530330322122,3164,2000
530330322123,1296,2000
530330322124,911,2000
530330323071,1884,2000
530330323072,1087,2000
530330323073,1553,2000
530330323074,1216,2000
530330323075,1031,2000
530330323091,528,2000
530330323092,3088,2000
530330323111,1177,2000
530330323112,1367,2000
530330323113,883,2000
530330323114,890,2000
530330323115,1102,2000
530330323116,711,2000
530330323121,1446,2000
530330323122,954,2000
530330323123,795,2000
530330323124,780,2000
530330323125,1160,2000
530330323131,746,2000
530330323132,1914,2000
530330323133,1075,2000
530330323141,1188,2000
530330323142,1206,2000
530330323143,1001,2000
530330323144,1239,2000
530330323151,1244,2000
530330323152,1440,2000
530330323153,1843,2000
530330323154,489,2000
530330323161,3190,2000
530330323162,682,2000
530330323163,348,2000
530330323171,1269,2000
530330323172,852,2000
530330323173,1399,2000
530330323174,829,2000
530330323175,1180,2000
530330323176,795,2000
530330323181,2110,2000
530330323182,1128,2000
530330323183,1035,2000
530330323184,555,2000
530330323191,668,2000
530330323192,919,2000
530330323193,1134,2000
530330323194,713,2000
530330323195,1095,2000
530330323201,1237,2000
530330323202,1303,2000
530330323203,489,2000
530330323204,1082,2000
530330323211,1002,2000
530330323212,1130,2000
530330323213,997,2000
530330323221,1005,2000
530330323222,860,2000
530330323223,753,2000
530330323224,1026,2000
530330323231,347,2000
530330323232,1581,2000
530330323233,1575,2000
530330323234,1583,2000
530330323241,1031,2000
530330323242,943,2000
530330323243,1438,2000
530330323244,743,2000
530330323245,698,2000
530330323251,695,2000
530330323252,4663,2000
530330324011,1281,2000
530330324012,2056,2000
530330324013,630,2000
530330324014,722,2000
530330324021,1303,2000
530330324022,1407,2000
530330324023,1512,2000
530330324024,760,2000
530330325001,1082,2000
530330325002,1254,2000
530330325003,1097,2000
530330325004,1470,2000
530330326011,1638,2000
530330326012,1052,2000
530330326021,1034,2000
530330326022,889,2000
530330326023,664,2000
530330327021,1560,2000
530330327022,857,2000
530330327023,1040,2000
530330327024,943,2000
530330327025,913,2000
530330327026,994,2000
530330327031,1158,2000
530330327032,786,2000
530330327041,1184,2000
530330327042,1734,2000
530330327043,1331,2000
530330327044,1084,2000
530330327045,762,2000
530330328001,770,2000
530330328002,1286,2000
530330328003,640,2000
530330001001,1250,2010
530330001002,1234,2010
530330001003,1337,2010
530330001004,1492,2010
530330001005,942,2010
530330002001,1086,2010
530330002002,1360,2010
530330002003,1509,2010
530330002004,1053,2010
530330002005,1324,2010
530330002006,1314,2010
530330003001,1258,2010
530330003002,1345,2010
530330004011,2842,2010
530330004012,1442,2010
530330004013,1267,2010
530330004021,1221,2010
530330004022,937,2010
530330004023,1194,2010
530330004024,1489,2010
530330005001,1236,2010
530330005002,877,2010
530330005003,1052,2010
530330006001,1407,2010
530330006002,1172,2010
530330006003,1415,2010
530330006004,1544,2010
530330006005,803,2010
530330006006,1285,2010
530330007001,1562,2010
530330007002,1136,2010
530330007003,864,2010
530330007004,876,2010
530330008001,1168,2010
530330008002,1415,2010
530330009001,1093,2010
530330009002,926,2010
530330010001,902,2010
530330010002,1039,2010
530330011001,1223,2010
530330011002,1280,2010
530330012001,1262,2010
530330012002,1149,2010
530330012003,1349,2010
530330012004,1217,2010
530330012005,1517,2010
530330013001,1593,2010
530330013002,1361,2010
530330013003,1386,2010
530330014001,1072,2010
530330014002,1071,2010
530330014003,1360,2010
530330014004,1345,2010
530330015001,1205,2010
530330015002,1249,2010
530330016001,1375,2010
530330016002,1342,2010
530330016003,1414,2010
530330017011,1605,2010
530330017012,1113,2010
530330017013,1100,2010
530330017021,1322,2010
530330017022,1024,2010
530330017023,1004,2010
530330017024,884,2010
530330018001,1490,2010
530330018002,1499,2010
530330018003,1546,2010
530330019001,1529,2010
530330019002,1362,2010
530330019003,1266,2010
530330020001,1514,2010
530330020002,980,2010
530330020003,912,2010
530330021001,1506,2010
530330021002,897,2010
530330021003,1404,2010
530330022001,1485,2010
530330022002,1416,2010
530330022003,1255,2010
530330022004,1130,2010
530330024001,959,2010
530330024002,811,2010
530330024003,1202,2010
530330025001,1404,2010
530330025002,1398,2010
530330026001,1054,2010
530330026002,1294,2010
530330026003,1333,2010
530330026004,979,2010
530330027001,1426,2010
530330027002,1340,2010
530330027003,1084,2010
530330027004,1439,2010
530330028001,1189,2010
530330028002,896,2010
530330028003,985,2010
530330028004,1411,2010
530330029001,1393,2010
530330029002,1416,2010
530330029003,1368,2010
530330030001,1604,2010
530330030002,1332,2010
530330030003,1407,2010
530330030004,1294,2010
530330031001,1149,2010
530330031002,1110,2010
530330031003,1284,2010
530330031004,1393,2010
530330031005,1283,2010
530330032001,919,2010
530330032002,1146,2010
530330032003,1102,2010
530330032004,1114,2010
530330032005,720,2010
530330032006,1567,2010
530330032007,1115,2010
530330033001,1178,2010
530330033002,1109,2010
530330033003,1694,2010
530330033004,1178,2010
530330033005,1065,2010
530330034001,1140,2010
530330034002,1139,2010
530330034003,1023,2010
530330035001,1402,2010
530330035002,1335,2010
530330035003,1199,2010
530330036001,1268,2010
530330036002,1282,2010
530330036003,1293,2010
530330036004,1829,2010
530330038001,1097,2010
530330038002,961,2010
530330039001,1677,2010
530330039002,1095,2010
530330040001,1701,2010
530330040002,989,2010
530330041001,1442,2010
530330041002,1666,2010
530330041003,1461,2010
530330041004,1219,2010
530330041005,1120,2010
530330041006,881,2010
530330042001,1579,2010
530330042002,1632,2010
530330042003,1517,2010
530330042004,1485,2010
530330042005,1405,2010
530330043011,1219,2010
530330043012,1208,2010
530330043013,1104,2010
530330043021,1986,2010
530330043022,1532,2010
530330044001,1253,2010
530330044002,1633,2010
530330044003,1609,2010
530330044004,1765,2010
530330045001,1078,2010
530330045002,1598,2010
530330046001,1078,2010
530330046002,1309,2010
530330046003,864,2010
530330047001,1203,2010
530330047002,1394,2010
530330047003,2203,2010
530330047004,1939,2010
530330048001,1060,2010
530330048002,1231,2010
530330048003,1075,2010
530330048004,1173,2010
530330049001,1216,2010
530330049002,1022,2010
530330049003,1238,2010
530330049004,1276,2010
530330049005,1387,2010
530330050001,1358,2010
530330050002,963,2010
530330050003,1279,2010
530330051001,1298,2010
530330051002,1243,2010
530330051003,1121,2010
530330052001,1088,2010
530330052002,1214,2010
530330052003,971,2010
530330052004,1415,2010
530330052005,1388,2010
530330053011,3246,2010
530330053012,1692,2010
530330053013,1234,2010
530330053014,913,2010
530330053021,1770,2010
530330053022,1165,2010
530330053023,2771,2010
530330054001,1120,2010
530330054002,1316,2010
530330054003,1279,2010
530330054004,1233,2010
530330056001,1248,2010
530330056002,1277,2010
530330056003,1289,2010
530330056004,1205,2010
530330056005,1363,2010
530330057001,483,2010
530330057002,1163,2010
530330057003,909,2010
530330057004,1184,2010
530330057005,1017,2010
530330057006,1245,2010
530330058011,1133,2010
530330058012,1380,2010
530330058013,1161,2010
530330058014,1069,2010
530330058021,1491,2010
530330058022,1522,2010
530330058023,2046,2010
530330059001,1645,2010
530330059002,1331,2010
530330059003,1271,2010
530330059004,1433,2010
530330059005,1156,2010
530330060001,1416,2010
530330060002,1327,2010
530330060003,1222,2010
530330060004,1185,2010
530330061001,1214,2010
530330061002,1099,2010
530330061003,1324,2010
530330061004,1159,2010
530330062001,1366,2010
530330062002,1475,2010
530330062003,1007,2010
530330063001,1280,2010
530330063002,1317,2010
530330063003,1078,2010
530330063004,1287,2010
530330064001,1024,2010
530330064002,990,2010
530330064003,1193,2010
530330065001,1112,2010
530330065002,1490,2010
530330065003,1555,2010
530330066001,1789,2010
530330066002,1751,2010
530330067001,1879,2010
530330067002,1737,2010
530330067003,1220,2010
530330067004,1708,2010
530330068001,1291,2010
530330068002,1543,2010
530330069001,1042,2010
530330069002,1021,2010
530330069003,854,2010
530330069004,1163,2010
530330070001,1083,2010
530330070002,1142,2010
530330070003,1559,2010
530330070004,1088,2010
530330070005,1052,2010
530330070006,1035,2010
530330071001,1049,2010
530330071002,2006,2010
530330072001,2640,2010
530330072002,1186,2010
530330072003,1492,2010
530330073001,1685,2010
530330073002,1370,2010
530330073003,1613,2010
530330074011,1081,2010
530330074012,917,2010
530330074013,981,2010
530330074014,1136,2010
530330074021,1772,2010
530330074022,1563,2010
530330074023,1586,2010
530330075001,1136,2010
530330075002,1295,2010
530330075003,1590,2010
530330075004,1403,2010
530330075005,858,2010
530330076001,1137,2010
530330076002,1179,2010
530330076003,1182,2010
530330077001,1171,2010
530330077002,963,2010
530330077003,1004,2010
530330077004,1338,2010
530330078001,1235,2010
530330078002,1527,2010
530330078003,1152,2010
530330078004,1231,2010
530330079001,1025,2010
530330079002,1116,2010
530330079003,872,2010
530330079004,967,2010
530330079005,1167,2010
530330080011,1471,2010
530330080012,830,2010
530330080013,1054,2010
530330080014,1432,2010
530330080015,801,2010
530330080021,1758,2010
530330080022,1255,2010
530330081001,1478,2010
530330081002,1307,2010
530330081003,1285,2010
530330082001,883,2010
530330082002,1389,2010
530330082003,1008,2010
530330083001,933,2010
530330083002,1572,2010
530330084001,1258,2010
530330084002,1422,2010
530330084003,1080,2010
530330085001,1127,2010
530330085002,993,2010
530330085003,2221,2010
530330086001,1207,2010
530330086002,2684,2010
530330086003,1164,2010
530330087001,1404,2010
530330087002,1112,2010
530330087003,1327,2010
530330088001,1346,2010
530330088002,1213,2010
530330088003,944,2010
530330089001,1162,2010
530330089002,1272,2010
530330089003,1190,2010
530330089004,1205,2010
530330090001,1214,2010
530330090002,1711,2010
530330091001,1301,2010
530330091002,1207,2010
530330092001,1326,2010
530330092002,1499,2010
530330093001,816,2010
530330093002,389,2010
530330093003,1149,2010
530330094001,1133,2010
530330094002,1189,2010
530330094003,1173,2010
530330094004,753,2010
530330094005,1452,2010
530330095001,1545,2010
530330095002,1547,2010
530330095003,1387,2010
530330095004,1427,2010
530330096001,748,2010
530330096002,1002,2010
530330096003,1010,2010
530330096004,1187,2010
530330096005,1305,2010
530330097011,1650,2010
530330097012,986,2010
530330097013,1116,2010
530330097014,1538,2010
530330097021,1246,2010
530330097022,957,2010
530330097023,842,2010
530330097024,973,2010
530330097025,1155,2010
530330098001,1246,2010
530330098002,1184,2010
530330098003,1268,2010
530330098004,1301,2010
530330098005,1199,2010
530330099001,1128,2010
530330099002,1431,2010
530330099003,1219,2010
530330099004,1009,2010
530330100011,873,2010
530330100012,1449,2010
530330100013,1447,2010
530330100021,911,2010
530330100022,1289,2010
530330100023,921,2010
530330100024,1192,2010
530330101001,1112,2010
530330101002,1012,2010
530330101003,764,2010
530330101004,1546,2010
530330101005,2119,2010
530330102001,1420,2010
530330102002,999,2010
530330102003,1224,2010
530330102004,1192,2010
530330103001,948,2010
530330103002,1255,2010
530330103003,1259,2010
530330103004,1140,2010
530330103005,1338,2010
530330104011,1179,2010
530330104012,1782,2010
530330104013,1471,2010
530330104021,1191,2010
530330104022,1294,2010
530330104023,960,2010
530330104024,1224,2010
530330105001,1016,2010
530330105002,1261,2010
530330105003,1138,2010
530330105004,1534,2010
530330105005,1393,2010
530330106001,1437,2010
530330106002,1041,2010
530330106003,1551,2010
530330106004,919,2010
530330106005,1474,2010
530330106006,888,2010
530330107011,2156,2010
530330107012,1229,2010
530330107021,1164,2010
530330107022,1421,2010
530330107023,1094,2010
530330108001,1358,2010
530330108002,1307,2010
530330108003,1931,2010
530330109001,729,2010
530330109002,558,2010
530330110011,1158,2010
530330110012,1104,2010
530330110013,2272,2010
530330110021,1023,2010
530330110022,2322,2010
530330110023,1134,2010
530330111011,887,2010
530330111012,1103,2010
530330111013,1120,2010
530330111014,1280,2010
530330111021,1212,2010
530330111022,1279,2010
530330111023,896,2010
530330111024,1032,2010
530330112001,1407,2010
530330112002,872,2010
530330112003,1627,2010
530330113001,1640,2010
530330113002,1157,2010
530330113003,1029,2010
530330113004,1046,2010
530330113005,1112,2010
530330114011,1342,2010
530330114012,1231,2010
530330114013,1454,2010
530330114021,1095,2010
530330114022,1504,2010
530330114023,1575,2010
530330115001,1352,2010
530330115002,1424,2010
530330115003,1415,2010
530330116001,1203,2010
530330116002,938,2010
530330116003,1242,2010
530330116004,1009,2010
530330116005,833,2010
530330116006,1188,2010
530330117001,1510,2010
530330117002,1527,2010
530330117003,1372,2010
530330117004,1129,2010
530330118001,801,2010
530330118002,885,2010
530330118003,1091,2010
530330118004,1124,2010
530330118005,1243,2010
530330118006,2239,2010
530330119001,1322,2010
530330119002,1470,2010
530330119003,1236,2010
530330119004,1489,2010
530330119005,1591,2010
530330120001,1082,2010
530330120002,1175,2010
530330120003,1092,2010
530330121001,1157,2010
530330121002,1524,2010
530330201001,1308,2010
530330201002,885,2010
530330201003,963,2010
530330202001,1214,2010
530330202002,1192,2010
530330202003,924,2010
530330202004,1044,2010
530330202005,1192,2010
530330203001,1259,2010
530330203002,1124,2010
530330203003,1001,2010
530330203004,1285,2010
530330203005,1765,2010
530330204011,1624,2010
530330204012,1005,2010
530330204013,797,2010
530330204021,1279,2010
530330204022,907,2010
530330204023,722,2010
530330204024,1023,2010
530330204025,1437,2010
530330205001,1444,2010
530330205002,1045,2010
530330205003,1189,2010
530330205004,825,2010
530330205005,1022,2010
530330205006,802,2010
530330206001,957,2010
530330206002,1049,2010
530330206003,864,2010
530330206004,791,2010
530330207001,1119,2010
530330207002,1267,2010
530330207003,1183,2010
530330208001,1194,2010
530330208002,1245,2010
530330208003,979,2010
530330208004,891,2010
530330209001,1524,2010
530330209002,910,2010
530330209003,806,2010
530330210001,1039,2010
530330210002,1127,2010
530330210003,1331,2010
530330210004,1076,2010
530330210005,1021,2010
530330211001,1495,2010
530330211002,1130,2010
530330211003,1500,2010
530330211004,0,2010
530330213001,1397,2010
530330213002,1115,2010
530330213003,1247,2010
530330214001,979,2010
530330214002,1544,2010
530330214003,1167,2010
530330215001,982,2010
530330215002,1010,2010
530330215003,1471,2010
530330215004,831,2010
530330216001,1393,2010
530330216002,823,2010
530330216003,1296,2010
530330216004,1001,2010
530330217001,1454,2010
530330217002,1716,2010
530330217003,1253,2010
530330217004,1480,2010
530330217005,1778,2010
530330218021,1826,2010
530330218022,2034,2010
530330218023,1541,2010
530330218031,1458,2010
530330218032,783,2010
530330218033,1060,2010
530330218034,1047,2010
530330218041,1710,2010
530330218042,1568,2010
530330218043,1096,2010
530330219031,2010,2010
530330219032,1046,2010
530330219033,711,2010
530330219034,651,2010
530330219035,1277,2010
530330219041,1943,2010
530330219042,949,2010
530330219043,1195,2010
530330219044,956,2010
530330219051,1426,2010
530330219052,1132,2010
530330219053,1474,2010
530330219054,918,2010
530330219061,1990,2010
530330219062,736,2010
530330219063,1185,2010
530330220011,1134,2010
530330220012,2226,2010
530330220013,1378,2010
530330220031,1253,2010
530330220032,1097,2010
530330220033,867,2010
530330220034,762,2010
530330220035,1052,2010
530330220051,1737,2010
530330220052,1256,2010
530330220053,1732,2010
530330220061,1326,2010
530330220062,1156,2010
530330220063,1204,2010
530330221011,1428,2010
530330221012,904,2010
530330221013,1589,2010
530330221014,813,2010
530330221021,2305,2010
530330221022,1021,2010
530330221023,1115,2010
530330221024,1430,2010
530330222011,952,2010
530330222012,862,2010
530330222013,1410,2010
530330222014,1044,2010
530330222021,1206,2010
530330222022,1374,2010
530330222023,1540,2010
530330222024,990,2010
530330222025,1963,2010
530330222031,1901,2010
530330222032,1947,2010
530330222033,1017,2010
530330223001,1533,2010
530330223002,1148,2010
530330224001,1691,2010
530330224002,1310,2010
530330224003,1526,2010
530330224004,1394,2010
530330224005,783,2010
530330224006,1231,2010
530330225001,1167,2010
530330225002,1485,2010
530330225003,989,2010
530330225004,1500,2010
530330225005,2002,2010
530330226031,778,2010
530330226032,941,2010
530330226033,1011,2010
530330226034,1585,2010
530330226035,1009,2010
530330226041,1702,2010
530330226042,1262,2010
530330226043,1269,2010
530330226051,1962,2010
530330226052,1607,2010
530330226053,1841,2010
530330226061,1256,2010
530330226062,1220,2010
530330226063,1753,2010
530330226064,1201,2010
530330227011,1381,2010
530330227012,1165,2010
530330227021,1267,2010
530330227022,985,2010
530330227023,1477,2010
530330227031,1355,2010
530330227032,1018,2010
530330228011,2426,2010
530330228012,3010,2010
530330228013,1541,2010
530330228014,1337,2010
530330228021,1809,2010
530330228022,1610,2010
530330228023,1372,2010
530330228031,765,2010
530330228032,2681,2010
530330228033,1541,2010
530330229011,1539,2010
530330229012,1385,2010
530330229021,1830,2010
530330229022,873,2010
530330229023,799,2010
530330229024,1702,2010
530330229025,1095,2010
530330230001,1346,2010
530330230002,1261,2010
530330230003,1255,2010
530330230004,1328,2010
530330231001,998,2010
530330231002,1297,2010
530330231003,1497,2010
530330232011,1147,2010
530330232012,2341,2010
530330232013,2735,2010
530330232021,2075,2010
530330232022,1112,2010
530330232023,1158,2010
530330233001,2022,2010
530330233002,1033,2010
530330233003,1698,2010
530330233004,1464,2010
530330234011,1025,2010
530330234012,1517,2010
530330234013,1004,2010
530330234031,1523,2010
530330234032,1079,2010
530330234033,1286,2010
530330234041,1790,2010
530330234042,1531,2010
530330235001,1248,2010
530330235002,1109,2010
530330235003,1310,2010
530330236011,1379,2010
530330236012,1323,2010
530330236013,1110,2010
530330236031,1067,2010
530330236032,2358,2010
530330236033,1132,2010
530330236034,1406,2010
530330236041,2158,2010
530330236042,1151,2010
530330236043,1272,2010
530330236044,1257,2010
530330237001,954,2010
530330237002,1685,2010
530330237003,1332,2010
530330238011,1590,2010
530330238012,946,2010
530330238031,1439,2010
530330238032,2062,2010
530330238041,1256,2010
530330238042,1311,2010
530330238043,1079,2010
530330239001,1955,2010
530330239002,1688,2010
530330239003,1962,2010
530330239004,1319,2010
530330240001,1872,2010
530330240002,1755,2010
530330240003,1952,2010
530330240004,2033,2010
530330241001,930,2010
530330241002,889,2010
530330241003,1474,2010
530330241004,1086,2010
530330242001,1379,2010
530330242002,1574,2010
530330243001,1220,2010
530330243002,1980,2010
530330243003,1272,2010
530330243004,1505,2010
530330243005,1278,2010
530330244001,1102,2010
530330244002,1783,2010
530330245001,2059,2010
530330245002,1358,2010
530330245003,1178,2010
530330246011,1534,2010
530330246012,1319,2010
530330246013,1449,2010
530330246021,949,2010
530330246022,2021,2010
530330246023,692,2010
530330247011,1223,2010
530330247012,1520,2010
530330247013,855,2010
530330247021,1969,2010
530330247022,1305,2010
530330247023,1694,2010
530330247024,1205,2010
530330247025,885,2010
530330248001,1077,2010
530330248002,2168,2010
530330248003,2423,2010
530330249011,1049,2010
530330249012,1606,2010
530330249013,1169,2010
530330249014,1193,2010
530330249021,1106,2010
530330249022,1730,2010
530330249023,959,2010
530330249031,1997,2010
530330249032,1966,2010
530330249033,1343,2010
530330249034,1558,2010
530330250011,897,2010
530330250012,1359,2010
530330250013,1426,2010
530330250014,953,2010
530330250031,1200,2010
530330250032,1185,2010
530330250033,1307,2010
530330250034,1300,2010
530330250035,1825,2010
530330250051,2967,2010
530330250052,1678,2010
530330250061,1178,2010
530330250062,2560,2010
530330250063,1350,2010
530330251011,1711,2010
530330251012,1105,2010
530330251013,1100,2010
530330251014,1881,2010
530330251021,1309,2010
530330251022,1641,2010
530330251023,3000,2010
530330251024,1506,2010
530330252001,1264,2010
530330252002,2359,2010
530330252003,1407,2010
530330252004,1595,2010
530330252005,1304,2010
530330253011,1698,2010
530330253012,1576,2010
530330253013,1730,2010
530330253021,1743,2010
530330253022,1404,2010
530330253023,1219,2010
530330254001,1309,2010
530330254002,1678,2010
530330254003,2736,2010
530330254004,1202,2010
530330255001,1831,2010
530330255002,1429,2010
530330255003,1581,2010
530330256011,1133,2010
530330256012,1540,2010
530330256013,2268,2010
530330256021,1748,2010
530330256022,1134,2010
530330256023,2592,2010
530330257011,1021,2010
530330257012,1128,2010
530330257013,1167,2010
530330257014,837,2010
530330257015,1392,2010
530330257021,1278,2010
530330257022,970,2010
530330257023,1247,2010
530330258031,1517,2010
530330258032,1465,2010
530330258033,1694,2010
530330258041,1423,2010
530330258042,1106,2010
530330258043,1185,2010
530330258051,1770,2010
530330258052,1133,2010
530330258053,1648,2010
530330258061,1281,2010
530330258062,1957,2010
530330258063,1716,2010
530330260011,1269,2010
530330260012,862,2010
530330260013,965,2010
530330260014,1025,2010
530330260015,1153,2010
530330260021,3333,2010
530330260022,1390,2010
530330260023,1591,2010
530330260024,1597,2010
530330261001,1292,2010
530330261002,1359,2010
530330261003,1390,2010
530330261004,1154,2010
530330261005,1517,2010
530330262001,181,2010
530330262002,1275,2010
530330262003,2091,2010
530330262004,1451,2010
530330263001,415,2010
530330263002,1211,2010
530330264001,565,2010
530330264002,1367,2010
530330264003,1536,2010
530330264004,1373,2010
530330264005,904,2010
530330265001,522,2010
530330265002,1461,2010
530330265003,1476,2010
530330266001,1038,2010
530330266002,1268,2010
530330267001,1201,2010
530330267002,1936,2010
530330267003,1222,2010
530330267004,1113,2010
530330268011,1462,2010
530330268012,1401,2010
530330268013,1183,2010
530330268014,1339,2010
530330268021,719,2010
530330268022,1026,2010
530330268023,1697,2010
530330268024,1464,2010
530330270001,1089,2010
530330270002,1009,2010
530330270003,1391,2010
530330271001,1478,2010
530330271002,1953,2010
530330272001,1078,2010
530330272002,1480,2010
530330273001,1350,2010
530330273002,2072,2010
530330273003,1264,2010
530330273004,1641,2010
530330274001,1687,2010
530330274002,1189,2010
530330274003,1598,2010
530330274004,947,2010
530330275001,1566,2010
530330275002,1190,2010
530330275003,1040,2010
530330275004,922,2010
530330276001,1209,2010
530330276002,2497,2010
530330276003,942,2010
530330277011,1186,2010
530330277012,844,2010
530330277013,1038,2010
530330277014,1416,2010
530330277015,1195,2010
530330277021,853,2010
530330277022,1501,2010
530330277023,1398,2010
530330277024,1193,2010
530330278001,942,2010
530330278002,1107,2010
530330278003,1241,2010
530330279001,1089,2010
530330279002,1272,2010
530330279003,1023,2010
530330279004,973,2010
530330279005,764,2010
530330279006,1393,2010
530330280001,1071,2010
530330280002,1180,2010
530330280003,1115,2010
530330281001,1398,2010
530330281002,1079,2010
530330282001,1762,2010
530330282002,1544,2010
530330282003,1412,2010
530330283001,1425,2010
530330283002,1371,2010
530330283003,1784,2010
530330284021,1069,2010
530330284022,1170,2010
530330284023,1521,2010
530330284024,1337,2010
530330284031,2542,2010
530330284032,1211,2010
530330284033,1233,2010
530330285001,1090,2010
530330285002,1215,2010
530330285003,1542,2010
530330286001,956,2010
530330286002,813,2010
530330286003,1245,2010
530330286004,1251,2010
530330286005,988,2010
530330286006,961,2010
530330287001,1039,2010
530330287002,1188,2010
530330287003,1738,2010
530330287004,1090,2010
530330288011,1174,2010
530330288012,915,2010
530330288013,1006,2010
530330288021,1887,2010
530330288022,1316,2010
530330288023,905,2010
530330288024,2020,2010
530330289011,1181,2010
530330289012,401,2010
530330289013,1045,2010
530330289014,741,2010
530330289021,1354,2010
530330289022,1378,2010
530330289023,1054,2010
530330289024,1386,2010
530330289025,1323,2010
530330290011,1089,2010
530330290012,805,2010
530330290013,869,2010
530330290014,1467,2010
530330290031,887,2010
530330290032,1340,2010
530330290033,1280,2010
530330290034,961,2010
530330290035,998,2010
530330290041,1767,2010
530330290042,1984,2010
530330291011,1403,2010
530330291012,1587,2010
530330291021,1713,2010
530330291022,1082,2010
530330291023,1534,2010
530330292031,2396,2010
530330292032,1141,2010
530330292041,2879,2010
530330292042,1802,2010
530330292043,818,2010
530330292044,1167,2010
530330292051,1939,2010
530330292052,1375,2010
530330292053,1288,2010
530330292061,623,2010
530330292062,1631,2010
530330292063,1599,2010
530330293031,1070,2010
530330293032,901,2010
530330293033,2621,2010
530330293034,1372,2010
530330293035,1553,2010
530330293041,1283,2010
530330293042,1184,2010
530330293043,1330,2010
530330293044,1039,2010
530330293051,857,2010
530330293052,1285,2010
530330293053,843,2010
530330293054,929,2010
530330293061,1760,2010
530330293062,1523,2010
530330293071,945,2010
530330293072,1706,2010
530330293073,1232,2010
530330294031,1937,2010
530330294032,997,2010
530330294033,2601,2010
530330294051,1302,2010
530330294052,1530,2010
530330294053,821,2010
530330294054,978,2010
530330294055,1230,2010
530330294061,2055,2010
530330294062,2949,2010
530330294071,1474,2010
530330294072,2229,2010
530330294073,1182,2010
530330294081,1199,2010
530330294082,1331,2010
530330294083,1846,2010
530330295021,2727,2010
530330295022,1329,2010
530330295023,1243,2010
530330295024,1481,2010
530330295031,1467,2010
530330295032,1740,2010
530330295033,1785,2010
530330295034,768,2010
530330295035,2136,2010
530330295041,1596,2010
530330295042,1433,2010
530330295043,2263,2010
530330296011,1952,2010
530330296012,1160,2010
530330296013,1635,2010
530330296014,1038,2010
530330296015,1368,2010
530330296021,1112,2010
530330296022,1286,2010
530330296023,3064,2010
530330297001,1613,2010
530330297002,1612,2010
530330297003,1534,2010
530330297004,1319,2010
530330297005,978,2010
530330298011,1458,2010
530330298012,1209,2010
530330298013,1423,2010
