ParcelID,DocumentDate,PropertyType,SalePrice,lat,lon,blkgrp
424069199,9/23/2016,11,1335000,47.59574,-122.04836999999999,530330000000.0
3663500010,7/11/2016,11,625000,47.760940000000005,-122.33668,530330000000.0
5175800030,8/10/2017,11,750000,47.57148,-122.13042,530330000000.0
1459920310,12/15/2017,11,520000,47.3754,-122.1609,530330000000.0
6817950050,2/17/2017,11,225000,47.34401,-122.03146000000001,530330000000.0
1138000320,10/10/2017,11,550000,47.71374,-122.21126000000001,530330000000.0
2914700080,7/3/2017,11,606000,47.69894,-122.35635,530330000000.0
1545300270,7/5/2017,11,1259990,47.61265,-122.05623,530330000000.0
1446800710,5/11/2017,11,420000,47.490190000000005,-122.33156000000001,530330000000.0
7972600440,7/27/2016,11,515000,47.53062,-122.34651000000001,530330000000.0
6790601000,1/25/2018,11,538000,47.39667,-122.30564,530330000000.0
686400230,11/15/2016,11,869950,47.63324,-122.11681000000002,530330000000.0
6072600220,3/8/2018,11,935000,47.541959999999996,-122.18012,530330000000.0
5098950110,1/13/2017,11,265000,47.69341,-122.30448,530330000000.0
4154304395,1/18/2018,11,527000,47.56344,-122.27158999999999,530330000000.0
3885804770,4/20/2017,11,1000000,47.68278,-122.20808999999998,530330000000.0
2473251270,10/20/2017,11,405100,47.45609,-122.15553999999999,530330000000.0
5547560030,3/15/2017,11,839880,47.47715,-121.72663,530330000000.0
1447600490,3/3/2017,11,230000,47.49534,-122.33018999999999,530330000000.0
9268850770,2/13/2017,11,1000000,47.53908,-122.0279,530330000000.0
6072300160,2/9/2017,11,785000,47.55846,-122.17361000000001,530330000000.0
3126049432,3/24/2017,11,663000,47.69617,-122.34167,530330000000.0
3880900085,11/10/2016,11,2100000,47.62802,-122.36216,530330000000.0
3166910100,2/23/2017,11,519950,47.35383,-122.13501000000001,530330000000.0
7443001605,4/25/2017,11,1350000,47.65387,-122.37136000000001,530330000000.0
540100469,11/11/2016,11,2238000,47.63597,-122.21871000000002,530330000000.0
56000245,5/15/2017,11,825000,47.57643,-122.40558999999999,530330000000.0
2068500140,8/12/2016,11,428700,47.42542,-122.20061000000001,530330000000.0
3629990060,2/28/2017,11,665000,47.54866,-121.99793999999999,530330000000.0
3284800005,4/24/2018,11,225000,47.30847,-122.23763999999998,530330000000.0
979000015,7/20/2016,11,326250,47.294779999999996,-122.21202,530330000000.0
1450000410,5/4/2017,11,266000,47.287659999999995,-122.2206,530330000000.0
993002256,8/15/2016,11,605000,47.69112,-122.34043999999999,530330000000.0
7504110750,2/27/2018,11,976490,47.6325,-122.03931999999999,530330000000.0
7129304375,4/20/2017,11,331500,47.51809,-122.2671,530330000000.0
1117060040,4/3/2018,11,1375000,47.608109999999996,-122.04834,530330000000.0
4322200190,2/27/2018,11,675000,47.537490000000005,-122.3906,530330000000.0
7523000130,2/21/2017,11,325000,47.37231,-122.31827,530330000000.0
7523000130,12/6/2016,11,185000,47.37231,-122.31827,530330000000.0
8691430320,11/29/2016,11,1300000,47.5954,-121.97355,530330000000.0
3119900156,5/4/2017,11,480000,47.50281,-122.19136,530330000000.0
720079075,3/7/2017,11,1300000,47.23845,-121.97165,530330000000.0
3326069050,8/17/2016,11,856500,47.698409999999996,-122.04066,530330000000.0
2385500400,2/15/2017,11,677177,47.652029999999996,-121.90201,530330000000.0
5589900610,10/19/2016,11,763000,47.750479999999996,-122.30712,530330000000.0
425200215,10/31/2016,11,294000,47.496790000000004,-122.16803999999999,530330000000.0
4315701130,5/9/2017,11,905000,47.54237,-122.39532,530330000000.0
121029106,4/5/2017,11,475000,47.332229999999996,-122.5018,530330000000.0
2473410180,5/5/2017,11,429950,47.44572,-122.13055,530330000000.0
7237450500,5/10/2018,11,600000,47.35572,-122.06145,530330000000.0
1925069049,9/6/2017,11,1950000,47.64058,-122.09964,530330000000.0
4303200590,8/16/2016,11,365000,47.5312,-122.35602,530330000000.0
6378500360,9/2/2016,11,435000,47.71067,-122.35055,530330000000.0
3971701735,2/7/2018,11,420000,47.76979,-122.31161999999999,530330000000.0
984210640,5/14/2018,11,450000,47.43712,-122.16723,530330000000.0
5708300300,1/17/2018,11,630000,47.30905,-122.26123,530330000000.0
7732300570,10/13/2016,11,900000,47.661640000000006,-122.15233,530330000000.0
7887200040,2/13/2017,11,335000,47.48794,-122.25336000000001,530330000000.0
179003005,5/15/2017,11,650000,47.492090000000005,-122.27569,530330000000.0
65000455,5/3/2017,11,1200000,47.5436,-122.38153,530330000000.0
2214800500,11/10/2016,11,220000,47.3401,-122.25627,530330000000.0
2214800500,5/24/2017,11,425000,47.3401,-122.25627,530330000000.0
2625059161,1/11/2017,11,749950,47.61957,-122.14253000000001,530330000000.0
5036300255,5/21/2018,11,940000,47.65401,-122.39251000000002,530330000000.0
9550202370,6/23/2017,11,595413,47.66813,-122.32781999999999,530330000000.0
5306100230,12/7/2016,11,690000,47.775220000000004,-122.35099,530330000000.0
9835800290,10/31/2016,11,351000,47.37552,-122.29072,530330000000.0
2822059108,5/25/2018,11,350000,47.36282,-122.17894,530330000000.0
3904100075,5/16/2018,11,855000,47.53395,-122.27853,530330000000.0
3274800135,4/18/2018,11,750000,47.59397,-122.29706000000002,530330000000.0
2228900182,5/4/2017,11,564400,47.77147,-122.35086000000001,530330000000.0
1774000240,11/8/2016,11,465000,47.74958,-122.0821,530330000000.0
4053200110,9/12/2016,11,525000,47.32708,-122.08462,530330000000.0
1126059202,11/10/2016,11,960000,47.752109999999995,-122.1291,530330000000.0
5425700260,9/7/2016,11,500000,47.63221,-122.23147,530330000000.0
2108500300,3/1/2017,11,440000,47.36139,-122.15928999999998,530330000000.0
4154304845,6/8/2017,11,1450000,47.56227,-122.26983999999999,530330000000.0
3221069044,12/1/2016,11,770000,47.25952,-122.07843999999999,530330000000.0
7338200560,8/26/2016,11,650000,47.4849,-121.71252,530330000000.0
423049089,2/1/2018,11,488800,47.51048,-122.30856999999999,530330000000.0
