Id,Id2,Geography,Race Total,Margin of Error; Total:,White alone,Margin of Error; Total: - White alone,Black or African American alone,Margin of Error; Total: - Black or African American alone,American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Asian alone,Margin of Error; Total: - Asian alone,Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Some other race alone,Margin of Error; Total: - Some other race alone,Two or more races,Margin of Error; Total: - Two or more races:,Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US530330004022,530330004022,"Block Group 2, Census Tract 4.02, King County, Washington",930,275,679,185,44,49,139,230,42,58,0,12,0,12,26,44,26,44,0,12
1500000US530330004023,530330004023,"Block Group 3, Census Tract 4.02, King County, Washington",1352,366,902,246,338,291,18,30,74,78,20,33,0,12,0,12,0,12,0,12
1500000US530330004024,530330004024,"Block Group 4, Census Tract 4.02, King County, Washington",1627,392,1318,327,66,46,21,33,139,121,0,12,60,52,23,40,0,12,23,40
1500000US530330005001,530330005001,"Block Group 1, Census Tract 5, King County, Washington",1157,164,1102,169,0,12,0,12,48,53,0,12,0,12,7,11,0,12,7,11
1500000US530330005002,530330005002,"Block Group 2, Census Tract 5, King County, Washington",849,135,602,125,19,29,0,12,134,103,0,12,42,55,52,39,10,16,42,35
1500000US530330005003,530330005003,"Block Group 3, Census Tract 5, King County, Washington",1003,169,816,179,0,12,0,12,148,87,0,12,0,12,39,33,0,12,39,33
1500000US530330006001,530330006001,"Block Group 1, Census Tract 6, King County, Washington",1120,266,807,248,98,104,20,37,181,168,0,12,0,12,14,25,0,12,14,25
1500000US530330006002,530330006002,"Block Group 2, Census Tract 6, King County, Washington",1150,321,797,297,137,217,17,28,170,114,0,12,0,12,29,48,0,12,29,48
1500000US530330006003,530330006003,"Block Group 3, Census Tract 6, King County, Washington",1305,416,980,358,0,12,13,21,154,144,0,12,32,53,126,120,0,12,126,120
1500000US530330006004,530330006004,"Block Group 4, Census Tract 6, King County, Washington",1687,386,1311,432,126,153,0,12,167,127,0,12,0,12,83,98,0,12,83,98
1500000US530330006005,530330006005,"Block Group 5, Census Tract 6, King County, Washington",566,226,348,143,0,12,0,12,194,171,0,12,0,12,24,32,0,12,24,32
1500000US530330006006,530330006006,"Block Group 6, Census Tract 6, King County, Washington",1479,328,932,311,73,94,14,21,248,210,96,115,53,83,63,80,0,12,63,80
1500000US530330007001,530330007001,"Block Group 1, Census Tract 7, King County, Washington",2099,450,1150,329,271,155,0,12,548,385,111,144,19,31,0,12,0,12,0,12
1500000US530330007002,530330007002,"Block Group 2, Census Tract 7, King County, Washington",890,214,724,199,21,33,0,12,78,75,0,12,43,68,24,27,0,12,24,27
1500000US530330007003,530330007003,"Block Group 3, Census Tract 7, King County, Washington",751,181,541,148,0,12,0,12,164,136,0,12,46,80,0,12,0,12,0,12
1500000US530330007004,530330007004,"Block Group 4, Census Tract 7, King County, Washington",533,164,420,143,36,41,0,12,15,25,11,22,26,39,25,44,0,12,25,44
1500000US530330008001,530330008001,"Block Group 1, Census Tract 8, King County, Washington",1161,255,897,168,2,4,16,16,191,188,0,12,0,12,55,57,0,12,55,57
1500000US530330008002,530330008002,"Block Group 2, Census Tract 8, King County, Washington",1353,195,1230,196,13,21,0,12,78,85,0,12,0,12,32,28,0,12,32,28
1500000US530330009001,530330009001,"Block Group 1, Census Tract 9, King County, Washington",1133,177,872,169,8,12,29,34,160,78,18,31,4,7,42,32,0,12,42,32
1500000US530330009002,530330009002,"Block Group 2, Census Tract 9, King County, Washington",825,110,701,113,10,14,0,12,68,39,0,12,13,13,33,27,5,9,28,26
1500000US530330010001,530330010001,"Block Group 1, Census Tract 10, King County, Washington",966,188,392,101,376,170,0,12,157,104,0,12,24,24,17,17,0,12,17,17
1500000US530330010002,530330010002,"Block Group 2, Census Tract 10, King County, Washington",974,127,693,138,62,60,3,7,82,53,0,12,20,30,114,61,8,12,106,59
1500000US530330011001,530330011001,"Block Group 1, Census Tract 11, King County, Washington",1216,327,712,214,54,79,0,12,360,251,0,12,0,12,90,105,0,12,90,105
1500000US530330011002,530330011002,"Block Group 2, Census Tract 11, King County, Washington",1469,227,1012,226,83,75,0,12,169,89,0,12,29,43,176,126,11,18,165,118
1500000US530330012001,530330012001,"Block Group 1, Census Tract 12, King County, Washington",1163,275,851,229,0,12,0,12,188,200,0,12,0,12,124,109,0,12,124,109
1500000US530330012002,530330012002,"Block Group 2, Census Tract 12, King County, Washington",874,250,422,182,44,72,35,60,302,180,0,12,59,92,12,20,0,12,12,20
1500000US530330012003,530330012003,"Block Group 3, Census Tract 12, King County, Washington",1461,348,826,229,165,202,16,26,407,247,0,12,13,20,34,40,0,12,34,40
1500000US530330012004,530330012004,"Block Group 4, Census Tract 12, King County, Washington",1501,415,918,385,0,12,0,12,292,172,0,12,263,307,28,32,0,12,28,32
1500000US530330012005,530330012005,"Block Group 5, Census Tract 12, King County, Washington",1338,268,804,247,101,108,72,74,268,186,19,29,30,48,44,55,0,12,44,55
1500000US530330013001,530330013001,"Block Group 1, Census Tract 13, King County, Washington",1452,270,1110,274,102,137,15,24,151,88,0,12,0,12,74,74,0,12,74,74
1500000US530330013002,530330013002,"Block Group 2, Census Tract 13, King County, Washington",1631,310,984,320,17,28,11,19,398,135,19,29,46,82,156,148,9,20,147,143
1500000US530330013003,530330013003,"Block Group 3, Census Tract 13, King County, Washington",1265,320,852,263,101,125,0,12,208,222,0,12,42,50,62,66,0,12,62,66
1500000US530330014001,530330014001,"Block Group 1, Census Tract 14, King County, Washington",1395,333,1298,331,0,12,0,12,31,37,0,12,0,12,66,57,0,12,66,57
1500000US530330014002,530330014002,"Block Group 2, Census Tract 14, King County, Washington",903,266,651,178,0,12,0,12,46,43,108,165,15,22,83,95,0,12,83,95
1500000US530330014003,530330014003,"Block Group 3, Census Tract 14, King County, Washington",1333,354,1056,355,0,12,24,27,128,108,0,12,15,24,110,111,9,18,101,114
1500000US530330014004,530330014004,"Block Group 4, Census Tract 14, King County, Washington",1558,224,1411,264,0,12,0,12,107,125,0,12,0,12,40,67,0,12,40,67
1500000US530330015001,530330015001,"Block Group 1, Census Tract 15, King County, Washington",1181,210,1115,207,0,12,0,12,10,15,0,12,15,21,41,40,0,12,41,40
1500000US530330015002,530330015002,"Block Group 2, Census Tract 15, King County, Washington",1271,187,1208,171,0,12,0,12,36,42,0,12,0,12,27,26,6,11,21,24
1500000US530330016001,530330016001,"Block Group 1, Census Tract 16, King County, Washington",1376,209,1297,204,0,12,0,12,26,23,0,12,0,12,53,50,0,12,53,50
1500000US530330016002,530330016002,"Block Group 2, Census Tract 16, King County, Washington",1211,203,1119,206,0,12,5,8,45,37,0,12,4,10,38,52,0,12,38,52
1500000US530330016003,530330016003,"Block Group 3, Census Tract 16, King County, Washington",1466,217,1071,191,14,15,0,12,135,115,0,12,79,123,167,148,6,10,161,147
1500000US530330017011,530330017011,"Block Group 1, Census Tract 17.01, King County, Washington",1551,330,957,182,7,11,0,12,257,157,0,12,95,99,235,131,50,59,185,132
1500000US530330017012,530330017012,"Block Group 2, Census Tract 17.01, King County, Washington",1090,192,992,183,40,66,37,36,21,35,0,12,0,12,0,12,0,12,0,12
1500000US530330017013,530330017013,"Block Group 3, Census Tract 17.01, King County, Washington",1473,313,785,218,126,102,15,23,385,155,0,12,36,46,126,73,35,41,91,62
1500000US530330017021,530330017021,"Block Group 1, Census Tract 17.02, King County, Washington",1572,382,1350,350,26,28,4,8,60,70,0,12,49,78,83,70,0,12,83,70
1500000US530330017022,530330017022,"Block Group 2, Census Tract 17.02, King County, Washington",937,196,789,180,10,16,18,30,61,85,0,12,0,12,59,53,0,12,59,53
1500000US530330017023,530330017023,"Block Group 3, Census Tract 17.02, King County, Washington",1311,330,934,303,17,37,2,6,295,126,0,12,37,46,26,32,9,14,17,28
1500000US530330017024,530330017024,"Block Group 4, Census Tract 17.02, King County, Washington",660,180,488,172,31,45,0,12,64,59,0,12,0,12,77,87,0,12,77,87
1500000US530330018001,530330018001,"Block Group 1, Census Tract 18, King County, Washington",2010,676,1438,356,0,12,74,95,174,115,15,23,162,205,147,114,74,95,73,60
1500000US530330018002,530330018002,"Block Group 2, Census Tract 18, King County, Washington",1360,273,997,268,20,32,0,12,118,89,0,12,39,59,186,141,0,12,186,141
1500000US530330018003,530330018003,"Block Group 3, Census Tract 18, King County, Washington",1691,391,1171,396,0,12,0,12,452,256,0,12,0,12,68,75,0,12,68,75
1500000US530330019001,530330019001,"Block Group 1, Census Tract 19, King County, Washington",2146,283,1503,251,131,115,0,12,369,151,32,47,17,28,94,67,0,12,94,67
1500000US530330019002,530330019002,"Block Group 2, Census Tract 19, King County, Washington",1354,244,1122,205,0,12,0,12,104,67,12,30,47,51,69,41,0,12,69,41
1500000US530330019003,530330019003,"Block Group 3, Census Tract 19, King County, Washington",1018,204,694,147,10,16,8,14,260,151,0,12,0,12,46,60,0,12,46,60
1500000US530330020001,530330020001,"Block Group 1, Census Tract 20, King County, Washington",1551,228,1340,242,0,12,0,12,116,61,0,12,15,21,80,67,0,12,80,67
1500000US530330020002,530330020002,"Block Group 2, Census Tract 20, King County, Washington",1112,188,982,200,0,12,0,12,44,35,49,76,0,12,37,38,0,12,37,38
1500000US530330020003,530330020003,"Block Group 3, Census Tract 20, King County, Washington",809,156,718,144,2,4,0,12,22,17,0,12,22,25,45,35,0,12,45,35
1500000US530330021001,530330021001,"Block Group 1, Census Tract 21, King County, Washington",1641,253,1317,239,80,120,0,12,208,86,0,12,22,35,14,26,0,12,14,26
1500000US530330021002,530330021002,"Block Group 2, Census Tract 21, King County, Washington",865,163,671,145,7,12,13,20,109,90,0,12,11,17,54,47,0,12,54,47
1500000US530330021003,530330021003,"Block Group 3, Census Tract 21, King County, Washington",1534,251,1140,208,0,12,0,12,331,145,0,12,36,45,27,23,0,12,27,23
1500000US530330022001,530330022001,"Block Group 1, Census Tract 22, King County, Washington",1812,297,1454,285,9,21,2,4,224,100,0,12,0,12,123,95,0,12,123,95
1500000US530330022002,530330022002,"Block Group 2, Census Tract 22, King County, Washington",1429,244,1197,236,0,12,21,33,62,59,0,12,37,60,112,79,0,12,112,79
1500000US530330022003,530330022003,"Block Group 3, Census Tract 22, King County, Washington",1242,230,1011,254,0,12,0,12,154,91,0,12,0,12,77,52,17,27,60,47
1500000US530330022004,530330022004,"Block Group 4, Census Tract 22, King County, Washington",1161,238,1019,241,0,12,0,12,65,59,0,12,0,12,77,100,0,12,77,100
1500000US530330024001,530330024001,"Block Group 1, Census Tract 24, King County, Washington",954,168,879,155,13,16,0,12,15,20,0,12,0,12,47,40,0,12,47,40
1500000US530330024002,530330024002,"Block Group 2, Census Tract 24, King County, Washington",793,187,604,169,0,12,0,12,154,98,0,12,0,12,35,33,0,12,35,33
1500000US530330024003,530330024003,"Block Group 3, Census Tract 24, King County, Washington",1222,191,949,137,10,15,0,12,74,58,0,12,17,18,172,118,30,41,142,120
1500000US530330025001,530330025001,"Block Group 1, Census Tract 25, King County, Washington",1427,181,1338,190,0,12,0,12,44,36,0,12,0,12,45,46,0,12,45,46
1500000US530330025002,530330025002,"Block Group 2, Census Tract 25, King County, Washington",1476,226,1172,194,107,140,0,12,72,59,0,12,25,39,100,61,0,12,100,61
1500000US530330026001,530330026001,"Block Group 1, Census Tract 26, King County, Washington",1297,209,1113,197,19,23,0,12,96,59,0,12,29,34,40,40,0,12,40,40
1500000US530330026002,530330026002,"Block Group 2, Census Tract 26, King County, Washington",1353,237,1182,214,25,41,24,38,69,62,0,12,25,40,28,34,0,12,28,34
1500000US530330026003,530330026003,"Block Group 3, Census Tract 26, King County, Washington",1217,206,1007,174,45,44,0,12,80,75,0,12,0,12,85,83,0,12,85,83
1500000US530330026004,530330026004,"Block Group 4, Census Tract 26, King County, Washington",1020,194,854,195,27,29,0,12,98,66,0,12,0,12,41,57,0,12,41,57
1500000US530330027001,530330027001,"Block Group 1, Census Tract 27, King County, Washington",1620,307,1554,300,0,12,0,12,41,37,0,12,13,22,12,19,0,12,12,19
1500000US530330027002,530330027002,"Block Group 2, Census Tract 27, King County, Washington",1636,309,1208,268,74,105,0,12,212,185,0,12,107,171,35,56,0,12,35,56
1500000US530330027003,530330027003,"Block Group 3, Census Tract 27, King County, Washington",855,204,697,191,11,20,0,12,40,64,0,12,0,12,107,90,42,65,65,60
1500000US530330027004,530330027004,"Block Group 4, Census Tract 27, King County, Washington",1478,259,1144,218,17,27,1,2,189,110,0,12,0,12,127,113,0,12,127,113
1500000US530330028001,530330028001,"Block Group 1, Census Tract 28, King County, Washington",856,282,760,270,54,77,0,12,41,49,0,12,0,12,1,3,0,12,1,3
1500000US530330028002,530330028002,"Block Group 2, Census Tract 28, King County, Washington",1048,241,952,264,0,12,51,67,45,51,0,12,0,12,0,12,0,12,0,12
1500000US530330028003,530330028003,"Block Group 3, Census Tract 28, King County, Washington",1092,277,946,279,47,76,0,12,39,47,0,12,0,12,60,55,0,12,60,55
1500000US530330028004,530330028004,"Block Group 4, Census Tract 28, King County, Washington",1553,330,1308,297,107,160,12,20,0,12,0,12,0,12,126,114,0,12,126,114
1500000US530330029001,530330029001,"Block Group 1, Census Tract 29, King County, Washington",1566,283,1325,210,0,12,0,12,61,43,9,15,113,159,58,59,0,12,58,59
1500000US530330029002,530330029002,"Block Group 2, Census Tract 29, King County, Washington",1474,203,1376,182,2,4,0,12,39,31,0,12,20,32,37,45,0,12,37,45
1500000US530330029003,530330029003,"Block Group 3, Census Tract 29, King County, Washington",1124,210,1028,201,0,12,0,12,26,31,0,12,0,12,70,99,0,12,70,99
1500000US530330030001,530330030001,"Block Group 1, Census Tract 30, King County, Washington",1606,256,1373,257,19,32,0,12,109,58,0,12,0,12,105,86,0,12,105,86
1500000US530330030002,530330030002,"Block Group 2, Census Tract 30, King County, Washington",1613,317,1354,303,0,12,0,12,68,66,0,12,125,186,66,82,0,12,66,82
1500000US530330030003,530330030003,"Block Group 3, Census Tract 30, King County, Washington",1501,342,1423,340,0,12,0,12,34,54,0,12,0,12,44,50,0,12,44,50
1500000US530330030004,530330030004,"Block Group 4, Census Tract 30, King County, Washington",1100,336,1054,335,15,23,0,12,12,19,0,12,19,30,0,12,0,12,0,12
1500000US530330031001,530330031001,"Block Group 1, Census Tract 31, King County, Washington",1185,255,1169,254,0,12,0,12,0,12,8,12,8,14,0,12,0,12,0,12
1500000US530330031002,530330031002,"Block Group 2, Census Tract 31, King County, Washington",882,212,864,212,0,12,0,12,18,29,0,12,0,12,0,12,0,12,0,12
1500000US530330031003,530330031003,"Block Group 3, Census Tract 31, King County, Washington",1024,259,929,255,0,12,0,12,54,79,0,12,0,12,41,63,0,12,41,63
1500000US530330031004,530330031004,"Block Group 4, Census Tract 31, King County, Washington",1897,293,1785,290,0,12,0,12,16,27,0,12,0,12,96,105,0,12,96,105
1500000US530330031005,530330031005,"Block Group 5, Census Tract 31, King County, Washington",1360,224,1102,201,43,87,0,12,110,97,0,12,0,12,105,91,0,12,105,91
1500000US530330032001,530330032001,"Block Group 1, Census Tract 32, King County, Washington",855,240,778,244,0,12,0,12,15,25,0,12,0,12,62,82,0,12,62,82
1500000US530330032002,530330032002,"Block Group 2, Census Tract 32, King County, Washington",1448,293,1252,246,0,12,14,25,65,57,20,32,0,12,97,79,0,12,97,79
1500000US530330032003,530330032003,"Block Group 3, Census Tract 32, King County, Washington",1216,223,1009,203,13,22,0,12,120,84,0,12,19,32,55,69,15,27,40,63
1500000US530330032004,530330032004,"Block Group 4, Census Tract 32, King County, Washington",1133,230,910,226,0,12,0,12,131,115,0,12,58,91,34,39,0,12,34,39
1500000US530330032005,530330032005,"Block Group 5, Census Tract 32, King County, Washington",604,201,534,191,0,12,0,12,36,40,0,12,34,51,0,12,0,12,0,12
1500000US530330032006,530330032006,"Block Group 6, Census Tract 32, King County, Washington",1640,543,1615,543,0,12,0,12,12,19,0,12,0,12,13,19,0,12,13,19
1500000US530330032007,530330032007,"Block Group 7, Census Tract 32, King County, Washington",1114,328,1084,327,0,12,0,12,19,31,0,12,0,12,11,18,0,12,11,18
1500000US530330033001,530330033001,"Block Group 1, Census Tract 33, King County, Washington",1315,308,1207,302,16,28,0,12,18,30,0,12,14,22,60,75,0,12,60,75
1500000US530330033002,530330033002,"Block Group 2, Census Tract 33, King County, Washington",814,258,742,233,0,12,0,12,47,50,0,12,0,12,25,41,0,12,25,41
1500000US530330033003,530330033003,"Block Group 3, Census Tract 33, King County, Washington",2077,393,1702,368,48,64,0,12,67,66,0,12,77,98,183,133,13,22,170,131
1500000US530330033004,530330033004,"Block Group 4, Census Tract 33, King County, Washington",1040,285,946,281,8,14,0,12,86,65,0,12,0,12,0,12,0,12,0,12
1500000US530330033005,530330033005,"Block Group 5, Census Tract 33, King County, Washington",966,263,958,263,0,12,0,12,0,12,0,12,0,12,8,14,0,12,8,14
1500000US530330034001,530330034001,"Block Group 1, Census Tract 34, King County, Washington",1271,262,1098,248,22,33,9,15,63,45,0,12,8,12,71,57,0,12,71,57
1500000US530330034002,530330034002,"Block Group 2, Census Tract 34, King County, Washington",1373,240,1254,254,0,12,0,12,56,57,0,12,0,12,63,49,0,12,63,49
1500000US530330034003,530330034003,"Block Group 3, Census Tract 34, King County, Washington",1103,212,995,213,0,12,0,12,38,35,0,12,6,9,64,47,0,12,64,47
1500000US530330035001,530330035001,"Block Group 1, Census Tract 35, King County, Washington",1421,228,1165,159,42,45,13,20,79,51,0,12,0,12,122,123,0,12,122,123
1500000US530330035002,530330035002,"Block Group 2, Census Tract 35, King County, Washington",1423,227,1245,230,0,12,0,12,27,30,0,12,48,63,103,77,0,12,103,77
1500000US530330035003,530330035003,"Block Group 3, Census Tract 35, King County, Washington",1203,234,994,165,8,11,0,12,11,16,0,12,5,7,185,238,0,12,185,238
1500000US530330036001,530330036001,"Block Group 1, Census Tract 36, King County, Washington",1492,324,1221,270,28,46,0,12,99,87,0,12,47,75,97,58,0,12,97,58
1500000US530330036002,530330036002,"Block Group 2, Census Tract 36, King County, Washington",1485,347,949,243,26,31,0,12,273,283,0,12,96,102,141,96,19,31,122,89
1500000US530330036003,530330036003,"Block Group 3, Census Tract 36, King County, Washington",1141,258,934,231,14,22,0,12,163,96,0,12,12,19,18,27,0,12,18,27
1500000US530330036004,530330036004,"Block Group 4, Census Tract 36, King County, Washington",1889,334,1612,310,16,26,0,12,178,105,0,12,19,30,64,50,0,12,64,50
1500000US530330038001,530330038001,"Block Group 1, Census Tract 38, King County, Washington",1185,185,1054,185,22,20,2,4,68,39,0,12,17,22,22,20,0,12,22,20
1500000US530330038002,530330038002,"Block Group 2, Census Tract 38, King County, Washington",910,154,647,137,37,39,0,12,180,106,0,12,0,12,46,41,0,12,46,41
1500000US530330039001,530330039001,"Block Group 1, Census Tract 39, King County, Washington",2107,256,1909,264,0,12,0,12,143,80,0,12,17,18,38,36,9,14,29,34
1500000US530330039002,530330039002,"Block Group 2, Census Tract 39, King County, Washington",915,133,671,118,0,12,10,16,200,99,0,12,0,12,34,41,0,12,34,41
1500000US530330040001,530330040001,"Block Group 1, Census Tract 40, King County, Washington",1906,300,1302,199,234,178,6,11,194,84,0,12,36,34,134,85,0,12,134,85
1500000US530330040002,530330040002,"Block Group 2, Census Tract 40, King County, Washington",1198,195,983,230,0,12,22,32,188,152,0,12,0,12,5,10,0,12,5,10
1500000US530330041001,530330041001,"Block Group 1, Census Tract 41, King County, Washington",1372,277,965,261,0,12,0,12,357,226,0,12,0,12,50,75,0,12,50,75
1500000US530330041002,530330041002,"Block Group 2, Census Tract 41, King County, Washington",2153,379,1584,360,1,3,0,12,433,183,0,12,0,12,135,104,0,12,135,104
1500000US530330041003,530330041003,"Block Group 3, Census Tract 41, King County, Washington",1479,295,1448,297,0,12,10,16,21,44,0,12,0,12,0,12,0,12,0,12
1500000US530330041004,530330041004,"Block Group 4, Census Tract 41, King County, Washington",1167,331,909,231,0,12,0,12,101,154,0,12,24,36,133,174,0,12,133,174
1500000US530330041005,530330041005,"Block Group 5, Census Tract 41, King County, Washington",967,251,871,269,0,12,0,12,79,76,0,12,0,12,17,27,0,12,17,27
1500000US530330041006,530330041006,"Block Group 6, Census Tract 41, King County, Washington",946,381,920,379,0,12,0,12,0,12,0,12,0,12,26,36,0,12,26,36
1500000US530330042001,530330042001,"Block Group 1, Census Tract 42, King County, Washington",1571,284,1328,280,0,12,0,12,195,111,0,12,0,12,48,57,0,12,48,57
1500000US530330042002,530330042002,"Block Group 2, Census Tract 42, King County, Washington",1620,343,1129,316,80,108,0,12,122,72,71,101,0,12,218,155,0,12,218,155
1500000US530330042003,530330042003,"Block Group 3, Census Tract 42, King County, Washington",1400,279,1157,257,0,12,0,12,187,67,14,22,0,12,42,53,0,12,42,53
1500000US530330042004,530330042004,"Block Group 4, Census Tract 42, King County, Washington",1998,489,1698,386,0,12,14,25,257,369,0,12,0,12,29,33,0,12,29,33
1500000US530330042005,530330042005,"Block Group 5, Census Tract 42, King County, Washington",1763,403,1564,330,2,5,2,5,32,36,0,12,2,5,161,145,53,75,108,82
1500000US530330043011,530330043011,"Block Group 1, Census Tract 43.01, King County, Washington",1154,268,514,187,26,59,0,12,312,134,0,12,174,160,128,90,0,12,128,90
1500000US530330043012,530330043012,"Block Group 2, Census Tract 43.01, King County, Washington",1035,261,896,272,11,18,0,12,98,69,0,12,7,12,23,32,0,12,23,32
1500000US530330043013,530330043013,"Block Group 3, Census Tract 43.01, King County, Washington",1277,240,1015,207,0,12,6,11,62,52,0,12,0,12,194,127,0,12,194,127
1500000US530330043021,530330043021,"Block Group 1, Census Tract 43.02, King County, Washington",1795,406,1379,364,23,26,15,17,213,89,0,12,55,63,110,64,2,4,108,63
1500000US530330043022,530330043022,"Block Group 2, Census Tract 43.02, King County, Washington",1691,292,1004,220,84,56,0,12,513,199,15,24,29,33,46,30,4,9,42,29
1500000US530330044001,530330044001,"Block Group 1, Census Tract 44, King County, Washington",1331,424,1058,361,8,17,0,12,183,126,0,12,0,12,82,83,0,12,82,83
1500000US530330044002,530330044002,"Block Group 2, Census Tract 44, King County, Washington",1579,459,1392,436,42,64,0,12,92,99,0,12,0,12,53,52,0,12,53,52
1500000US530330044003,530330044003,"Block Group 3, Census Tract 44, King County, Washington",1541,601,1190,532,62,143,0,12,163,119,12,24,12,16,102,71,0,12,102,71
1500000US530330044004,530330044004,"Block Group 4, Census Tract 44, King County, Washington",1758,625,1239,577,0,12,0,12,480,234,0,12,0,12,39,57,0,12,39,57
1500000US530330045001,530330045001,"Block Group 1, Census Tract 45, King County, Washington",1063,295,792,241,12,18,10,15,139,70,0,12,0,12,110,81,66,70,44,46
1500000US530330045002,530330045002,"Block Group 2, Census Tract 45, King County, Washington",1828,227,1598,209,5,9,0,12,163,136,0,12,0,12,62,43,0,12,62,43
1500000US530330046001,530330046001,"Block Group 1, Census Tract 46, King County, Washington",977,192,793,173,0,12,0,12,147,89,0,12,0,12,37,41,0,12,37,41
1500000US530330046002,530330046002,"Block Group 2, Census Tract 46, King County, Washington",1397,171,1229,168,18,30,0,12,67,45,0,12,8,12,75,59,0,12,75,59
1500000US530330046003,530330046003,"Block Group 3, Census Tract 46, King County, Washington",942,158,838,137,0,12,0,12,14,16,0,12,0,12,90,65,0,12,90,65
1500000US530330047001,530330047001,"Block Group 1, Census Tract 47, King County, Washington",1262,395,949,390,95,114,0,12,65,56,0,12,0,12,153,138,0,12,153,138
1500000US530330047002,530330047002,"Block Group 2, Census Tract 47, King County, Washington",1481,411,1332,376,0,12,0,12,58,97,0,12,0,12,91,147,91,147,0,12
1500000US530330047003,530330047003,"Block Group 3, Census Tract 47, King County, Washington",2490,412,2097,412,22,34,0,12,272,155,0,12,14,24,85,86,0,12,85,86
1500000US530330047004,530330047004,"Block Group 4, Census Tract 47, King County, Washington",2667,441,2231,381,0,12,0,12,277,301,8,18,0,12,151,136,99,120,52,60
1500000US530330048001,530330048001,"Block Group 1, Census Tract 48, King County, Washington",1016,181,984,178,0,12,0,12,18,30,0,12,0,12,14,22,0,12,14,22
1500000US530330048002,530330048002,"Block Group 2, Census Tract 48, King County, Washington",1231,286,1134,281,40,48,0,12,17,26,0,12,0,12,40,61,0,12,40,61
