Id,Id2,Geography,Pc_income,Margin of Error; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
1500000US530330045002,530330045002,"Block Group 2, Census Tract 45, King County, Washington",46651,6872
1500000US530330046001,530330046001,"Block Group 1, Census Tract 46, King County, Washington",58195,9916
1500000US530330046002,530330046002,"Block Group 2, Census Tract 46, King County, Washington",58371,6861
1500000US530330046003,530330046003,"Block Group 3, Census Tract 46, King County, Washington",55765,12997
1500000US530330047001,530330047001,"Block Group 1, Census Tract 47, King County, Washington",37710,7984
1500000US530330047002,530330047002,"Block Group 2, Census Tract 47, King County, Washington",45998,7841
1500000US530330047003,530330047003,"Block Group 3, Census Tract 47, King County, Washington",57641,10974
1500000US530330047004,530330047004,"Block Group 4, Census Tract 47, King County, Washington",60660,14382
1500000US530330048001,530330048001,"Block Group 1, Census Tract 48, King County, Washington",50070,8187
1500000US530330048002,530330048002,"Block Group 2, Census Tract 48, King County, Washington",57941,11165
1500000US530330048003,530330048003,"Block Group 3, Census Tract 48, King County, Washington",44136,9511
1500000US530330048004,530330048004,"Block Group 4, Census Tract 48, King County, Washington",42957,5199
1500000US530330049001,530330049001,"Block Group 1, Census Tract 49, King County, Washington",48460,9812
1500000US530330049002,530330049002,"Block Group 2, Census Tract 49, King County, Washington",48354,7703
1500000US530330049003,530330049003,"Block Group 3, Census Tract 49, King County, Washington",66181,10218
1500000US530330049004,530330049004,"Block Group 4, Census Tract 49, King County, Washington",44902,8686
1500000US530330049005,530330049005,"Block Group 5, Census Tract 49, King County, Washington",45811,7812
1500000US530330050001,530330050001,"Block Group 1, Census Tract 50, King County, Washington",51067,9297
1500000US530330050002,530330050002,"Block Group 2, Census Tract 50, King County, Washington",59133,8221
1500000US530330050003,530330050003,"Block Group 3, Census Tract 50, King County, Washington",36877,4344
1500000US530330051001,530330051001,"Block Group 1, Census Tract 51, King County, Washington",53810,11023
1500000US530330051002,530330051002,"Block Group 2, Census Tract 51, King County, Washington",62502,10862
1500000US530330051003,530330051003,"Block Group 3, Census Tract 51, King County, Washington",53476,6826
1500000US530330052001,530330052001,"Block Group 1, Census Tract 52, King County, Washington",10003,3491
1500000US530330052002,530330052002,"Block Group 2, Census Tract 52, King County, Washington",19546,8494
1500000US530330052003,530330052003,"Block Group 3, Census Tract 52, King County, Washington",49852,17696
1500000US530330052004,530330052004,"Block Group 4, Census Tract 52, King County, Washington",34613,7164
1500000US530330052005,530330052005,"Block Group 5, Census Tract 52, King County, Washington",23153,7419
1500000US530330053011,530330053011,"Block Group 1, Census Tract 53.01, King County, Washington",6756,1840
1500000US530330053012,530330053012,"Block Group 2, Census Tract 53.01, King County, Washington",15768,4502
1500000US530330053013,530330053013,"Block Group 3, Census Tract 53.01, King County, Washington",13275,5593
1500000US530330053014,530330053014,"Block Group 4, Census Tract 53.01, King County, Washington",10692,3399
1500000US530330053021,530330053021,"Block Group 1, Census Tract 53.02, King County, Washington",3619,1397
1500000US530330053022,530330053022,"Block Group 2, Census Tract 53.02, King County, Washington",4513,1936
1500000US530330053023,530330053023,"Block Group 3, Census Tract 53.02, King County, Washington",2517,369
1500000US530330054001,530330054001,"Block Group 1, Census Tract 54, King County, Washington",50245,10758
1500000US530330054002,530330054002,"Block Group 2, Census Tract 54, King County, Washington",70642,14369
1500000US530330054003,530330054003,"Block Group 3, Census Tract 54, King County, Washington",54817,9993
1500000US530330054004,530330054004,"Block Group 4, Census Tract 54, King County, Washington",51023,7624
1500000US530330056001,530330056001,"Block Group 1, Census Tract 56, King County, Washington",73092,14976
1500000US530330056002,530330056002,"Block Group 2, Census Tract 56, King County, Washington",66755,10784
1500000US530330056003,530330056003,"Block Group 3, Census Tract 56, King County, Washington",88469,16690
1500000US530330056004,530330056004,"Block Group 4, Census Tract 56, King County, Washington",69528,11780
1500000US530330056005,530330056005,"Block Group 5, Census Tract 56, King County, Washington",60850,10159
1500000US530330057001,530330057001,"Block Group 1, Census Tract 57, King County, Washington",59958,49215
1500000US530330057002,530330057002,"Block Group 2, Census Tract 57, King County, Washington",60640,27439
1500000US530330057003,530330057003,"Block Group 3, Census Tract 57, King County, Washington",52721,11344
1500000US530330057004,530330057004,"Block Group 4, Census Tract 57, King County, Washington",45946,14724
1500000US530330057005,530330057005,"Block Group 5, Census Tract 57, King County, Washington",49952,11080
1500000US530330057006,530330057006,"Block Group 6, Census Tract 57, King County, Washington",57905,28848
1500000US530330058011,530330058011,"Block Group 1, Census Tract 58.01, King County, Washington",33540,6714
1500000US530330058012,530330058012,"Block Group 2, Census Tract 58.01, King County, Washington",40131,7220
1500000US530330058013,530330058013,"Block Group 3, Census Tract 58.01, King County, Washington",49994,11275
1500000US530330058014,530330058014,"Block Group 4, Census Tract 58.01, King County, Washington",45469,10845
1500000US530330058021,530330058021,"Block Group 1, Census Tract 58.02, King County, Washington",54312,10749
1500000US530330058022,530330058022,"Block Group 2, Census Tract 58.02, King County, Washington",48249,7303
1500000US530330058023,530330058023,"Block Group 3, Census Tract 58.02, King County, Washington",41764,7731
1500000US530330059001,530330059001,"Block Group 1, Census Tract 59, King County, Washington",35909,9658
1500000US530330059002,530330059002,"Block Group 2, Census Tract 59, King County, Washington",67969,17684
1500000US530330059003,530330059003,"Block Group 3, Census Tract 59, King County, Washington",13807,5917
1500000US530330059004,530330059004,"Block Group 4, Census Tract 59, King County, Washington",91472,27704
1500000US530330059005,530330059005,"Block Group 5, Census Tract 59, King County, Washington",65801,16843
1500000US530330060001,530330060001,"Block Group 1, Census Tract 60, King County, Washington",61916,11822
1500000US530330060002,530330060002,"Block Group 2, Census Tract 60, King County, Washington",61486,13791
1500000US530330060003,530330060003,"Block Group 3, Census Tract 60, King County, Washington",119401,53945
1500000US530330060004,530330060004,"Block Group 4, Census Tract 60, King County, Washington",41790,12710
1500000US530330061001,530330061001,"Block Group 1, Census Tract 61, King County, Washington",86321,22413
1500000US530330061002,530330061002,"Block Group 2, Census Tract 61, King County, Washington",78130,32974
1500000US530330061003,530330061003,"Block Group 3, Census Tract 61, King County, Washington",60453,7544
1500000US530330061004,530330061004,"Block Group 4, Census Tract 61, King County, Washington",58880,17157
1500000US530330062001,530330062001,"Block Group 1, Census Tract 62, King County, Washington",55900,10067
1500000US530330062002,530330062002,"Block Group 2, Census Tract 62, King County, Washington",69778,11795
1500000US530330062003,530330062003,"Block Group 3, Census Tract 62, King County, Washington",87457,23254
1500000US530330063001,530330063001,"Block Group 1, Census Tract 63, King County, Washington",73015,14527
1500000US530330063002,530330063002,"Block Group 2, Census Tract 63, King County, Washington",141007,53941
1500000US530330063003,530330063003,"Block Group 3, Census Tract 63, King County, Washington",118739,40592
1500000US530330063004,530330063004,"Block Group 4, Census Tract 63, King County, Washington",110987,28723
1500000US530330064001,530330064001,"Block Group 1, Census Tract 64, King County, Washington",74253,15837
1500000US530330064002,530330064002,"Block Group 2, Census Tract 64, King County, Washington",96928,26030
1500000US530330064003,530330064003,"Block Group 3, Census Tract 64, King County, Washington",79286,28612
1500000US530330065001,530330065001,"Block Group 1, Census Tract 65, King County, Washington",136223,43151
1500000US530330065002,530330065002,"Block Group 2, Census Tract 65, King County, Washington",65757,11010
1500000US530330065003,530330065003,"Block Group 3, Census Tract 65, King County, Washington",84809,19150
1500000US530330066001,530330066001,"Block Group 1, Census Tract 66, King County, Washington",66013,12650
1500000US530330066002,530330066002,"Block Group 2, Census Tract 66, King County, Washington",60465,12065
1500000US530330067001,530330067001,"Block Group 1, Census Tract 67, King County, Washington",65712,7984
1500000US530330067002,530330067002,"Block Group 2, Census Tract 67, King County, Washington",58714,11052
1500000US530330067003,530330067003,"Block Group 3, Census Tract 67, King County, Washington",57956,10580
1500000US530330067004,530330067004,"Block Group 4, Census Tract 67, King County, Washington",54998,14008
1500000US530330068001,530330068001,"Block Group 1, Census Tract 68, King County, Washington",72953,24219
1500000US530330068002,530330068002,"Block Group 2, Census Tract 68, King County, Washington",60072,10658
1500000US530330069001,530330069001,"Block Group 1, Census Tract 69, King County, Washington",66819,18483
1500000US530330069002,530330069002,"Block Group 2, Census Tract 69, King County, Washington",55541,13655
1500000US530330069003,530330069003,"Block Group 3, Census Tract 69, King County, Washington",62929,15602
1500000US530330069004,530330069004,"Block Group 4, Census Tract 69, King County, Washington",67962,13055
1500000US530330070001,530330070001,"Block Group 1, Census Tract 70, King County, Washington",67798,12044
1500000US530330070002,530330070002,"Block Group 2, Census Tract 70, King County, Washington",49678,9654
1500000US530330070003,530330070003,"Block Group 3, Census Tract 70, King County, Washington",66588,12405
1500000US530330070004,530330070004,"Block Group 4, Census Tract 70, King County, Washington",79536,24835
1500000US530330070005,530330070005,"Block Group 5, Census Tract 70, King County, Washington",43761,9039
1500000US530330070006,530330070006,"Block Group 6, Census Tract 70, King County, Washington",115053,34842
1500000US530330071001,530330071001,"Block Group 1, Census Tract 71, King County, Washington",58145,14858
1500000US530330071002,530330071002,"Block Group 2, Census Tract 71, King County, Washington",63454,6495
1500000US530330072001,530330072001,"Block Group 1, Census Tract 72, King County, Washington",63985,9008
1500000US530330072002,530330072002,"Block Group 2, Census Tract 72, King County, Washington",59759,25411
1500000US530330072003,530330072003,"Block Group 3, Census Tract 72, King County, Washington",66537,12789
1500000US530330073001,530330073001,"Block Group 1, Census Tract 73, King County, Washington",54519,7890
1500000US530330073002,530330073002,"Block Group 2, Census Tract 73, King County, Washington",57892,23420
1500000US530330073003,530330073003,"Block Group 3, Census Tract 73, King County, Washington",97067,17295
1500000US530330074011,530330074011,"Block Group 1, Census Tract 74.01, King County, Washington",59843,18121
1500000US530330074012,530330074012,"Block Group 2, Census Tract 74.01, King County, Washington",66028,15464
1500000US530330074013,530330074013,"Block Group 3, Census Tract 74.01, King County, Washington",55591,8913
1500000US530330074014,530330074014,"Block Group 4, Census Tract 74.01, King County, Washington",54568,15613
1500000US530330074021,530330074021,"Block Group 1, Census Tract 74.02, King County, Washington",46041,7780
1500000US530330074022,530330074022,"Block Group 2, Census Tract 74.02, King County, Washington",38994,8579
1500000US530330074023,530330074023,"Block Group 3, Census Tract 74.02, King County, Washington",45342,9649
1500000US530330075001,530330075001,"Block Group 1, Census Tract 75, King County, Washington",44028,15370
1500000US530330075002,530330075002,"Block Group 2, Census Tract 75, King County, Washington",53719,10704
1500000US530330075003,530330075003,"Block Group 3, Census Tract 75, King County, Washington",44864,13748
1500000US530330075004,530330075004,"Block Group 4, Census Tract 75, King County, Washington",48929,9139
1500000US530330075005,530330075005,"Block Group 5, Census Tract 75, King County, Washington",51405,11428
1500000US530330076001,530330076001,"Block Group 1, Census Tract 76, King County, Washington",54066,9548
1500000US530330076002,530330076002,"Block Group 2, Census Tract 76, King County, Washington",41701,7471
1500000US530330076003,530330076003,"Block Group 3, Census Tract 76, King County, Washington",53719,6599
1500000US530330077001,530330077001,"Block Group 1, Census Tract 77, King County, Washington",47344,9074
1500000US530330077002,530330077002,"Block Group 2, Census Tract 77, King County, Washington",89854,32452
1500000US530330077003,530330077003,"Block Group 3, Census Tract 77, King County, Washington",42863,16172
1500000US530330077004,530330077004,"Block Group 4, Census Tract 77, King County, Washington",63183,13617
1500000US530330078001,530330078001,"Block Group 1, Census Tract 78, King County, Washington",136539,52907
1500000US530330078002,530330078002,"Block Group 2, Census Tract 78, King County, Washington",70950,18525
1500000US530330078003,530330078003,"Block Group 3, Census Tract 78, King County, Washington",45244,12618
1500000US530330078004,530330078004,"Block Group 4, Census Tract 78, King County, Washington",81502,20823
1500000US530330079001,530330079001,"Block Group 1, Census Tract 79, King County, Washington",31155,12150
1500000US530330079002,530330079002,"Block Group 2, Census Tract 79, King County, Washington",35311,10917
1500000US530330079003,530330079003,"Block Group 3, Census Tract 79, King County, Washington",50813,12579
1500000US530330079004,530330079004,"Block Group 4, Census Tract 79, King County, Washington",62687,22197
1500000US530330079005,530330079005,"Block Group 5, Census Tract 79, King County, Washington",49166,10843
1500000US530330080011,530330080011,"Block Group 1, Census Tract 80.01, King County, Washington",75663,11094
1500000US530330080012,530330080012,"Block Group 2, Census Tract 80.01, King County, Washington",49477,22132
1500000US530330080013,530330080013,"Block Group 3, Census Tract 80.01, King County, Washington",63463,16134
1500000US530330080014,530330080014,"Block Group 4, Census Tract 80.01, King County, Washington",66886,13260
1500000US530330080015,530330080015,"Block Group 5, Census Tract 80.01, King County, Washington",74857,19610
1500000US530330080021,530330080021,"Block Group 1, Census Tract 80.02, King County, Washington",36096,6546
1500000US530330080022,530330080022,"Block Group 2, Census Tract 80.02, King County, Washington",59862,14859
1500000US530330081001,530330081001,"Block Group 1, Census Tract 81, King County, Washington",85024,17724
1500000US530330081002,530330081002,"Block Group 2, Census Tract 81, King County, Washington",30616,14504
1500000US530330081003,530330081003,"Block Group 3, Census Tract 81, King County, Washington",47866,11467
1500000US530330082001,530330082001,"Block Group 1, Census Tract 82, King County, Washington",76818,17838
1500000US530330082002,530330082002,"Block Group 2, Census Tract 82, King County, Washington",44568,12792
1500000US530330082003,530330082003,"Block Group 3, Census Tract 82, King County, Washington",51697,9749
1500000US530330083001,530330083001,"Block Group 1, Census Tract 83, King County, Washington",49390,5321
1500000US530330083002,530330083002,"Block Group 2, Census Tract 83, King County, Washington",51114,12888
1500000US530330084001,530330084001,"Block Group 1, Census Tract 84, King County, Washington",46282,17975
1500000US530330084002,530330084002,"Block Group 2, Census Tract 84, King County, Washington",54084,10726
1500000US530330084003,530330084003,"Block Group 3, Census Tract 84, King County, Washington",50650,9100
1500000US530330085001,530330085001,"Block Group 1, Census Tract 85, King County, Washington",53167,10594
1500000US530330085002,530330085002,"Block Group 2, Census Tract 85, King County, Washington",23440,6567
1500000US530330085003,530330085003,"Block Group 3, Census Tract 85, King County, Washington",7398,1353
1500000US530330086001,530330086001,"Block Group 1, Census Tract 86, King County, Washington",29182,7597
