Id,Id2,Geography,Food Stamps Total,Margin of Error; Total:,Estimate; Household received Food Stamps/SNAP in the past 12 months:,Margin of Error; Household received Food Stamps/SNAP in the past 12 months:,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months:,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months:,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability
1500000US530330245001,530330245001,"Block Group 1, Census Tract 245, King County, Washington",721,69,0,12,0,12,0,12,721,69,112,47,609,70
1500000US530330245002,530330245002,"Block Group 2, Census Tract 245, King County, Washington",515,69,9,14,9,14,0,12,506,70,77,41,429,79
1500000US530330245003,530330245003,"Block Group 3, Census Tract 245, King County, Washington",484,75,9,15,9,15,0,12,475,75,78,43,397,80
1500000US530330246011,530330246011,"Block Group 1, Census Tract 246.01, King County, Washington",562,78,9,13,9,13,0,12,553,77,156,72,397,76
1500000US530330246012,530330246012,"Block Group 2, Census Tract 246.01, King County, Washington",532,64,0,12,0,12,0,12,532,64,154,53,378,67
1500000US530330246013,530330246013,"Block Group 3, Census Tract 246.01, King County, Washington",552,79,0,12,0,12,0,12,552,79,69,58,483,84
1500000US530330246021,530330246021,"Block Group 1, Census Tract 246.02, King County, Washington",317,48,13,20,0,12,13,20,304,48,30,28,274,51
1500000US530330246022,530330246022,"Block Group 2, Census Tract 246.02, King County, Washington",707,59,0,12,0,12,0,12,707,59,91,37,616,66
1500000US530330246023,530330246023,"Block Group 3, Census Tract 246.02, King County, Washington",273,49,0,12,0,12,0,12,273,49,44,30,229,64
1500000US530330247011,530330247011,"Block Group 1, Census Tract 247.01, King County, Washington",479,74,33,32,6,10,27,31,446,82,61,47,385,87
1500000US530330247012,530330247012,"Block Group 2, Census Tract 247.01, King County, Washington",506,88,55,48,5,8,50,48,451,88,46,35,405,92
1500000US530330247013,530330247013,"Block Group 3, Census Tract 247.01, King County, Washington",328,71,13,15,7,11,6,10,315,74,47,37,268,78
1500000US530330247021,530330247021,"Block Group 1, Census Tract 247.02, King County, Washington",826,138,0,12,0,12,0,12,826,138,75,52,751,146
1500000US530330247022,530330247022,"Block Group 2, Census Tract 247.02, King County, Washington",402,77,37,55,0,12,37,55,365,67,42,39,323,64
1500000US530330247023,530330247023,"Block Group 3, Census Tract 247.02, King County, Washington",640,97,0,12,0,12,0,12,640,97,60,43,580,103
1500000US530330247024,530330247024,"Block Group 4, Census Tract 247.02, King County, Washington",542,94,0,12,0,12,0,12,542,94,43,40,499,96
1500000US530330247025,530330247025,"Block Group 5, Census Tract 247.02, King County, Washington",366,100,0,12,0,12,0,12,366,100,64,46,302,96
1500000US530330248001,530330248001,"Block Group 1, Census Tract 248, King County, Washington",446,86,19,31,19,31,0,12,427,88,48,43,379,96
1500000US530330248002,530330248002,"Block Group 2, Census Tract 248, King County, Washington",710,134,12,20,12,20,0,12,698,135,151,67,547,129
1500000US530330248003,530330248003,"Block Group 3, Census Tract 248, King County, Washington",1069,152,99,102,19,22,80,98,970,155,88,73,882,161
1500000US530330249011,530330249011,"Block Group 1, Census Tract 249.01, King County, Washington",383,64,43,30,12,18,31,23,340,68,100,70,240,57
1500000US530330249012,530330249012,"Block Group 2, Census Tract 249.01, King County, Washington",539,65,0,12,0,12,0,12,539,65,123,42,416,70
1500000US530330249013,530330249013,"Block Group 3, Census Tract 249.01, King County, Washington",465,63,11,17,11,17,0,12,454,63,16,19,438,66
1500000US530330249014,530330249014,"Block Group 4, Census Tract 249.01, King County, Washington",336,61,0,12,0,12,0,12,336,61,68,34,268,62
1500000US530330249021,530330249021,"Block Group 1, Census Tract 249.02, King County, Washington",401,60,0,12,0,12,0,12,401,60,60,33,341,70
1500000US530330249022,530330249022,"Block Group 2, Census Tract 249.02, King County, Washington",506,76,10,16,10,16,0,12,496,79,33,30,463,81
1500000US530330249023,530330249023,"Block Group 3, Census Tract 249.02, King County, Washington",431,75,37,32,37,32,0,12,394,81,41,34,353,88
1500000US530330249031,530330249031,"Block Group 1, Census Tract 249.03, King County, Washington",687,101,0,12,0,12,0,12,687,101,29,32,658,106
1500000US530330249032,530330249032,"Block Group 2, Census Tract 249.03, King County, Washington",528,75,0,12,0,12,0,12,528,75,67,45,461,79
1500000US530330249033,530330249033,"Block Group 3, Census Tract 249.03, King County, Washington",488,70,0,12,0,12,0,12,488,70,44,34,444,77
1500000US530330249034,530330249034,"Block Group 4, Census Tract 249.03, King County, Washington",501,70,10,18,0,12,10,18,491,74,78,40,413,79
1500000US530330250011,530330250011,"Block Group 1, Census Tract 250.01, King County, Washington",318,60,0,12,0,12,0,12,318,60,37,30,281,61
1500000US530330250012,530330250012,"Block Group 2, Census Tract 250.01, King County, Washington",615,90,39,49,0,12,39,49,576,89,59,40,517,90
1500000US530330250013,530330250013,"Block Group 3, Census Tract 250.01, King County, Washington",428,71,35,25,10,17,25,23,393,71,97,62,296,73
1500000US530330250014,530330250014,"Block Group 4, Census Tract 250.01, King County, Washington",365,62,27,25,0,12,27,25,338,65,46,26,292,66
1500000US530330250031,530330250031,"Block Group 1, Census Tract 250.03, King County, Washington",474,85,0,12,0,12,0,12,474,85,44,35,430,87
1500000US530330250032,530330250032,"Block Group 2, Census Tract 250.03, King County, Washington",376,87,61,76,0,12,61,76,315,75,12,20,303,75
1500000US530330250033,530330250033,"Block Group 3, Census Tract 250.03, King County, Washington",616,103,29,34,15,24,14,23,587,97,79,65,508,105
1500000US530330250034,530330250034,"Block Group 4, Census Tract 250.03, King County, Washington",488,112,15,23,0,12,15,23,473,119,34,36,439,118
1500000US530330250035,530330250035,"Block Group 5, Census Tract 250.03, King County, Washington",591,128,0,12,0,12,0,12,591,128,81,61,510,142
1500000US530330250051,530330250051,"Block Group 1, Census Tract 250.05, King County, Washington",973,89,15,20,0,12,15,20,958,93,38,33,920,102
1500000US530330250052,530330250052,"Block Group 2, Census Tract 250.05, King County, Washington",880,124,55,52,55,52,0,12,825,129,131,76,694,134
1500000US530330250061,530330250061,"Block Group 1, Census Tract 250.06, King County, Washington",514,97,27,40,0,12,27,40,487,105,11,18,476,104
1500000US530330250062,530330250062,"Block Group 2, Census Tract 250.06, King County, Washington",1079,140,32,54,32,54,0,12,1047,126,210,93,837,129
1500000US530330250063,530330250063,"Block Group 3, Census Tract 250.06, King County, Washington",430,101,0,12,0,12,0,12,430,101,23,28,407,101
1500000US530330251011,530330251011,"Block Group 1, Census Tract 251.01, King County, Washington",658,119,266,103,75,65,191,107,392,112,61,67,331,114
1500000US530330251012,530330251012,"Block Group 2, Census Tract 251.01, King County, Washington",526,128,152,96,71,66,81,78,374,99,66,45,308,107
1500000US530330251013,530330251013,"Block Group 3, Census Tract 251.01, King County, Washington",258,77,0,12,0,12,0,12,258,77,0,12,258,77
1500000US530330251014,530330251014,"Block Group 4, Census Tract 251.01, King County, Washington",714,95,29,35,10,17,19,30,685,110,43,38,642,115
1500000US530330251021,530330251021,"Block Group 1, Census Tract 251.02, King County, Washington",518,88,41,41,0,12,41,41,477,99,51,50,426,104
1500000US530330251022,530330251022,"Block Group 2, Census Tract 251.02, King County, Washington",541,161,59,80,0,12,59,80,482,136,38,37,444,131
1500000US530330251023,530330251023,"Block Group 3, Census Tract 251.02, King County, Washington",1110,158,79,62,0,12,79,62,1031,172,137,68,894,158
1500000US530330251024,530330251024,"Block Group 4, Census Tract 251.02, King County, Washington",545,126,0,12,0,12,0,12,545,126,115,75,430,121
1500000US530330252001,530330252001,"Block Group 1, Census Tract 252, King County, Washington",457,132,18,28,18,28,0,12,439,132,34,36,405,134
1500000US530330252002,530330252002,"Block Group 2, Census Tract 252, King County, Washington",881,115,105,81,66,68,39,41,776,111,136,67,640,114
1500000US530330252003,530330252003,"Block Group 3, Census Tract 252, King County, Washington",569,116,97,56,40,50,57,62,472,123,92,50,380,126
1500000US530330252004,530330252004,"Block Group 4, Census Tract 252, King County, Washington",761,118,213,84,147,74,66,48,548,91,112,56,436,98
1500000US530330252005,530330252005,"Block Group 5, Census Tract 252, King County, Washington",461,94,54,39,10,17,44,35,407,97,58,56,349,92
1500000US530330253011,530330253011,"Block Group 1, Census Tract 253.01, King County, Washington",744,154,29,33,14,22,15,26,715,161,54,43,661,162
1500000US530330253012,530330253012,"Block Group 2, Census Tract 253.01, King County, Washington",713,142,30,37,0,12,30,37,683,138,58,71,625,137
1500000US530330253013,530330253013,"Block Group 3, Census Tract 253.01, King County, Washington",840,160,99,74,12,19,87,73,741,154,120,62,621,156
1500000US530330253021,530330253021,"Block Group 1, Census Tract 253.02, King County, Washington",1232,182,114,109,114,109,0,12,1118,176,302,121,816,164
1500000US530330253022,530330253022,"Block Group 2, Census Tract 253.02, King County, Washington",912,164,0,12,0,12,0,12,912,164,179,75,733,168
1500000US530330253023,530330253023,"Block Group 3, Census Tract 253.02, King County, Washington",501,140,170,92,91,80,79,49,331,128,29,27,302,129
1500000US530330254001,530330254001,"Block Group 1, Census Tract 254, King County, Washington",547,117,50,59,50,59,0,12,497,117,150,69,347,109
1500000US530330254002,530330254002,"Block Group 2, Census Tract 254, King County, Washington",758,165,204,99,67,53,137,90,554,141,39,41,515,134
1500000US530330254003,530330254003,"Block Group 3, Census Tract 254, King County, Washington",1171,224,170,98,59,51,111,85,1001,241,149,69,852,240
1500000US530330254004,530330254004,"Block Group 4, Census Tract 254, King County, Washington",516,148,61,67,0,12,61,67,455,143,35,39,420,141
1500000US530330255001,530330255001,"Block Group 1, Census Tract 255, King County, Washington",866,108,131,68,71,47,60,49,735,111,91,63,644,121
1500000US530330255002,530330255002,"Block Group 2, Census Tract 255, King County, Washington",491,80,60,42,9,15,51,40,431,84,170,66,261,72
1500000US530330255003,530330255003,"Block Group 3, Census Tract 255, King County, Washington",526,73,73,59,65,57,8,13,453,78,89,50,364,80
1500000US530330256011,530330256011,"Block Group 1, Census Tract 256.01, King County, Washington",380,89,22,29,10,16,12,21,358,91,39,38,319,88
1500000US530330256012,530330256012,"Block Group 2, Census Tract 256.01, King County, Washington",966,121,119,93,73,77,46,59,847,125,183,77,664,154
1500000US530330256013,530330256013,"Block Group 3, Census Tract 256.01, King County, Washington",577,94,59,50,0,12,59,50,518,96,79,51,439,105
1500000US530330256021,530330256021,"Block Group 1, Census Tract 256.02, King County, Washington",781,100,95,61,27,31,68,53,686,114,98,49,588,113
1500000US530330256022,530330256022,"Block Group 2, Census Tract 256.02, King County, Washington",456,77,29,33,11,18,18,29,427,81,77,47,350,88
1500000US530330256023,530330256023,"Block Group 3, Census Tract 256.02, King County, Washington",844,92,31,29,7,12,24,27,813,97,125,54,688,105
1500000US530330257011,530330257011,"Block Group 1, Census Tract 257.01, King County, Washington",383,90,57,48,13,21,44,42,326,77,40,37,286,72
1500000US530330257012,530330257012,"Block Group 2, Census Tract 257.01, King County, Washington",615,113,140,102,81,86,59,70,475,121,81,64,394,111
1500000US530330257013,530330257013,"Block Group 3, Census Tract 257.01, King County, Washington",417,145,226,108,128,101,98,76,191,96,49,54,142,82
1500000US530330257014,530330257014,"Block Group 4, Census Tract 257.01, King County, Washington",429,128,15,26,0,12,15,26,414,123,88,76,326,107
1500000US530330257015,530330257015,"Block Group 5, Census Tract 257.01, King County, Washington",776,157,124,72,12,20,112,71,652,169,112,65,540,163
1500000US530330257021,530330257021,"Block Group 1, Census Tract 257.02, King County, Washington",471,74,19,29,0,12,19,29,452,76,78,66,374,94
1500000US530330257022,530330257022,"Block Group 2, Census Tract 257.02, King County, Washington",416,69,0,12,0,12,0,12,416,69,76,45,340,77
1500000US530330257023,530330257023,"Block Group 3, Census Tract 257.02, King County, Washington",384,72,37,32,25,27,12,18,347,73,78,40,269,81
1500000US530330258031,530330258031,"Block Group 1, Census Tract 258.03, King County, Washington",517,93,54,44,0,12,54,44,463,102,79,59,384,85
1500000US530330258032,530330258032,"Block Group 2, Census Tract 258.03, King County, Washington",602,95,115,61,28,24,87,57,487,101,127,77,360,97
1500000US530330258033,530330258033,"Block Group 3, Census Tract 258.03, King County, Washington",583,94,272,102,120,84,152,83,311,97,48,45,263,91
1500000US530330258041,530330258041,"Block Group 1, Census Tract 258.04, King County, Washington",523,93,40,35,30,32,10,17,483,94,122,50,361,87
1500000US530330258042,530330258042,"Block Group 2, Census Tract 258.04, King County, Washington",374,73,28,25,18,20,10,15,346,73,36,28,310,75
1500000US530330258043,530330258043,"Block Group 3, Census Tract 258.04, King County, Washington",370,74,49,48,23,26,26,41,321,79,41,32,280,83
1500000US530330258051,530330258051,"Block Group 1, Census Tract 258.05, King County, Washington",863,142,192,108,52,80,140,86,671,136,155,90,516,117
1500000US530330258052,530330258052,"Block Group 2, Census Tract 258.05, King County, Washington",326,77,10,16,10,16,0,12,316,77,52,34,264,75
1500000US530330258053,530330258053,"Block Group 3, Census Tract 258.05, King County, Washington",631,115,72,51,54,47,18,21,559,113,107,91,452,115
1500000US530330258061,530330258061,"Block Group 1, Census Tract 258.06, King County, Washington",446,81,0,12,0,12,0,12,446,81,76,50,370,84
1500000US530330258062,530330258062,"Block Group 2, Census Tract 258.06, King County, Washington",749,130,63,62,9,13,54,61,686,136,88,69,598,131
1500000US530330258063,530330258063,"Block Group 3, Census Tract 258.06, King County, Washington",531,96,169,87,67,66,102,65,362,85,39,28,323,84
1500000US530330260011,530330260011,"Block Group 1, Census Tract 260.01, King County, Washington",629,125,43,35,0,12,43,35,586,128,80,59,506,125
1500000US530330260012,530330260012,"Block Group 2, Census Tract 260.01, King County, Washington",293,86,50,52,18,21,32,48,243,82,74,64,169,70
1500000US530330260013,530330260013,"Block Group 3, Census Tract 260.01, King County, Washington",552,116,30,38,0,12,30,38,522,127,92,59,430,137
1500000US530330260014,530330260014,"Block Group 4, Census Tract 260.01, King County, Washington",359,90,82,70,46,53,36,57,277,64,78,44,199,69
1500000US530330260015,530330260015,"Block Group 5, Census Tract 260.01, King County, Washington",364,104,91,75,42,46,49,53,273,83,69,47,204,68
1500000US530330260021,530330260021,"Block Group 1, Census Tract 260.02, King County, Washington",1186,186,445,148,88,59,357,152,741,164,74,81,667,179
1500000US530330260022,530330260022,"Block Group 2, Census Tract 260.02, King County, Washington",632,138,115,75,21,28,94,67,517,150,157,81,360,133
1500000US530330260023,530330260023,"Block Group 3, Census Tract 260.02, King County, Washington",608,137,71,78,20,22,51,82,537,112,133,70,404,125
1500000US530330260024,530330260024,"Block Group 4, Census Tract 260.02, King County, Washington",698,145,43,51,15,25,28,44,655,151,101,82,554,144
1500000US530330261001,530330261001,"Block Group 1, Census Tract 261, King County, Washington",458,128,42,48,41,47,1,20,416,131,155,90,261,117
1500000US530330261002,530330261002,"Block Group 2, Census Tract 261, King County, Washington",439,172,96,89,34,41,62,78,343,154,129,108,214,131
1500000US530330261003,530330261003,"Block Group 3, Census Tract 261, King County, Washington",585,137,173,100,158,103,15,24,412,108,82,70,330,101
1500000US530330261004,530330261004,"Block Group 4, Census Tract 261, King County, Washington",511,143,152,93,16,27,136,99,359,132,34,41,325,126
1500000US530330261005,530330261005,"Block Group 5, Census Tract 261, King County, Washington",733,177,134,110,28,31,106,109,599,170,60,77,539,169
1500000US530330262001,530330262001,"Block Group 1, Census Tract 262, King County, Washington",32,29,0,12,0,12,0,12,32,29,0,12,32,29
1500000US530330262002,530330262002,"Block Group 2, Census Tract 262, King County, Washington",600,157,76,68,13,21,63,64,524,151,72,71,452,141
1500000US530330262003,530330262003,"Block Group 3, Census Tract 262, King County, Washington",937,180,397,169,130,123,267,148,540,129,87,57,453,132
1500000US530330262004,530330262004,"Block Group 4, Census Tract 262, King County, Washington",782,190,145,101,79,84,66,62,637,160,201,147,436,115
1500000US530330263001,530330263001,"Block Group 1, Census Tract 263, King County, Washington",188,59,0,12,0,12,0,12,188,59,56,33,132,60
1500000US530330263002,530330263002,"Block Group 2, Census Tract 263, King County, Washington",370,63,68,51,35,27,33,44,302,69,52,38,250,73
1500000US530330264001,530330264001,"Block Group 1, Census Tract 264, King County, Washington",204,66,5,10,5,10,0,12,199,68,27,25,172,71
1500000US530330264002,530330264002,"Block Group 2, Census Tract 264, King County, Washington",577,137,279,106,74,77,205,98,298,96,71,79,227,86
1500000US530330264003,530330264003,"Block Group 3, Census Tract 264, King County, Washington",407,116,38,47,9,17,29,40,369,115,102,52,267,110
1500000US530330264004,530330264004,"Block Group 4, Census Tract 264, King County, Washington",663,136,30,36,30,36,0,12,633,140,127,83,506,144
1500000US530330264005,530330264005,"Block Group 5, Census Tract 264, King County, Washington",525,144,231,127,122,113,109,78,294,127,23,20,271,136
1500000US530330265001,530330265001,"Block Group 1, Census Tract 265, King County, Washington",205,71,111,58,55,52,56,36,94,69,16,26,78,65
1500000US530330265002,530330265002,"Block Group 2, Census Tract 265, King County, Washington",592,123,408,105,97,44,311,102,184,84,30,34,154,80
1500000US530330265003,530330265003,"Block Group 3, Census Tract 265, King County, Washington",685,100,182,96,102,84,80,45,503,95,80,49,423,100
1500000US530330266001,530330266001,"Block Group 1, Census Tract 266, King County, Washington",465,73,88,46,17,15,71,42,377,67,35,25,342,67
1500000US530330266002,530330266002,"Block Group 2, Census Tract 266, King County, Washington",432,80,78,50,29,24,49,43,354,75,62,42,292,72
1500000US530330267001,530330267001,"Block Group 1, Census Tract 267, King County, Washington",516,121,39,49,39,49,0,12,477,116,109,65,368,109
1500000US530330267002,530330267002,"Block Group 2, Census Tract 267, King County, Washington",709,143,93,60,13,22,80,56,616,152,109,97,507,139
1500000US530330267003,530330267003,"Block Group 3, Census Tract 267, King County, Washington",460,68,15,24,0,12,15,24,445,72,124,61,321,67
1500000US530330267004,530330267004,"Block Group 4, Census Tract 267, King County, Washington",352,63,0,12,0,12,0,12,352,63,62,46,290,62
1500000US530330268011,530330268011,"Block Group 1, Census Tract 268.01, King County, Washington",393,89,30,31,30,31,0,12,363,89,178,75,185,67
1500000US530330268012,530330268012,"Block Group 2, Census Tract 268.01, King County, Washington",784,134,246,110,110,75,136,91,538,118,97,52,441,119
1500000US530330268013,530330268013,"Block Group 3, Census Tract 268.01, King County, Washington",495,125,248,93,79,58,169,94,247,91,7,11,240,91
1500000US530330268014,530330268014,"Block Group 4, Census Tract 268.01, King County, Washington",495,112,161,92,101,73,60,59,334,118,61,61,273,111
1500000US530330268021,530330268021,"Block Group 1, Census Tract 268.02, King County, Washington",276,81,40,25,24,21,16,19,236,84,46,38,190,78
1500000US530330268022,530330268022,"Block Group 2, Census Tract 268.02, King County, Washington",315,91,112,74,26,35,86,70,203,88,21,19,182,87
1500000US530330268023,530330268023,"Block Group 3, Census Tract 268.02, King County, Washington",495,98,141,66,83,50,58,47,354,95,108,56,246,86
1500000US530330268024,530330268024,"Block Group 4, Census Tract 268.02, King County, Washington",457,87,89,77,0,12,89,77,368,85,87,44,281,81
1500000US530330270001,530330270001,"Block Group 1, Census Tract 270, King County, Washington",248,63,65,51,33,25,32,43,183,54,52,32,131,53
1500000US530330270002,530330270002,"Block Group 2, Census Tract 270, King County, Washington",350,62,59,42,25,24,34,30,291,64,44,35,247,65
1500000US530330270003,530330270003,"Block Group 3, Census Tract 270, King County, Washington",448,69,74,47,15,24,59,46,374,66,63,42,311,69
1500000US530330271001,530330271001,"Block Group 1, Census Tract 271, King County, Washington",579,117,192,97,155,91,37,31,387,106,170,96,217,71
1500000US530330271002,530330271002,"Block Group 2, Census Tract 271, King County, Washington",618,100,155,80,48,41,107,77,463,121,47,36,416,119
1500000US530330272001,530330272001,"Block Group 1, Census Tract 272, King County, Washington",413,70,82,36,13,14,69,35,331,68,27,17,304,68
1500000US530330272002,530330272002,"Block Group 2, Census Tract 272, King County, Washington",493,73,130,65,45,36,85,55,363,90,96,47,267,86
1500000US530330273001,530330273001,"Block Group 1, Census Tract 273, King County, Washington",406,75,21,19,14,16,7,10,385,80,47,32,338,81
1500000US530330273002,530330273002,"Block Group 2, Census Tract 273, King County, Washington",772,102,425,127,186,98,239,104,347,103,82,59,265,94
1500000US530330273003,530330273003,"Block Group 3, Census Tract 273, King County, Washington",424,89,92,69,35,34,57,60,332,85,39,25,293,92
1500000US530330273004,530330273004,"Block Group 4, Census Tract 273, King County, Washington",405,81,103,53,76,47,27,22,302,83,101,49,201,74
1500000US530330274001,530330274001,"Block Group 1, Census Tract 274, King County, Washington",532,81,137,60,104,56,33,29,395,69,116,43,279,70
1500000US530330274002,530330274002,"Block Group 2, Census Tract 274, King County, Washington",345,96,99,66,34,38,65,49,246,75,63,39,183,73
1500000US530330274003,530330274003,"Block Group 3, Census Tract 274, King County, Washington",434,70,68,34,53,33,15,16,366,70,87,37,279,76
1500000US530330274004,530330274004,"Block Group 4, Census Tract 274, King County, Washington",257,62,39,32,6,10,33,35,218,65,38,29,180,67
1500000US530330275001,530330275001,"Block Group 1, Census Tract 275, King County, Washington",552,85,154,76,85,58,69,65,398,88,111,45,287,89
1500000US530330275002,530330275002,"Block Group 2, Census Tract 275, King County, Washington",365,69,26,25,10,17,16,19,339,69,86,49,253,67
1500000US530330275003,530330275003,"Block Group 3, Census Tract 275, King County, Washington",467,95,78,65,48,51,30,39,389,98,113,80,276,80
1500000US530330275004,530330275004,"Block Group 4, Census Tract 275, King County, Washington",280,51,10,15,0,12,10,15,270,52,30,24,240,51
1500000US530330276001,530330276001,"Block Group 1, Census Tract 276, King County, Washington",363,76,50,39,20,30,30,25,313,79,83,61,230,69
1500000US530330276002,530330276002,"Block Group 2, Census Tract 276, King County, Washington",895,92,337,98,121,64,216,94,558,114,117,61,441,108
1500000US530330276003,530330276003,"Block Group 3, Census Tract 276, King County, Washington",366,62,0,12,0,12,0,12,366,62,58,32,308,68
1500000US530330277011,530330277011,"Block Group 1, Census Tract 277.01, King County, Washington",566,114,29,34,29,34,0,12,537,126,109,68,428,129
1500000US530330277012,530330277012,"Block Group 2, Census Tract 277.01, King County, Washington",396,110,0,12,0,12,0,12,396,110,11,19,385,112
1500000US530330277013,530330277013,"Block Group 3, Census Tract 277.01, King County, Washington",674,190,32,37,20,29,12,18,642,198,118,132,524,181
1500000US530330277014,530330277014,"Block Group 4, Census Tract 277.01, King County, Washington",675,159,0,12,0,12,0,12,675,159,191,141,484,144
1500000US530330277015,530330277015,"Block Group 5, Census Tract 277.01, King County, Washington",598,155,0,12,0,12,0,12,598,155,44,39,554,163
1500000US530330277021,530330277021,"Block Group 1, Census Tract 277.02, King County, Washington",434,121,0,12,0,12,0,12,434,121,59,45,375,118
1500000US530330277022,530330277022,"Block Group 2, Census Tract 277.02, King County, Washington",612,149,13,20,13,20,0,12,599,151,77,71,522,144
1500000US530330277023,530330277023,"Block Group 3, Census Tract 277.02, King County, Washington",577,115,26,39,0,12,26,39,551,113,137,83,414,118
1500000US530330277024,530330277024,"Block Group 4, Census Tract 277.02, King County, Washington",608,108,0,12,0,12,0,12,608,108,142,72,466,96
1500000US530330278001,530330278001,"Block Group 1, Census Tract 278, King County, Washington",374,56,41,42,17,19,24,38,333,52,95,42,238,49
1500000US530330278002,530330278002,"Block Group 2, Census Tract 278, King County, Washington",447,74,13,17,13,17,0,12,434,71,66,36,368,79
1500000US530330278003,530330278003,"Block Group 3, Census Tract 278, King County, Washington",435,59,7,10,7,10,0,12,428,60,116,60,312,57
1500000US530330279001,530330279001,"Block Group 1, Census Tract 279, King County, Washington",550,130,83,50,50,42,33,37,467,132,165,113,302,99
1500000US530330279002,530330279002,"Block Group 2, Census Tract 279, King County, Washington",626,130,127,65,49,47,78,57,499,141,125,63,374,135
1500000US530330279003,530330279003,"Block Group 3, Census Tract 279, King County, Washington",619,141,208,147,70,73,138,130,411,140,87,67,324,132
1500000US530330279004,530330279004,"Block Group 4, Census Tract 279, King County, Washington",355,89,14,22,0,12,14,22,341,94,74,48,267,85
1500000US530330279005,530330279005,"Block Group 5, Census Tract 279, King County, Washington",278,76,55,60,39,55,16,27,223,69,53,37,170,67
1500000US530330279006,530330279006,"Block Group 6, Census Tract 279, King County, Washington",556,101,10,16,10,16,0,12,546,102,75,51,471,111
1500000US530330280001,530330280001,"Block Group 1, Census Tract 280, King County, Washington",537,102,55,41,11,13,44,37,482,110,51,38,431,116
1500000US530330280002,530330280002,"Block Group 2, Census Tract 280, King County, Washington",387,90,116,62,69,51,47,45,271,85,14,15,257,87
1500000US530330280003,530330280003,"Block Group 3, Census Tract 280, King County, Washington",459,90,146,65,129,67,17,17,313,71,62,49,251,80
1500000US530330281001,530330281001,"Block Group 1, Census Tract 281, King County, Washington",360,74,126,52,49,30,77,42,234,71,62,29,172,70
1500000US530330281002,530330281002,"Block Group 2, Census Tract 281, King County, Washington",408,77,72,56,57,59,15,14,336,77,83,44,253,72
1500000US530330282001,530330282001,"Block Group 1, Census Tract 282, King County, Washington",645,116,139,74,46,48,93,59,506,112,109,71,397,101
1500000US530330282002,530330282002,"Block Group 2, Census Tract 282, King County, Washington",590,103,102,63,51,49,51,41,488,100,67,36,421,98
1500000US530330282003,530330282003,"Block Group 3, Census Tract 282, King County, Washington",590,141,188,91,51,32,137,90,402,135,69,69,333,123
1500000US530330283001,530330283001,"Block Group 1, Census Tract 283, King County, Washington",449,92,78,60,17,21,61,65,371,74,80,43,291,71
1500000US530330283002,530330283002,"Block Group 2, Census Tract 283, King County, Washington",646,100,98,76,54,54,44,55,548,115,99,68,449,124
1500000US530330283003,530330283003,"Block Group 3, Census Tract 283, King County, Washington",815,123,53,67,13,21,40,64,762,127,59,36,703,127
1500000US530330284021,530330284021,"Block Group 1, Census Tract 284.02, King County, Washington",306,88,127,77,67,58,60,52,179,73,69,55,110,53
1500000US530330284022,530330284022,"Block Group 2, Census Tract 284.02, King County, Washington",347,111,62,59,12,19,50,58,285,87,80,47,205,82
1500000US530330284023,530330284023,"Block Group 3, Census Tract 284.02, King County, Washington",628,100,114,79,29,31,85,66,514,95,84,45,430,97
1500000US530330284024,530330284024,"Block Group 4, Census Tract 284.02, King County, Washington",482,114,87,73,0,12,87,73,395,123,72,66,323,116
1500000US530330284031,530330284031,"Block Group 1, Census Tract 284.03, King County, Washington",1249,152,215,97,32,37,183,94,1034,168,172,119,862,192
1500000US530330284032,530330284032,"Block Group 2, Census Tract 284.03, King County, Washington",728,129,106,67,69,55,37,37,622,135,295,124,327,111
1500000US530330284033,530330284033,"Block Group 3, Census Tract 284.03, King County, Washington",433,101,22,33,0,12,22,33,411,94,82,65,329,99
1500000US530330285001,530330285001,"Block Group 1, Census Tract 285, King County, Washington",352,65,28,28,6,12,22,25,324,63,34,31,290,61
1500000US530330285002,530330285002,"Block Group 2, Census Tract 285, King County, Washington",506,95,57,28,57,28,0,12,449,94,96,59,353,77
1500000US530330285003,530330285003,"Block Group 3, Census Tract 285, King County, Washington",719,115,190,96,55,50,135,85,529,104,117,74,412,97
1500000US530330286001,530330286001,"Block Group 1, Census Tract 286, King County, Washington",310,90,0,12,0,12,0,12,310,90,79,48,231,87
1500000US530330286002,530330286002,"Block Group 2, Census Tract 286, King County, Washington",395,108,0,12,0,12,0,12,395,108,139,84,256,86
1500000US530330286003,530330286003,"Block Group 3, Census Tract 286, King County, Washington",468,102,28,39,0,12,28,39,440,95,144,68,296,91
1500000US530330286004,530330286004,"Block Group 4, Census Tract 286, King County, Washington",516,85,74,63,0,12,74,63,442,86,60,50,382,87
