block_group,mode_index,affordability_index
5.3033E+11,0.599285714,0.592184095
5.3033E+11,0.762142857,0.52765715
5.3033E+11,0.82,0.629619725
5.3033E+11,0.648571429,0.421243997
5.3033E+11,0.759285714,0.372281012
5.3033E+11,0.642857143,0.221395657
5.3033E+11,0.652857143,0.411541928
5.3033E+11,0.674285714,0.381399996
5.3033E+11,0.645714286,0.44534974
5.3033E+11,0.692142857,0.271599161
5.3033E+11,0.720714286,0.266449189
5.3033E+11,0.683571429,0.217270502
5.3033E+11,0.713571429,0.439989368
5.3033E+11,0.782142857,0.529765696
5.3033E+11,0.822857143,0.623102691
5.3033E+11,0.693571429,0.361602696
5.3033E+11,0.590714286,0.367347257
5.3033E+11,0.807857143,0.941792021
5.3033E+11,0.76,0.249268948
5.3033E+11,0.678571429,0.451307134
5.3033E+11,0.753571429,0.326049423
5.3033E+11,0.862857143,0.829027131
5.3033E+11,0.855,0.845990007
5.3033E+11,0.47,0.541928696
5.3033E+11,0.813571429,0.896782102
5.3033E+11,0.747857143,0.298152155
5.3033E+11,0.682857143,0.457356754
5.3033E+11,0.667857143,0.19463084
5.3033E+11,0.734285714,0.441873098
5.3033E+11,0.712142857,0.337267744
5.3033E+11,0.64,0.391190336
5.3033E+11,0.595714286,0.25018032
5.3033E+11,0.693571429,0.427010587
5.3033E+11,0.772857143,0.520874009
5.3033E+11,0.768571429,0.481767017
5.3033E+11,0.578571429,0.502395977
5.3033E+11,0.692857143,0.374511183
5.3033E+11,0.573571429,0.095398253
5.3033E+11,0.657142857,0.546185674
5.3033E+11,0.685,0.480555807
5.3033E+11,0.697857143,0.386065391
5.3033E+11,0.638571429,0.53944956
5.3033E+11,0.782857143,0.296174753
5.3033E+11,0.772142857,0.50643222
5.3033E+11,0.682857143,0.257507968
5.3033E+11,0.845,0.771668975
5.3033E+11,0.737142857,0.242456121
5.3033E+11,0.771428571,0.366390018
5.3033E+11,0.657857143,0.36994525
5.3033E+11,0.809285714,0.619715954
5.3033E+11,0.83,0.623498166
5.3033E+11,0.812857143,0.912085813
5.3033E+11,0.695,0.532189462
5.3033E+11,0.554285714,0.191132571
5.3033E+11,0.767857143,0.432394611
5.3033E+11,0.821428571,0.821211524
5.3033E+11,0.695714286,0.395987502
5.3033E+11,0.672142857,0.438373001
5.3033E+11,0.757857143,0.591589116
5.3033E+11,0.542857143,0.393990862
5.3033E+11,0.687142857,0.441914129
5.3033E+11,0.800714286,0.622439565
5.3033E+11,0.757857143,0.491679685
5.3033E+11,0.699285714,0.575566502
5.3033E+11,0.677142857,0.536262917
5.3033E+11,0.691428571,0.457716197
5.3033E+11,0.591428571,0.488652105
5.3033E+11,0.762857143,0.547564442
5.3033E+11,0.784285714,0.516432546
5.3033E+11,0.821428571,0.663830564
5.3033E+11,0.835,0.772593874
5.3033E+11,0.808571429,0.685010994
5.3033E+11,0.847857143,0.589011032
5.3033E+11,0.735714286,0.32433272
5.3033E+11,0.610714286,0.409306187
5.3033E+11,0.849285714,0.597280622
5.3033E+11,0.681428571,0.471186345
5.3033E+11,0.785714286,0.541127597
5.3033E+11,0.532142857,0.275518145
5.3033E+11,0.737857143,0.669612307
5.3033E+11,0.642142857,0.415814599
5.3033E+11,0.668571429,0.319924545
5.3033E+11,0.680714286,0.376837969
5.3033E+11,0.707857143,0.478070088
5.3033E+11,0.735714286,0.456201214
5.3033E+11,0.574285714,0.382536493
5.3033E+11,0.642857143,0.383565183
5.3033E+11,0.801428571,0.727481961
5.3033E+11,0.836428571,0.58526234
5.3033E+11,0.681428571,0.440907227
5.3033E+11,0.769285714,0.190243361
5.3033E+11,0.615714286,0.412209445
5.3033E+11,0.732857143,0.500321298
5.3033E+11,0.667857143,0.426054784
5.3033E+11,0.702142857,0.325334375
5.3033E+11,0.724285714,0.506052263
5.3033E+11,0.777857143,0.403945303
5.3033E+11,0.647142857,0.172214478
5.3033E+11,0.672857143,0.434624987
5.3033E+11,0.802857143,0.883952861
5.3033E+11,0.665,0.230859702
5.3033E+11,0.774285714,0.658251064
5.3033E+11,0.622857143,0.303038447
5.3033E+11,0.821428571,0.734069084
5.3033E+11,0.785,0.63529384
5.3033E+11,0.612142857,0.450973234
5.3033E+11,0.740714286,0.438940006
5.3033E+11,0.656428571,0.203675402
5.3033E+11,0.811428571,0.623109642
5.3033E+11,0.618571429,0.407918757
5.3033E+11,0.668571429,0.336111357
5.3033E+11,0.797857143,0.686369105
5.3033E+11,0.794285714,0.473762747
5.3033E+11,0.677857143,0.451506754
5.3033E+11,0.671428571,0.356915751
5.3033E+11,0.679285714,0.365611732
5.3033E+11,0.711428571,0.415476114
5.3033E+11,0.790714286,0.797132892
5.3033E+11,0.687142857,0.407436201
5.3033E+11,0.725,0.453520963
5.3033E+11,0.76,0.475132081
5.3033E+11,0.684285714,0.365067912
5.3033E+11,0.639285714,0.524924797
5.3033E+11,0.609285714,0.439680725
5.3033E+11,0.835,0.753973066
5.3033E+11,0.785,0.430337933
5.3033E+11,0.748571429,0.461676228
5.3033E+11,0.652142857,0.458615587
5.3033E+11,0.766428571,0.537892144
5.3033E+11,0.730714286,0.394473444
5.3033E+11,0.809285714,0.523471246
5.3033E+11,0.799285714,0.535386513
5.3033E+11,0.807142857,0.553140399
5.3033E+11,0.63,0.256402304
5.3033E+11,0.662857143,0.412240488
5.3033E+11,0.523571429,0.493097462
5.3033E+11,0.796428571,0.56854578
5.3033E+11,0.742142857,0.468459199
5.3033E+11,0.797142857,0.713254803
5.3033E+11,0.651428571,0.382842948
5.3033E+11,0.735714286,0.192166758
5.3033E+11,0.498571429,0.532283664
5.3033E+11,0.748571429,0.492847067
5.3033E+11,0.747142857,0.506402999
5.3033E+11,0.821428571,0.590096977
5.3033E+11,0.792142857,0.443961919
5.3033E+11,0.672857143,0.486107943
5.3033E+11,0.780714286,0.633510131
5.3033E+11,0.686428571,0.496119861
5.3033E+11,0.676428571,0.396893096
5.3033E+11,0.72,0.456286232
5.3033E+11,0.762857143,0.370111936
5.3033E+11,0.770714286,0.436618061
5.3033E+11,0.718571429,0.565089688
5.3033E+11,0.85,0.641086035
5.3033E+11,0.590714286,0.223602077
