Id,Id2,Geography,Tenure Total,Margin of Error; Total:,Own,Margin of Error; Total: - Owner occupied,Rent,Margin of Error; Total: - Renter occupied
1500000US530330076001,530330076001,"Block Group 1, Census Tract 76, King County, Washington",546,76,248,59,298,81
1500000US530330076002,530330076002,"Block Group 2, Census Tract 76, King County, Washington",661,102,201,54,460,94
1500000US530330076003,530330076003,"Block Group 3, Census Tract 76, King County, Washington",742,101,189,68,553,93
1500000US530330077001,530330077001,"Block Group 1, Census Tract 77, King County, Washington",532,109,384,103,148,67
1500000US530330077002,530330077002,"Block Group 2, Census Tract 77, King County, Washington",459,96,345,95,114,82
1500000US530330077003,530330077003,"Block Group 3, Census Tract 77, King County, Washington",449,90,251,70,198,104
1500000US530330077004,530330077004,"Block Group 4, Census Tract 77, King County, Washington",699,125,237,90,462,125
1500000US530330078001,530330078001,"Block Group 1, Census Tract 78, King County, Washington",571,101,494,93,77,48
1500000US530330078002,530330078002,"Block Group 2, Census Tract 78, King County, Washington",595,99,492,104,103,68
1500000US530330078003,530330078003,"Block Group 3, Census Tract 78, King County, Washington",469,95,256,75,213,97
1500000US530330078004,530330078004,"Block Group 4, Census Tract 78, King County, Washington",505,80,390,82,115,64
1500000US530330079001,530330079001,"Block Group 1, Census Tract 79, King County, Washington",470,130,276,86,194,112
1500000US530330079002,530330079002,"Block Group 2, Census Tract 79, King County, Washington",537,109,160,62,377,119
1500000US530330079003,530330079003,"Block Group 3, Census Tract 79, King County, Washington",449,109,180,58,269,104
1500000US530330079004,530330079004,"Block Group 4, Census Tract 79, King County, Washington",811,119,146,64,665,118
1500000US530330079005,530330079005,"Block Group 5, Census Tract 79, King County, Washington",801,112,190,78,611,126
1500000US530330080011,530330080011,"Block Group 1, Census Tract 80.01, King County, Washington",849,171,517,160,332,139
1500000US530330080012,530330080012,"Block Group 2, Census Tract 80.01, King County, Washington",790,242,144,89,646,236
1500000US530330080013,530330080013,"Block Group 3, Census Tract 80.01, King County, Washington",696,160,162,103,534,155
1500000US530330080014,530330080014,"Block Group 4, Census Tract 80.01, King County, Washington",781,234,175,133,606,202
1500000US530330080015,530330080015,"Block Group 5, Census Tract 80.01, King County, Washington",672,184,71,58,601,198
1500000US530330080021,530330080021,"Block Group 1, Census Tract 80.02, King County, Washington",1229,141,293,89,936,134
1500000US530330080022,530330080022,"Block Group 2, Census Tract 80.02, King County, Washington",913,118,153,60,760,130
1500000US530330081001,530330081001,"Block Group 1, Census Tract 81, King County, Washington",1139,171,206,85,933,153
1500000US530330081002,530330081002,"Block Group 2, Census Tract 81, King County, Washington",325,97,39,35,286,96
1500000US530330081003,530330081003,"Block Group 3, Census Tract 81, King County, Washington",971,131,237,76,734,138
1500000US530330082001,530330082001,"Block Group 1, Census Tract 82, King County, Washington",760,139,51,39,709,132
1500000US530330082002,530330082002,"Block Group 2, Census Tract 82, King County, Washington",1030,147,59,32,971,148
1500000US530330082003,530330082003,"Block Group 3, Census Tract 82, King County, Washington",731,130,197,72,534,130
1500000US530330083001,530330083001,"Block Group 1, Census Tract 83, King County, Washington",790,100,262,63,528,87
1500000US530330083002,530330083002,"Block Group 2, Census Tract 83, King County, Washington",1158,115,157,57,1001,116
1500000US530330084001,530330084001,"Block Group 1, Census Tract 84, King County, Washington",1084,153,118,89,966,152
1500000US530330084002,530330084002,"Block Group 2, Census Tract 84, King County, Washington",1067,158,113,56,954,155
1500000US530330084003,530330084003,"Block Group 3, Census Tract 84, King County, Washington",853,138,183,80,670,126
1500000US530330085001,530330085001,"Block Group 1, Census Tract 85, King County, Washington",746,79,106,45,640,85
1500000US530330085002,530330085002,"Block Group 2, Census Tract 85, King County, Washington",653,92,70,63,583,86
1500000US530330085003,530330085003,"Block Group 3, Census Tract 85, King County, Washington",409,79,18,30,391,86
1500000US530330086001,530330086001,"Block Group 1, Census Tract 86, King County, Washington",658,109,144,77,514,111
1500000US530330086002,530330086002,"Block Group 2, Census Tract 86, King County, Washington",611,93,166,72,445,101
1500000US530330086003,530330086003,"Block Group 3, Census Tract 86, King County, Washington",545,103,16,25,529,102
1500000US530330087001,530330087001,"Block Group 1, Census Tract 87, King County, Washington",647,104,279,73,368,98
1500000US530330087002,530330087002,"Block Group 2, Census Tract 87, King County, Washington",472,91,137,57,335,87
1500000US530330087003,530330087003,"Block Group 3, Census Tract 87, King County, Washington",625,97,260,69,365,96
1500000US530330088001,530330088001,"Block Group 1, Census Tract 88, King County, Washington",558,79,337,75,221,77
1500000US530330088002,530330088002,"Block Group 2, Census Tract 88, King County, Washington",512,84,257,69,255,90
1500000US530330088003,530330088003,"Block Group 3, Census Tract 88, King County, Washington",379,78,136,47,243,75
1500000US530330089001,530330089001,"Block Group 1, Census Tract 89, King County, Washington",616,155,285,65,331,153
1500000US530330089002,530330089002,"Block Group 2, Census Tract 89, King County, Washington",405,110,278,79,127,89
1500000US530330089003,530330089003,"Block Group 3, Census Tract 89, King County, Washington",622,187,279,152,343,151
1500000US530330089004,530330089004,"Block Group 4, Census Tract 89, King County, Washington",409,123,184,90,225,109
1500000US530330090001,530330090001,"Block Group 1, Census Tract 90, King County, Washington",680,108,320,74,360,88
1500000US530330090002,530330090002,"Block Group 2, Census Tract 90, King County, Washington",1052,104,195,56,857,108
1500000US530330091001,530330091001,"Block Group 1, Census Tract 91, King County, Washington",543,96,33,27,510,93
1500000US530330091002,530330091002,"Block Group 2, Census Tract 91, King County, Washington",777,98,43,27,734,95
1500000US530330092001,530330092001,"Block Group 1, Census Tract 92, King County, Washington",1002,134,61,38,941,140
1500000US530330092002,530330092002,"Block Group 2, Census Tract 92, King County, Washington",733,113,13,18,720,115
1500000US530330093001,530330093001,"Block Group 1, Census Tract 93, King County, Washington",444,65,152,48,292,66
1500000US530330093002,530330093002,"Block Group 2, Census Tract 93, King County, Washington",97,28,88,29,9,14
1500000US530330093003,530330093003,"Block Group 3, Census Tract 93, King County, Washington",426,73,287,50,139,70
1500000US530330094001,530330094001,"Block Group 1, Census Tract 94, King County, Washington",592,136,192,93,400,133
1500000US530330094002,530330094002,"Block Group 2, Census Tract 94, King County, Washington",704,123,358,122,346,106
1500000US530330094003,530330094003,"Block Group 3, Census Tract 94, King County, Washington",354,87,251,74,103,79
1500000US530330094004,530330094004,"Block Group 4, Census Tract 94, King County, Washington",260,100,52,50,208,89
1500000US530330094005,530330094005,"Block Group 5, Census Tract 94, King County, Washington",582,129,127,69,455,123
1500000US530330095001,530330095001,"Block Group 1, Census Tract 95, King County, Washington",674,127,547,97,127,110
1500000US530330095002,530330095002,"Block Group 2, Census Tract 95, King County, Washington",941,142,466,147,475,159
1500000US530330095003,530330095003,"Block Group 3, Census Tract 95, King County, Washington",480,70,470,76,10,15
1500000US530330095004,530330095004,"Block Group 4, Census Tract 95, King County, Washington",401,89,203,62,198,79
1500000US530330096001,530330096001,"Block Group 1, Census Tract 96, King County, Washington",259,79,213,69,46,43
1500000US530330096002,530330096002,"Block Group 2, Census Tract 96, King County, Washington",793,138,192,70,601,161
1500000US530330096003,530330096003,"Block Group 3, Census Tract 96, King County, Washington",590,125,317,111,273,120
1500000US530330096004,530330096004,"Block Group 4, Census Tract 96, King County, Washington",439,96,280,81,159,81
1500000US530330096005,530330096005,"Block Group 5, Census Tract 96, King County, Washington",691,134,433,114,258,116
1500000US530330097011,530330097011,"Block Group 1, Census Tract 97.01, King County, Washington",941,149,420,131,521,145
1500000US530330097012,530330097012,"Block Group 2, Census Tract 97.01, King County, Washington",611,128,188,79,423,114
1500000US530330097013,530330097013,"Block Group 3, Census Tract 97.01, King County, Washington",639,105,294,102,345,97
1500000US530330097014,530330097014,"Block Group 4, Census Tract 97.01, King County, Washington",755,138,581,139,174,94
1500000US530330097021,530330097021,"Block Group 1, Census Tract 97.02, King County, Washington",578,93,516,94,62,45
1500000US530330097022,530330097022,"Block Group 2, Census Tract 97.02, King County, Washington",398,69,358,73,40,38
1500000US530330097023,530330097023,"Block Group 3, Census Tract 97.02, King County, Washington",321,87,260,69,61,75
1500000US530330097024,530330097024,"Block Group 4, Census Tract 97.02, King County, Washington",401,64,359,74,42,33
1500000US530330097025,530330097025,"Block Group 5, Census Tract 97.02, King County, Washington",503,87,340,70,163,76
1500000US530330098001,530330098001,"Block Group 1, Census Tract 98, King County, Washington",527,103,319,103,208,82
1500000US530330098002,530330098002,"Block Group 2, Census Tract 98, King County, Washington",583,94,503,105,80,66
1500000US530330098003,530330098003,"Block Group 3, Census Tract 98, King County, Washington",572,74,452,77,120,62
1500000US530330098004,530330098004,"Block Group 4, Census Tract 98, King County, Washington",617,116,387,106,230,95
1500000US530330098005,530330098005,"Block Group 5, Census Tract 98, King County, Washington",668,131,282,102,386,118
1500000US530330099001,530330099001,"Block Group 1, Census Tract 99, King County, Washington",535,110,343,77,192,107
1500000US530330099002,530330099002,"Block Group 2, Census Tract 99, King County, Washington",707,131,474,119,233,106
1500000US530330099003,530330099003,"Block Group 3, Census Tract 99, King County, Washington",757,142,320,123,437,123
1500000US530330099004,530330099004,"Block Group 4, Census Tract 99, King County, Washington",467,127,249,85,218,117
1500000US530330100011,530330100011,"Block Group 1, Census Tract 100.01, King County, Washington",340,79,190,70,150,71
1500000US530330100012,530330100012,"Block Group 2, Census Tract 100.01, King County, Washington",522,108,323,97,199,98
1500000US530330100013,530330100013,"Block Group 3, Census Tract 100.01, King County, Washington",695,100,240,66,455,106
1500000US530330100021,530330100021,"Block Group 1, Census Tract 100.02, King County, Washington",392,90,230,66,162,86
1500000US530330100022,530330100022,"Block Group 2, Census Tract 100.02, King County, Washington",557,83,194,83,363,93
1500000US530330100023,530330100023,"Block Group 3, Census Tract 100.02, King County, Washington",290,63,234,65,56,39
1500000US530330100024,530330100024,"Block Group 4, Census Tract 100.02, King County, Washington",459,83,238,74,221,87
1500000US530330101001,530330101001,"Block Group 1, Census Tract 101, King County, Washington",434,90,337,75,97,89
1500000US530330101002,530330101002,"Block Group 2, Census Tract 101, King County, Washington",423,113,291,81,132,97
1500000US530330101003,530330101003,"Block Group 3, Census Tract 101, King County, Washington",294,110,176,99,118,55
1500000US530330101004,530330101004,"Block Group 4, Census Tract 101, King County, Washington",810,148,294,109,516,146
1500000US530330101005,530330101005,"Block Group 5, Census Tract 101, King County, Washington",778,119,510,113,268,108
1500000US530330102001,530330102001,"Block Group 1, Census Tract 102, King County, Washington",554,74,424,73,130,61
1500000US530330102002,530330102002,"Block Group 2, Census Tract 102, King County, Washington",465,52,432,62,33,22
1500000US530330102003,530330102003,"Block Group 3, Census Tract 102, King County, Washington",372,68,246,59,126,57
1500000US530330102004,530330102004,"Block Group 4, Census Tract 102, King County, Washington",482,62,363,71,119,54
1500000US530330103001,530330103001,"Block Group 1, Census Tract 103, King County, Washington",400,112,294,87,106,94
1500000US530330103002,530330103002,"Block Group 2, Census Tract 103, King County, Washington",461,121,314,117,147,76
1500000US530330103003,530330103003,"Block Group 3, Census Tract 103, King County, Washington",490,135,141,57,349,140
1500000US530330103004,530330103004,"Block Group 4, Census Tract 103, King County, Washington",525,128,133,78,392,136
1500000US530330103005,530330103005,"Block Group 5, Census Tract 103, King County, Washington",627,148,177,84,450,149
1500000US530330104011,530330104011,"Block Group 1, Census Tract 104.01, King County, Washington",469,78,352,100,117,86
1500000US530330104012,530330104012,"Block Group 2, Census Tract 104.01, King County, Washington",595,103,410,92,185,91
1500000US530330104013,530330104013,"Block Group 3, Census Tract 104.01, King County, Washington",388,89,337,72,51,52
1500000US530330104021,530330104021,"Block Group 1, Census Tract 104.02, King County, Washington",320,83,204,78,116,57
1500000US530330104022,530330104022,"Block Group 2, Census Tract 104.02, King County, Washington",382,93,271,72,111,79
1500000US530330104023,530330104023,"Block Group 3, Census Tract 104.02, King County, Washington",377,99,226,81,151,99
1500000US530330104024,530330104024,"Block Group 4, Census Tract 104.02, King County, Washington",453,96,294,75,159,94
1500000US530330105001,530330105001,"Block Group 1, Census Tract 105, King County, Washington",461,109,85,44,376,104
1500000US530330105002,530330105002,"Block Group 2, Census Tract 105, King County, Washington",724,120,363,80,361,111
1500000US530330105003,530330105003,"Block Group 3, Census Tract 105, King County, Washington",431,90,336,81,95,70
1500000US530330105004,530330105004,"Block Group 4, Census Tract 105, King County, Washington",1014,154,173,65,841,148
1500000US530330105005,530330105005,"Block Group 5, Census Tract 105, King County, Washington",726,117,344,71,382,130
1500000US530330106001,530330106001,"Block Group 1, Census Tract 106, King County, Washington",632,104,512,98,120,79
1500000US530330106002,530330106002,"Block Group 2, Census Tract 106, King County, Washington",551,117,270,110,281,109
1500000US530330106003,530330106003,"Block Group 3, Census Tract 106, King County, Washington",786,118,437,104,349,109
1500000US530330106004,530330106004,"Block Group 4, Census Tract 106, King County, Washington",418,96,227,68,191,88
1500000US530330106005,530330106005,"Block Group 5, Census Tract 106, King County, Washington",706,102,609,84,97,79
1500000US530330106006,530330106006,"Block Group 6, Census Tract 106, King County, Washington",444,64,238,72,206,72
1500000US530330107011,530330107011,"Block Group 1, Census Tract 107.01, King County, Washington",956,141,361,74,595,148
1500000US530330107012,530330107012,"Block Group 2, Census Tract 107.01, King County, Washington",459,114,238,91,221,90
1500000US530330107021,530330107021,"Block Group 1, Census Tract 107.02, King County, Washington",459,73,270,69,189,66
1500000US530330107022,530330107022,"Block Group 2, Census Tract 107.02, King County, Washington",461,90,85,51,376,89
1500000US530330107023,530330107023,"Block Group 3, Census Tract 107.02, King County, Washington",526,94,154,56,372,99
1500000US530330108001,530330108001,"Block Group 1, Census Tract 108, King County, Washington",480,74,312,66,168,61
1500000US530330108002,530330108002,"Block Group 2, Census Tract 108, King County, Washington",477,79,244,63,233,95
1500000US530330108003,530330108003,"Block Group 3, Census Tract 108, King County, Washington",769,97,508,99,261,100
1500000US530330109001,530330109001,"Block Group 1, Census Tract 109, King County, Washington",342,67,148,51,194,66
1500000US530330109002,530330109002,"Block Group 2, Census Tract 109, King County, Washington",267,64,94,43,173,58
1500000US530330110011,530330110011,"Block Group 1, Census Tract 110.01, King County, Washington",385,93,197,72,188,71
1500000US530330110012,530330110012,"Block Group 2, Census Tract 110.01, King County, Washington",390,86,83,37,307,85
1500000US530330110013,530330110013,"Block Group 3, Census Tract 110.01, King County, Washington",813,111,266,81,547,110
1500000US530330110021,530330110021,"Block Group 1, Census Tract 110.02, King County, Washington",234,73,103,46,131,69
1500000US530330110022,530330110022,"Block Group 2, Census Tract 110.02, King County, Washington",697,83,237,58,460,83
1500000US530330110023,530330110023,"Block Group 3, Census Tract 110.02, King County, Washington",340,82,225,79,115,71
1500000US530330111011,530330111011,"Block Group 1, Census Tract 111.01, King County, Washington",366,76,80,31,286,72
1500000US530330111012,530330111012,"Block Group 2, Census Tract 111.01, King County, Washington",567,123,203,71,364,125
1500000US530330111013,530330111013,"Block Group 3, Census Tract 111.01, King County, Washington",353,92,236,73,117,83
1500000US530330111014,530330111014,"Block Group 4, Census Tract 111.01, King County, Washington",437,88,319,78,118,60
1500000US530330111021,530330111021,"Block Group 1, Census Tract 111.02, King County, Washington",418,61,396,67,22,25
1500000US530330111022,530330111022,"Block Group 2, Census Tract 111.02, King County, Washington",382,86,169,59,213,76
1500000US530330111023,530330111023,"Block Group 3, Census Tract 111.02, King County, Washington",316,101,116,73,200,72
1500000US530330111024,530330111024,"Block Group 4, Census Tract 111.02, King County, Washington",298,75,193,69,105,54
1500000US530330112001,530330112001,"Block Group 1, Census Tract 112, King County, Washington",565,83,222,84,343,96
1500000US530330112002,530330112002,"Block Group 2, Census Tract 112, King County, Washington",316,79,159,52,157,74
1500000US530330112003,530330112003,"Block Group 3, Census Tract 112, King County, Washington",516,92,186,64,330,98
1500000US530330113001,530330113001,"Block Group 1, Census Tract 113, King County, Washington",1299,139,255,72,1044,128
1500000US530330113002,530330113002,"Block Group 2, Census Tract 113, King County, Washington",339,97,249,86,90,72
1500000US530330113003,530330113003,"Block Group 3, Census Tract 113, King County, Washington",345,100,261,108,84,84
1500000US530330113004,530330113004,"Block Group 4, Census Tract 113, King County, Washington",498,125,369,115,129,97
1500000US530330113005,530330113005,"Block Group 5, Census Tract 113, King County, Washington",374,87,256,82,118,72
1500000US530330114011,530330114011,"Block Group 1, Census Tract 114.01, King County, Washington",645,113,149,67,496,110
1500000US530330114012,530330114012,"Block Group 2, Census Tract 114.01, King County, Washington",549,119,201,66,348,120
1500000US530330114013,530330114013,"Block Group 3, Census Tract 114.01, King County, Washington",514,74,375,75,139,60
1500000US530330114021,530330114021,"Block Group 1, Census Tract 114.02, King County, Washington",588,96,294,70,294,109
1500000US530330114022,530330114022,"Block Group 2, Census Tract 114.02, King County, Washington",605,110,249,89,356,111
1500000US530330114023,530330114023,"Block Group 3, Census Tract 114.02, King County, Washington",698,86,265,68,433,96
1500000US530330115001,530330115001,"Block Group 1, Census Tract 115, King County, Washington",507,67,417,80,90,43
1500000US530330115002,530330115002,"Block Group 2, Census Tract 115, King County, Washington",616,63,482,67,134,52
1500000US530330115003,530330115003,"Block Group 3, Census Tract 115, King County, Washington",811,77,370,61,441,92
1500000US530330116001,530330116001,"Block Group 1, Census Tract 116, King County, Washington",543,109,356,97,187,88
1500000US530330116002,530330116002,"Block Group 2, Census Tract 116, King County, Washington",549,92,378,105,171,95
1500000US530330116003,530330116003,"Block Group 3, Census Tract 116, King County, Washington",625,105,515,93,110,107
1500000US530330116004,530330116004,"Block Group 4, Census Tract 116, King County, Washington",373,70,272,66,101,59
1500000US530330116005,530330116005,"Block Group 5, Census Tract 116, King County, Washington",425,76,310,80,115,74
1500000US530330116006,530330116006,"Block Group 6, Census Tract 116, King County, Washington",433,99,284,94,149,72
1500000US530330117001,530330117001,"Block Group 1, Census Tract 117, King County, Washington",388,73,185,53,203,68
1500000US530330117002,530330117002,"Block Group 2, Census Tract 117, King County, Washington",435,82,367,84,68,49
1500000US530330117003,530330117003,"Block Group 3, Census Tract 117, King County, Washington",539,90,391,93,148,62
1500000US530330117004,530330117004,"Block Group 4, Census Tract 117, King County, Washington",285,73,241,75,44,40
1500000US530330118001,530330118001,"Block Group 1, Census Tract 118, King County, Washington",442,122,283,66,159,116
1500000US530330118002,530330118002,"Block Group 2, Census Tract 118, King County, Washington",342,120,305,121,37,36
1500000US530330118003,530330118003,"Block Group 3, Census Tract 118, King County, Washington",322,103,181,81,141,85
1500000US530330118004,530330118004,"Block Group 4, Census Tract 118, King County, Washington",565,138,163,74,402,142
1500000US530330118005,530330118005,"Block Group 5, Census Tract 118, King County, Washington",473,111,362,94,111,60
1500000US530330118006,530330118006,"Block Group 6, Census Tract 118, King County, Washington",614,138,48,36,566,139
1500000US530330119001,530330119001,"Block Group 1, Census Tract 119, King County, Washington",602,121,463,107,139,82
1500000US530330119002,530330119002,"Block Group 2, Census Tract 119, King County, Washington",510,105,395,96,115,80
1500000US530330119003,530330119003,"Block Group 3, Census Tract 119, King County, Washington",475,101,223,71,252,108
1500000US530330119004,530330119004,"Block Group 4, Census Tract 119, King County, Washington",399,119,282,109,117,104
1500000US530330119005,530330119005,"Block Group 5, Census Tract 119, King County, Washington",467,132,308,147,159,99
1500000US530330120001,530330120001,"Block Group 1, Census Tract 120, King County, Washington",478,79,310,74,168,78
1500000US530330120002,530330120002,"Block Group 2, Census Tract 120, King County, Washington",453,89,391,90,62,46
1500000US530330120003,530330120003,"Block Group 3, Census Tract 120, King County, Washington",520,82,405,81,115,68
1500000US530330121001,530330121001,"Block Group 1, Census Tract 121, King County, Washington",457,54,420,58,37,32
1500000US530330121002,530330121002,"Block Group 2, Census Tract 121, King County, Washington",684,58,611,66,73,49
1500000US530330201001,530330201001,"Block Group 1, Census Tract 201, King County, Washington",483,49,458,49,25,23
1500000US530330201002,530330201002,"Block Group 2, Census Tract 201, King County, Washington",380,54,283,56,97,50
1500000US530330201003,530330201003,"Block Group 3, Census Tract 201, King County, Washington",387,53,349,58,38,31
1500000US530330202001,530330202001,"Block Group 1, Census Tract 202, King County, Washington",380,86,320,87,60,50
1500000US530330202002,530330202002,"Block Group 2, Census Tract 202, King County, Washington",588,108,272,86,316,108
1500000US530330202003,530330202003,"Block Group 3, Census Tract 202, King County, Washington",353,74,231,68,122,71
1500000US530330202004,530330202004,"Block Group 4, Census Tract 202, King County, Washington",383,88,372,91,11,19
1500000US530330202005,530330202005,"Block Group 5, Census Tract 202, King County, Washington",402,74,298,77,104,50
1500000US530330203001,530330203001,"Block Group 1, Census Tract 203, King County, Washington",661,125,89,57,572,124
1500000US530330203002,530330203002,"Block Group 2, Census Tract 203, King County, Washington",376,92,376,92,0,12
1500000US530330203003,530330203003,"Block Group 3, Census Tract 203, King County, Washington",396,84,186,67,210,85
1500000US530330203004,530330203004,"Block Group 4, Census Tract 203, King County, Washington",428,99,254,77,174,89
1500000US530330203005,530330203005,"Block Group 5, Census Tract 203, King County, Washington",1007,168,334,129,673,150
1500000US530330204011,530330204011,"Block Group 1, Census Tract 204.01, King County, Washington",803,83,372,71,431,102
1500000US530330204012,530330204012,"Block Group 2, Census Tract 204.01, King County, Washington",312,61,294,61,18,22
1500000US530330204013,530330204013,"Block Group 3, Census Tract 204.01, King County, Washington",234,48,182,45,52,34
1500000US530330204021,530330204021,"Block Group 1, Census Tract 204.02, King County, Washington",553,113,346,103,207,89
1500000US530330204022,530330204022,"Block Group 2, Census Tract 204.02, King County, Washington",441,88,324,106,117,93
1500000US530330204023,530330204023,"Block Group 3, Census Tract 204.02, King County, Washington",235,74,184,57,51,43
1500000US530330204024,530330204024,"Block Group 4, Census Tract 204.02, King County, Washington",416,81,371,87,45,45
1500000US530330204025,530330204025,"Block Group 5, Census Tract 204.02, King County, Washington",565,105,360,100,205,67
1500000US530330205001,530330205001,"Block Group 1, Census Tract 205, King County, Washington",807,133,402,107,405,138
1500000US530330205002,530330205002,"Block Group 2, Census Tract 205, King County, Washington",506,113,311,94,195,82
1500000US530330205003,530330205003,"Block Group 3, Census Tract 205, King County, Washington",532,94,374,105,158,70
1500000US530330205004,530330205004,"Block Group 4, Census Tract 205, King County, Washington",244,67,125,48,119,60
1500000US530330205005,530330205005,"Block Group 5, Census Tract 205, King County, Washington",296,96,236,90,60,37
1500000US530330205006,530330205006,"Block Group 6, Census Tract 205, King County, Washington",287,73,258,73,29,33
1500000US530330206001,530330206001,"Block Group 1, Census Tract 206, King County, Washington",307,55,250,66,57,33
1500000US530330206002,530330206002,"Block Group 2, Census Tract 206, King County, Washington",361,65,236,59,125,52
1500000US530330206003,530330206003,"Block Group 3, Census Tract 206, King County, Washington",294,59,205,67,89,49
1500000US530330206004,530330206004,"Block Group 4, Census Tract 206, King County, Washington",309,61,302,64,7,11
1500000US530330207001,530330207001,"Block Group 1, Census Tract 207, King County, Washington",481,70,207,64,274,60
1500000US530330207002,530330207002,"Block Group 2, Census Tract 207, King County, Washington",549,77,243,58,306,66
1500000US530330207003,530330207003,"Block Group 3, Census Tract 207, King County, Washington",449,85,344,69,105,71
1500000US530330208001,530330208001,"Block Group 1, Census Tract 208, King County, Washington",560,89,257,63,303,73
1500000US530330208002,530330208002,"Block Group 2, Census Tract 208, King County, Washington",444,84,439,86,5,8
1500000US530330208003,530330208003,"Block Group 3, Census Tract 208, King County, Washington",363,46,338,52,25,28
1500000US530330208004,530330208004,"Block Group 4, Census Tract 208, King County, Washington",327,61,307,61,20,22
1500000US530330209001,530330209001,"Block Group 1, Census Tract 209, King County, Washington",591,94,340,84,251,86
1500000US530330209002,530330209002,"Block Group 2, Census Tract 209, King County, Washington",424,66,256,69,168,54
1500000US530330209003,530330209003,"Block Group 3, Census Tract 209, King County, Washington",384,77,317,83,67,40
1500000US530330210001,530330210001,"Block Group 1, Census Tract 210, King County, Washington",267,55,240,52,27,31
1500000US530330210002,530330210002,"Block Group 2, Census Tract 210, King County, Washington",463,115,327,135,136,76
1500000US530330210003,530330210003,"Block Group 3, Census Tract 210, King County, Washington",548,126,247,106,301,129
1500000US530330210004,530330210004,"Block Group 4, Census Tract 210, King County, Washington",605,112,527,133,78,66
1500000US530330210005,530330210005,"Block Group 5, Census Tract 210, King County, Washington",277,106,226,91,51,74
1500000US530330211001,530330211001,"Block Group 1, Census Tract 211, King County, Washington",603,88,450,87,153,91
1500000US530330211002,530330211002,"Block Group 2, Census Tract 211, King County, Washington",457,80,281,53,176,86
1500000US530330211003,530330211003,"Block Group 3, Census Tract 211, King County, Washington",533,81,174,64,359,87
1500000US530330211004,530330211004,"Block Group 4, Census Tract 211, King County, Washington",0,12,0,12,0,12
1500000US530330213001,530330213001,"Block Group 1, Census Tract 213, King County, Washington",684,83,413,66,271,76
1500000US530330213002,530330213002,"Block Group 2, Census Tract 213, King County, Washington",491,88,264,60,227,70
1500000US530330213003,530330213003,"Block Group 3, Census Tract 213, King County, Washington",527,80,323,59,204,76
1500000US530330214001,530330214001,"Block Group 1, Census Tract 214, King County, Washington",372,73,348,73,24,23
1500000US530330214002,530330214002,"Block Group 2, Census Tract 214, King County, Washington",595,74,477,74,118,58
1500000US530330214003,530330214003,"Block Group 3, Census Tract 214, King County, Washington",475,75,413,74,62,33
1500000US530330215001,530330215001,"Block Group 1, Census Tract 215, King County, Washington",345,63,316,67,29,25
1500000US530330215002,530330215002,"Block Group 2, Census Tract 215, King County, Washington",340,52,296,56,44,34
1500000US530330215003,530330215003,"Block Group 3, Census Tract 215, King County, Washington",624,83,553,81,71,59
1500000US530330215004,530330215004,"Block Group 4, Census Tract 215, King County, Washington",390,69,332,53,58,47
1500000US530330216001,530330216001,"Block Group 1, Census Tract 216, King County, Washington",514,72,420,76,94,52
1500000US530330216002,530330216002,"Block Group 2, Census Tract 216, King County, Washington",372,80,265,70,107,54
1500000US530330216003,530330216003,"Block Group 3, Census Tract 216, King County, Washington",530,83,377,70,153,59
1500000US530330216004,530330216004,"Block Group 4, Census Tract 216, King County, Washington",346,48,225,40,121,49
1500000US530330217001,530330217001,"Block Group 1, Census Tract 217, King County, Washington",513,120,123,53,390,120
1500000US530330217002,530330217002,"Block Group 2, Census Tract 217, King County, Washington",581,111,491,99,90,52
1500000US530330217003,530330217003,"Block Group 3, Census Tract 217, King County, Washington",463,76,413,73,50,45
1500000US530330217004,530330217004,"Block Group 4, Census Tract 217, King County, Washington",831,142,359,115,472,144
1500000US530330217005,530330217005,"Block Group 5, Census Tract 217, King County, Washington",929,151,583,148,346,100
1500000US530330218021,530330218021,"Block Group 1, Census Tract 218.02, King County, Washington",693,113,595,115,98,71
1500000US530330218022,530330218022,"Block Group 2, Census Tract 218.02, King County, Washington",961,132,443,125,518,124
1500000US530330218023,530330218023,"Block Group 3, Census Tract 218.02, King County, Washington",514,87,427,95,87,53
1500000US530330218031,530330218031,"Block Group 1, Census Tract 218.03, King County, Washington",591,86,328,64,263,84
1500000US530330218032,530330218032,"Block Group 2, Census Tract 218.03, King County, Washington",325,75,172,62,153,55
1500000US530330218033,530330218033,"Block Group 3, Census Tract 218.03, King County, Washington",522,74,289,68,233,83
1500000US530330218034,530330218034,"Block Group 4, Census Tract 218.03, King County, Washington",423,60,350,58,73,41
1500000US530330218041,530330218041,"Block Group 1, Census Tract 218.04, King County, Washington",631,88,499,76,132,54
1500000US530330218042,530330218042,"Block Group 2, Census Tract 218.04, King County, Washington",533,100,260,80,273,93
1500000US530330218043,530330218043,"Block Group 3, Census Tract 218.04, King County, Washington",464,81,296,61,168,67
1500000US530330219031,530330219031,"Block Group 1, Census Tract 219.03, King County, Washington",849,154,373,102,476,129
1500000US530330219032,530330219032,"Block Group 2, Census Tract 219.03, King County, Washington",347,63,283,69,64,41
1500000US530330219033,530330219033,"Block Group 3, Census Tract 219.03, King County, Washington",272,61,272,61,0,12
1500000US530330219034,530330219034,"Block Group 4, Census Tract 219.03, King County, Washington",228,50,204,59,24,40
