Id,Id2,Geography,Tenure Total,Margin of Error; Total:,Own,Margin of Error; Total: - Owner occupied,Rent,Margin of Error; Total: - Renter occupied
1500000US530330027002,530330027002,"Block Group 2, Census Tract 27, King County, Washington",566,87,499,90,67,62
1500000US530330027003,530330027003,"Block Group 3, Census Tract 27, King County, Washington",434,99,260,86,174,78
1500000US530330027004,530330027004,"Block Group 4, Census Tract 27, King County, Washington",644,89,470,90,174,69
1500000US530330028001,530330028001,"Block Group 1, Census Tract 28, King County, Washington",351,104,238,95,113,66
1500000US530330028002,530330028002,"Block Group 2, Census Tract 28, King County, Washington",428,76,235,72,193,78
1500000US530330028003,530330028003,"Block Group 3, Census Tract 28, King County, Washington",519,102,253,71,266,107
1500000US530330028004,530330028004,"Block Group 4, Census Tract 28, King County, Washington",650,93,428,101,222,99
1500000US530330029001,530330029001,"Block Group 1, Census Tract 29, King County, Washington",643,85,316,77,327,92
1500000US530330029002,530330029002,"Block Group 2, Census Tract 29, King County, Washington",620,75,419,82,201,63
1500000US530330029003,530330029003,"Block Group 3, Census Tract 29, King County, Washington",533,79,377,68,156,77
1500000US530330030001,530330030001,"Block Group 1, Census Tract 30, King County, Washington",697,86,585,94,112,62
1500000US530330030002,530330030002,"Block Group 2, Census Tract 30, King County, Washington",602,93,415,103,187,109
1500000US530330030003,530330030003,"Block Group 3, Census Tract 30, King County, Washington",590,91,375,73,215,99
1500000US530330030004,530330030004,"Block Group 4, Census Tract 30, King County, Washington",534,116,255,71,279,119
1500000US530330031001,530330031001,"Block Group 1, Census Tract 31, King County, Washington",513,77,392,95,121,91
1500000US530330031002,530330031002,"Block Group 2, Census Tract 31, King County, Washington",411,69,376,63,35,39
1500000US530330031003,530330031003,"Block Group 3, Census Tract 31, King County, Washington",461,107,277,72,184,96
1500000US530330031004,530330031004,"Block Group 4, Census Tract 31, King County, Washington",646,81,482,89,164,82
1500000US530330031005,530330031005,"Block Group 5, Census Tract 31, King County, Washington",520,62,474,68,46,42
1500000US530330032001,530330032001,"Block Group 1, Census Tract 32, King County, Washington",434,93,170,72,264,90
1500000US530330032002,530330032002,"Block Group 2, Census Tract 32, King County, Washington",791,141,234,96,557,148
1500000US530330032003,530330032003,"Block Group 3, Census Tract 32, King County, Washington",602,108,310,77,292,119
1500000US530330032004,530330032004,"Block Group 4, Census Tract 32, King County, Washington",685,135,168,51,517,124
1500000US530330032005,530330032005,"Block Group 5, Census Tract 32, King County, Washington",251,67,167,66,84,52
1500000US530330032006,530330032006,"Block Group 6, Census Tract 32, King County, Washington",760,153,576,142,184,108
1500000US530330032007,530330032007,"Block Group 7, Census Tract 32, King County, Washington",445,139,394,145,51,43
1500000US530330033001,530330033001,"Block Group 1, Census Tract 33, King County, Washington",580,103,332,87,248,105
1500000US530330033002,530330033002,"Block Group 2, Census Tract 33, King County, Washington",400,113,188,79,212,102
1500000US530330033003,530330033003,"Block Group 3, Census Tract 33, King County, Washington",1019,142,347,109,672,151
1500000US530330033004,530330033004,"Block Group 4, Census Tract 33, King County, Washington",604,133,223,103,381,100
1500000US530330033005,530330033005,"Block Group 5, Census Tract 33, King County, Washington",518,95,307,79,211,80
1500000US530330034001,530330034001,"Block Group 1, Census Tract 34, King County, Washington",474,67,253,55,221,61
1500000US530330034002,530330034002,"Block Group 2, Census Tract 34, King County, Washington",594,81,449,74,145,75
1500000US530330034003,530330034003,"Block Group 3, Census Tract 34, King County, Washington",435,68,283,64,152,50
1500000US530330035001,530330035001,"Block Group 1, Census Tract 35, King County, Washington",661,76,323,62,338,68
1500000US530330035002,530330035002,"Block Group 2, Census Tract 35, King County, Washington",669,89,378,71,291,93
1500000US530330035003,530330035003,"Block Group 3, Census Tract 35, King County, Washington",525,74,309,71,216,67
1500000US530330036001,530330036001,"Block Group 1, Census Tract 36, King County, Washington",741,108,191,69,550,130
1500000US530330036002,530330036002,"Block Group 2, Census Tract 36, King County, Washington",848,145,195,69,653,149
1500000US530330036003,530330036003,"Block Group 3, Census Tract 36, King County, Washington",520,95,347,82,173,60
1500000US530330036004,530330036004,"Block Group 4, Census Tract 36, King County, Washington",1043,145,163,58,880,150
1500000US530330038001,530330038001,"Block Group 1, Census Tract 38, King County, Washington",501,60,326,52,175,48
1500000US530330038002,530330038002,"Block Group 2, Census Tract 38, King County, Washington",370,47,298,42,72,38
1500000US530330039001,530330039001,"Block Group 1, Census Tract 39, King County, Washington",757,65,530,69,227,61
1500000US530330039002,530330039002,"Block Group 2, Census Tract 39, King County, Washington",408,47,377,49,31,22
1500000US530330040001,530330040001,"Block Group 1, Census Tract 40, King County, Washington",964,63,477,92,487,95
1500000US530330040002,530330040002,"Block Group 2, Census Tract 40, King County, Washington",369,49,346,48,23,24
1500000US530330041001,530330041001,"Block Group 1, Census Tract 41, King County, Washington",619,116,193,78,426,108
1500000US530330041002,530330041002,"Block Group 2, Census Tract 41, King County, Washington",619,96,507,105,112,62
1500000US530330041003,530330041003,"Block Group 3, Census Tract 41, King County, Washington",482,91,445,97,37,41
1500000US530330041004,530330041004,"Block Group 4, Census Tract 41, King County, Washington",547,112,259,93,288,117
1500000US530330041005,530330041005,"Block Group 5, Census Tract 41, King County, Washington",363,73,200,58,163,57
1500000US530330041006,530330041006,"Block Group 6, Census Tract 41, King County, Washington",321,92,262,88,59,62
1500000US530330042001,530330042001,"Block Group 1, Census Tract 42, King County, Washington",736,105,595,97,141,79
1500000US530330042002,530330042002,"Block Group 2, Census Tract 42, King County, Washington",609,76,408,66,201,76
1500000US530330042003,530330042003,"Block Group 3, Census Tract 42, King County, Washington",624,97,414,79,210,100
1500000US530330042004,530330042004,"Block Group 4, Census Tract 42, King County, Washington",642,94,468,91,174,87
1500000US530330042005,530330042005,"Block Group 5, Census Tract 42, King County, Washington",567,82,498,91,69,42
1500000US530330043011,530330043011,"Block Group 1, Census Tract 43.01, King County, Washington",432,95,114,52,318,74
1500000US530330043012,530330043012,"Block Group 2, Census Tract 43.01, King County, Washington",446,74,308,58,138,79
1500000US530330043013,530330043013,"Block Group 3, Census Tract 43.01, King County, Washington",510,78,319,77,191,59
1500000US530330043021,530330043021,"Block Group 1, Census Tract 43.02, King County, Washington",538,120,87,42,451,119
1500000US530330043022,530330043022,"Block Group 2, Census Tract 43.02, King County, Washington",831,137,20,22,811,141
1500000US530330044001,530330044001,"Block Group 1, Census Tract 44, King County, Washington",484,107,186,83,298,94
1500000US530330044002,530330044002,"Block Group 2, Census Tract 44, King County, Washington",726,155,310,96,416,159
1500000US530330044003,530330044003,"Block Group 3, Census Tract 44, King County, Washington",321,117,89,65,232,108
1500000US530330044004,530330044004,"Block Group 4, Census Tract 44, King County, Washington",782,184,82,66,700,176
1500000US530330045001,530330045001,"Block Group 1, Census Tract 45, King County, Washington",369,61,197,48,172,59
1500000US530330045002,530330045002,"Block Group 2, Census Tract 45, King County, Washington",610,65,398,82,212,54
1500000US530330046001,530330046001,"Block Group 1, Census Tract 46, King County, Washington",418,74,249,60,169,68
1500000US530330046002,530330046002,"Block Group 2, Census Tract 46, King County, Washington",625,64,329,74,296,82
1500000US530330046003,530330046003,"Block Group 3, Census Tract 46, King County, Washington",367,57,309,63,58,32
1500000US530330047001,530330047001,"Block Group 1, Census Tract 47, King County, Washington",606,203,272,98,334,201
1500000US530330047002,530330047002,"Block Group 2, Census Tract 47, King County, Washington",839,210,107,88,732,201
1500000US530330047003,530330047003,"Block Group 3, Census Tract 47, King County, Washington",1413,211,311,133,1102,240
1500000US530330047004,530330047004,"Block Group 4, Census Tract 47, King County, Washington",1746,224,239,117,1507,251
1500000US530330048001,530330048001,"Block Group 1, Census Tract 48, King County, Washington",467,96,353,92,114,78
1500000US530330048002,530330048002,"Block Group 2, Census Tract 48, King County, Washington",566,100,287,75,279,116
1500000US530330048003,530330048003,"Block Group 3, Census Tract 48, King County, Washington",567,91,260,82,307,92
1500000US530330048004,530330048004,"Block Group 4, Census Tract 48, King County, Washington",526,90,241,73,285,113
1500000US530330049001,530330049001,"Block Group 1, Census Tract 49, King County, Washington",581,114,173,64,408,133
1500000US530330049002,530330049002,"Block Group 2, Census Tract 49, King County, Washington",648,101,55,45,593,106
1500000US530330049003,530330049003,"Block Group 3, Census Tract 49, King County, Washington",685,109,278,90,407,116
1500000US530330049004,530330049004,"Block Group 4, Census Tract 49, King County, Washington",797,120,283,93,514,117
1500000US530330049005,530330049005,"Block Group 5, Census Tract 49, King County, Washington",886,140,126,59,760,152
1500000US530330050001,530330050001,"Block Group 1, Census Tract 50, King County, Washington",658,86,249,61,409,84
1500000US530330050002,530330050002,"Block Group 2, Census Tract 50, King County, Washington",394,78,161,46,233,73
1500000US530330050003,530330050003,"Block Group 3, Census Tract 50, King County, Washington",811,114,113,47,698,118
1500000US530330051001,530330051001,"Block Group 1, Census Tract 51, King County, Washington",666,84,359,60,307,65
1500000US530330051002,530330051002,"Block Group 2, Census Tract 51, King County, Washington",547,69,467,64,80,42
1500000US530330051003,530330051003,"Block Group 3, Census Tract 51, King County, Washington",395,57,256,50,139,52
1500000US530330052001,530330052001,"Block Group 1, Census Tract 52, King County, Washington",472,118,0,12,472,118
1500000US530330052002,530330052002,"Block Group 2, Census Tract 52, King County, Washington",678,142,16,26,662,142
1500000US530330052003,530330052003,"Block Group 3, Census Tract 52, King County, Washington",562,104,247,74,315,108
1500000US530330052004,530330052004,"Block Group 4, Census Tract 52, King County, Washington",539,113,252,64,287,108
1500000US530330052005,530330052005,"Block Group 5, Census Tract 52, King County, Washington",627,140,225,100,402,124
1500000US530330053011,530330053011,"Block Group 1, Census Tract 53.01, King County, Washington",331,121,27,30,304,120
1500000US530330053012,530330053012,"Block Group 2, Census Tract 53.01, King County, Washington",1050,151,25,21,1025,157
1500000US530330053013,530330053013,"Block Group 3, Census Tract 53.01, King County, Washington",634,110,31,37,603,118
1500000US530330053014,530330053014,"Block Group 4, Census Tract 53.01, King County, Washington",638,125,0,12,638,125
1500000US530330053021,530330053021,"Block Group 1, Census Tract 53.02, King County, Washington",125,27,0,12,125,27
1500000US530330053022,530330053022,"Block Group 2, Census Tract 53.02, King County, Washington",14,14,4,6,10,16
1500000US530330053023,530330053023,"Block Group 3, Census Tract 53.02, King County, Washington",0,12,0,12,0,12
1500000US530330054001,530330054001,"Block Group 1, Census Tract 54, King County, Washington",391,84,285,84,106,44
1500000US530330054002,530330054002,"Block Group 2, Census Tract 54, King County, Washington",762,128,394,115,368,133
1500000US530330054003,530330054003,"Block Group 3, Census Tract 54, King County, Washington",713,115,275,103,438,121
1500000US530330054004,530330054004,"Block Group 4, Census Tract 54, King County, Washington",871,120,250,81,621,120
1500000US530330056001,530330056001,"Block Group 1, Census Tract 56, King County, Washington",562,82,547,85,15,24
1500000US530330056002,530330056002,"Block Group 2, Census Tract 56, King County, Washington",619,98,538,95,81,79
1500000US530330056003,530330056003,"Block Group 3, Census Tract 56, King County, Washington",453,68,408,76,45,42
1500000US530330056004,530330056004,"Block Group 4, Census Tract 56, King County, Washington",435,63,413,69,22,25
1500000US530330056005,530330056005,"Block Group 5, Census Tract 56, King County, Washington",476,102,461,101,15,23
1500000US530330057001,530330057001,"Block Group 1, Census Tract 57, King County, Washington",203,82,165,64,38,64
1500000US530330057002,530330057002,"Block Group 2, Census Tract 57, King County, Washington",553,103,419,84,134,92
1500000US530330057003,530330057003,"Block Group 3, Census Tract 57, King County, Washington",375,117,221,76,154,105
1500000US530330057004,530330057004,"Block Group 4, Census Tract 57, King County, Washington",336,79,237,80,99,62
1500000US530330057005,530330057005,"Block Group 5, Census Tract 57, King County, Washington",573,99,284,82,289,87
1500000US530330057006,530330057006,"Block Group 6, Census Tract 57, King County, Washington",687,105,358,95,329,93
1500000US530330058011,530330058011,"Block Group 1, Census Tract 58.01, King County, Washington",570,100,295,79,275,95
1500000US530330058012,530330058012,"Block Group 2, Census Tract 58.01, King County, Washington",809,115,272,96,537,103
1500000US530330058013,530330058013,"Block Group 3, Census Tract 58.01, King County, Washington",538,101,304,88,234,78
1500000US530330058014,530330058014,"Block Group 4, Census Tract 58.01, King County, Washington",683,133,255,100,428,126
1500000US530330058021,530330058021,"Block Group 1, Census Tract 58.02, King County, Washington",883,161,372,103,511,167
1500000US530330058022,530330058022,"Block Group 2, Census Tract 58.02, King County, Washington",1047,159,301,109,746,181
1500000US530330058023,530330058023,"Block Group 3, Census Tract 58.02, King County, Washington",720,159,309,112,411,138
1500000US530330059001,530330059001,"Block Group 1, Census Tract 59, King County, Washington",853,140,306,124,547,130
1500000US530330059002,530330059002,"Block Group 2, Census Tract 59, King County, Washington",569,116,383,113,186,108
1500000US530330059003,530330059003,"Block Group 3, Census Tract 59, King County, Washington",215,96,89,61,126,80
1500000US530330059004,530330059004,"Block Group 4, Census Tract 59, King County, Washington",609,111,410,96,199,97
1500000US530330059005,530330059005,"Block Group 5, Census Tract 59, King County, Washington",440,111,285,108,155,77
1500000US530330060001,530330060001,"Block Group 1, Census Tract 60, King County, Washington",813,128,305,93,508,114
1500000US530330060002,530330060002,"Block Group 2, Census Tract 60, King County, Washington",557,95,363,114,194,115
1500000US530330060003,530330060003,"Block Group 3, Census Tract 60, King County, Washington",497,96,449,92,48,36
1500000US530330060004,530330060004,"Block Group 4, Census Tract 60, King County, Washington",506,102,151,72,355,109
1500000US530330061001,530330061001,"Block Group 1, Census Tract 61, King County, Washington",641,105,364,97,277,97
1500000US530330061002,530330061002,"Block Group 2, Census Tract 61, King County, Washington",549,114,312,83,237,95
1500000US530330061003,530330061003,"Block Group 3, Census Tract 61, King County, Washington",897,124,188,83,709,123
1500000US530330061004,530330061004,"Block Group 4, Census Tract 61, King County, Washington",872,136,223,94,649,155
1500000US530330062001,530330062001,"Block Group 1, Census Tract 62, King County, Washington",655,55,439,63,216,62
1500000US530330062002,530330062002,"Block Group 2, Census Tract 62, King County, Washington",605,55,579,54,26,22
1500000US530330062003,530330062003,"Block Group 3, Census Tract 62, King County, Washington",341,37,268,45,73,39
1500000US530330063001,530330063001,"Block Group 1, Census Tract 63, King County, Washington",810,147,251,93,559,134
1500000US530330063002,530330063002,"Block Group 2, Census Tract 63, King County, Washington",564,110,367,86,197,103
1500000US530330063003,530330063003,"Block Group 3, Census Tract 63, King County, Washington",582,139,318,80,264,124
1500000US530330063004,530330063004,"Block Group 4, Census Tract 63, King County, Washington",515,72,463,73,52,46
1500000US530330064001,530330064001,"Block Group 1, Census Tract 64, King County, Washington",458,67,337,75,121,63
1500000US530330064002,530330064002,"Block Group 2, Census Tract 64, King County, Washington",384,62,308,66,76,33
1500000US530330064003,530330064003,"Block Group 3, Census Tract 64, King County, Washington",445,58,343,65,102,45
1500000US530330065001,530330065001,"Block Group 1, Census Tract 65, King County, Washington",490,86,407,84,83,65
1500000US530330065002,530330065002,"Block Group 2, Census Tract 65, King County, Washington",999,131,336,105,663,153
1500000US530330065003,530330065003,"Block Group 3, Census Tract 65, King County, Washington",909,133,298,81,611,133
1500000US530330066001,530330066001,"Block Group 1, Census Tract 66, King County, Washington",977,166,135,76,842,156
1500000US530330066002,530330066002,"Block Group 2, Census Tract 66, King County, Washington",1117,171,274,90,843,183
1500000US530330067001,530330067001,"Block Group 1, Census Tract 67, King County, Washington",1331,194,396,120,935,188
1500000US530330067002,530330067002,"Block Group 2, Census Tract 67, King County, Washington",1095,179,348,137,747,189
1500000US530330067003,530330067003,"Block Group 3, Census Tract 67, King County, Washington",618,128,213,78,405,123
1500000US530330067004,530330067004,"Block Group 4, Census Tract 67, King County, Washington",961,172,490,118,471,149
1500000US530330068001,530330068001,"Block Group 1, Census Tract 68, King County, Washington",566,62,340,62,226,63
1500000US530330068002,530330068002,"Block Group 2, Census Tract 68, King County, Washington",801,92,327,53,474,100
1500000US530330069001,530330069001,"Block Group 1, Census Tract 69, King County, Washington",505,98,370,93,135,63
1500000US530330069002,530330069002,"Block Group 2, Census Tract 69, King County, Washington",545,66,355,69,190,79
1500000US530330069003,530330069003,"Block Group 3, Census Tract 69, King County, Washington",475,80,210,66,265,71
1500000US530330069004,530330069004,"Block Group 4, Census Tract 69, King County, Washington",559,97,243,92,316,90
1500000US530330070001,530330070001,"Block Group 1, Census Tract 70, King County, Washington",648,182,301,97,347,187
1500000US530330070002,530330070002,"Block Group 2, Census Tract 70, King County, Washington",820,176,180,99,640,190
1500000US530330070003,530330070003,"Block Group 3, Census Tract 70, King County, Washington",1112,182,184,81,928,193
1500000US530330070004,530330070004,"Block Group 4, Census Tract 70, King County, Washington",757,144,275,125,482,155
1500000US530330070005,530330070005,"Block Group 5, Census Tract 70, King County, Washington",783,151,116,59,667,149
1500000US530330070006,530330070006,"Block Group 6, Census Tract 70, King County, Washington",889,166,246,85,643,170
1500000US530330071001,530330071001,"Block Group 1, Census Tract 71, King County, Washington",957,139,203,82,754,150
1500000US530330071002,530330071002,"Block Group 2, Census Tract 71, King County, Washington",1334,140,229,93,1105,147
1500000US530330072001,530330072001,"Block Group 1, Census Tract 72, King County, Washington",2136,264,425,154,1711,246
1500000US530330072002,530330072002,"Block Group 2, Census Tract 72, King County, Washington",1115,196,0,12,1115,196
1500000US530330072003,530330072003,"Block Group 3, Census Tract 72, King County, Washington",1227,232,52,53,1175,228
1500000US530330073001,530330073001,"Block Group 1, Census Tract 73, King County, Washington",1338,228,0,12,1338,228
1500000US530330073002,530330073002,"Block Group 2, Census Tract 73, King County, Washington",1000,171,109,62,891,174
1500000US530330073003,530330073003,"Block Group 3, Census Tract 73, King County, Washington",1102,201,248,110,854,197
1500000US530330074011,530330074011,"Block Group 1, Census Tract 74.01, King County, Washington",827,166,165,85,662,169
1500000US530330074012,530330074012,"Block Group 2, Census Tract 74.01, King County, Washington",1009,201,103,60,906,203
1500000US530330074013,530330074013,"Block Group 3, Census Tract 74.01, King County, Washington",833,174,248,119,585,154
1500000US530330074014,530330074014,"Block Group 4, Census Tract 74.01, King County, Washington",692,162,197,86,495,177
1500000US530330074021,530330074021,"Block Group 1, Census Tract 74.02, King County, Washington",1255,178,301,94,954,179
1500000US530330074022,530330074022,"Block Group 2, Census Tract 74.02, King County, Washington",1144,233,169,92,975,246
1500000US530330074023,530330074023,"Block Group 3, Census Tract 74.02, King County, Washington",1109,178,265,100,844,179
1500000US530330075001,530330075001,"Block Group 1, Census Tract 75, King County, Washington",1107,224,194,154,913,223
1500000US530330075002,530330075002,"Block Group 2, Census Tract 75, King County, Washington",715,145,142,79,573,145
1500000US530330075003,530330075003,"Block Group 3, Census Tract 75, King County, Washington",1084,191,223,120,861,197
1500000US530330075004,530330075004,"Block Group 4, Census Tract 75, King County, Washington",1184,183,209,86,975,196
1500000US530330075005,530330075005,"Block Group 5, Census Tract 75, King County, Washington",610,111,130,78,480,121
