Id,Id2,Geography,Tenure Total,Margin of Error; Total:,Own,Margin of Error; Total: - Owner occupied,Rent,Margin of Error; Total: - Renter occupied
1500000US530330010001,530330010001,"Block Group 1, Census Tract 10, King County, Washington",331,54,172,34,159,55
1500000US530330010002,530330010002,"Block Group 2, Census Tract 10, King County, Washington",431,53,281,42,150,54
1500000US530330011001,530330011001,"Block Group 1, Census Tract 11, King County, Washington",501,85,384,75,117,71
1500000US530330011002,530330011002,"Block Group 2, Census Tract 11, King County, Washington",584,74,393,68,191,70
1500000US530330012001,530330012001,"Block Group 1, Census Tract 12, King County, Washington",488,92,403,93,85,53
1500000US530330012002,530330012002,"Block Group 2, Census Tract 12, King County, Washington",467,160,112,54,355,150
1500000US530330012003,530330012003,"Block Group 3, Census Tract 12, King County, Washington",1103,175,193,60,910,167
1500000US530330012004,530330012004,"Block Group 4, Census Tract 12, King County, Washington",758,144,87,62,671,146
1500000US530330012005,530330012005,"Block Group 5, Census Tract 12, King County, Washington",805,187,154,73,651,184
1500000US530330013001,530330013001,"Block Group 1, Census Tract 13, King County, Washington",807,105,338,92,469,103
1500000US530330013002,530330013002,"Block Group 2, Census Tract 13, King County, Washington",640,111,328,120,312,105
1500000US530330013003,530330013003,"Block Group 3, Census Tract 13, King County, Washington",719,103,261,78,458,114
1500000US530330014001,530330014001,"Block Group 1, Census Tract 14, King County, Washington",588,113,348,109,240,97
1500000US530330014002,530330014002,"Block Group 2, Census Tract 14, King County, Washington",463,100,263,82,200,95
1500000US530330014003,530330014003,"Block Group 3, Census Tract 14, King County, Washington",603,107,234,81,369,103
1500000US530330014004,530330014004,"Block Group 4, Census Tract 14, King County, Washington",635,93,505,100,130,109
1500000US530330015001,530330015001,"Block Group 1, Census Tract 15, King County, Washington",514,66,367,59,147,71
1500000US530330015002,530330015002,"Block Group 2, Census Tract 15, King County, Washington",589,71,491,71,98,47
1500000US530330016001,530330016001,"Block Group 1, Census Tract 16, King County, Washington",612,62,612,62,0,12
1500000US530330016002,530330016002,"Block Group 2, Census Tract 16, King County, Washington",524,62,470,61,54,46
1500000US530330016003,530330016003,"Block Group 3, Census Tract 16, King County, Washington",680,101,364,71,316,85
1500000US530330017011,530330017011,"Block Group 1, Census Tract 17.01, King County, Washington",864,110,244,79,620,108
1500000US530330017012,530330017012,"Block Group 2, Census Tract 17.01, King County, Washington",510,81,301,78,209,56
1500000US530330017013,530330017013,"Block Group 3, Census Tract 17.01, King County, Washington",568,84,377,89,191,72
1500000US530330017021,530330017021,"Block Group 1, Census Tract 17.02, King County, Washington",878,104,368,119,510,108
1500000US530330017022,530330017022,"Block Group 2, Census Tract 17.02, King County, Washington",570,97,399,84,171,81
1500000US530330017023,530330017023,"Block Group 3, Census Tract 17.02, King County, Washington",414,84,224,63,190,95
1500000US530330017024,530330017024,"Block Group 4, Census Tract 17.02, King County, Washington",281,64,238,63,43,40
1500000US530330018001,530330018001,"Block Group 1, Census Tract 18, King County, Washington",673,122,381,94,292,132
1500000US530330018002,530330018002,"Block Group 2, Census Tract 18, King County, Washington",684,145,227,73,457,135
1500000US530330018003,530330018003,"Block Group 3, Census Tract 18, King County, Washington",879,162,481,158,398,146
1500000US530330019001,530330019001,"Block Group 1, Census Tract 19, King County, Washington",1232,95,579,93,653,105
1500000US530330019002,530330019002,"Block Group 2, Census Tract 19, King County, Washington",540,67,383,71,157,54
1500000US530330019003,530330019003,"Block Group 3, Census Tract 19, King County, Washington",461,58,322,59,139,45
1500000US530330020001,530330020001,"Block Group 1, Census Tract 20, King County, Washington",826,86,414,64,412,95
1500000US530330020002,530330020002,"Block Group 2, Census Tract 20, King County, Washington",452,59,307,60,145,51
1500000US530330020003,530330020003,"Block Group 3, Census Tract 20, King County, Washington",315,53,241,55,74,38
1500000US530330021001,530330021001,"Block Group 1, Census Tract 21, King County, Washington",640,71,520,72,120,43
1500000US530330021002,530330021002,"Block Group 2, Census Tract 21, King County, Washington",415,74,309,68,106,61
1500000US530330021003,530330021003,"Block Group 3, Census Tract 21, King County, Washington",685,82,349,74,336,83
1500000US530330022001,530330022001,"Block Group 1, Census Tract 22, King County, Washington",575,75,460,82,115,76
1500000US530330022002,530330022002,"Block Group 2, Census Tract 22, King County, Washington",528,64,488,68,40,30
1500000US530330022003,530330022003,"Block Group 3, Census Tract 22, King County, Washington",570,84,447,73,123,56
1500000US530330022004,530330022004,"Block Group 4, Census Tract 22, King County, Washington",529,66,529,66,0,12
1500000US530330024001,530330024001,"Block Group 1, Census Tract 24, King County, Washington",362,56,308,54,54,41
1500000US530330024002,530330024002,"Block Group 2, Census Tract 24, King County, Washington",316,54,165,46,151,47
1500000US530330024003,530330024003,"Block Group 3, Census Tract 24, King County, Washington",579,69,468,77,111,45
1500000US530330025001,530330025001,"Block Group 1, Census Tract 25, King County, Washington",653,62,511,69,142,62
1500000US530330025002,530330025002,"Block Group 2, Census Tract 25, King County, Washington",618,68,379,56,239,75
1500000US530330026001,530330026001,"Block Group 1, Census Tract 26, King County, Washington",497,83,284,73,213,71
1500000US530330026002,530330026002,"Block Group 2, Census Tract 26, King County, Washington",512,68,398,69,114,53
1500000US530330026003,530330026003,"Block Group 3, Census Tract 26, King County, Washington",549,73,323,74,226,63
1500000US530330026004,530330026004,"Block Group 4, Census Tract 26, King County, Washington",361,61,240,52,121,50
1500000US530330027001,530330027001,"Block Group 1, Census Tract 27, King County, Washington",726,111,453,128,273,87
1500000US530330027002,530330027002,"Block Group 2, Census Tract 27, King County, Washington",600,101,479,106,121,88
1500000US530330027003,530330027003,"Block Group 3, Census Tract 27, King County, Washington",454,94,324,92,130,65
1500000US530330027004,530330027004,"Block Group 4, Census Tract 27, King County, Washington",630,84,455,90,175,67
1500000US530330028001,530330028001,"Block Group 1, Census Tract 28, King County, Washington",369,81,287,74,82,52
1500000US530330028002,530330028002,"Block Group 2, Census Tract 28, King County, Washington",490,69,217,73,273,74
1500000US530330028003,530330028003,"Block Group 3, Census Tract 28, King County, Washington",615,111,317,77,298,110
1500000US530330028004,530330028004,"Block Group 4, Census Tract 28, King County, Washington",645,93,409,93,236,96
1500000US530330029001,530330029001,"Block Group 1, Census Tract 29, King County, Washington",676,84,445,68,231,82
1500000US530330029002,530330029002,"Block Group 2, Census Tract 29, King County, Washington",656,68,393,67,263,67
1500000US530330029003,530330029003,"Block Group 3, Census Tract 29, King County, Washington",552,68,361,65,191,73
1500000US530330030001,530330030001,"Block Group 1, Census Tract 30, King County, Washington",626,87,479,88,147,68
1500000US530330030002,530330030002,"Block Group 2, Census Tract 30, King County, Washington",589,100,433,83,156,99
1500000US530330030003,530330030003,"Block Group 3, Census Tract 30, King County, Washington",659,103,430,100,229,88
1500000US530330030004,530330030004,"Block Group 4, Census Tract 30, King County, Washington",611,121,348,100,263,128
1500000US530330031001,530330031001,"Block Group 1, Census Tract 31, King County, Washington",444,73,356,83,88,54
1500000US530330031002,530330031002,"Block Group 2, Census Tract 31, King County, Washington",493,120,429,129,64,54
1500000US530330031003,530330031003,"Block Group 3, Census Tract 31, King County, Washington",600,122,401,98,199,97
1500000US530330031004,530330031004,"Block Group 4, Census Tract 31, King County, Washington",621,94,493,87,128,63
1500000US530330031005,530330031005,"Block Group 5, Census Tract 31, King County, Washington",515,74,437,82,78,55
1500000US530330032001,530330032001,"Block Group 1, Census Tract 32, King County, Washington",500,120,195,69,305,133
1500000US530330032002,530330032002,"Block Group 2, Census Tract 32, King County, Washington",895,178,215,87,680,186
1500000US530330032003,530330032003,"Block Group 3, Census Tract 32, King County, Washington",563,115,227,85,336,120
1500000US530330032004,530330032004,"Block Group 4, Census Tract 32, King County, Washington",652,156,144,71,508,142
1500000US530330032005,530330032005,"Block Group 5, Census Tract 32, King County, Washington",234,60,188,66,46,31
1500000US530330032006,530330032006,"Block Group 6, Census Tract 32, King County, Washington",725,151,575,136,150,125
1500000US530330032007,530330032007,"Block Group 7, Census Tract 32, King County, Washington",481,133,454,132,27,34
1500000US530330033001,530330033001,"Block Group 1, Census Tract 33, King County, Washington",638,77,432,74,206,77
1500000US530330033002,530330033002,"Block Group 2, Census Tract 33, King County, Washington",445,90,259,89,186,76
1500000US530330033003,530330033003,"Block Group 3, Census Tract 33, King County, Washington",910,125,352,101,558,132
1500000US530330033004,530330033004,"Block Group 4, Census Tract 33, King County, Washington",663,128,242,105,421,110
1500000US530330033005,530330033005,"Block Group 5, Census Tract 33, King County, Washington",549,112,252,68,297,110
1500000US530330034001,530330034001,"Block Group 1, Census Tract 34, King County, Washington",544,65,292,53,252,74
1500000US530330034002,530330034002,"Block Group 2, Census Tract 34, King County, Washington",519,87,410,71,109,59
1500000US530330034003,530330034003,"Block Group 3, Census Tract 34, King County, Washington",441,58,261,61,180,50
1500000US530330035001,530330035001,"Block Group 1, Census Tract 35, King County, Washington",628,68,333,69,295,62
1500000US530330035002,530330035002,"Block Group 2, Census Tract 35, King County, Washington",689,82,387,72,302,87
1500000US530330035003,530330035003,"Block Group 3, Census Tract 35, King County, Washington",559,97,313,64,246,79
1500000US530330036001,530330036001,"Block Group 1, Census Tract 36, King County, Washington",736,115,166,68,570,130
1500000US530330036002,530330036002,"Block Group 2, Census Tract 36, King County, Washington",785,142,168,80,617,149
1500000US530330036003,530330036003,"Block Group 3, Census Tract 36, King County, Washington",620,89,491,85,129,54
1500000US530330036004,530330036004,"Block Group 4, Census Tract 36, King County, Washington",1197,177,112,68,1085,188
1500000US530330038001,530330038001,"Block Group 1, Census Tract 38, King County, Washington",469,46,313,42,156,46
1500000US530330038002,530330038002,"Block Group 2, Census Tract 38, King County, Washington",378,44,301,38,77,37
1500000US530330039001,530330039001,"Block Group 1, Census Tract 39, King County, Washington",773,68,526,70,247,73
1500000US530330039002,530330039002,"Block Group 2, Census Tract 39, King County, Washington",401,40,367,44,34,23
1500000US530330040001,530330040001,"Block Group 1, Census Tract 40, King County, Washington",1007,80,523,65,484,76
1500000US530330040002,530330040002,"Block Group 2, Census Tract 40, King County, Washington",342,44,333,47,9,14
1500000US530330041001,530330041001,"Block Group 1, Census Tract 41, King County, Washington",607,102,247,66,360,94
1500000US530330041002,530330041002,"Block Group 2, Census Tract 41, King County, Washington",617,104,548,110,69,58
1500000US530330041003,530330041003,"Block Group 3, Census Tract 41, King County, Washington",435,81,412,85,23,28
1500000US530330041004,530330041004,"Block Group 4, Census Tract 41, King County, Washington",566,117,327,105,239,98
1500000US530330041005,530330041005,"Block Group 5, Census Tract 41, King County, Washington",394,86,191,60,203,82
1500000US530330041006,530330041006,"Block Group 6, Census Tract 41, King County, Washington",300,74,221,65,79,75
1500000US530330042001,530330042001,"Block Group 1, Census Tract 42, King County, Washington",739,115,602,117,137,58
1500000US530330042002,530330042002,"Block Group 2, Census Tract 42, King County, Washington",699,92,475,84,224,94
1500000US530330042003,530330042003,"Block Group 3, Census Tract 42, King County, Washington",771,97,517,94,254,97
1500000US530330042004,530330042004,"Block Group 4, Census Tract 42, King County, Washington",550,82,431,85,119,65
1500000US530330042005,530330042005,"Block Group 5, Census Tract 42, King County, Washington",558,87,505,96,53,43
1500000US530330043011,530330043011,"Block Group 1, Census Tract 43.01, King County, Washington",484,65,93,34,391,74
1500000US530330043012,530330043012,"Block Group 2, Census Tract 43.01, King County, Washington",455,69,338,58,117,75
1500000US530330043013,530330043013,"Block Group 3, Census Tract 43.01, King County, Washington",479,49,279,45,200,54
1500000US530330043021,530330043021,"Block Group 1, Census Tract 43.02, King County, Washington",619,104,123,62,496,116
1500000US530330043022,530330043022,"Block Group 2, Census Tract 43.02, King County, Washington",900,119,7,10,893,120
1500000US530330044001,530330044001,"Block Group 1, Census Tract 44, King County, Washington",394,83,184,75,210,89
1500000US530330044002,530330044002,"Block Group 2, Census Tract 44, King County, Washington",850,126,268,95,582,142
1500000US530330044003,530330044003,"Block Group 3, Census Tract 44, King County, Washington",493,101,94,64,399,128
1500000US530330044004,530330044004,"Block Group 4, Census Tract 44, King County, Washington",771,146,105,93,666,129
1500000US530330045001,530330045001,"Block Group 1, Census Tract 45, King County, Washington",330,58,197,51,133,51
1500000US530330045002,530330045002,"Block Group 2, Census Tract 45, King County, Washington",674,59,433,61,241,64
1500000US530330046001,530330046001,"Block Group 1, Census Tract 46, King County, Washington",484,76,241,51,243,86
1500000US530330046002,530330046002,"Block Group 2, Census Tract 46, King County, Washington",620,64,405,70,215,66
1500000US530330046003,530330046003,"Block Group 3, Census Tract 46, King County, Washington",337,49,213,38,124,47
1500000US530330047001,530330047001,"Block Group 1, Census Tract 47, King County, Washington",658,198,207,109,451,186
1500000US530330047002,530330047002,"Block Group 2, Census Tract 47, King County, Washington",956,180,317,122,639,178
1500000US530330047003,530330047003,"Block Group 3, Census Tract 47, King County, Washington",1783,228,482,152,1301,202
1500000US530330047004,530330047004,"Block Group 4, Census Tract 47, King County, Washington",1701,243,278,131,1423,268
1500000US530330048001,530330048001,"Block Group 1, Census Tract 48, King County, Washington",526,100,350,94,176,91
1500000US530330048002,530330048002,"Block Group 2, Census Tract 48, King County, Washington",643,89,389,83,254,102
1500000US530330048003,530330048003,"Block Group 3, Census Tract 48, King County, Washington",497,95,187,68,310,98
1500000US530330048004,530330048004,"Block Group 4, Census Tract 48, King County, Washington",515,89,300,83,215,101
1500000US530330049001,530330049001,"Block Group 1, Census Tract 49, King County, Washington",553,110,129,64,424,119
1500000US530330049002,530330049002,"Block Group 2, Census Tract 49, King County, Washington",810,115,46,46,764,124
1500000US530330049003,530330049003,"Block Group 3, Census Tract 49, King County, Washington",686,104,163,67,523,112
1500000US530330049004,530330049004,"Block Group 4, Census Tract 49, King County, Washington",721,110,258,98,463,104
1500000US530330049005,530330049005,"Block Group 5, Census Tract 49, King County, Washington",842,142,108,58,734,153
1500000US530330050001,530330050001,"Block Group 1, Census Tract 50, King County, Washington",690,113,224,70,466,106
1500000US530330050002,530330050002,"Block Group 2, Census Tract 50, King County, Washington",442,67,172,53,270,65
1500000US530330050003,530330050003,"Block Group 3, Census Tract 50, King County, Washington",848,123,65,44,783,126
1500000US530330051001,530330051001,"Block Group 1, Census Tract 51, King County, Washington",639,68,327,58,312,70
1500000US530330051002,530330051002,"Block Group 2, Census Tract 51, King County, Washington",496,51,426,56,70,45
1500000US530330051003,530330051003,"Block Group 3, Census Tract 51, King County, Washington",485,58,296,57,189,54
1500000US530330052001,530330052001,"Block Group 1, Census Tract 52, King County, Washington",404,132,0,12,404,132
1500000US530330052002,530330052002,"Block Group 2, Census Tract 52, King County, Washington",789,147,17,26,772,149
1500000US530330052003,530330052003,"Block Group 3, Census Tract 52, King County, Washington",528,103,142,68,386,120
1500000US530330052004,530330052004,"Block Group 4, Census Tract 52, King County, Washington",571,117,251,77,320,120
1500000US530330052005,530330052005,"Block Group 5, Census Tract 52, King County, Washington",648,143,164,84,484,117
1500000US530330053011,530330053011,"Block Group 1, Census Tract 53.01, King County, Washington",289,100,26,30,263,98
1500000US530330053012,530330053012,"Block Group 2, Census Tract 53.01, King County, Washington",1157,162,37,21,1120,161
1500000US530330053013,530330053013,"Block Group 3, Census Tract 53.01, King County, Washington",547,101,11,18,536,103
1500000US530330053014,530330053014,"Block Group 4, Census Tract 53.01, King County, Washington",815,149,0,12,815,149
1500000US530330053021,530330053021,"Block Group 1, Census Tract 53.02, King County, Washington",116,27,0,12,116,27
1500000US530330053022,530330053022,"Block Group 2, Census Tract 53.02, King County, Washington",17,16,4,6,13,17
1500000US530330053023,530330053023,"Block Group 3, Census Tract 53.02, King County, Washington",0,12,0,12,0,12
1500000US530330054001,530330054001,"Block Group 1, Census Tract 54, King County, Washington",457,93,309,101,148,62
1500000US530330054002,530330054002,"Block Group 2, Census Tract 54, King County, Washington",687,127,424,113,263,108
1500000US530330054003,530330054003,"Block Group 3, Census Tract 54, King County, Washington",721,127,290,86,431,134
1500000US530330054004,530330054004,"Block Group 4, Census Tract 54, King County, Washington",1019,122,286,85,733,142
1500000US530330056001,530330056001,"Block Group 1, Census Tract 56, King County, Washington",555,75,539,78,16,26
1500000US530330056002,530330056002,"Block Group 2, Census Tract 56, King County, Washington",567,96,507,93,60,73
1500000US530330056003,530330056003,"Block Group 3, Census Tract 56, King County, Washington",435,84,386,90,49,47
1500000US530330056004,530330056004,"Block Group 4, Census Tract 56, King County, Washington",478,82,445,83,33,35
1500000US530330056005,530330056005,"Block Group 5, Census Tract 56, King County, Washington",582,103,571,102,11,20
1500000US530330057001,530330057001,"Block Group 1, Census Tract 57, King County, Washington",189,80,128,41,61,78
1500000US530330057002,530330057002,"Block Group 2, Census Tract 57, King County, Washington",472,77,427,83,45,40
1500000US530330057003,530330057003,"Block Group 3, Census Tract 57, King County, Washington",425,88,326,80,99,89
1500000US530330057004,530330057004,"Block Group 4, Census Tract 57, King County, Washington",433,104,336,105,97,63
1500000US530330057005,530330057005,"Block Group 5, Census Tract 57, King County, Washington",478,100,241,98,237,91
1500000US530330057006,530330057006,"Block Group 6, Census Tract 57, King County, Washington",752,110,462,111,290,101
1500000US530330058011,530330058011,"Block Group 1, Census Tract 58.01, King County, Washington",566,106,223,71,343,126
1500000US530330058012,530330058012,"Block Group 2, Census Tract 58.01, King County, Washington",797,115,218,62,579,107
1500000US530330058013,530330058013,"Block Group 3, Census Tract 58.01, King County, Washington",654,89,310,70,344,97
1500000US530330058014,530330058014,"Block Group 4, Census Tract 58.01, King County, Washington",677,127,264,100,413,119
1500000US530330058021,530330058021,"Block Group 1, Census Tract 58.02, King County, Washington",697,133,409,119,288,129
1500000US530330058022,530330058022,"Block Group 2, Census Tract 58.02, King County, Washington",1247,170,329,127,918,154
1500000US530330058023,530330058023,"Block Group 3, Census Tract 58.02, King County, Washington",857,140,289,111,568,143
1500000US530330059001,530330059001,"Block Group 1, Census Tract 59, King County, Washington",840,155,383,134,457,138
1500000US530330059002,530330059002,"Block Group 2, Census Tract 59, King County, Washington",591,133,362,123,229,130
1500000US530330059003,530330059003,"Block Group 3, Census Tract 59, King County, Washington",212,106,114,103,98,82
1500000US530330059004,530330059004,"Block Group 4, Census Tract 59, King County, Washington",614,118,446,108,168,83
1500000US530330059005,530330059005,"Block Group 5, Census Tract 59, King County, Washington",452,112,306,103,146,82
1500000US530330060001,530330060001,"Block Group 1, Census Tract 60, King County, Washington",837,133,277,102,560,115
1500000US530330060002,530330060002,"Block Group 2, Census Tract 60, King County, Washington",590,114,442,108,148,76
1500000US530330060003,530330060003,"Block Group 3, Census Tract 60, King County, Washington",460,118,405,118,55,46
1500000US530330060004,530330060004,"Block Group 4, Census Tract 60, King County, Washington",623,98,195,77,428,106
1500000US530330061001,530330061001,"Block Group 1, Census Tract 61, King County, Washington",575,94,331,95,244,87
1500000US530330061002,530330061002,"Block Group 2, Census Tract 61, King County, Washington",543,104,361,85,182,77
1500000US530330061003,530330061003,"Block Group 3, Census Tract 61, King County, Washington",861,121,218,86,643,121
1500000US530330061004,530330061004,"Block Group 4, Census Tract 61, King County, Washington",943,141,263,95,680,148
1500000US530330062001,530330062001,"Block Group 1, Census Tract 62, King County, Washington",568,53,398,62,170,50
1500000US530330062002,530330062002,"Block Group 2, Census Tract 62, King County, Washington",628,53,585,62,43,31
1500000US530330062003,530330062003,"Block Group 3, Census Tract 62, King County, Washington",419,41,357,45,62,30
1500000US530330063001,530330063001,"Block Group 1, Census Tract 63, King County, Washington",800,149,258,93,542,147
1500000US530330063002,530330063002,"Block Group 2, Census Tract 63, King County, Washington",650,108,464,97,186,105
1500000US530330063003,530330063003,"Block Group 3, Census Tract 63, King County, Washington",585,110,432,78,153,97
1500000US530330063004,530330063004,"Block Group 4, Census Tract 63, King County, Washington",479,71,443,78,36,42
1500000US530330064001,530330064001,"Block Group 1, Census Tract 64, King County, Washington",471,65,372,71,99,57
1500000US530330064002,530330064002,"Block Group 2, Census Tract 64, King County, Washington",381,51,300,54,81,31
1500000US530330064003,530330064003,"Block Group 3, Census Tract 64, King County, Washington",492,74,347,52,145,73
1500000US530330065001,530330065001,"Block Group 1, Census Tract 65, King County, Washington",503,106,396,97,107,69
1500000US530330065002,530330065002,"Block Group 2, Census Tract 65, King County, Washington",1125,160,406,127,719,157
1500000US530330065003,530330065003,"Block Group 3, Census Tract 65, King County, Washington",780,132,251,72,529,130
1500000US530330066001,530330066001,"Block Group 1, Census Tract 66, King County, Washington",1075,166,192,73,883,166
1500000US530330066002,530330066002,"Block Group 2, Census Tract 66, King County, Washington",1083,143,351,84,732,149
1500000US530330067001,530330067001,"Block Group 1, Census Tract 67, King County, Washington",1355,203,312,121,1043,216
1500000US530330067002,530330067002,"Block Group 2, Census Tract 67, King County, Washington",1248,181,327,143,921,201
1500000US530330067003,530330067003,"Block Group 3, Census Tract 67, King County, Washington",876,194,245,113,631,170
1500000US530330067004,530330067004,"Block Group 4, Census Tract 67, King County, Washington",991,176,543,120,448,167
1500000US530330068001,530330068001,"Block Group 1, Census Tract 68, King County, Washington",583,80,322,50,261,83
1500000US530330068002,530330068002,"Block Group 2, Census Tract 68, King County, Washington",834,78,336,54,498,87
1500000US530330069001,530330069001,"Block Group 1, Census Tract 69, King County, Washington",473,88,262,85,211,87
1500000US530330069002,530330069002,"Block Group 2, Census Tract 69, King County, Washington",528,80,393,77,135,58
1500000US530330069003,530330069003,"Block Group 3, Census Tract 69, King County, Washington",485,98,250,73,235,79
1500000US530330069004,530330069004,"Block Group 4, Census Tract 69, King County, Washington",729,107,313,99,416,118
1500000US530330070001,530330070001,"Block Group 1, Census Tract 70, King County, Washington",609,155,316,118,293,134
1500000US530330070002,530330070002,"Block Group 2, Census Tract 70, King County, Washington",984,212,315,175,669,194
1500000US530330070003,530330070003,"Block Group 3, Census Tract 70, King County, Washington",1160,212,200,107,960,228
1500000US530330070004,530330070004,"Block Group 4, Census Tract 70, King County, Washington",706,130,231,100,475,119
1500000US530330070005,530330070005,"Block Group 5, Census Tract 70, King County, Washington",729,172,70,46,659,169
1500000US530330070006,530330070006,"Block Group 6, Census Tract 70, King County, Washington",807,130,330,120,477,120
1500000US530330071001,530330071001,"Block Group 1, Census Tract 71, King County, Washington",1067,146,197,70,870,157
1500000US530330071002,530330071002,"Block Group 2, Census Tract 71, King County, Washington",1619,178,312,103,1307,188
1500000US530330072001,530330072001,"Block Group 1, Census Tract 72, King County, Washington",2967,300,538,173,2429,318
1500000US530330072002,530330072002,"Block Group 2, Census Tract 72, King County, Washington",1039,189,30,48,1009,195
1500000US530330072003,530330072003,"Block Group 3, Census Tract 72, King County, Washington",1407,244,116,86,1291,250
1500000US530330073001,530330073001,"Block Group 1, Census Tract 73, King County, Washington",1651,220,0,12,1651,220
1500000US530330073002,530330073002,"Block Group 2, Census Tract 73, King County, Washington",1263,180,155,71,1108,171
1500000US530330073003,530330073003,"Block Group 3, Census Tract 73, King County, Washington",1085,200,285,118,800,191
1500000US530330074011,530330074011,"Block Group 1, Census Tract 74.01, King County, Washington",810,121,154,79,656,109
1500000US530330074012,530330074012,"Block Group 2, Census Tract 74.01, King County, Washington",953,147,133,70,820,149
1500000US530330074013,530330074013,"Block Group 3, Census Tract 74.01, King County, Washington",877,143,281,76,596,115
1500000US530330074014,530330074014,"Block Group 4, Census Tract 74.01, King County, Washington",919,143,242,97,677,164
1500000US530330074021,530330074021,"Block Group 1, Census Tract 74.02, King County, Washington",1330,169,450,158,880,158
1500000US530330074022,530330074022,"Block Group 2, Census Tract 74.02, King County, Washington",1041,199,140,68,901,210
1500000US530330074023,530330074023,"Block Group 3, Census Tract 74.02, King County, Washington",1143,164,130,65,1013,158
1500000US530330075001,530330075001,"Block Group 1, Census Tract 75, King County, Washington",1025,193,242,147,783,229
1500000US530330075002,530330075002,"Block Group 2, Census Tract 75, King County, Washington",887,178,197,89,690,167
1500000US530330075003,530330075003,"Block Group 3, Census Tract 75, King County, Washington",1075,197,115,95,960,217
1500000US530330075004,530330075004,"Block Group 4, Census Tract 75, King County, Washington",1471,228,225,150,1246,288
1500000US530330075005,530330075005,"Block Group 5, Census Tract 75, King County, Washington",778,179,170,85,608,178
