Id,Id2,Geography,Tenure Total,Margin of Error; Total:,Own,Margin of Error; Total: - Owner occupied,Rent,Margin of Error; Total: - Renter occupied
1500000US530330076001,530330076001,"Block Group 1, Census Tract 76, King County, Washington",610,108,249,83,361,96
1500000US530330076002,530330076002,"Block Group 2, Census Tract 76, King County, Washington",781,108,256,89,525,115
1500000US530330076003,530330076003,"Block Group 3, Census Tract 76, King County, Washington",688,109,162,63,526,107
1500000US530330077001,530330077001,"Block Group 1, Census Tract 77, King County, Washington",551,92,302,82,249,88
1500000US530330077002,530330077002,"Block Group 2, Census Tract 77, King County, Washington",412,66,394,60,18,28
1500000US530330077003,530330077003,"Block Group 3, Census Tract 77, King County, Washington",361,79,266,90,95,63
1500000US530330077004,530330077004,"Block Group 4, Census Tract 77, King County, Washington",973,128,312,92,661,141
1500000US530330078001,530330078001,"Block Group 1, Census Tract 78, King County, Washington",580,123,436,91,144,99
1500000US530330078002,530330078002,"Block Group 2, Census Tract 78, King County, Washington",596,97,481,94,115,94
1500000US530330078003,530330078003,"Block Group 3, Census Tract 78, King County, Washington",590,87,355,86,235,107
1500000US530330078004,530330078004,"Block Group 4, Census Tract 78, King County, Washington",466,88,369,90,97,60
1500000US530330079001,530330079001,"Block Group 1, Census Tract 79, King County, Washington",415,119,255,110,160,68
1500000US530330079002,530330079002,"Block Group 2, Census Tract 79, King County, Washington",431,98,65,48,366,102
1500000US530330079003,530330079003,"Block Group 3, Census Tract 79, King County, Washington",440,104,182,57,258,100
1500000US530330079004,530330079004,"Block Group 4, Census Tract 79, King County, Washington",873,116,178,65,695,117
1500000US530330079005,530330079005,"Block Group 5, Census Tract 79, King County, Washington",956,139,249,90,707,154
1500000US530330080011,530330080011,"Block Group 1, Census Tract 80.01, King County, Washington",1014,249,408,142,606,254
1500000US530330080012,530330080012,"Block Group 2, Census Tract 80.01, King County, Washington",755,211,64,48,691,210
1500000US530330080013,530330080013,"Block Group 3, Census Tract 80.01, King County, Washington",883,181,178,146,705,167
1500000US530330080014,530330080014,"Block Group 4, Census Tract 80.01, King County, Washington",1000,226,271,121,729,232
1500000US530330080015,530330080015,"Block Group 5, Census Tract 80.01, King County, Washington",712,251,16,25,696,252
1500000US530330080021,530330080021,"Block Group 1, Census Tract 80.02, King County, Washington",1291,154,337,96,954,153
1500000US530330080022,530330080022,"Block Group 2, Census Tract 80.02, King County, Washington",1052,151,157,77,895,137
1500000US530330081001,530330081001,"Block Group 1, Census Tract 81, King County, Washington",1295,191,243,113,1052,155
1500000US530330081002,530330081002,"Block Group 2, Census Tract 81, King County, Washington",484,133,111,56,373,126
1500000US530330081003,530330081003,"Block Group 3, Census Tract 81, King County, Washington",800,135,271,76,529,127
1500000US530330082001,530330082001,"Block Group 1, Census Tract 82, King County, Washington",978,148,130,58,848,157
1500000US530330082002,530330082002,"Block Group 2, Census Tract 82, King County, Washington",926,162,62,42,864,164
1500000US530330082003,530330082003,"Block Group 3, Census Tract 82, King County, Washington",780,117,229,82,551,121
1500000US530330083001,530330083001,"Block Group 1, Census Tract 83, King County, Washington",938,92,332,66,606,89
1500000US530330083002,530330083002,"Block Group 2, Census Tract 83, King County, Washington",1147,95,251,50,896,108
1500000US530330084001,530330084001,"Block Group 1, Census Tract 84, King County, Washington",1005,153,88,48,917,149
1500000US530330084002,530330084002,"Block Group 2, Census Tract 84, King County, Washington",1107,138,109,52,998,137
1500000US530330084003,530330084003,"Block Group 3, Census Tract 84, King County, Washington",928,150,121,67,807,157
1500000US530330085001,530330085001,"Block Group 1, Census Tract 85, King County, Washington",924,91,130,56,794,89
1500000US530330085002,530330085002,"Block Group 2, Census Tract 85, King County, Washington",559,96,61,54,498,88
1500000US530330085003,530330085003,"Block Group 3, Census Tract 85, King County, Washington",405,80,0,12,405,80
1500000US530330086001,530330086001,"Block Group 1, Census Tract 86, King County, Washington",762,115,159,76,603,126
1500000US530330086002,530330086002,"Block Group 2, Census Tract 86, King County, Washington",705,110,167,71,538,112
1500000US530330086003,530330086003,"Block Group 3, Census Tract 86, King County, Washington",503,92,72,42,431,89
1500000US530330087001,530330087001,"Block Group 1, Census Tract 87, King County, Washington",656,110,241,66,415,96
1500000US530330087002,530330087002,"Block Group 2, Census Tract 87, King County, Washington",483,106,111,49,372,99
1500000US530330087003,530330087003,"Block Group 3, Census Tract 87, King County, Washington",658,90,241,68,417,107
1500000US530330088001,530330088001,"Block Group 1, Census Tract 88, King County, Washington",630,78,402,84,228,84
1500000US530330088002,530330088002,"Block Group 2, Census Tract 88, King County, Washington",497,67,299,60,198,61
1500000US530330088003,530330088003,"Block Group 3, Census Tract 88, King County, Washington",443,87,144,41,299,85
1500000US530330089001,530330089001,"Block Group 1, Census Tract 89, King County, Washington",612,153,261,87,351,150
1500000US530330089002,530330089002,"Block Group 2, Census Tract 89, King County, Washington",588,116,320,114,268,137
1500000US530330089003,530330089003,"Block Group 3, Census Tract 89, King County, Washington",567,142,214,93,353,159
1500000US530330089004,530330089004,"Block Group 4, Census Tract 89, King County, Washington",460,130,176,84,284,125
1500000US530330090001,530330090001,"Block Group 1, Census Tract 90, King County, Washington",723,92,275,66,448,85
1500000US530330090002,530330090002,"Block Group 2, Census Tract 90, King County, Washington",1024,85,184,48,840,90
1500000US530330091001,530330091001,"Block Group 1, Census Tract 91, King County, Washington",482,87,25,20,457,86
1500000US530330091002,530330091002,"Block Group 2, Census Tract 91, King County, Washington",1011,108,74,35,937,106
1500000US530330092001,530330092001,"Block Group 1, Census Tract 92, King County, Washington",938,109,35,26,903,107
1500000US530330092002,530330092002,"Block Group 2, Census Tract 92, King County, Washington",790,103,35,34,755,104
1500000US530330093001,530330093001,"Block Group 1, Census Tract 93, King County, Washington",476,63,185,47,291,61
1500000US530330093002,530330093002,"Block Group 2, Census Tract 93, King County, Washington",192,38,107,28,85,32
1500000US530330093003,530330093003,"Block Group 3, Census Tract 93, King County, Washington",439,64,254,52,185,60
1500000US530330094001,530330094001,"Block Group 1, Census Tract 94, King County, Washington",623,133,93,51,530,136
1500000US530330094002,530330094002,"Block Group 2, Census Tract 94, King County, Washington",687,134,314,110,373,122
1500000US530330094003,530330094003,"Block Group 3, Census Tract 94, King County, Washington",409,109,301,91,108,79
1500000US530330094004,530330094004,"Block Group 4, Census Tract 94, King County, Washington",311,104,131,51,180,92
1500000US530330094005,530330094005,"Block Group 5, Census Tract 94, King County, Washington",497,131,155,72,342,113
1500000US530330095001,530330095001,"Block Group 1, Census Tract 95, King County, Washington",758,119,649,119,109,94
1500000US530330095002,530330095002,"Block Group 2, Census Tract 95, King County, Washington",838,159,550,139,288,103
1500000US530330095003,530330095003,"Block Group 3, Census Tract 95, King County, Washington",450,83,438,86,12,18
1500000US530330095004,530330095004,"Block Group 4, Census Tract 95, King County, Washington",578,158,260,68,318,143
1500000US530330096001,530330096001,"Block Group 1, Census Tract 96, King County, Washington",269,59,218,58,51,47
1500000US530330096002,530330096002,"Block Group 2, Census Tract 96, King County, Washington",718,132,214,81,504,150
1500000US530330096003,530330096003,"Block Group 3, Census Tract 96, King County, Washington",573,126,307,80,266,113
1500000US530330096004,530330096004,"Block Group 4, Census Tract 96, King County, Washington",470,94,195,77,275,92
1500000US530330096005,530330096005,"Block Group 5, Census Tract 96, King County, Washington",710,102,477,112,233,109
1500000US530330097011,530330097011,"Block Group 1, Census Tract 97.01, King County, Washington",937,166,420,117,517,165
1500000US530330097012,530330097012,"Block Group 2, Census Tract 97.01, King County, Washington",520,111,169,75,351,104
1500000US530330097013,530330097013,"Block Group 3, Census Tract 97.01, King County, Washington",660,127,286,113,374,98
1500000US530330097014,530330097014,"Block Group 4, Census Tract 97.01, King County, Washington",943,140,763,150,180,76
1500000US530330097021,530330097021,"Block Group 1, Census Tract 97.02, King County, Washington",641,80,533,87,108,57
1500000US530330097022,530330097022,"Block Group 2, Census Tract 97.02, King County, Washington",401,72,377,72,24,27
1500000US530330097023,530330097023,"Block Group 3, Census Tract 97.02, King County, Washington",339,64,329,68,10,15
1500000US530330097024,530330097024,"Block Group 4, Census Tract 97.02, King County, Washington",372,72,327,72,45,42
1500000US530330097025,530330097025,"Block Group 5, Census Tract 97.02, King County, Washington",585,89,394,81,191,82
1500000US530330098001,530330098001,"Block Group 1, Census Tract 98, King County, Washington",544,90,296,93,248,72
1500000US530330098002,530330098002,"Block Group 2, Census Tract 98, King County, Washington",554,94,442,89,112,84
1500000US530330098003,530330098003,"Block Group 3, Census Tract 98, King County, Washington",608,75,501,103,107,61
1500000US530330098004,530330098004,"Block Group 4, Census Tract 98, King County, Washington",627,93,494,91,133,60
1500000US530330098005,530330098005,"Block Group 5, Census Tract 98, King County, Washington",713,113,292,92,421,133
1500000US530330099001,530330099001,"Block Group 1, Census Tract 99, King County, Washington",579,109,389,88,190,107
1500000US530330099002,530330099002,"Block Group 2, Census Tract 99, King County, Washington",844,157,576,144,268,128
1500000US530330099003,530330099003,"Block Group 3, Census Tract 99, King County, Washington",898,123,282,106,616,132
1500000US530330099004,530330099004,"Block Group 4, Census Tract 99, King County, Washington",481,82,283,88,198,88
1500000US530330100011,530330100011,"Block Group 1, Census Tract 100.01, King County, Washington",399,86,256,94,143,83
1500000US530330100012,530330100012,"Block Group 2, Census Tract 100.01, King County, Washington",495,89,316,63,179,83
1500000US530330100013,530330100013,"Block Group 3, Census Tract 100.01, King County, Washington",645,99,238,76,407,104
1500000US530330100021,530330100021,"Block Group 1, Census Tract 100.02, King County, Washington",401,100,225,63,176,85
1500000US530330100022,530330100022,"Block Group 2, Census Tract 100.02, King County, Washington",644,92,160,70,484,97
1500000US530330100023,530330100023,"Block Group 3, Census Tract 100.02, King County, Washington",324,53,255,61,69,33
1500000US530330100024,530330100024,"Block Group 4, Census Tract 100.02, King County, Washington",449,84,211,52,238,95
1500000US530330101001,530330101001,"Block Group 1, Census Tract 101, King County, Washington",413,109,318,70,95,109
1500000US530330101002,530330101002,"Block Group 2, Census Tract 101, King County, Washington",360,89,232,66,128,73
1500000US530330101003,530330101003,"Block Group 3, Census Tract 101, King County, Washington",589,147,250,86,339,124
1500000US530330101004,530330101004,"Block Group 4, Census Tract 101, King County, Washington",802,184,271,91,531,183
1500000US530330101005,530330101005,"Block Group 5, Census Tract 101, King County, Washington",776,132,446,93,330,120
1500000US530330102001,530330102001,"Block Group 1, Census Tract 102, King County, Washington",623,64,492,67,131,70
1500000US530330102002,530330102002,"Block Group 2, Census Tract 102, King County, Washington",406,54,351,57,55,33
1500000US530330102003,530330102003,"Block Group 3, Census Tract 102, King County, Washington",385,70,263,58,122,54
1500000US530330102004,530330102004,"Block Group 4, Census Tract 102, King County, Washington",514,62,400,65,114,53
1500000US530330103001,530330103001,"Block Group 1, Census Tract 103, King County, Washington",418,107,287,100,131,62
1500000US530330103002,530330103002,"Block Group 2, Census Tract 103, King County, Washington",534,128,362,125,172,100
1500000US530330103003,530330103003,"Block Group 3, Census Tract 103, King County, Washington",414,131,213,86,201,120
1500000US530330103004,530330103004,"Block Group 4, Census Tract 103, King County, Washington",495,140,237,96,258,103
1500000US530330103005,530330103005,"Block Group 5, Census Tract 103, King County, Washington",737,157,187,89,550,161
1500000US530330104011,530330104011,"Block Group 1, Census Tract 104.01, King County, Washington",469,69,346,65,123,64
1500000US530330104012,530330104012,"Block Group 2, Census Tract 104.01, King County, Washington",589,73,442,76,147,61
1500000US530330104013,530330104013,"Block Group 3, Census Tract 104.01, King County, Washington",359,72,331,67,28,27
1500000US530330104021,530330104021,"Block Group 1, Census Tract 104.02, King County, Washington",376,65,257,69,119,41
1500000US530330104022,530330104022,"Block Group 2, Census Tract 104.02, King County, Washington",448,69,371,72,77,44
1500000US530330104023,530330104023,"Block Group 3, Census Tract 104.02, King County, Washington",333,88,252,86,81,58
1500000US530330104024,530330104024,"Block Group 4, Census Tract 104.02, King County, Washington",504,88,288,70,216,100
1500000US530330105001,530330105001,"Block Group 1, Census Tract 105, King County, Washington",649,156,80,42,569,156
1500000US530330105002,530330105002,"Block Group 2, Census Tract 105, King County, Washington",515,94,308,84,207,79
1500000US530330105003,530330105003,"Block Group 3, Census Tract 105, King County, Washington",457,107,415,106,42,38
1500000US530330105004,530330105004,"Block Group 4, Census Tract 105, King County, Washington",1183,178,177,65,1006,173
1500000US530330105005,530330105005,"Block Group 5, Census Tract 105, King County, Washington",772,112,487,88,285,100
1500000US530330106001,530330106001,"Block Group 1, Census Tract 106, King County, Washington",709,112,605,98,104,63
1500000US530330106002,530330106002,"Block Group 2, Census Tract 106, King County, Washington",520,92,268,75,252,92
1500000US530330106003,530330106003,"Block Group 3, Census Tract 106, King County, Washington",742,120,418,84,324,113
1500000US530330106004,530330106004,"Block Group 4, Census Tract 106, King County, Washington",461,119,254,97,207,92
1500000US530330106005,530330106005,"Block Group 5, Census Tract 106, King County, Washington",747,110,592,92,155,97
1500000US530330106006,530330106006,"Block Group 6, Census Tract 106, King County, Washington",420,72,238,75,182,68
1500000US530330107011,530330107011,"Block Group 1, Census Tract 107.01, King County, Washington",867,94,303,68,564,97
1500000US530330107012,530330107012,"Block Group 2, Census Tract 107.01, King County, Washington",533,80,290,64,243,73
1500000US530330107021,530330107021,"Block Group 1, Census Tract 107.02, King County, Washington",434,85,290,76,144,60
1500000US530330107022,530330107022,"Block Group 2, Census Tract 107.02, King County, Washington",549,97,138,49,411,90
1500000US530330107023,530330107023,"Block Group 3, Census Tract 107.02, King County, Washington",511,111,96,43,415,111
1500000US530330108001,530330108001,"Block Group 1, Census Tract 108, King County, Washington",539,79,374,76,165,59
1500000US530330108002,530330108002,"Block Group 2, Census Tract 108, King County, Washington",491,91,308,74,183,83
1500000US530330108003,530330108003,"Block Group 3, Census Tract 108, King County, Washington",754,83,487,82,267,88
1500000US530330109001,530330109001,"Block Group 1, Census Tract 109, King County, Washington",402,50,162,54,240,64
1500000US530330109002,530330109002,"Block Group 2, Census Tract 109, King County, Washington",208,45,110,37,98,37
1500000US530330110011,530330110011,"Block Group 1, Census Tract 110.01, King County, Washington",377,74,180,48,197,69
1500000US530330110012,530330110012,"Block Group 2, Census Tract 110.01, King County, Washington",506,110,76,30,430,107
1500000US530330110013,530330110013,"Block Group 3, Census Tract 110.01, King County, Washington",756,93,320,90,436,91
1500000US530330110021,530330110021,"Block Group 1, Census Tract 110.02, King County, Washington",260,54,186,52,74,36
1500000US530330110022,530330110022,"Block Group 2, Census Tract 110.02, King County, Washington",657,83,281,69,376,94
1500000US530330110023,530330110023,"Block Group 3, Census Tract 110.02, King County, Washington",362,75,244,64,118,54
1500000US530330111011,530330111011,"Block Group 1, Census Tract 111.01, King County, Washington",391,81,82,41,309,78
1500000US530330111012,530330111012,"Block Group 2, Census Tract 111.01, King County, Washington",625,121,252,82,373,111
1500000US530330111013,530330111013,"Block Group 3, Census Tract 111.01, King County, Washington",350,91,193,58,157,91
1500000US530330111014,530330111014,"Block Group 4, Census Tract 111.01, King County, Washington",422,81,286,74,136,76
1500000US530330111021,530330111021,"Block Group 1, Census Tract 111.02, King County, Washington",420,55,385,58,35,22
1500000US530330111022,530330111022,"Block Group 2, Census Tract 111.02, King County, Washington",363,95,169,54,194,86
1500000US530330111023,530330111023,"Block Group 3, Census Tract 111.02, King County, Washington",371,100,77,46,294,100
1500000US530330111024,530330111024,"Block Group 4, Census Tract 111.02, King County, Washington",307,73,178,48,129,64
1500000US530330112001,530330112001,"Block Group 1, Census Tract 112, King County, Washington",429,82,238,59,191,86
1500000US530330112002,530330112002,"Block Group 2, Census Tract 112, King County, Washington",392,85,200,66,192,74
1500000US530330112003,530330112003,"Block Group 3, Census Tract 112, King County, Washington",591,114,199,65,392,124
1500000US530330113001,530330113001,"Block Group 1, Census Tract 113, King County, Washington",1307,140,237,73,1070,131
1500000US530330113002,530330113002,"Block Group 2, Census Tract 113, King County, Washington",420,84,255,80,165,96
1500000US530330113003,530330113003,"Block Group 3, Census Tract 113, King County, Washington",316,102,212,59,104,92
1500000US530330113004,530330113004,"Block Group 4, Census Tract 113, King County, Washington",433,78,342,84,91,54
1500000US530330113005,530330113005,"Block Group 5, Census Tract 113, King County, Washington",518,109,233,73,285,115
1500000US530330114011,530330114011,"Block Group 1, Census Tract 114.01, King County, Washington",646,117,142,63,504,105
1500000US530330114012,530330114012,"Block Group 2, Census Tract 114.01, King County, Washington",510,94,201,61,309,99
1500000US530330114013,530330114013,"Block Group 3, Census Tract 114.01, King County, Washington",550,63,436,70,114,57
1500000US530330114021,530330114021,"Block Group 1, Census Tract 114.02, King County, Washington",585,71,278,50,307,78
1500000US530330114022,530330114022,"Block Group 2, Census Tract 114.02, King County, Washington",612,102,254,69,358,104
1500000US530330114023,530330114023,"Block Group 3, Census Tract 114.02, King County, Washington",748,91,308,63,440,93
1500000US530330115001,530330115001,"Block Group 1, Census Tract 115, King County, Washington",534,66,484,66,50,29
1500000US530330115002,530330115002,"Block Group 2, Census Tract 115, King County, Washington",675,69,477,81,198,75
1500000US530330115003,530330115003,"Block Group 3, Census Tract 115, King County, Washington",767,75,437,68,330,82
1500000US530330116001,530330116001,"Block Group 1, Census Tract 116, King County, Washington",636,118,442,95,194,116
1500000US530330116002,530330116002,"Block Group 2, Census Tract 116, King County, Washington",558,112,426,102,132,93
1500000US530330116003,530330116003,"Block Group 3, Census Tract 116, King County, Washington",557,90,503,90,54,48
1500000US530330116004,530330116004,"Block Group 4, Census Tract 116, King County, Washington",364,67,248,61,116,63
1500000US530330116005,530330116005,"Block Group 5, Census Tract 116, King County, Washington",458,78,310,72,148,70
1500000US530330116006,530330116006,"Block Group 6, Census Tract 116, King County, Washington",522,114,291,105,231,88
1500000US530330117001,530330117001,"Block Group 1, Census Tract 117, King County, Washington",421,108,189,60,232,99
1500000US530330117002,530330117002,"Block Group 2, Census Tract 117, King County, Washington",476,85,370,89,106,73
1500000US530330117003,530330117003,"Block Group 3, Census Tract 117, King County, Washington",494,87,410,94,84,60
1500000US530330117004,530330117004,"Block Group 4, Census Tract 117, King County, Washington",318,92,278,87,40,55
1500000US530330118001,530330118001,"Block Group 1, Census Tract 118, King County, Washington",357,113,272,91,85,82
1500000US530330118002,530330118002,"Block Group 2, Census Tract 118, King County, Washington",281,92,235,85,46,43
1500000US530330118003,530330118003,"Block Group 3, Census Tract 118, King County, Washington",290,120,202,105,88,71
1500000US530330118004,530330118004,"Block Group 4, Census Tract 118, King County, Washington",583,154,154,58,429,146
1500000US530330118005,530330118005,"Block Group 5, Census Tract 118, King County, Washington",504,93,374,95,130,58
1500000US530330118006,530330118006,"Block Group 6, Census Tract 118, King County, Washington",757,162,85,57,672,159
1500000US530330119001,530330119001,"Block Group 1, Census Tract 119, King County, Washington",688,131,547,131,141,80
1500000US530330119002,530330119002,"Block Group 2, Census Tract 119, King County, Washington",486,97,393,80,93,74
1500000US530330119003,530330119003,"Block Group 3, Census Tract 119, King County, Washington",403,140,193,78,210,125
1500000US530330119004,530330119004,"Block Group 4, Census Tract 119, King County, Washington",563,125,319,133,244,128
1500000US530330119005,530330119005,"Block Group 5, Census Tract 119, King County, Washington",460,89,290,78,170,113
1500000US530330120001,530330120001,"Block Group 1, Census Tract 120, King County, Washington",547,82,429,83,118,69
1500000US530330120002,530330120002,"Block Group 2, Census Tract 120, King County, Washington",417,64,359,58,58,52
1500000US530330120003,530330120003,"Block Group 3, Census Tract 120, King County, Washington",526,70,437,75,89,55
1500000US530330121001,530330121001,"Block Group 1, Census Tract 121, King County, Washington",462,54,388,58,74,39
1500000US530330121002,530330121002,"Block Group 2, Census Tract 121, King County, Washington",740,63,669,74,71,53
1500000US530330201001,530330201001,"Block Group 1, Census Tract 201, King County, Washington",488,52,465,56,23,21
1500000US530330201002,530330201002,"Block Group 2, Census Tract 201, King County, Washington",367,47,291,55,76,51
1500000US530330201003,530330201003,"Block Group 3, Census Tract 201, King County, Washington",407,45,355,49,52,45
1500000US530330202001,530330202001,"Block Group 1, Census Tract 202, King County, Washington",384,86,330,75,54,49
1500000US530330202002,530330202002,"Block Group 2, Census Tract 202, King County, Washington",527,97,255,99,272,79
1500000US530330202003,530330202003,"Block Group 3, Census Tract 202, King County, Washington",347,71,229,69,118,65
1500000US530330202004,530330202004,"Block Group 4, Census Tract 202, King County, Washington",421,88,410,90,11,18
1500000US530330202005,530330202005,"Block Group 5, Census Tract 202, King County, Washington",443,91,307,79,136,96
1500000US530330203001,530330203001,"Block Group 1, Census Tract 203, King County, Washington",705,139,127,69,578,127
1500000US530330203002,530330203002,"Block Group 2, Census Tract 203, King County, Washington",390,97,342,101,48,40
1500000US530330203003,530330203003,"Block Group 3, Census Tract 203, King County, Washington",355,82,178,79,177,66
1500000US530330203004,530330203004,"Block Group 4, Census Tract 203, King County, Washington",490,103,281,94,209,80
1500000US530330203005,530330203005,"Block Group 5, Census Tract 203, King County, Washington",1098,170,283,127,815,171
1500000US530330204011,530330204011,"Block Group 1, Census Tract 204.01, King County, Washington",815,76,343,69,472,93
1500000US530330204012,530330204012,"Block Group 2, Census Tract 204.01, King County, Washington",346,61,327,63,19,20
1500000US530330204013,530330204013,"Block Group 3, Census Tract 204.01, King County, Washington",245,47,209,45,36,30
1500000US530330204021,530330204021,"Block Group 1, Census Tract 204.02, King County, Washington",526,90,379,73,147,70
1500000US530330204022,530330204022,"Block Group 2, Census Tract 204.02, King County, Washington",423,80,303,71,120,84
1500000US530330204023,530330204023,"Block Group 3, Census Tract 204.02, King County, Washington",299,96,189,41,110,91
1500000US530330204024,530330204024,"Block Group 4, Census Tract 204.02, King County, Washington",358,61,320,59,38,35
1500000US530330204025,530330204025,"Block Group 5, Census Tract 204.02, King County, Washington",569,124,339,103,230,104
1500000US530330205001,530330205001,"Block Group 1, Census Tract 205, King County, Washington",756,123,424,101,332,123
1500000US530330205002,530330205002,"Block Group 2, Census Tract 205, King County, Washington",544,121,309,118,235,94
1500000US530330205003,530330205003,"Block Group 3, Census Tract 205, King County, Washington",422,93,259,95,163,77
1500000US530330205004,530330205004,"Block Group 4, Census Tract 205, King County, Washington",271,66,216,61,55,44
1500000US530330205005,530330205005,"Block Group 5, Census Tract 205, King County, Washington",393,97,202,70,191,93
1500000US530330205006,530330205006,"Block Group 6, Census Tract 205, King County, Washington",318,76,258,70,60,53
1500000US530330206001,530330206001,"Block Group 1, Census Tract 206, King County, Washington",303,49,248,57,55,33
1500000US530330206002,530330206002,"Block Group 2, Census Tract 206, King County, Washington",327,76,231,64,96,46
1500000US530330206003,530330206003,"Block Group 3, Census Tract 206, King County, Washington",315,53,214,54,101,57
1500000US530330206004,530330206004,"Block Group 4, Census Tract 206, King County, Washington",355,65,321,70,34,29
1500000US530330207001,530330207001,"Block Group 1, Census Tract 207, King County, Washington",477,71,178,53,299,64
1500000US530330207002,530330207002,"Block Group 2, Census Tract 207, King County, Washington",569,84,187,48,382,92
1500000US530330207003,530330207003,"Block Group 3, Census Tract 207, King County, Washington",458,83,381,76,77,64
1500000US530330208001,530330208001,"Block Group 1, Census Tract 208, King County, Washington",585,84,218,46,367,94
1500000US530330208002,530330208002,"Block Group 2, Census Tract 208, King County, Washington",526,74,499,80,27,24
1500000US530330208003,530330208003,"Block Group 3, Census Tract 208, King County, Washington",329,39,303,44,26,21
1500000US530330208004,530330208004,"Block Group 4, Census Tract 208, King County, Washington",332,47,323,48,9,14
1500000US530330209001,530330209001,"Block Group 1, Census Tract 209, King County, Washington",662,79,453,80,209,77
1500000US530330209002,530330209002,"Block Group 2, Census Tract 209, King County, Washington",429,60,276,56,153,50
1500000US530330209003,530330209003,"Block Group 3, Census Tract 209, King County, Washington",337,67,270,63,67,50
1500000US530330210001,530330210001,"Block Group 1, Census Tract 210, King County, Washington",330,66,320,67,10,21
1500000US530330210002,530330210002,"Block Group 2, Census Tract 210, King County, Washington",323,85,237,71,86,66
1500000US530330210003,530330210003,"Block Group 3, Census Tract 210, King County, Washington",602,122,339,113,263,118
1500000US530330210004,530330210004,"Block Group 4, Census Tract 210, King County, Washington",461,108,359,103,102,87
1500000US530330210005,530330210005,"Block Group 5, Census Tract 210, King County, Washington",404,101,283,116,121,72
1500000US530330211001,530330211001,"Block Group 1, Census Tract 211, King County, Washington",590,73,440,79,150,83
1500000US530330211002,530330211002,"Block Group 2, Census Tract 211, King County, Washington",499,74,277,69,222,73
1500000US530330211003,530330211003,"Block Group 3, Census Tract 211, King County, Washington",468,82,153,58,315,82
1500000US530330211004,530330211004,"Block Group 4, Census Tract 211, King County, Washington",0,12,0,12,0,12
1500000US530330213001,530330213001,"Block Group 1, Census Tract 213, King County, Washington",716,97,386,69,330,90
1500000US530330213002,530330213002,"Block Group 2, Census Tract 213, King County, Washington",514,96,297,94,217,94
1500000US530330213003,530330213003,"Block Group 3, Census Tract 213, King County, Washington",518,77,315,64,203,72
1500000US530330214001,530330214001,"Block Group 1, Census Tract 214, King County, Washington",330,49,306,48,24,22
1500000US530330214002,530330214002,"Block Group 2, Census Tract 214, King County, Washington",610,72,467,73,143,67
1500000US530330214003,530330214003,"Block Group 3, Census Tract 214, King County, Washington",473,74,382,72,91,45
1500000US530330215001,530330215001,"Block Group 1, Census Tract 215, King County, Washington",338,66,309,72,29,25
1500000US530330215002,530330215002,"Block Group 2, Census Tract 215, King County, Washington",375,58,314,52,61,51
1500000US530330215003,530330215003,"Block Group 3, Census Tract 215, King County, Washington",623,64,592,68,31,27
1500000US530330215004,530330215004,"Block Group 4, Census Tract 215, King County, Washington",410,59,373,55,37,43
1500000US530330216001,530330216001,"Block Group 1, Census Tract 216, King County, Washington",523,65,449,69,74,37
1500000US530330216002,530330216002,"Block Group 2, Census Tract 216, King County, Washington",433,73,331,64,102,52
1500000US530330216003,530330216003,"Block Group 3, Census Tract 216, King County, Washington",493,60,344,53,149,46
1500000US530330216004,530330216004,"Block Group 4, Census Tract 216, King County, Washington",334,59,235,39,99,49
1500000US530330217001,530330217001,"Block Group 1, Census Tract 217, King County, Washington",578,108,143,60,435,104
1500000US530330217002,530330217002,"Block Group 2, Census Tract 217, King County, Washington",702,115,532,91,170,82
1500000US530330217003,530330217003,"Block Group 3, Census Tract 217, King County, Washington",537,85,457,93,80,56
1500000US530330217004,530330217004,"Block Group 4, Census Tract 217, King County, Washington",738,132,239,95,499,116
1500000US530330217005,530330217005,"Block Group 5, Census Tract 217, King County, Washington",893,118,594,106,299,70
1500000US530330218021,530330218021,"Block Group 1, Census Tract 218.02, King County, Washington",836,114,727,115,109,82
1500000US530330218022,530330218022,"Block Group 2, Census Tract 218.02, King County, Washington",918,135,299,101,619,143
1500000US530330218023,530330218023,"Block Group 3, Census Tract 218.02, King County, Washington",501,80,417,91,84,59
1500000US530330218031,530330218031,"Block Group 1, Census Tract 218.03, King County, Washington",638,96,330,58,308,87
1500000US530330218032,530330218032,"Block Group 2, Census Tract 218.03, King County, Washington",327,56,185,46,142,50
1500000US530330218033,530330218033,"Block Group 3, Census Tract 218.03, King County, Washington",610,92,336,70,274,83
1500000US530330218034,530330218034,"Block Group 4, Census Tract 218.03, King County, Washington",399,52,312,49,87,30
1500000US530330218041,530330218041,"Block Group 1, Census Tract 218.04, King County, Washington",577,64,458,52,119,46
1500000US530330218042,530330218042,"Block Group 2, Census Tract 218.04, King County, Washington",703,81,336,70,367,84
1500000US530330218043,530330218043,"Block Group 3, Census Tract 218.04, King County, Washington",434,77,304,59,130,47
1500000US530330219031,530330219031,"Block Group 1, Census Tract 219.03, King County, Washington",953,183,418,137,535,146
1500000US530330219032,530330219032,"Block Group 2, Census Tract 219.03, King County, Washington",401,76,363,85,38,44
1500000US530330219033,530330219033,"Block Group 3, Census Tract 219.03, King County, Washington",259,71,238,68,21,34
1500000US530330219034,530330219034,"Block Group 4, Census Tract 219.03, King County, Washington",186,60,169,63,17,28
