Id,Id2,Geography,Race Total,Margin of Error; Total:,White alone,Margin of Error; Total: - White alone,Black or African American alone,Margin of Error; Total: - Black or African American alone,American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Asian alone,Margin of Error; Total: - Asian alone,Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Some other race alone,Margin of Error; Total: - Some other race alone,Two or more races,Margin of Error; Total: - Two or more races:,Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US530330001001,530330001001,"Block Group 1, Census Tract 1, King County, Washington",1191,322,909,291,129,152,0,12,153,138,0,12,0,12,0,12,0,12,0,12
1500000US530330001002,530330001002,"Block Group 2, Census Tract 1, King County, Washington",995,248,745,251,141,103,0,12,68,68,10,16,0,12,31,36,0,12,31,36
1500000US530330001003,530330001003,"Block Group 3, Census Tract 1, King County, Washington",1590,317,1169,298,107,140,0,12,131,85,19,30,85,76,79,67,0,12,79,67
1500000US530330001004,530330001004,"Block Group 4, Census Tract 1, King County, Washington",1704,462,647,264,269,220,67,105,277,228,0,12,427,353,17,26,0,12,17,26
1500000US530330001005,530330001005,"Block Group 5, Census Tract 1, King County, Washington",802,142,582,160,14,21,13,20,179,102,0,12,0,12,14,22,0,12,14,22
1500000US530330002001,530330002001,"Block Group 1, Census Tract 2, King County, Washington",989,202,642,180,0,12,0,12,269,168,0,12,12,21,66,63,0,12,66,63
1500000US530330002002,530330002002,"Block Group 2, Census Tract 2, King County, Washington",918,298,541,179,156,261,0,12,170,143,0,12,35,53,16,25,0,12,16,25
1500000US530330002003,530330002003,"Block Group 3, Census Tract 2, King County, Washington",1570,399,1013,273,74,83,0,12,451,324,0,12,0,12,32,37,0,12,32,37
1500000US530330002004,530330002004,"Block Group 4, Census Tract 2, King County, Washington",1037,212,855,230,0,12,0,12,166,158,0,12,0,12,16,28,0,12,16,28
1500000US530330002005,530330002005,"Block Group 5, Census Tract 2, King County, Washington",1498,310,936,237,144,140,0,12,250,138,0,12,13,21,155,180,0,12,155,180
1500000US530330002006,530330002006,"Block Group 6, Census Tract 2, King County, Washington",1360,319,1026,256,20,32,6,16,96,90,0,12,20,32,192,226,8,19,184,226
1500000US530330003001,530330003001,"Block Group 1, Census Tract 3, King County, Washington",1250,228,1019,185,0,12,0,12,208,154,0,12,0,12,23,29,8,13,15,26
1500000US530330003002,530330003002,"Block Group 2, Census Tract 3, King County, Washington",1291,209,892,193,95,85,51,53,74,68,90,118,25,39,64,47,28,33,36,34
1500000US530330004011,530330004011,"Block Group 1, Census Tract 4.01, King County, Washington",3373,757,1902,562,774,379,44,68,146,117,0,12,49,45,458,320,0,12,458,320
1500000US530330004012,530330004012,"Block Group 2, Census Tract 4.01, King County, Washington",1604,377,953,291,222,247,15,23,324,245,0,12,22,35,68,87,0,12,68,87
1500000US530330004013,530330004013,"Block Group 3, Census Tract 4.01, King County, Washington",1133,224,834,194,101,97,0,12,131,82,21,37,0,12,46,41,0,12,46,41
1500000US530330004021,530330004021,"Block Group 1, Census Tract 4.02, King County, Washington",1012,217,925,227,26,34,10,16,51,45,0,12,0,12,0,12,0,12,0,12
1500000US530330004022,530330004022,"Block Group 2, Census Tract 4.02, King County, Washington",975,216,776,176,37,59,90,142,42,50,0,12,0,12,30,48,30,48,0,12
1500000US530330004023,530330004023,"Block Group 3, Census Tract 4.02, King County, Washington",1151,289,801,219,173,196,0,12,107,96,16,26,0,12,54,84,0,12,54,84
1500000US530330004024,530330004024,"Block Group 4, Census Tract 4.02, King County, Washington",1358,276,1138,225,4,10,19,30,156,156,0,12,13,21,28,47,0,12,28,47
1500000US530330005001,530330005001,"Block Group 1, Census Tract 5, King County, Washington",1185,180,1155,181,0,12,0,12,14,17,0,12,0,12,16,19,0,12,16,19
1500000US530330005002,530330005002,"Block Group 2, Census Tract 5, King County, Washington",837,155,566,126,12,18,0,12,154,105,0,12,44,59,61,39,13,19,48,35
1500000US530330005003,530330005003,"Block Group 3, Census Tract 5, King County, Washington",1097,207,939,206,0,12,0,12,119,68,0,12,0,12,39,32,8,13,31,28
1500000US530330006001,530330006001,"Block Group 1, Census Tract 6, King County, Washington",1063,274,780,220,67,79,23,36,91,130,0,12,85,120,17,26,0,12,17,26
1500000US530330006002,530330006002,"Block Group 2, Census Tract 6, King County, Washington",1188,319,759,251,125,179,16,26,263,159,0,12,0,12,25,31,0,12,25,31
1500000US530330006003,530330006003,"Block Group 3, Census Tract 6, King County, Washington",1321,408,1024,340,6,14,0,12,109,99,0,12,29,48,153,151,0,12,153,151
1500000US530330006004,530330006004,"Block Group 4, Census Tract 6, King County, Washington",1550,367,1191,345,84,119,0,12,212,147,0,12,32,51,31,46,0,12,31,46
1500000US530330006005,530330006005,"Block Group 5, Census Tract 6, King County, Washington",610,190,396,132,0,12,0,12,168,134,0,12,0,12,46,46,0,12,46,46
1500000US530330006006,530330006006,"Block Group 6, Census Tract 6, King County, Washington",1473,308,1088,316,18,26,15,25,230,171,79,110,0,12,43,51,0,12,43,51
1500000US530330007001,530330007001,"Block Group 1, Census Tract 7, King County, Washington",1808,397,1025,322,192,132,0,12,436,330,71,113,54,67,30,34,0,12,30,34
1500000US530330007002,530330007002,"Block Group 2, Census Tract 7, King County, Washington",1008,236,853,234,0,12,0,12,106,72,0,12,0,12,49,47,24,37,25,27
1500000US530330007003,530330007003,"Block Group 3, Census Tract 7, King County, Washington",957,270,687,204,0,12,0,12,214,228,0,12,43,71,13,21,0,12,13,21
1500000US530330007004,530330007004,"Block Group 4, Census Tract 7, King County, Washington",582,135,497,133,17,27,0,12,45,54,0,12,23,32,0,12,0,12,0,12
1500000US530330008001,530330008001,"Block Group 1, Census Tract 8, King County, Washington",1270,235,1007,227,1,3,16,16,168,127,0,12,0,12,78,70,0,12,78,70
1500000US530330008002,530330008002,"Block Group 2, Census Tract 8, King County, Washington",1421,236,1285,248,4,7,0,12,96,84,0,12,0,12,36,43,0,12,36,43
1500000US530330009001,530330009001,"Block Group 1, Census Tract 9, King County, Washington",1250,172,962,166,0,12,23,29,161,103,0,12,5,8,99,93,0,12,99,93
1500000US530330009002,530330009002,"Block Group 2, Census Tract 9, King County, Washington",745,131,657,124,0,12,0,12,70,44,0,12,5,9,13,15,7,12,6,10
1500000US530330010001,530330010001,"Block Group 1, Census Tract 10, King County, Washington",806,212,349,94,286,178,15,25,96,88,0,12,34,32,26,25,0,12,26,25
1500000US530330010002,530330010002,"Block Group 2, Census Tract 10, King County, Washington",1085,176,827,174,76,87,6,11,76,51,0,12,22,35,78,61,6,11,72,60
1500000US530330011001,530330011001,"Block Group 1, Census Tract 11, King County, Washington",1216,361,847,196,56,82,0,12,245,243,0,12,17,22,51,60,0,12,51,60
1500000US530330011002,530330011002,"Block Group 2, Census Tract 11, King County, Washington",1433,203,1098,190,71,65,0,12,108,59,0,12,17,28,139,87,10,16,129,79
1500000US530330012001,530330012001,"Block Group 1, Census Tract 12, King County, Washington",967,246,915,246,0,12,0,12,14,23,0,12,0,12,38,45,0,12,38,45
1500000US530330012002,530330012002,"Block Group 2, Census Tract 12, King County, Washington",961,230,454,182,81,99,57,102,287,141,0,12,70,112,12,18,0,12,12,18
1500000US530330012003,530330012003,"Block Group 3, Census Tract 12, King County, Washington",1396,336,805,234,73,88,13,20,411,232,0,12,16,25,78,105,0,12,78,105
1500000US530330012004,530330012004,"Block Group 4, Census Tract 12, King County, Washington",1241,453,627,300,0,12,0,12,286,181,0,12,313,398,15,24,0,12,15,24
1500000US530330012005,530330012005,"Block Group 5, Census Tract 12, King County, Washington",1661,390,683,225,223,142,162,173,514,402,13,22,33,53,33,54,0,12,33,54
1500000US530330013001,530330013001,"Block Group 1, Census Tract 13, King County, Washington",1569,297,1092,227,68,85,12,19,255,118,0,12,0,12,142,133,0,12,142,133
1500000US530330013002,530330013002,"Block Group 2, Census Tract 13, King County, Washington",1678,290,929,325,46,53,8,14,344,123,17,25,158,166,176,165,9,20,167,158
1500000US530330013003,530330013003,"Block Group 3, Census Tract 13, King County, Washington",1331,380,717,249,221,234,0,12,313,256,0,12,36,41,44,58,0,12,44,58
1500000US530330014001,530330014001,"Block Group 1, Census Tract 14, King County, Washington",1487,344,1353,354,0,12,0,12,27,32,0,12,0,12,107,88,0,12,107,88
1500000US530330014002,530330014002,"Block Group 2, Census Tract 14, King County, Washington",743,230,648,208,0,12,0,12,14,22,53,109,0,12,28,44,0,12,28,44
1500000US530330014003,530330014003,"Block Group 3, Census Tract 14, King County, Washington",1423,348,1060,335,0,12,41,36,118,75,0,12,13,22,191,112,32,33,159,111
1500000US530330014004,530330014004,"Block Group 4, Census Tract 14, King County, Washington",1484,264,1366,273,0,12,0,12,72,76,0,12,0,12,46,70,0,12,46,70
1500000US530330015001,530330015001,"Block Group 1, Census Tract 15, King County, Washington",1364,194,1299,194,0,12,0,12,18,20,0,12,12,18,35,33,0,12,35,33
1500000US530330015002,530330015002,"Block Group 2, Census Tract 15, King County, Washington",1204,207,1144,203,0,12,0,12,34,26,0,12,0,12,26,23,8,12,18,20
1500000US530330016001,530330016001,"Block Group 1, Census Tract 16, King County, Washington",1176,164,1139,163,0,12,0,12,19,21,0,12,0,12,18,28,0,12,18,28
1500000US530330016002,530330016002,"Block Group 2, Census Tract 16, King County, Washington",1191,163,1097,165,0,12,7,13,51,38,0,12,4,11,32,45,0,12,32,45
1500000US530330016003,530330016003,"Block Group 3, Census Tract 16, King County, Washington",1587,249,1247,185,19,21,0,12,151,94,0,12,89,127,81,76,7,10,74,75
1500000US530330017011,530330017011,"Block Group 1, Census Tract 17.01, King County, Washington",1756,302,959,197,8,11,0,12,401,206,0,12,166,149,222,118,51,58,171,128
1500000US530330017012,530330017012,"Block Group 2, Census Tract 17.01, King County, Washington",962,216,896,209,36,56,30,31,0,12,0,12,0,12,0,12,0,12,0,12
1500000US530330017013,530330017013,"Block Group 3, Census Tract 17.01, King County, Washington",1318,233,778,188,67,65,11,17,344,161,0,12,22,37,96,58,13,19,83,55
1500000US530330017021,530330017021,"Block Group 1, Census Tract 17.02, King County, Washington",1452,296,1301,290,40,37,4,6,75,74,0,12,0,12,32,38,0,12,32,38
1500000US530330017022,530330017022,"Block Group 2, Census Tract 17.02, King County, Washington",874,192,672,166,27,43,15,22,109,102,0,12,0,12,51,52,0,12,51,52
1500000US530330017023,530330017023,"Block Group 3, Census Tract 17.02, King County, Washington",970,190,790,182,9,21,3,7,139,97,0,12,10,16,19,22,10,16,9,14
1500000US530330017024,530330017024,"Block Group 4, Census Tract 17.02, King County, Washington",684,185,503,154,0,12,51,73,42,53,0,12,0,12,88,109,0,12,88,109
1500000US530330018001,530330018001,"Block Group 1, Census Tract 18, King County, Washington",2048,642,1566,373,0,12,70,88,93,81,14,21,149,189,156,113,70,89,86,64
1500000US530330018002,530330018002,"Block Group 2, Census Tract 18, King County, Washington",1662,314,1352,315,13,23,0,12,101,75,0,12,42,55,154,130,0,12,154,130
1500000US530330018003,530330018003,"Block Group 3, Census Tract 18, King County, Washington",1394,402,951,347,15,25,0,12,398,217,0,12,0,12,30,34,0,12,30,34
1500000US530330019001,530330019001,"Block Group 1, Census Tract 19, King County, Washington",1961,279,1383,261,149,114,0,12,310,118,39,63,17,27,63,49,0,12,63,49
1500000US530330019002,530330019002,"Block Group 2, Census Tract 19, King County, Washington",1360,263,1093,215,0,12,0,12,121,68,0,12,58,59,88,61,0,12,88,61
1500000US530330019003,530330019003,"Block Group 3, Census Tract 19, King County, Washington",1024,202,749,171,13,21,9,15,195,134,0,12,0,12,58,61,0,12,58,61
1500000US530330020001,530330020001,"Block Group 1, Census Tract 20, King County, Washington",1361,235,1206,248,8,12,0,12,111,46,0,12,17,24,19,19,0,12,19,19
1500000US530330020002,530330020002,"Block Group 2, Census Tract 20, King County, Washington",1200,210,1056,212,0,12,0,12,33,35,65,101,0,12,46,41,0,12,46,41
1500000US530330020003,530330020003,"Block Group 3, Census Tract 20, King County, Washington",888,163,810,157,0,12,0,12,25,24,0,12,13,21,40,39,0,12,40,39
1500000US530330021001,530330021001,"Block Group 1, Census Tract 21, King County, Washington",1520,286,1253,255,68,105,33,56,136,82,0,12,0,12,30,35,0,12,30,35
1500000US530330021002,530330021002,"Block Group 2, Census Tract 21, King County, Washington",892,151,701,132,8,13,11,17,85,74,0,12,16,23,71,60,0,12,71,60
1500000US530330021003,530330021003,"Block Group 3, Census Tract 21, King County, Washington",1469,235,1092,177,57,89,0,12,304,150,0,12,0,12,16,18,0,12,16,18
1500000US530330022001,530330022001,"Block Group 1, Census Tract 22, King County, Washington",1652,276,1309,280,0,12,3,7,181,87,0,12,17,27,142,90,0,12,142,90
1500000US530330022002,530330022002,"Block Group 2, Census Tract 22, King County, Washington",1277,239,1136,234,0,12,0,12,60,59,0,12,0,12,81,70,0,12,81,70
1500000US530330022003,530330022003,"Block Group 3, Census Tract 22, King County, Washington",1370,258,1107,262,0,12,0,12,126,86,13,19,0,12,124,83,47,59,77,57
1500000US530330022004,530330022004,"Block Group 4, Census Tract 22, King County, Washington",1057,230,939,240,0,12,0,12,54,48,0,12,0,12,64,75,0,12,64,75
1500000US530330024001,530330024001,"Block Group 1, Census Tract 24, King County, Washington",844,147,767,132,13,15,0,12,5,11,0,12,0,12,59,52,0,12,59,52
1500000US530330024002,530330024002,"Block Group 2, Census Tract 24, King County, Washington",772,168,599,168,0,12,0,12,131,82,0,12,0,12,42,40,0,12,42,40
1500000US530330024003,530330024003,"Block Group 3, Census Tract 24, King County, Washington",1313,178,1034,172,12,17,0,12,61,45,0,12,18,18,188,110,33,46,155,110
1500000US530330025001,530330025001,"Block Group 1, Census Tract 25, King County, Washington",1332,179,1213,182,0,12,0,12,50,41,0,12,0,12,69,58,0,12,69,58
1500000US530330025002,530330025002,"Block Group 2, Census Tract 25, King County, Washington",1618,216,1296,171,113,156,0,12,105,76,0,12,0,12,104,59,0,12,104,59
1500000US530330026001,530330026001,"Block Group 1, Census Tract 26, King County, Washington",1262,211,1094,203,11,16,0,12,86,80,0,12,24,26,47,46,0,12,47,46
1500000US530330026002,530330026002,"Block Group 2, Census Tract 26, King County, Washington",1478,260,1229,239,26,40,22,34,116,74,0,12,30,47,55,59,0,12,55,59
1500000US530330026003,530330026003,"Block Group 3, Census Tract 26, King County, Washington",1146,218,961,187,45,46,0,12,30,27,0,12,0,12,110,95,0,12,110,95
1500000US530330026004,530330026004,"Block Group 4, Census Tract 26, King County, Washington",980,181,837,189,34,30,0,12,75,68,0,12,0,12,34,50,0,12,34,50
1500000US530330027001,530330027001,"Block Group 1, Census Tract 27, King County, Washington",1571,318,1505,318,0,12,0,12,45,41,0,12,10,17,11,18,0,12,11,18
1500000US530330027002,530330027002,"Block Group 2, Census Tract 27, King County, Washington",1300,303,1086,276,53,74,0,12,161,160,0,12,0,12,0,12,0,12,0,12
1500000US530330027003,530330027003,"Block Group 3, Census Tract 27, King County, Washington",902,209,786,225,11,19,0,12,58,79,0,12,0,12,47,74,47,74,0,12
1500000US530330027004,530330027004,"Block Group 4, Census Tract 27, King County, Washington",1405,238,1100,232,0,12,1,2,202,101,0,12,0,12,102,90,0,12,102,90
1500000US530330028001,530330028001,"Block Group 1, Census Tract 28, King County, Washington",1065,279,966,279,38,56,3,6,57,54,0,12,0,12,1,4,0,12,1,4
1500000US530330028002,530330028002,"Block Group 2, Census Tract 28, King County, Washington",999,287,869,295,0,12,66,91,64,59,0,12,0,12,0,12,0,12,0,12
1500000US530330028003,530330028003,"Block Group 3, Census Tract 28, King County, Washington",1056,220,928,220,40,65,0,12,43,47,0,12,0,12,45,55,0,12,45,55
1500000US530330028004,530330028004,"Block Group 4, Census Tract 28, King County, Washington",1488,297,1082,226,84,134,13,21,123,114,0,12,0,12,186,157,0,12,186,157
1500000US530330029001,530330029001,"Block Group 1, Census Tract 29, King County, Washington",1495,246,1272,184,0,12,0,12,51,34,11,21,115,165,46,45,0,12,46,45
1500000US530330029002,530330029002,"Block Group 2, Census Tract 29, King County, Washington",1362,203,1266,191,1,3,0,12,34,31,0,12,0,12,61,65,0,12,61,65
1500000US530330029003,530330029003,"Block Group 3, Census Tract 29, King County, Washington",1184,177,1070,197,0,12,0,12,48,38,0,12,0,12,66,102,0,12,66,102
1500000US530330030001,530330030001,"Block Group 1, Census Tract 30, King County, Washington",1570,254,1355,258,1,2,0,12,81,64,0,12,0,12,133,82,0,12,133,82
1500000US530330030002,530330030002,"Block Group 2, Census Tract 30, King County, Washington",1432,290,1308,267,0,12,0,12,0,12,0,12,106,163,18,27,0,12,18,27
1500000US530330030003,530330030003,"Block Group 3, Census Tract 30, King County, Washington",1394,298,1368,292,0,12,0,12,19,30,0,12,0,12,7,15,0,12,7,15
1500000US530330030004,530330030004,"Block Group 4, Census Tract 30, King County, Washington",1139,290,1015,229,17,27,0,12,40,33,0,12,67,76,0,12,0,12,0,12
1500000US530330031001,530330031001,"Block Group 1, Census Tract 31, King County, Washington",1316,272,1299,273,0,12,0,12,5,10,7,11,5,12,0,12,0,12,0,12
1500000US530330031002,530330031002,"Block Group 2, Census Tract 31, King County, Washington",937,200,937,200,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US530330031003,530330031003,"Block Group 3, Census Tract 31, King County, Washington",970,202,804,191,0,12,0,12,91,110,0,12,0,12,75,87,0,12,75,87
1500000US530330031004,530330031004,"Block Group 4, Census Tract 31, King County, Washington",1728,292,1632,300,0,12,0,12,35,40,0,12,0,12,61,81,0,12,61,81
1500000US530330031005,530330031005,"Block Group 5, Census Tract 31, King County, Washington",1222,264,980,234,28,70,0,12,121,95,0,12,0,12,93,76,0,12,93,76
1500000US530330032001,530330032001,"Block Group 1, Census Tract 32, King County, Washington",808,206,700,210,0,12,0,12,14,23,0,12,0,12,94,100,0,12,94,100
1500000US530330032002,530330032002,"Block Group 2, Census Tract 32, King County, Washington",1328,306,1140,269,0,12,15,23,66,51,18,28,0,12,89,72,0,12,89,72
1500000US530330032003,530330032003,"Block Group 3, Census Tract 32, King County, Washington",1202,234,984,183,29,24,0,12,113,86,0,12,22,35,54,65,17,30,37,60
1500000US530330032004,530330032004,"Block Group 4, Census Tract 32, King County, Washington",1017,198,776,164,0,12,0,12,129,107,0,12,74,98,38,43,0,12,38,43
1500000US530330032005,530330032005,"Block Group 5, Census Tract 32, King County, Washington",656,222,584,211,0,12,0,12,37,42,0,12,35,54,0,12,0,12,0,12
1500000US530330032006,530330032006,"Block Group 6, Census Tract 32, King County, Washington",1732,537,1654,537,0,12,29,46,34,38,0,12,0,12,15,23,0,12,15,23
1500000US530330032007,530330032007,"Block Group 7, Census Tract 32, King County, Washington",999,257,988,255,0,12,0,12,0,12,0,12,0,12,11,18,0,12,11,18
1500000US530330033001,530330033001,"Block Group 1, Census Tract 33, King County, Washington",1287,261,1198,254,18,29,0,12,18,31,0,12,0,12,53,64,0,12,53,64
1500000US530330033002,530330033002,"Block Group 2, Census Tract 33, King County, Washington",872,244,789,225,0,12,26,39,39,47,0,12,0,12,18,27,0,12,18,27
1500000US530330033003,530330033003,"Block Group 3, Census Tract 33, King County, Washington",1961,291,1655,286,40,66,0,12,65,64,0,12,79,103,122,77,18,27,104,73
1500000US530330033004,530330033004,"Block Group 4, Census Tract 33, King County, Washington",879,182,789,177,10,17,0,12,69,66,0,12,0,12,11,18,0,12,11,18
1500000US530330033005,530330033005,"Block Group 5, Census Tract 33, King County, Washington",1070,225,1000,219,0,12,0,12,30,44,0,12,0,12,40,44,0,12,40,44
1500000US530330034001,530330034001,"Block Group 1, Census Tract 34, King County, Washington",1251,216,1077,205,20,28,10,17,69,57,0,12,8,13,67,55,0,12,67,55
1500000US530330034002,530330034002,"Block Group 2, Census Tract 34, King County, Washington",1238,240,1114,258,0,12,0,12,63,62,0,12,21,29,40,38,0,12,40,38
1500000US530330034003,530330034003,"Block Group 3, Census Tract 34, King County, Washington",961,209,859,198,0,12,0,12,14,21,0,12,7,11,81,56,0,12,81,56
1500000US530330035001,530330035001,"Block Group 1, Census Tract 35, King County, Washington",1379,268,1104,177,15,25,17,26,108,73,0,12,0,12,135,120,0,12,135,120
1500000US530330035002,530330035002,"Block Group 2, Census Tract 35, King County, Washington",1373,200,1185,224,0,12,0,12,40,46,0,12,48,59,100,62,0,12,100,62
1500000US530330035003,530330035003,"Block Group 3, Census Tract 35, King County, Washington",1098,223,953,164,15,24,0,12,0,12,0,12,13,16,117,163,0,12,117,163
1500000US530330036001,530330036001,"Block Group 1, Census Tract 36, King County, Washington",1303,337,1043,261,0,12,0,12,117,97,0,12,48,75,95,60,0,12,95,60
1500000US530330036002,530330036002,"Block Group 2, Census Tract 36, King County, Washington",1450,269,1030,271,31,36,0,12,120,78,0,12,62,80,207,189,110,142,97,115
1500000US530330036003,530330036003,"Block Group 3, Census Tract 36, King County, Washington",1162,198,959,188,17,26,0,12,140,101,0,12,29,32,17,27,0,12,17,27
1500000US530330036004,530330036004,"Block Group 4, Census Tract 36, King County, Washington",2040,342,1736,316,18,30,0,12,188,119,0,12,22,34,76,56,0,12,76,56
1500000US530330038001,530330038001,"Block Group 1, Census Tract 38, King County, Washington",1126,173,963,175,26,24,3,6,76,46,0,12,16,20,42,35,0,12,42,35
1500000US530330038002,530330038002,"Block Group 2, Census Tract 38, King County, Washington",1075,148,756,141,29,32,0,12,191,112,0,12,8,12,91,50,15,25,76,45
1500000US530330039001,530330039001,"Block Group 1, Census Tract 39, King County, Washington",2110,259,1904,282,0,12,0,12,183,109,0,12,7,12,16,21,4,9,12,20
1500000US530330039002,530330039002,"Block Group 2, Census Tract 39, King County, Washington",982,183,796,189,0,12,9,14,166,92,0,12,0,12,11,17,0,12,11,17
1500000US530330040001,530330040001,"Block Group 1, Census Tract 40, King County, Washington",1992,260,1249,215,248,176,9,16,299,125,0,12,18,23,169,76,0,12,169,76
1500000US530330040002,530330040002,"Block Group 2, Census Tract 40, King County, Washington",978,189,791,188,0,12,9,15,173,139,0,12,0,12,5,9,0,12,5,9
1500000US530330041001,530330041001,"Block Group 1, Census Tract 41, King County, Washington",1172,269,867,252,0,12,0,12,269,170,0,12,0,12,36,56,0,12,36,56
1500000US530330041002,530330041002,"Block Group 2, Census Tract 41, King County, Washington",1939,386,1466,317,1,3,0,12,362,167,0,12,0,12,110,116,0,12,110,116
1500000US530330041003,530330041003,"Block Group 3, Census Tract 41, King County, Washington",1545,294,1496,300,0,12,11,19,24,44,0,12,0,12,14,22,0,12,14,22
1500000US530330041004,530330041004,"Block Group 4, Census Tract 41, King County, Washington",1435,309,1226,255,0,12,0,12,58,119,0,12,24,37,127,179,0,12,127,179
1500000US530330041005,530330041005,"Block Group 5, Census Tract 41, King County, Washington",1027,264,986,265,0,12,0,12,27,47,0,12,0,12,14,23,0,12,14,23
1500000US530330041006,530330041006,"Block Group 6, Census Tract 41, King County, Washington",975,370,952,363,0,12,0,12,0,12,0,12,0,12,23,35,0,12,23,35
1500000US530330042001,530330042001,"Block Group 1, Census Tract 42, King County, Washington",1591,260,1444,260,0,12,0,12,101,63,0,12,0,12,46,53,0,12,46,53
1500000US530330042002,530330042002,"Block Group 2, Census Tract 42, King County, Washington",1510,249,983,212,127,131,0,12,190,140,61,92,0,12,149,110,0,12,149,110
1500000US530330042003,530330042003,"Block Group 3, Census Tract 42, King County, Washington",1340,250,1124,246,0,12,0,12,122,63,15,26,0,12,79,65,0,12,79,65
1500000US530330042004,530330042004,"Block Group 4, Census Tract 42, King County, Washington",2025,528,1702,390,0,12,14,26,282,417,0,12,0,12,27,30,0,12,27,30
1500000US530330042005,530330042005,"Block Group 5, Census Tract 42, King County, Washington",1546,259,1413,267,2,5,2,5,55,66,0,12,33,54,41,49,0,12,41,49
1500000US530330043011,530330043011,"Block Group 1, Census Tract 43.01, King County, Washington",1208,268,690,219,17,40,0,12,318,127,0,12,49,86,134,88,0,12,134,88
1500000US530330043012,530330043012,"Block Group 2, Census Tract 43.01, King County, Washington",1097,251,989,270,0,12,0,12,66,55,0,12,9,15,33,33,0,12,33,33
1500000US530330043013,530330043013,"Block Group 3, Census Tract 43.01, King County, Washington",1236,247,1005,181,0,12,7,12,69,58,0,12,0,12,155,113,0,12,155,113
1500000US530330043021,530330043021,"Block Group 1, Census Tract 43.02, King County, Washington",1831,431,1415,400,26,28,8,14,218,88,0,12,56,69,108,69,2,4,106,69
1500000US530330043022,530330043022,"Block Group 2, Census Tract 43.02, King County, Washington",1712,379,1198,315,112,75,0,12,310,213,18,31,17,28,57,43,5,11,52,41
1500000US530330044001,530330044001,"Block Group 1, Census Tract 44, King County, Washington",1568,441,1279,408,9,19,0,12,214,148,0,12,0,12,66,71,0,12,66,71
1500000US530330044002,530330044002,"Block Group 2, Census Tract 44, King County, Washington",1710,434,1541,420,46,55,0,12,96,87,0,12,0,12,27,30,0,12,27,30
1500000US530330044003,530330044003,"Block Group 3, Census Tract 44, King County, Washington",1193,504,919,452,97,173,0,12,102,72,14,27,16,23,45,39,0,12,45,39
1500000US530330044004,530330044004,"Block Group 4, Census Tract 44, King County, Washington",1727,535,1272,478,16,25,0,12,397,182,0,12,0,12,42,67,0,12,42,67
1500000US530330045001,530330045001,"Block Group 1, Census Tract 45, King County, Washington",1241,315,986,292,10,17,9,13,133,87,0,12,0,12,103,73,37,45,66,55
1500000US530330045002,530330045002,"Block Group 2, Census Tract 45, King County, Washington",1809,286,1516,208,9,14,0,12,196,186,0,12,0,12,88,68,0,12,88,68
1500000US530330046001,530330046001,"Block Group 1, Census Tract 46, King County, Washington",1043,223,901,219,0,12,0,12,124,86,0,12,0,12,18,26,0,12,18,26
1500000US530330046002,530330046002,"Block Group 2, Census Tract 46, King County, Washington",1346,245,1199,242,0,12,0,12,55,37,0,12,5,8,87,68,0,12,87,68
1500000US530330046003,530330046003,"Block Group 3, Census Tract 46, King County, Washington",944,155,821,140,0,12,0,12,50,51,0,12,0,12,73,58,0,12,73,58
1500000US530330047001,530330047001,"Block Group 1, Census Tract 47, King County, Washington",1154,306,882,273,89,89,0,12,55,48,0,12,0,12,128,113,0,12,128,113
1500000US530330047002,530330047002,"Block Group 2, Census Tract 47, King County, Washington",1394,365,1209,340,8,15,0,12,65,93,0,12,15,25,97,140,86,139,11,19
1500000US530330047003,530330047003,"Block Group 3, Census Tract 47, King County, Washington",2346,408,1991,392,19,30,0,12,224,111,17,25,17,28,78,98,0,12,78,98
1500000US530330047004,530330047004,"Block Group 4, Census Tract 47, King County, Washington",2531,433,2097,374,0,12,0,12,294,294,8,18,0,12,132,145,105,140,27,45
1500000US530330048001,530330048001,"Block Group 1, Census Tract 48, King County, Washington",904,183,879,179,0,12,0,12,15,24,0,12,0,12,10,16,0,12,10,16
1500000US530330048002,530330048002,"Block Group 2, Census Tract 48, King County, Washington",1382,363,1228,359,50,61,11,19,57,50,0,12,0,12,36,45,0,12,36,45
1500000US530330048003,530330048003,"Block Group 3, Census Tract 48, King County, Washington",1274,323,1093,334,115,184,18,28,33,36,0,12,0,12,15,24,0,12,15,24
1500000US530330048004,530330048004,"Block Group 4, Census Tract 48, King County, Washington",1230,290,1125,274,0,12,0,12,86,86,0,12,0,12,19,30,0,12,19,30
1500000US530330049001,530330049001,"Block Group 1, Census Tract 49, King County, Washington",1125,223,1006,217,0,12,0,12,62,49,0,12,0,12,57,53,0,12,57,53
1500000US530330049002,530330049002,"Block Group 2, Census Tract 49, King County, Washington",880,252,703,260,25,23,10,16,107,83,0,12,0,12,35,40,0,12,35,40
