Id,Id2,Geography,Population,Margin of Error; Total
1500000US530330034002,530330034002,"Block Group 2, Census Tract 34, King County, Washington",1203,246
1500000US530330034003,530330034003,"Block Group 3, Census Tract 34, King County, Washington",1136,195
1500000US530330035001,530330035001,"Block Group 1, Census Tract 35, King County, Washington",1170,163
1500000US530330035002,530330035002,"Block Group 2, Census Tract 35, King County, Washington",1512,218
1500000US530330035003,530330035003,"Block Group 3, Census Tract 35, King County, Washington",1311,268
1500000US530330036001,530330036001,"Block Group 1, Census Tract 36, King County, Washington",1426,339
1500000US530330036002,530330036002,"Block Group 2, Census Tract 36, King County, Washington",1375,327
1500000US530330036003,530330036003,"Block Group 3, Census Tract 36, King County, Washington",1499,215
1500000US530330036004,530330036004,"Block Group 4, Census Tract 36, King County, Washington",2059,315
1500000US530330038001,530330038001,"Block Group 1, Census Tract 38, King County, Washington",1098,146
1500000US530330038002,530330038002,"Block Group 2, Census Tract 38, King County, Washington",1040,155
1500000US530330039001,530330039001,"Block Group 1, Census Tract 39, King County, Washington",2025,232
1500000US530330039002,530330039002,"Block Group 2, Census Tract 39, King County, Washington",1016,148
1500000US530330040001,530330040001,"Block Group 1, Census Tract 40, King County, Washington",2094,237
1500000US530330040002,530330040002,"Block Group 2, Census Tract 40, King County, Washington",974,169
1500000US530330041001,530330041001,"Block Group 1, Census Tract 41, King County, Washington",1348,309
1500000US530330041002,530330041002,"Block Group 2, Census Tract 41, King County, Washington",1969,337
1500000US530330041003,530330041003,"Block Group 3, Census Tract 41, King County, Washington",1363,293
1500000US530330041004,530330041004,"Block Group 4, Census Tract 41, King County, Washington",1272,390
1500000US530330041005,530330041005,"Block Group 5, Census Tract 41, King County, Washington",1090,293
1500000US530330041006,530330041006,"Block Group 6, Census Tract 41, King County, Washington",900,394
1500000US530330042001,530330042001,"Block Group 1, Census Tract 42, King County, Washington",1600,321
1500000US530330042002,530330042002,"Block Group 2, Census Tract 42, King County, Washington",1932,392
1500000US530330042003,530330042003,"Block Group 3, Census Tract 42, King County, Washington",1571,242
1500000US530330042004,530330042004,"Block Group 4, Census Tract 42, King County, Washington",1629,323
1500000US530330042005,530330042005,"Block Group 5, Census Tract 42, King County, Washington",1604,378
1500000US530330043011,530330043011,"Block Group 1, Census Tract 43.01, King County, Washington",1389,268
1500000US530330043012,530330043012,"Block Group 2, Census Tract 43.01, King County, Washington",1060,150
1500000US530330043013,530330043013,"Block Group 3, Census Tract 43.01, King County, Washington",1219,181
1500000US530330043021,530330043021,"Block Group 1, Census Tract 43.02, King County, Washington",1892,279
1500000US530330043022,530330043022,"Block Group 2, Census Tract 43.02, King County, Washington",1911,368
1500000US530330044001,530330044001,"Block Group 1, Census Tract 44, King County, Washington",1033,284
1500000US530330044002,530330044002,"Block Group 2, Census Tract 44, King County, Washington",1525,264
1500000US530330044003,530330044003,"Block Group 3, Census Tract 44, King County, Washington",2865,983
1500000US530330044004,530330044004,"Block Group 4, Census Tract 44, King County, Washington",1578,382
1500000US530330045001,530330045001,"Block Group 1, Census Tract 45, King County, Washington",817,191
1500000US530330045002,530330045002,"Block Group 2, Census Tract 45, King County, Washington",2191,316
1500000US530330046001,530330046001,"Block Group 1, Census Tract 46, King County, Washington",1140,178
1500000US530330046002,530330046002,"Block Group 2, Census Tract 46, King County, Washington",1491,191
1500000US530330046003,530330046003,"Block Group 3, Census Tract 46, King County, Washington",971,189
1500000US530330047001,530330047001,"Block Group 1, Census Tract 47, King County, Washington",1266,437
1500000US530330047002,530330047002,"Block Group 2, Census Tract 47, King County, Washington",1932,451
1500000US530330047003,530330047003,"Block Group 3, Census Tract 47, King County, Washington",2935,474
1500000US530330047004,530330047004,"Block Group 4, Census Tract 47, King County, Washington",2544,394
1500000US530330048001,530330048001,"Block Group 1, Census Tract 48, King County, Washington",1381,353
1500000US530330048002,530330048002,"Block Group 2, Census Tract 48, King County, Washington",1405,288
1500000US530330048003,530330048003,"Block Group 3, Census Tract 48, King County, Washington",888,169
1500000US530330048004,530330048004,"Block Group 4, Census Tract 48, King County, Washington",1430,255
1500000US530330049001,530330049001,"Block Group 1, Census Tract 49, King County, Washington",1019,252
1500000US530330049002,530330049002,"Block Group 2, Census Tract 49, King County, Washington",1558,330
1500000US530330049003,530330049003,"Block Group 3, Census Tract 49, King County, Washington",1215,238
1500000US530330049004,530330049004,"Block Group 4, Census Tract 49, King County, Washington",1480,383
1500000US530330049005,530330049005,"Block Group 5, Census Tract 49, King County, Washington",1762,370
1500000US530330050001,530330050001,"Block Group 1, Census Tract 50, King County, Washington",1469,286
1500000US530330050002,530330050002,"Block Group 2, Census Tract 50, King County, Washington",800,135
1500000US530330050003,530330050003,"Block Group 3, Census Tract 50, King County, Washington",1541,275
1500000US530330051001,530330051001,"Block Group 1, Census Tract 51, King County, Washington",1306,177
1500000US530330051002,530330051002,"Block Group 2, Census Tract 51, King County, Washington",1232,179
1500000US530330051003,530330051003,"Block Group 3, Census Tract 51, King County, Washington",1101,165
1500000US530330052001,530330052001,"Block Group 1, Census Tract 52, King County, Washington",987,343
1500000US530330052002,530330052002,"Block Group 2, Census Tract 52, King County, Washington",1727,448
1500000US530330052003,530330052003,"Block Group 3, Census Tract 52, King County, Washington",1073,288
1500000US530330052004,530330052004,"Block Group 4, Census Tract 52, King County, Washington",1941,695
1500000US530330052005,530330052005,"Block Group 5, Census Tract 52, King County, Washington",1207,350
1500000US530330053011,530330053011,"Block Group 1, Census Tract 53.01, King County, Washington",3289,759
1500000US530330053012,530330053012,"Block Group 2, Census Tract 53.01, King County, Washington",1947,303
1500000US530330053013,530330053013,"Block Group 3, Census Tract 53.01, King County, Washington",921,227
1500000US530330053014,530330053014,"Block Group 4, Census Tract 53.01, King County, Washington",1299,270
1500000US530330053021,530330053021,"Block Group 1, Census Tract 53.02, King County, Washington",1943,843
1500000US530330053022,530330053022,"Block Group 2, Census Tract 53.02, King County, Washington",588,148
1500000US530330053023,530330053023,"Block Group 3, Census Tract 53.02, King County, Washington",2465,202
1500000US530330054001,530330054001,"Block Group 1, Census Tract 54, King County, Washington",1130,298
1500000US530330054002,530330054002,"Block Group 2, Census Tract 54, King County, Washington",1210,275
1500000US530330054003,530330054003,"Block Group 3, Census Tract 54, King County, Washington",1330,216
1500000US530330054004,530330054004,"Block Group 4, Census Tract 54, King County, Washington",1736,235
1500000US530330056001,530330056001,"Block Group 1, Census Tract 56, King County, Washington",1314,266
1500000US530330056002,530330056002,"Block Group 2, Census Tract 56, King County, Washington",1527,336
1500000US530330056003,530330056003,"Block Group 3, Census Tract 56, King County, Washington",1114,237
1500000US530330056004,530330056004,"Block Group 4, Census Tract 56, King County, Washington",1347,282
1500000US530330056005,530330056005,"Block Group 5, Census Tract 56, King County, Washington",1321,243
1500000US530330057001,530330057001,"Block Group 1, Census Tract 57, King County, Washington",642,428
1500000US530330057002,530330057002,"Block Group 2, Census Tract 57, King County, Washington",999,188
1500000US530330057003,530330057003,"Block Group 3, Census Tract 57, King County, Washington",961,241
1500000US530330057004,530330057004,"Block Group 4, Census Tract 57, King County, Washington",1238,409
1500000US530330057005,530330057005,"Block Group 5, Census Tract 57, King County, Washington",1075,366
1500000US530330057006,530330057006,"Block Group 6, Census Tract 57, King County, Washington",1769,359
1500000US530330058011,530330058011,"Block Group 1, Census Tract 58.01, King County, Washington",1290,244
1500000US530330058012,530330058012,"Block Group 2, Census Tract 58.01, King County, Washington",1404,249
1500000US530330058013,530330058013,"Block Group 3, Census Tract 58.01, King County, Washington",1177,269
1500000US530330058014,530330058014,"Block Group 4, Census Tract 58.01, King County, Washington",1213,220
1500000US530330058021,530330058021,"Block Group 1, Census Tract 58.02, King County, Washington",1282,288
1500000US530330058022,530330058022,"Block Group 2, Census Tract 58.02, King County, Washington",2310,386
1500000US530330058023,530330058023,"Block Group 3, Census Tract 58.02, King County, Washington",2054,333
1500000US530330059001,530330059001,"Block Group 1, Census Tract 59, King County, Washington",2367,554
1500000US530330059002,530330059002,"Block Group 2, Census Tract 59, King County, Washington",1300,406
1500000US530330059003,530330059003,"Block Group 3, Census Tract 59, King County, Washington",1343,366
1500000US530330059004,530330059004,"Block Group 4, Census Tract 59, King County, Washington",1620,372
1500000US530330059005,530330059005,"Block Group 5, Census Tract 59, King County, Washington",1195,294
1500000US530330060001,530330060001,"Block Group 1, Census Tract 60, King County, Washington",1559,336
1500000US530330060002,530330060002,"Block Group 2, Census Tract 60, King County, Washington",1470,311
1500000US530330060003,530330060003,"Block Group 3, Census Tract 60, King County, Washington",1416,470
1500000US530330060004,530330060004,"Block Group 4, Census Tract 60, King County, Washington",1153,222
1500000US530330061001,530330061001,"Block Group 1, Census Tract 61, King County, Washington",1163,208
1500000US530330061002,530330061002,"Block Group 2, Census Tract 61, King County, Washington",1279,289
1500000US530330061003,530330061003,"Block Group 3, Census Tract 61, King County, Washington",1285,218
1500000US530330061004,530330061004,"Block Group 4, Census Tract 61, King County, Washington",1557,291
1500000US530330062001,530330062001,"Block Group 1, Census Tract 62, King County, Washington",1649,254
1500000US530330062002,530330062002,"Block Group 2, Census Tract 62, King County, Washington",1604,156
1500000US530330062003,530330062003,"Block Group 3, Census Tract 62, King County, Washington",1009,139
1500000US530330063001,530330063001,"Block Group 1, Census Tract 63, King County, Washington",1321,280
1500000US530330063002,530330063002,"Block Group 2, Census Tract 63, King County, Washington",1153,221
1500000US530330063003,530330063003,"Block Group 3, Census Tract 63, King County, Washington",1421,246
1500000US530330063004,530330063004,"Block Group 4, Census Tract 63, King County, Washington",1306,241
1500000US530330064001,530330064001,"Block Group 1, Census Tract 64, King County, Washington",1231,212
1500000US530330064002,530330064002,"Block Group 2, Census Tract 64, King County, Washington",952,144
1500000US530330064003,530330064003,"Block Group 3, Census Tract 64, King County, Washington",1298,232
1500000US530330065001,530330065001,"Block Group 1, Census Tract 65, King County, Washington",1171,277
1500000US530330065002,530330065002,"Block Group 2, Census Tract 65, King County, Washington",2030,357
1500000US530330065003,530330065003,"Block Group 3, Census Tract 65, King County, Washington",1242,257
1500000US530330066001,530330066001,"Block Group 1, Census Tract 66, King County, Washington",1583,253
1500000US530330066002,530330066002,"Block Group 2, Census Tract 66, King County, Washington",1988,261
1500000US530330067001,530330067001,"Block Group 1, Census Tract 67, King County, Washington",2407,484
1500000US530330067002,530330067002,"Block Group 2, Census Tract 67, King County, Washington",2073,329
1500000US530330067003,530330067003,"Block Group 3, Census Tract 67, King County, Washington",1570,422
1500000US530330067004,530330067004,"Block Group 4, Census Tract 67, King County, Washington",2155,373
1500000US530330068001,530330068001,"Block Group 1, Census Tract 68, King County, Washington",1431,157
1500000US530330068002,530330068002,"Block Group 2, Census Tract 68, King County, Washington",1902,168
1500000US530330069001,530330069001,"Block Group 1, Census Tract 69, King County, Washington",921,214
1500000US530330069002,530330069002,"Block Group 2, Census Tract 69, King County, Washington",1322,222
1500000US530330069003,530330069003,"Block Group 3, Census Tract 69, King County, Washington",1033,230
1500000US530330069004,530330069004,"Block Group 4, Census Tract 69, King County, Washington",1322,230
1500000US530330070001,530330070001,"Block Group 1, Census Tract 70, King County, Washington",848,199
1500000US530330070002,530330070002,"Block Group 2, Census Tract 70, King County, Washington",1255,263
1500000US530330070003,530330070003,"Block Group 3, Census Tract 70, King County, Washington",1634,347
1500000US530330070004,530330070004,"Block Group 4, Census Tract 70, King County, Washington",978,212
1500000US530330070005,530330070005,"Block Group 5, Census Tract 70, King County, Washington",1050,269
1500000US530330070006,530330070006,"Block Group 6, Census Tract 70, King County, Washington",1413,312
1500000US530330071001,530330071001,"Block Group 1, Census Tract 71, King County, Washington",1725,296
1500000US530330071002,530330071002,"Block Group 2, Census Tract 71, King County, Washington",2463,334
1500000US530330072001,530330072001,"Block Group 1, Census Tract 72, King County, Washington",4900,798
1500000US530330072002,530330072002,"Block Group 2, Census Tract 72, King County, Washington",1416,301
1500000US530330072003,530330072003,"Block Group 3, Census Tract 72, King County, Washington",1701,328
1500000US530330073001,530330073001,"Block Group 1, Census Tract 73, King County, Washington",2683,451
1500000US530330073002,530330073002,"Block Group 2, Census Tract 73, King County, Washington",1730,248
1500000US530330073003,530330073003,"Block Group 3, Census Tract 73, King County, Washington",1484,263
1500000US530330074011,530330074011,"Block Group 1, Census Tract 74.01, King County, Washington",1206,215
1500000US530330074012,530330074012,"Block Group 2, Census Tract 74.01, King County, Washington",1203,185
1500000US530330074013,530330074013,"Block Group 3, Census Tract 74.01, King County, Washington",1514,370
1500000US530330074014,530330074014,"Block Group 4, Census Tract 74.01, King County, Washington",1186,227
1500000US530330074021,530330074021,"Block Group 1, Census Tract 74.02, King County, Washington",2188,413
1500000US530330074022,530330074022,"Block Group 2, Census Tract 74.02, King County, Washington",1498,285
1500000US530330074023,530330074023,"Block Group 3, Census Tract 74.02, King County, Washington",1793,300
1500000US530330075001,530330075001,"Block Group 1, Census Tract 75, King County, Washington",1629,361
1500000US530330075002,530330075002,"Block Group 2, Census Tract 75, King County, Washington",1392,325
1500000US530330075003,530330075003,"Block Group 3, Census Tract 75, King County, Washington",1624,465
1500000US530330075004,530330075004,"Block Group 4, Census Tract 75, King County, Washington",1963,385
1500000US530330075005,530330075005,"Block Group 5, Census Tract 75, King County, Washington",1411,389
1500000US530330076001,530330076001,"Block Group 1, Census Tract 76, King County, Washington",1333,248
1500000US530330076002,530330076002,"Block Group 2, Census Tract 76, King County, Washington",1555,257
1500000US530330076003,530330076003,"Block Group 3, Census Tract 76, King County, Washington",1067,183
1500000US530330077001,530330077001,"Block Group 1, Census Tract 77, King County, Washington",1414,317
1500000US530330077002,530330077002,"Block Group 2, Census Tract 77, King County, Washington",848,136
1500000US530330077003,530330077003,"Block Group 3, Census Tract 77, King County, Washington",972,300
1500000US530330077004,530330077004,"Block Group 4, Census Tract 77, King County, Washington",1798,337
1500000US530330078001,530330078001,"Block Group 1, Census Tract 78, King County, Washington",1234,237
1500000US530330078002,530330078002,"Block Group 2, Census Tract 78, King County, Washington",1614,270
1500000US530330078003,530330078003,"Block Group 3, Census Tract 78, King County, Washington",1452,316
1500000US530330078004,530330078004,"Block Group 4, Census Tract 78, King County, Washington",1404,376
1500000US530330079001,530330079001,"Block Group 1, Census Tract 79, King County, Washington",1100,571
1500000US530330079002,530330079002,"Block Group 2, Census Tract 79, King County, Washington",1055,311
1500000US530330079003,530330079003,"Block Group 3, Census Tract 79, King County, Washington",967,377
1500000US530330079004,530330079004,"Block Group 4, Census Tract 79, King County, Washington",1295,224
1500000US530330079005,530330079005,"Block Group 5, Census Tract 79, King County, Washington",1505,238
1500000US530330080011,530330080011,"Block Group 1, Census Tract 80.01, King County, Washington",1418,391
1500000US530330080012,530330080012,"Block Group 2, Census Tract 80.01, King County, Washington",1024,328
1500000US530330080013,530330080013,"Block Group 3, Census Tract 80.01, King County, Washington",1451,402
1500000US530330080014,530330080014,"Block Group 4, Census Tract 80.01, King County, Washington",1561,291
1500000US530330080015,530330080015,"Block Group 5, Census Tract 80.01, King County, Washington",1167,458
1500000US530330080021,530330080021,"Block Group 1, Census Tract 80.02, King County, Washington",2042,319
1500000US530330080022,530330080022,"Block Group 2, Census Tract 80.02, King County, Washington",1454,241
1500000US530330081001,530330081001,"Block Group 1, Census Tract 81, King County, Washington",2013,332
1500000US530330081002,530330081002,"Block Group 2, Census Tract 81, King County, Washington",1367,236
1500000US530330081003,530330081003,"Block Group 3, Census Tract 81, King County, Washington",1219,212
1500000US530330082001,530330082001,"Block Group 1, Census Tract 82, King County, Washington",1437,250
1500000US530330082002,530330082002,"Block Group 2, Census Tract 82, King County, Washington",1589,382
1500000US530330082003,530330082003,"Block Group 3, Census Tract 82, King County, Washington",1117,189
1500000US530330083001,530330083001,"Block Group 1, Census Tract 83, King County, Washington",1269,126
1500000US530330083002,530330083002,"Block Group 2, Census Tract 83, King County, Washington",1725,206
1500000US530330084001,530330084001,"Block Group 1, Census Tract 84, King County, Washington",1390,235
1500000US530330084002,530330084002,"Block Group 2, Census Tract 84, King County, Washington",1469,189
1500000US530330084003,530330084003,"Block Group 3, Census Tract 84, King County, Washington",1515,288
1500000US530330085001,530330085001,"Block Group 1, Census Tract 85, King County, Washington",1483,194
1500000US530330085002,530330085002,"Block Group 2, Census Tract 85, King County, Washington",878,190
1500000US530330085003,530330085003,"Block Group 3, Census Tract 85, King County, Washington",2016,234
1500000US530330086001,530330086001,"Block Group 1, Census Tract 86, King County, Washington",1828,545
1500000US530330086002,530330086002,"Block Group 2, Census Tract 86, King County, Washington",2340,250
1500000US530330086003,530330086003,"Block Group 3, Census Tract 86, King County, Washington",983,182
1500000US530330087001,530330087001,"Block Group 1, Census Tract 87, King County, Washington",1726,325
1500000US530330087002,530330087002,"Block Group 2, Census Tract 87, King County, Washington",1207,415
1500000US530330087003,530330087003,"Block Group 3, Census Tract 87, King County, Washington",1495,250
1500000US530330088001,530330088001,"Block Group 1, Census Tract 88, King County, Washington",1564,305
1500000US530330088002,530330088002,"Block Group 2, Census Tract 88, King County, Washington",1334,239
1500000US530330088003,530330088003,"Block Group 3, Census Tract 88, King County, Washington",1218,351
1500000US530330089001,530330089001,"Block Group 1, Census Tract 89, King County, Washington",1063,300
1500000US530330089002,530330089002,"Block Group 2, Census Tract 89, King County, Washington",1771,466
1500000US530330089003,530330089003,"Block Group 3, Census Tract 89, King County, Washington",1328,403
1500000US530330089004,530330089004,"Block Group 4, Census Tract 89, King County, Washington",1201,371
