Id,Id2,Geography,Race Total,Margin of Error; Total:,White alone,Margin of Error; Total: - White alone,Black or African American alone,Margin of Error; Total: - Black or African American alone,American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Asian alone,Margin of Error; Total: - Asian alone,Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Some other race alone,Margin of Error; Total: - Some other race alone,Two or more races,Margin of Error; Total: - Two or more races:,Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US530330004021,530330004021,"Block Group 1, Census Tract 4.02, King County, Washington",1238,319,1000,304,0,12,5,8,60,48,18,24,0,12,155,129,0,12,155,129
1500000US530330004022,530330004022,"Block Group 2, Census Tract 4.02, King County, Washington",780,210,697,215,8,15,0,12,42,57,0,12,0,12,33,56,0,12,33,56
1500000US530330004023,530330004023,"Block Group 3, Census Tract 4.02, King County, Washington",1192,301,896,221,203,228,19,32,16,29,24,37,0,12,34,41,0,12,34,41
1500000US530330004024,530330004024,"Block Group 4, Census Tract 4.02, King County, Washington",1955,480,1575,367,73,75,0,12,206,148,0,12,57,62,44,37,0,12,44,37
1500000US530330005001,530330005001,"Block Group 1, Census Tract 5, King County, Washington",1275,206,1130,175,21,23,0,12,71,55,0,12,0,12,53,68,0,12,53,68
1500000US530330005002,530330005002,"Block Group 2, Census Tract 5, King County, Washington",834,141,700,145,20,30,0,12,58,47,0,12,0,12,56,46,0,12,56,46
1500000US530330005003,530330005003,"Block Group 3, Census Tract 5, King County, Washington",1045,164,888,170,0,12,0,12,84,65,0,12,0,12,73,54,0,12,73,54
1500000US530330006001,530330006001,"Block Group 1, Census Tract 6, King County, Washington",1070,244,836,288,0,12,43,46,167,133,0,12,0,12,24,39,0,12,24,39
1500000US530330006002,530330006002,"Block Group 2, Census Tract 6, King County, Washington",1137,355,824,302,22,37,15,26,170,219,0,12,0,12,106,95,27,41,79,86
1500000US530330006003,530330006003,"Block Group 3, Census Tract 6, King County, Washington",1636,531,799,300,171,221,9,14,155,147,0,12,339,301,163,150,16,30,147,147
1500000US530330006004,530330006004,"Block Group 4, Census Tract 6, King County, Washington",1803,332,1296,268,181,162,0,12,204,112,0,12,0,12,122,89,0,12,122,89
1500000US530330006005,530330006005,"Block Group 5, Census Tract 6, King County, Washington",928,342,421,174,188,229,0,12,108,86,0,12,211,120,0,12,0,12,0,12
1500000US530330006006,530330006006,"Block Group 6, Census Tract 6, King County, Washington",1465,384,1143,391,167,177,0,12,26,30,0,12,45,72,84,100,0,12,84,100
1500000US530330007001,530330007001,"Block Group 1, Census Tract 7, King County, Washington",2108,386,1116,253,320,256,0,12,562,315,74,110,36,42,0,12,0,12,0,12
1500000US530330007002,530330007002,"Block Group 2, Census Tract 7, King County, Washington",1035,292,608,203,182,187,2,4,136,95,0,12,50,58,57,46,0,12,57,46
1500000US530330007003,530330007003,"Block Group 3, Census Tract 7, King County, Washington",982,252,829,229,25,39,13,20,74,126,0,12,41,68,0,12,0,12,0,12
1500000US530330007004,530330007004,"Block Group 4, Census Tract 7, King County, Washington",526,159,382,116,38,43,0,12,17,26,2,13,24,29,63,61,39,60,24,45
1500000US530330008001,530330008001,"Block Group 1, Census Tract 8, King County, Washington",1139,204,954,170,12,16,18,19,137,112,0,12,0,12,18,25,0,12,18,25
1500000US530330008002,530330008002,"Block Group 2, Census Tract 8, King County, Washington",1335,191,1168,188,22,24,0,12,38,29,0,12,0,12,107,102,0,12,107,102
1500000US530330009001,530330009001,"Block Group 1, Census Tract 9, King County, Washington",1010,124,754,104,10,14,30,35,163,58,23,26,5,7,25,19,0,12,25,19
1500000US530330009002,530330009002,"Block Group 2, Census Tract 9, King County, Washington",813,72,719,72,11,17,7,9,32,24,0,12,15,16,29,26,0,12,29,26
1500000US530330010001,530330010001,"Block Group 1, Census Tract 10, King County, Washington",947,221,519,113,321,226,0,12,86,75,0,12,0,12,21,16,7,10,14,13
1500000US530330010002,530330010002,"Block Group 2, Census Tract 10, King County, Washington",1021,135,753,135,56,42,0,12,96,40,0,12,0,12,116,54,0,12,116,54
1500000US530330011001,530330011001,"Block Group 1, Census Tract 11, King County, Washington",1349,261,880,239,78,105,0,12,255,171,0,12,0,12,136,104,0,12,136,104
1500000US530330011002,530330011002,"Block Group 2, Census Tract 11, King County, Washington",1380,269,1070,254,44,49,0,12,118,86,0,12,50,51,98,59,7,12,91,52
1500000US530330012001,530330012001,"Block Group 1, Census Tract 12, King County, Washington",1209,324,824,183,18,29,0,12,208,190,0,12,46,75,113,96,0,12,113,96
1500000US530330012002,530330012002,"Block Group 2, Census Tract 12, King County, Washington",779,233,455,163,52,81,30,53,124,127,0,12,74,99,44,54,33,51,11,18
1500000US530330012003,530330012003,"Block Group 3, Census Tract 12, King County, Washington",1875,302,1139,309,368,296,0,12,331,208,0,12,0,12,37,48,0,12,37,48
1500000US530330012004,530330012004,"Block Group 4, Census Tract 12, King County, Washington",1833,445,1048,423,0,12,0,12,504,272,0,12,212,144,69,78,0,12,69,78
1500000US530330012005,530330012005,"Block Group 5, Census Tract 12, King County, Washington",1254,280,869,283,87,102,0,12,119,90,0,12,49,71,130,89,0,12,130,89
1500000US530330013001,530330013001,"Block Group 1, Census Tract 13, King County, Washington",1622,265,1029,221,61,78,0,12,405,168,0,12,17,27,110,86,0,12,110,86
1500000US530330013002,530330013002,"Block Group 2, Census Tract 13, King County, Washington",1234,312,896,280,28,33,0,12,263,144,0,12,0,12,47,44,0,12,47,44
1500000US530330013003,530330013003,"Block Group 3, Census Tract 13, King County, Washington",1507,288,950,222,146,98,0,12,299,205,0,12,15,22,97,69,0,12,97,69
1500000US530330014001,530330014001,"Block Group 1, Census Tract 14, King County, Washington",1525,404,1101,375,0,12,0,12,108,83,0,12,0,12,316,379,0,12,316,379
1500000US530330014002,530330014002,"Block Group 2, Census Tract 14, King County, Washington",1221,393,1004,388,0,12,16,31,84,54,0,12,6,14,111,116,0,12,111,116
1500000US530330014003,530330014003,"Block Group 3, Census Tract 14, King County, Washington",1411,315,1037,225,0,12,20,31,189,212,0,12,81,108,84,98,0,12,84,98
1500000US530330014004,530330014004,"Block Group 4, Census Tract 14, King County, Washington",1546,192,1377,196,0,12,17,27,118,110,0,12,12,19,22,36,0,12,22,36
1500000US530330015001,530330015001,"Block Group 1, Census Tract 15, King County, Washington",1236,239,1197,243,0,12,0,12,12,21,0,12,0,12,27,35,0,12,27,35
1500000US530330015002,530330015002,"Block Group 2, Census Tract 15, King County, Washington",1270,204,1157,193,0,12,6,9,78,52,0,12,0,12,29,27,0,12,29,27
1500000US530330016001,530330016001,"Block Group 1, Census Tract 16, King County, Washington",1614,219,1445,226,0,12,0,12,27,25,0,12,8,14,134,82,0,12,134,82
1500000US530330016002,530330016002,"Block Group 2, Census Tract 16, King County, Washington",1333,175,1188,164,7,11,6,10,115,102,0,12,2,6,15,22,0,12,15,22
1500000US530330016003,530330016003,"Block Group 3, Census Tract 16, King County, Washington",1453,259,1091,200,22,23,5,8,87,78,0,12,88,131,160,153,0,12,160,153
1500000US530330017011,530330017011,"Block Group 1, Census Tract 17.01, King County, Washington",1739,286,1148,202,79,68,1,2,218,128,1,2,98,106,194,103,47,54,147,93
1500000US530330017012,530330017012,"Block Group 2, Census Tract 17.01, King County, Washington",989,202,800,160,42,75,24,27,70,50,0,12,0,12,53,64,10,15,43,63
1500000US530330017013,530330017013,"Block Group 3, Census Tract 17.01, King County, Washington",1260,253,945,223,68,51,0,12,118,69,0,12,39,49,90,59,21,26,69,53
1500000US530330017021,530330017021,"Block Group 1, Census Tract 17.02, King County, Washington",1688,288,1407,259,12,20,7,11,90,80,0,12,55,68,117,82,0,12,117,82
1500000US530330017022,530330017022,"Block Group 2, Census Tract 17.02, King County, Washington",920,165,669,173,14,22,32,50,104,92,0,12,0,12,101,53,0,12,101,53
1500000US530330017023,530330017023,"Block Group 3, Census Tract 17.02, King County, Washington",1234,341,1002,323,29,41,0,12,99,67,0,12,28,35,76,71,8,12,68,71
1500000US530330017024,530330017024,"Block Group 4, Census Tract 17.02, King County, Washington",651,189,475,147,26,38,0,12,112,101,0,12,0,12,38,63,0,12,38,63
1500000US530330018001,530330018001,"Block Group 1, Census Tract 18, King County, Washington",1841,572,1302,265,5,11,71,85,143,104,14,22,160,192,146,105,71,85,75,55
1500000US530330018002,530330018002,"Block Group 2, Census Tract 18, King County, Washington",1517,383,1132,340,0,12,0,12,164,121,17,27,21,24,183,126,0,12,183,126
1500000US530330018003,530330018003,"Block Group 3, Census Tract 18, King County, Washington",1922,509,1437,478,32,52,0,12,316,169,0,12,12,22,125,143,0,12,125,143
1500000US530330019001,530330019001,"Block Group 1, Census Tract 19, King County, Washington",2319,294,1522,299,158,131,0,12,480,165,0,12,23,28,136,85,15,16,121,81
1500000US530330019002,530330019002,"Block Group 2, Census Tract 19, King County, Washington",1366,235,1098,210,56,44,0,12,142,96,12,27,12,19,46,42,0,12,46,42
1500000US530330019003,530330019003,"Block Group 3, Census Tract 19, King County, Washington",1104,188,884,162,0,12,5,10,183,137,0,12,0,12,32,31,0,12,32,31
1500000US530330020001,530330020001,"Block Group 1, Census Tract 20, King County, Washington",1756,199,1489,217,0,12,0,12,147,65,0,12,43,40,77,65,0,12,77,65
1500000US530330020002,530330020002,"Block Group 2, Census Tract 20, King County, Washington",1034,193,899,172,0,12,0,12,83,54,0,12,0,12,52,46,0,12,52,46
1500000US530330020003,530330020003,"Block Group 3, Census Tract 20, King County, Washington",857,173,732,159,5,9,0,12,68,63,0,12,22,25,30,30,0,12,30,30
1500000US530330021001,530330021001,"Block Group 1, Census Tract 21, King County, Washington",1622,196,1326,198,13,20,0,12,209,85,0,12,46,58,28,31,0,12,28,31
1500000US530330021002,530330021002,"Block Group 2, Census Tract 21, King County, Washington",955,180,781,175,8,12,5,11,97,62,0,12,19,24,45,42,0,12,45,42
1500000US530330021003,530330021003,"Block Group 3, Census Tract 21, King County, Washington",1526,240,1072,200,0,12,0,12,345,171,0,12,47,47,62,55,0,12,62,55
1500000US530330022001,530330022001,"Block Group 1, Census Tract 22, King County, Washington",1585,262,1190,288,5,12,2,5,192,77,0,12,0,12,196,102,0,12,196,102
1500000US530330022002,530330022002,"Block Group 2, Census Tract 22, King County, Washington",1429,245,1200,239,0,12,19,29,114,71,17,29,33,55,46,49,0,12,46,49
1500000US530330022003,530330022003,"Block Group 3, Census Tract 22, King County, Washington",1342,242,1011,204,0,12,0,12,211,111,0,12,0,12,120,104,14,23,106,101
1500000US530330022004,530330022004,"Block Group 4, Census Tract 22, King County, Washington",1263,232,1091,236,0,12,0,12,125,80,0,12,0,12,47,59,0,12,47,59
1500000US530330024001,530330024001,"Block Group 1, Census Tract 24, King County, Washington",913,167,758,175,7,11,0,12,39,37,0,12,59,87,50,46,0,12,50,46
1500000US530330024002,530330024002,"Block Group 2, Census Tract 24, King County, Washington",699,157,387,112,9,13,0,12,247,152,0,12,0,12,56,40,0,12,56,40
1500000US530330024003,530330024003,"Block Group 3, Census Tract 24, King County, Washington",1393,180,1116,177,13,18,0,12,57,44,20,29,19,20,168,107,37,52,131,102
1500000US530330025001,530330025001,"Block Group 1, Census Tract 25, King County, Washington",1598,182,1435,164,21,25,9,14,58,49,0,12,0,12,75,65,0,12,75,65
1500000US530330025002,530330025002,"Block Group 2, Census Tract 25, King County, Washington",1403,180,1210,175,7,10,0,12,67,62,0,12,25,38,94,76,0,12,94,76
1500000US530330026001,530330026001,"Block Group 1, Census Tract 26, King County, Washington",1199,234,980,214,17,20,0,12,111,50,0,12,27,27,64,46,0,12,64,46
1500000US530330026002,530330026002,"Block Group 2, Census Tract 26, King County, Washington",1393,227,1162,208,24,39,26,42,121,77,0,12,0,12,60,47,0,12,60,47
1500000US530330026003,530330026003,"Block Group 3, Census Tract 26, King County, Washington",1474,257,1204,226,61,54,0,12,101,74,0,12,0,12,108,95,0,12,108,95
1500000US530330026004,530330026004,"Block Group 4, Census Tract 26, King County, Washington",945,198,827,190,15,23,0,12,59,52,0,12,0,12,44,51,10,15,34,50
1500000US530330027001,530330027001,"Block Group 1, Census Tract 27, King County, Washington",1927,355,1642,346,20,33,0,12,77,61,0,12,0,12,188,251,0,12,188,251
1500000US530330027002,530330027002,"Block Group 2, Census Tract 27, King County, Washington",1702,446,1290,383,0,12,0,12,210,130,0,12,105,141,97,93,0,12,97,93
1500000US530330027003,530330027003,"Block Group 3, Census Tract 27, King County, Washington",1073,361,655,214,13,21,0,12,289,366,0,12,13,20,103,86,51,76,52,48
1500000US530330027004,530330027004,"Block Group 4, Census Tract 27, King County, Washington",1439,282,1271,285,14,23,1,2,126,110,0,12,0,12,27,29,0,12,27,29
1500000US530330028001,530330028001,"Block Group 1, Census Tract 28, King County, Washington",919,242,909,242,4,6,0,12,2,4,0,12,0,12,4,5,0,12,4,5
1500000US530330028002,530330028002,"Block Group 2, Census Tract 28, King County, Washington",1219,253,1182,257,0,12,0,12,37,39,0,12,0,12,0,12,0,12,0,12
1500000US530330028003,530330028003,"Block Group 3, Census Tract 28, King County, Washington",1277,248,1001,223,64,100,0,12,133,101,0,12,0,12,79,65,0,12,79,65
1500000US530330028004,530330028004,"Block Group 4, Census Tract 28, King County, Washington",1492,250,1378,266,0,12,0,12,17,21,0,12,18,28,79,83,0,12,79,83
1500000US530330029001,530330029001,"Block Group 1, Census Tract 29, King County, Washington",1531,230,1377,230,0,12,1,5,111,84,6,10,11,16,25,35,0,12,25,35
1500000US530330029002,530330029002,"Block Group 2, Census Tract 29, King County, Washington",1531,188,1402,190,0,12,0,12,43,31,7,12,42,47,37,42,0,12,37,42
1500000US530330029003,530330029003,"Block Group 3, Census Tract 29, King County, Washington",1260,190,1179,195,0,12,0,12,19,20,0,12,0,12,62,84,0,12,62,84
1500000US530330030001,530330030001,"Block Group 1, Census Tract 30, King County, Washington",1303,218,1076,193,18,25,0,12,100,70,0,12,0,12,109,92,0,12,109,92
1500000US530330030002,530330030002,"Block Group 2, Census Tract 30, King County, Washington",1457,391,1211,320,0,12,0,12,82,83,0,12,106,160,58,76,0,12,58,76
1500000US530330030003,530330030003,"Block Group 3, Census Tract 30, King County, Washington",1556,317,1355,303,0,12,0,12,46,54,18,34,0,12,137,133,0,12,137,133
1500000US530330030004,530330030004,"Block Group 4, Census Tract 30, King County, Washington",1478,337,1425,323,0,12,0,12,16,27,0,12,0,12,37,56,0,12,37,56
1500000US530330031001,530330031001,"Block Group 1, Census Tract 31, King County, Washington",966,223,926,223,0,12,0,12,27,31,0,12,0,12,13,20,0,12,13,20
1500000US530330031002,530330031002,"Block Group 2, Census Tract 31, King County, Washington",949,236,900,226,0,12,13,22,36,42,0,12,0,12,0,12,0,12,0,12
1500000US530330031003,530330031003,"Block Group 3, Census Tract 31, King County, Washington",1368,374,1351,372,0,12,0,12,0,12,0,12,0,12,17,26,0,12,17,26
1500000US530330031004,530330031004,"Block Group 4, Census Tract 31, King County, Washington",1726,332,1569,312,0,12,0,12,35,40,0,12,0,12,122,106,0,12,122,106
1500000US530330031005,530330031005,"Block Group 5, Census Tract 31, King County, Washington",1206,189,1024,152,37,86,0,12,125,118,0,12,0,12,20,32,0,12,20,32
1500000US530330032001,530330032001,"Block Group 1, Census Tract 32, King County, Washington",982,275,869,276,33,51,0,12,0,12,0,12,0,12,80,87,0,12,80,87
1500000US530330032002,530330032002,"Block Group 2, Census Tract 32, King County, Washington",1397,302,1226,275,0,12,8,18,37,50,19,31,52,86,55,49,0,12,55,49
1500000US530330032003,530330032003,"Block Group 3, Census Tract 32, King County, Washington",1089,237,936,188,20,32,28,45,86,93,0,12,0,12,19,33,0,12,19,33
1500000US530330032004,530330032004,"Block Group 4, Census Tract 32, King County, Washington",1169,384,994,352,0,12,0,12,72,75,0,12,56,91,47,57,0,12,47,57
1500000US530330032005,530330032005,"Block Group 5, Census Tract 32, King County, Washington",553,160,509,151,0,12,0,12,17,27,0,12,27,42,0,12,0,12,0,12
1500000US530330032006,530330032006,"Block Group 6, Census Tract 32, King County, Washington",1906,589,1803,576,0,12,0,12,0,12,0,12,0,12,103,100,0,12,103,100
1500000US530330032007,530330032007,"Block Group 7, Census Tract 32, King County, Washington",1327,413,1122,361,0,12,0,12,121,142,0,12,58,94,26,32,0,12,26,32
1500000US530330033001,530330033001,"Block Group 1, Census Tract 33, King County, Washington",1719,252,1603,248,19,32,0,12,35,40,0,12,33,38,29,45,0,12,29,45
1500000US530330033002,530330033002,"Block Group 2, Census Tract 33, King County, Washington",880,237,843,230,0,12,0,12,16,27,0,12,0,12,21,33,0,12,21,33
1500000US530330033003,530330033003,"Block Group 3, Census Tract 33, King County, Washington",1879,332,1512,293,51,60,0,12,80,109,0,12,117,156,119,115,19,30,100,112
1500000US530330033004,530330033004,"Block Group 4, Census Tract 33, King County, Washington",1034,219,915,225,16,25,0,12,103,79,0,12,0,12,0,12,0,12,0,12
1500000US530330033005,530330033005,"Block Group 5, Census Tract 33, King County, Washington",1045,232,792,200,0,12,0,12,120,89,0,12,0,12,133,81,0,12,133,81
1500000US530330034001,530330034001,"Block Group 1, Census Tract 34, King County, Washington",1359,197,1141,184,22,32,19,28,77,57,0,12,9,13,91,61,8,13,83,61
1500000US530330034002,530330034002,"Block Group 2, Census Tract 34, King County, Washington",1203,246,1115,262,0,12,0,12,51,55,0,12,0,12,37,33,0,12,37,33
1500000US530330034003,530330034003,"Block Group 3, Census Tract 34, King County, Washington",1136,195,1007,192,24,37,0,12,64,43,0,12,0,12,41,38,0,12,41,38
1500000US530330035001,530330035001,"Block Group 1, Census Tract 35, King County, Washington",1170,163,942,111,22,27,0,12,175,150,0,12,0,12,31,37,0,12,31,37
1500000US530330035002,530330035002,"Block Group 2, Census Tract 35, King County, Washington",1512,218,1272,207,10,15,0,12,73,62,0,12,0,12,157,98,0,12,157,98
1500000US530330035003,530330035003,"Block Group 3, Census Tract 35, King County, Washington",1311,268,1080,202,8,11,1,3,55,37,0,12,10,14,157,218,0,12,157,218
1500000US530330036001,530330036001,"Block Group 1, Census Tract 36, King County, Washington",1426,339,1130,260,30,51,0,12,92,79,0,12,61,75,113,65,0,12,113,65
1500000US530330036002,530330036002,"Block Group 2, Census Tract 36, King County, Washington",1375,327,871,262,44,40,0,12,284,272,0,12,54,63,122,100,14,22,108,98
1500000US530330036003,530330036003,"Block Group 3, Census Tract 36, King County, Washington",1499,215,1290,192,0,12,0,12,169,118,0,12,0,12,40,47,0,12,40,47
1500000US530330036004,530330036004,"Block Group 4, Census Tract 36, King County, Washington",2059,315,1710,287,36,40,0,12,249,125,0,12,0,12,64,53,15,25,49,46
1500000US530330038001,530330038001,"Block Group 1, Census Tract 38, King County, Washington",1098,146,971,149,19,14,3,6,55,42,0,12,12,14,38,30,0,12,38,30
1500000US530330038002,530330038002,"Block Group 2, Census Tract 38, King County, Washington",1040,155,729,153,28,29,0,12,215,111,0,12,0,12,68,31,0,12,68,31
1500000US530330039001,530330039001,"Block Group 1, Census Tract 39, King County, Washington",2025,232,1844,237,0,12,11,17,107,65,0,12,17,19,46,41,12,17,34,38
1500000US530330039002,530330039002,"Block Group 2, Census Tract 39, King County, Washington",1016,148,677,116,22,36,55,64,195,93,0,12,11,18,56,56,0,12,56,56
1500000US530330040001,530330040001,"Block Group 1, Census Tract 40, King County, Washington",2094,237,1303,193,301,182,0,12,286,123,0,12,43,39,161,82,0,12,161,82
1500000US530330040002,530330040002,"Block Group 2, Census Tract 40, King County, Washington",974,169,885,168,0,12,0,12,74,81,0,12,0,12,15,17,0,12,15,17
1500000US530330041001,530330041001,"Block Group 1, Census Tract 41, King County, Washington",1348,309,996,273,0,12,0,12,342,229,0,12,0,12,10,18,0,12,10,18
1500000US530330041002,530330041002,"Block Group 2, Census Tract 41, King County, Washington",1969,337,1659,323,2,4,0,12,198,188,13,19,2,4,95,89,0,12,95,89
1500000US530330041003,530330041003,"Block Group 3, Census Tract 41, King County, Washington",1363,293,1278,281,0,12,0,12,63,87,0,12,0,12,22,36,0,12,22,36
1500000US530330041004,530330041004,"Block Group 4, Census Tract 41, King County, Washington",1272,390,852,180,0,12,0,12,286,280,0,12,0,12,134,187,0,12,134,187
1500000US530330041005,530330041005,"Block Group 5, Census Tract 41, King County, Washington",1090,293,1009,288,0,12,0,12,40,40,0,12,0,12,41,52,0,12,41,52
1500000US530330041006,530330041006,"Block Group 6, Census Tract 41, King County, Washington",900,394,900,394,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US530330042001,530330042001,"Block Group 1, Census Tract 42, King County, Washington",1600,321,1342,308,18,28,0,12,223,148,0,12,0,12,17,26,0,12,17,26
1500000US530330042002,530330042002,"Block Group 2, Census Tract 42, King County, Washington",1932,392,1448,356,55,74,0,12,162,72,80,114,0,12,187,153,0,12,187,153
1500000US530330042003,530330042003,"Block Group 3, Census Tract 42, King County, Washington",1571,242,1264,232,0,12,0,12,214,115,18,29,0,12,75,61,12,20,63,57
1500000US530330042004,530330042004,"Block Group 4, Census Tract 42, King County, Washington",1629,323,1600,323,0,12,0,12,29,33,0,12,0,12,0,12,0,12,0,12
1500000US530330042005,530330042005,"Block Group 5, Census Tract 42, King County, Washington",1604,378,1414,304,1,6,2,4,35,38,0,12,16,22,136,125,44,60,92,74
1500000US530330043011,530330043011,"Block Group 1, Census Tract 43.01, King County, Washington",1389,268,775,249,26,36,0,12,391,197,0,12,119,122,78,61,0,12,78,61
1500000US530330043012,530330043012,"Block Group 2, Census Tract 43.01, King County, Washington",1060,150,929,172,18,20,0,12,66,65,0,12,0,12,47,47,0,12,47,47
1500000US530330043013,530330043013,"Block Group 3, Census Tract 43.01, King County, Washington",1219,181,1075,166,0,12,6,10,43,44,0,12,25,29,70,41,0,12,70,41
1500000US530330043021,530330043021,"Block Group 1, Census Tract 43.02, King County, Washington",1892,279,1342,267,11,18,12,15,293,104,0,12,61,69,173,63,14,16,159,62
1500000US530330043022,530330043022,"Block Group 2, Census Tract 43.02, King County, Washington",1911,368,880,183,55,45,0,12,892,305,0,12,13,21,71,52,5,9,66,52
1500000US530330044001,530330044001,"Block Group 1, Census Tract 44, King County, Washington",1033,284,846,256,43,57,0,12,110,83,0,12,0,12,34,46,0,12,34,46
1500000US530330044002,530330044002,"Block Group 2, Census Tract 44, King County, Washington",1525,264,1220,264,97,93,0,12,164,137,0,12,0,12,44,41,0,12,44,41
1500000US530330044003,530330044003,"Block Group 3, Census Tract 44, King County, Washington",2865,983,2217,929,131,243,0,12,298,159,0,12,144,203,75,79,0,12,75,79
1500000US530330044004,530330044004,"Block Group 4, Census Tract 44, King County, Washington",1578,382,877,251,19,30,0,12,509,271,0,12,40,48,133,109,37,44,96,100
1500000US530330045001,530330045001,"Block Group 1, Census Tract 45, King County, Washington",817,191,584,150,0,12,15,17,102,74,0,12,0,12,116,66,64,60,52,32
1500000US530330045002,530330045002,"Block Group 2, Census Tract 45, King County, Washington",2191,316,1832,251,36,45,0,12,244,149,0,12,0,12,79,48,0,12,79,48
1500000US530330046001,530330046001,"Block Group 1, Census Tract 46, King County, Washington",1140,178,1060,182,0,12,0,12,52,46,0,12,0,12,28,43,0,12,28,43
1500000US530330046002,530330046002,"Block Group 2, Census Tract 46, King County, Washington",1491,191,1286,180,45,47,5,10,85,52,0,12,14,22,56,44,0,12,56,44
1500000US530330046003,530330046003,"Block Group 3, Census Tract 46, King County, Washington",971,189,914,185,0,12,0,12,15,16,0,12,0,12,42,36,12,20,30,38
1500000US530330047001,530330047001,"Block Group 1, Census Tract 47, King County, Washington",1266,437,908,320,184,207,0,12,91,89,0,12,0,12,83,123,0,12,83,123
1500000US530330047002,530330047002,"Block Group 2, Census Tract 47, King County, Washington",1932,451,1628,412,47,65,0,12,82,69,0,12,0,12,175,185,82,129,93,129
1500000US530330047003,530330047003,"Block Group 3, Census Tract 47, King County, Washington",2935,474,2633,466,27,43,0,12,158,102,0,12,33,49,84,76,0,12,84,76
1500000US530330047004,530330047004,"Block Group 4, Census Tract 47, King County, Washington",2544,394,2081,378,0,12,0,12,241,294,0,12,0,12,222,168,96,123,126,107
1500000US530330048001,530330048001,"Block Group 1, Census Tract 48, King County, Washington",1381,353,1191,329,0,12,0,12,32,35,0,12,47,72,111,132,0,12,111,132
1500000US530330048002,530330048002,"Block Group 2, Census Tract 48, King County, Washington",1405,288,1223,270,26,45,0,12,44,34,0,12,18,29,94,87,0,12,94,87
