Id,Id2,Geography,Edu Total,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1500000US530330058012,530330058012,"Block Group 2, Census Tract 58.01, King County, Washington",1038,184,6,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,0,12,93,72,0,12,46,41,128,68,135,79,442,145,131,62,0,12,45,42
1500000US530330058013,530330058013,"Block Group 3, Census Tract 58.01, King County, Washington",956,260,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,41,128,63,15,26,48,50,214,126,0,12,395,151,108,67,11,19,12,19
1500000US530330058014,530330058014,"Block Group 4, Census Tract 58.01, King County, Washington",1052,222,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,73,56,33,31,48,55,247,144,163,118,346,132,89,59,20,34,32,35
1500000US530330058021,530330058021,"Block Group 1, Census Tract 58.02, King County, Washington",1441,280,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,129,101,54,56,172,110,162,86,74,74,604,188,157,110,60,63,28,43
1500000US530330058022,530330058022,"Block Group 2, Census Tract 58.02, King County, Washington",1597,373,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,24,0,12,0,12,26,30,0,12,89,64,67,82,65,51,52,42,35,40,906,294,256,114,30,37,57,67
1500000US530330058023,530330058023,"Block Group 3, Census Tract 58.02, King County, Washington",1066,242,4,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,4,16,25,0,12,20,31,22,37,58,65,0,12,48,49,177,113,90,58,373,170,188,100,35,34,33,39
1500000US530330059001,530330059001,"Block Group 1, Census Tract 59, King County, Washington",1200,298,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,0,12,18,27,24,28,133,99,144,103,72,52,579,267,171,108,35,37,15,24
1500000US530330059002,530330059002,"Block Group 2, Census Tract 59, King County, Washington",1006,196,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,60,54,0,12,28,31,32,42,41,39,535,147,183,92,94,72,33,38
1500000US530330059003,530330059003,"Block Group 3, Census Tract 59, King County, Washington",257,134,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,34,0,12,13,20,139,122,65,76,0,12
1500000US530330059004,530330059004,"Block Group 4, Census Tract 59, King County, Washington",988,191,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,54,0,12,12,19,95,61,25,29,441,141,141,96,114,85,87,65
1500000US530330059005,530330059005,"Block Group 5, Census Tract 59, King County, Washington",788,203,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,28,0,12,38,35,52,45,24,28,180,66,197,95,189,151,73,74
1500000US530330060001,530330060001,"Block Group 1, Census Tract 60, King County, Washington",1171,216,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,65,74,0,12,84,58,128,88,57,45,483,132,231,77,49,42,56,47
1500000US530330060002,530330060002,"Block Group 2, Census Tract 60, King County, Washington",1101,191,34,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,26,0,12,5,11,87,58,63,71,384,126,290,141,145,138,72,65
1500000US530330060003,530330060003,"Block Group 3, Census Tract 60, King County, Washington",845,190,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,15,0,12,0,12,37,32,0,12,34,37,13,22,110,123,95,60,234,106,270,168,44,52
1500000US530330060004,530330060004,"Block Group 4, Census Tract 60, King County, Washington",741,199,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,43,138,116,14,21,274,115,206,107,13,19,32,42
1500000US530330061001,530330061001,"Block Group 1, Census Tract 61, King County, Washington",974,184,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,60,0,12,21,32,54,41,34,40,444,132,219,101,86,69,63,65
1500000US530330061002,530330061002,"Block Group 2, Census Tract 61, King County, Washington",905,249,22,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,10,0,12,0,12,0,12,36,39,0,12,0,12,20,30,21,32,497,238,169,78,118,79,18,31
1500000US530330061003,530330061003,"Block Group 3, Census Tract 61, King County, Washington",1148,217,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,32,0,12,50,46,152,99,54,45,633,175,132,85,60,44,39,37
1500000US530330061004,530330061004,"Block Group 4, Census Tract 61, King County, Washington",1134,202,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,63,0,12,30,36,151,91,37,35,518,160,222,113,110,77,13,21
1500000US530330062001,530330062001,"Block Group 1, Census Tract 62, King County, Washington",1080,157,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,10,16,0,12,65,39,23,26,0,12,6,18,70,41,354,130,342,84,105,52,92,58
1500000US530330062002,530330062002,"Block Group 2, Census Tract 62, King County, Washington",1207,120,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,31,0,12,0,12,0,12,29,26,37,33,30,20,49,33,2,4,472,94,338,85,141,72,89,48
1500000US530330062003,530330062003,"Block Group 3, Census Tract 62, King County, Washington",630,89,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,37,11,16,0,12,54,40,0,12,127,57,205,75,141,50,57,36
1500000US530330063001,530330063001,"Block Group 1, Census Tract 63, King County, Washington",1196,225,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,0,12,0,12,0,12,15,23,10,17,35,35,217,122,16,26,387,149,336,149,76,55,86,75
1500000US530330063002,530330063002,"Block Group 2, Census Tract 63, King County, Washington",941,179,10,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,10,0,12,0,12,5,11,0,12,10,17,0,12,0,12,144,73,47,75,325,110,186,88,137,66,72,48
1500000US530330063003,530330063003,"Block Group 3, Census Tract 63, King County, Washington",984,245,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,42,0,12,9,14,84,88,38,43,445,158,192,119,148,107,31,36
1500000US530330063004,530330063004,"Block Group 4, Census Tract 63, King County, Washington",929,146,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,66,0,12,0,12,68,53,55,51,404,95,211,73,106,65,32,35
1500000US530330064001,530330064001,"Block Group 1, Census Tract 64, King County, Washington",777,116,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,0,12,0,12,0,12,26,31,0,12,8,12,95,69,50,43,288,88,175,73,114,46,12,16
1500000US530330064002,530330064002,"Block Group 2, Census Tract 64, King County, Washington",728,130,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,0,12,0,12,0,12,0,12,9,13,17,24,3,6,31,25,23,34,363,105,83,46,105,62,81,49
1500000US530330064003,530330064003,"Block Group 3, Census Tract 64, King County, Washington",872,119,11,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,22,26,30,46,33,26,29,26,19,264,82,170,77,163,73,120,45
1500000US530330065001,530330065001,"Block Group 1, Census Tract 65, King County, Washington",807,143,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,24,0,12,0,12,99,71,27,34,225,90,271,145,148,74,21,33
1500000US530330065002,530330065002,"Block Group 2, Census Tract 65, King County, Washington",1429,279,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,38,0,12,52,47,285,164,126,103,483,138,242,113,126,102,76,65
1500000US530330065003,530330065003,"Block Group 3, Census Tract 65, King County, Washington",1315,188,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,5,0,12,0,12,0,12,2,4,47,73,42,39,0,12,35,35,72,50,15,25,510,172,296,123,72,56,220,117
1500000US530330066001,530330066001,"Block Group 1, Census Tract 66, King County, Washington",1309,250,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,81,94,24,31,19,31,145,85,115,64,560,188,231,121,34,31,84,77
1500000US530330066002,530330066002,"Block Group 2, Census Tract 66, King County, Washington",1542,306,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,31,0,12,0,12,5,11,49,59,131,83,117,88,723,248,396,162,5,12,97,80
1500000US530330067001,530330067001,"Block Group 1, Census Tract 67, King County, Washington",1683,309,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,17,0,12,0,12,0,12,30,25,53,53,34,39,194,95,30,34,742,202,535,242,26,28,29,35
1500000US530330067002,530330067002,"Block Group 2, Census Tract 67, King County, Washington",1597,335,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,36,0,12,0,12,0,12,0,12,0,12,0,12,47,38,27,37,0,12,355,228,60,61,666,194,259,166,66,69,73,78
1500000US530330067003,530330067003,"Block Group 3, Census Tract 67, King County, Washington",778,213,15,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,49,15,26,15,25,82,54,86,99,390,138,82,54,26,29,37,43
1500000US530330067004,530330067004,"Block Group 4, Census Tract 67, King County, Washington",1619,315,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,19,14,32,11,24,0,12,0,12,147,110,0,12,32,39,124,84,141,126,669,190,309,142,162,93,0,12
1500000US530330068001,530330068001,"Block Group 1, Census Tract 68, King County, Washington",928,113,6,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,19,58,41,22,25,25,24,65,39,65,40,371,101,187,77,61,39,51,29
1500000US530330068002,530330068002,"Block Group 2, Census Tract 68, King County, Washington",1342,180,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,40,38,13,18,8,12,151,72,59,52,620,141,316,79,105,58,22,25
1500000US530330069001,530330069001,"Block Group 1, Census Tract 69, King County, Washington",814,197,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,29,0,12,18,26,122,92,0,12,200,76,321,148,95,55,31,49
1500000US530330069002,530330069002,"Block Group 2, Census Tract 69, King County, Washington",1009,147,69,109,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,0,12,0,12,31,34,14,23,29,33,94,64,81,55,372,119,215,73,71,53,15,24
1500000US530330069003,530330069003,"Block Group 3, Census Tract 69, King County, Washington",780,142,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,30,0,12,0,12,0,12,28,32,149,96,13,22,281,102,186,94,90,77,14,22
1500000US530330069004,530330069004,"Block Group 4, Census Tract 69, King County, Washington",872,193,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,34,39,40,47,17,28,78,57,107,81,319,98,75,47,166,95,23,35
1500000US530330070001,530330070001,"Block Group 1, Census Tract 70, King County, Washington",890,256,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,57,0,12,113,91,71,68,387,207,203,113,33,38,49,45
1500000US530330070002,530330070002,"Block Group 2, Census Tract 70, King County, Washington",1023,224,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,68,107,0,12,25,40,0,12,104,84,56,64,96,117,540,212,96,82,25,41,13,21
1500000US530330070003,530330070003,"Block Group 3, Census Tract 70, King County, Washington",1450,276,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,93,77,39,62,13,22,139,126,179,143,843,205,120,78,24,38,0,12
1500000US530330070004,530330070004,"Block Group 4, Census Tract 70, King County, Washington",825,194,26,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,72,68,18,26,0,12,17,29,39,49,337,145,240,156,76,76,0,12
1500000US530330070005,530330070005,"Block Group 5, Census Tract 70, King County, Washington",950,220,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,7,26,55,0,12,28,44,117,75,0,12,50,56,51,60,57,62,384,173,146,120,14,22,74,73
1500000US530330070006,530330070006,"Block Group 6, Census Tract 70, King County, Washington",1187,277,28,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,38,37,59,25,31,231,128,79,109,480,192,205,141,43,47,35,36
1500000US530330071001,530330071001,"Block Group 1, Census Tract 71, King County, Washington",1152,183,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,118,98,31,35,40,41,161,94,66,54,480,145,213,82,43,43,0,12
1500000US530330071002,530330071002,"Block Group 2, Census Tract 71, King County, Washington",1726,224,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,11,5,12,0,12,0,12,23,26,0,12,142,86,47,42,50,38,151,92,110,84,646,156,342,114,147,91,58,51
1500000US530330072001,530330072001,"Block Group 1, Census Tract 72, King County, Washington",2682,394,59,92,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,6,14,107,79,144,103,70,71,27,42,203,104,329,174,1054,277,513,198,91,74,69,66
1500000US530330072002,530330072002,"Block Group 2, Census Tract 72, King County, Washington",1040,232,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,104,114,16,26,35,47,203,110,122,84,142,125,338,137,80,68,0,12
1500000US530330072003,530330072003,"Block Group 3, Census Tract 72, King County, Washington",1206,240,34,55,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,52,0,12,0,12,0,12,18,28,16,26,12,21,16,25,172,115,37,42,512,207,298,173,29,47,29,33
1500000US530330073001,530330073001,"Block Group 1, Census Tract 73, King County, Washington",1964,452,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,4,12,0,12,2,5,0,12,0,12,39,40,16,25,76,56,74,94,88,76,522,268,63,54,673,232,245,120,132,97,15,24
1500000US530330073002,530330073002,"Block Group 2, Census Tract 73, King County, Washington",1296,216,0,12,0,12,0,12,0,12,27,41,0,12,0,12,0,12,0,12,0,12,6,14,0,12,0,12,28,38,16,28,115,60,12,20,79,65,397,170,39,45,353,120,147,75,24,27,53,40
1500000US530330073003,530330073003,"Block Group 3, Census Tract 73, King County, Washington",1382,245,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,27,39,42,25,31,48,43,197,140,56,51,632,192,190,87,178,121,0,12
1500000US530330074011,530330074011,"Block Group 1, Census Tract 74.01, King County, Washington",995,249,19,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,27,161,95,70,97,361,154,294,142,20,32,54,49
1500000US530330074012,530330074012,"Block Group 2, Census Tract 74.01, King County, Washington",1283,351,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,59,86,89,18,29,98,93,102,64,244,194,537,187,161,78,0,12,0,12
1500000US530330074013,530330074013,"Block Group 3, Census Tract 74.01, King County, Washington",1142,292,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,63,103,0,12,0,12,0,12,0,12,18,30,117,98,50,46,644,197,230,143,0,12,20,32
1500000US530330074014,530330074014,"Block Group 4, Census Tract 74.01, King County, Washington",810,233,20,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,60,58,23,36,39,39,70,88,105,115,302,131,125,107,36,42,30,48
1500000US530330074021,530330074021,"Block Group 1, Census Tract 74.02, King County, Washington",1531,302,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,30,0,12,0,12,46,44,20,33,48,38,323,148,90,66,566,171,297,117,66,47,56,77
1500000US530330074022,530330074022,"Block Group 2, Census Tract 74.02, King County, Washington",1423,285,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,14,27,28,271,146,35,49,88,64,282,142,216,233,282,122,136,92,38,48,42,38
1500000US530330074023,530330074023,"Block Group 3, Census Tract 74.02, King County, Washington",1420,258,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,26,95,154,0,12,0,12,29,33,141,83,0,12,37,61,231,99,157,96,480,133,175,115,59,74,0,12
1500000US530330075001,530330075001,"Block Group 1, Census Tract 75, King County, Washington",1411,375,0,12,0,12,1,4,0,12,0,12,0,12,1,4,0,12,0,12,0,12,0,12,19,33,9,16,0,12,1,4,56,56,1,3,151,134,229,166,51,59,569,285,266,191,26,42,31,49
1500000US530330075002,530330075002,"Block Group 2, Census Tract 75, King County, Washington",936,219,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22,0,12,36,40,134,86,163,95,333,176,199,153,58,65,0,12
1500000US530330075003,530330075003,"Block Group 3, Census Tract 75, King County, Washington",1412,372,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22,0,12,114,162,27,44,19,26,262,177,59,59,517,196,342,154,59,83,0,12
1500000US530330075004,530330075004,"Block Group 4, Census Tract 75, King County, Washington",1483,384,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,16,0,12,62,66,0,12,0,12,197,176,493,380,513,190,101,90,79,77,30,49
1500000US530330075005,530330075005,"Block Group 5, Census Tract 75, King County, Washington",659,204,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,40,0,12,0,12,45,53,45,55,435,168,50,42,59,67,0,12
1500000US530330076001,530330076001,"Block Group 1, Census Tract 76, King County, Washington",875,141,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,4,0,12,0,12,10,13,0,12,0,12,57,53,2,6,24,26,109,65,81,53,296,90,204,77,54,42,36,30
1500000US530330076002,530330076002,"Block Group 2, Census Tract 76, King County, Washington",1075,227,10,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,16,0,12,13,20,6,12,147,120,17,19,41,48,168,78,75,50,347,124,148,58,79,52,16,18
1500000US530330076003,530330076003,"Block Group 3, Census Tract 76, King County, Washington",1052,159,13,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,18,30,31,0,12,5,9,86,43,26,31,477,124,288,88,63,52,52,38
1500000US530330077001,530330077001,"Block Group 1, Census Tract 77, King County, Washington",1027,302,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,191,159,44,66,53,80,183,104,17,28,182,99,219,109,58,52,80,58
1500000US530330077002,530330077002,"Block Group 2, Census Tract 77, King County, Washington",744,167,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,10,0,12,0,12,0,12,0,12,0,12,0,12,33,48,31,42,4,14,45,40,171,107,220,88,139,77,43,43,54,39
1500000US530330077003,530330077003,"Block Group 3, Census Tract 77, King County, Washington",705,133,34,53,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,151,101,0,12,27,31,77,63,39,38,239,101,116,61,22,24,0,12
1500000US530330077004,530330077004,"Block Group 4, Census Tract 77, King County, Washington",985,183,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,4,0,12,0,12,0,12,37,56,1,3,0,12,70,89,0,12,36,56,51,35,47,36,466,127,182,88,13,20,81,59
1500000US530330078001,530330078001,"Block Group 1, Census Tract 78, King County, Washington",1039,191,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,40,0,12,15,24,104,64,53,62,319,127,141,70,274,119,93,59
1500000US530330078002,530330078002,"Block Group 2, Census Tract 78, King County, Washington",1217,266,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,27,0,12,0,12,0,12,24,34,0,12,57,58,47,47,53,49,365,126,405,148,155,79,94,74
1500000US530330078003,530330078003,"Block Group 3, Census Tract 78, King County, Washington",761,193,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,59,0,12,0,12,0,12,0,12,39,58,0,12,0,12,28,47,0,12,117,71,0,12,271,109,212,82,52,53,0,12
1500000US530330078004,530330078004,"Block Group 4, Census Tract 78, King County, Washington",1032,214,14,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,43,0,12,0,12,52,75,27,39,30,37,81,58,12,20,410,131,265,102,70,56,42,39
1500000US530330079001,530330079001,"Block Group 1, Census Tract 79, King County, Washington",1082,332,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,71,62,78,0,12,0,12,15,24,81,105,146,86,63,51,275,156,202,125,31,35,163,187
1500000US530330079002,530330079002,"Block Group 2, Census Tract 79, King County, Washington",871,193,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,32,67,86,22,35,17,27,154,72,0,12,404,158,130,66,16,26,32,50
1500000US530330079003,530330079003,"Block Group 3, Census Tract 79, King County, Washington",757,344,0,12,0,12,0,12,0,12,1,2,0,12,0,12,0,12,0,12,15,23,1,3,1,5,0,12,0,12,0,12,41,41,6,8,31,35,64,58,14,22,378,319,120,72,54,48,31,35
1500000US530330079004,530330079004,"Block Group 4, Census Tract 79, King County, Washington",1074,201,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,61,57,0,12,73,63,115,98,52,49,470,166,135,69,98,66,56,50
1500000US530330079005,530330079005,"Block Group 5, Census Tract 79, King County, Washington",1089,203,3,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,15,16,25,0,12,0,12,35,33,47,49,3,8,142,87,102,65,556,168,127,60,51,59,0,12
1500000US530330080011,530330080011,"Block Group 1, Census Tract 80.01, King County, Washington",1057,264,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,83,123,0,12,0,12,0,12,61,72,15,38,66,79,0,12,16,27,334,170,273,144,59,61,150,82
1500000US530330080012,530330080012,"Block Group 2, Census Tract 80.01, King County, Washington",1025,334,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,176,187,48,75,73,86,82,92,70,83,214,134,291,226,38,45,33,54
1500000US530330080013,530330080013,"Block Group 3, Census Tract 80.01, King County, Washington",1048,276,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,58,30,49,154,184,190,137,57,74,348,198,115,78,36,42,66,78
1500000US530330080014,530330080014,"Block Group 4, Census Tract 80.01, King County, Washington",1165,306,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,57,0,12,23,38,44,82,83,82,0,12,156,105,68,80,349,158,251,149,140,143,26,42
1500000US530330080015,530330080015,"Block Group 5, Census Tract 80.01, King County, Washington",873,293,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,39,0,12,70,114,137,76,23,38,265,160,171,109,149,108,35,62
1500000US530330080021,530330080021,"Block Group 1, Census Tract 80.02, King County, Washington",1472,220,0,12,0,12,0,12,0,12,0,12,0,12,13,20,14,23,0,12,13,29,0,12,0,12,0,12,21,27,15,23,105,60,152,95,106,83,329,148,88,68,359,112,112,66,84,67,61,63
1500000US530330080022,530330080022,"Block Group 2, Census Tract 80.02, King County, Washington",1081,182,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,98,78,18,31,67,58,179,99,91,66,399,129,177,154,12,21,12,19
1500000US530330081001,530330081001,"Block Group 1, Census Tract 81, King County, Washington",1548,297,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,17,0,12,14,33,14,22,167,115,14,23,25,40,119,68,68,77,476,159,485,207,122,79,37,43
1500000US530330081002,530330081002,"Block Group 2, Census Tract 81, King County, Washington",1084,365,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,15,18,34,58,100,36,43,55,71,57,59,6,10,116,67,157,86,49,34,207,141,20,36,161,87,87,53,35,34,15,21
