Id,Id2,Geography,Edu Total,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1500000US530330238041,530330238041,"Block Group 1, Census Tract 238.04, King County, Washington",1101,233,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,53,16,26,0,12,0,12,65,53,0,12,13,22,236,146,180,105,390,129,148,90,0,12,20,31
1500000US530330238042,530330238042,"Block Group 2, Census Tract 238.04, King County, Washington",1147,327,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,33,0,12,0,12,0,12,0,12,0,12,14,23,68,69,0,12,126,118,111,89,34,38,392,147,278,152,37,40,67,71
1500000US530330238043,530330238043,"Block Group 3, Census Tract 238.04, King County, Washington",2215,414,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,62,99,39,42,61,66,2,3,43,36,219,230,88,88,1001,345,523,215,56,63,120,115
1500000US530330239001,530330239001,"Block Group 1, Census Tract 239, King County, Washington",1686,413,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,69,108,15,23,0,12,0,12,16,25,0,12,50,44,158,105,16,37,223,209,196,129,55,50,561,179,270,97,29,32,28,30
1500000US530330239002,530330239002,"Block Group 2, Census Tract 239, King County, Washington",1116,189,0,12,0,12,0,12,0,12,0,12,15,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,54,17,26,33,35,55,48,47,43,483,118,372,153,28,30,17,26
1500000US530330239003,530330239003,"Block Group 3, Census Tract 239, King County, Washington",1245,252,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,22,0,12,0,12,0,12,0,12,0,12,7,18,54,54,2,3,62,43,199,103,97,67,565,211,132,53,95,50,17,20
1500000US530330239004,530330239004,"Block Group 4, Census Tract 239, King County, Washington",1127,275,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,103,79,0,12,36,43,92,52,71,86,554,159,209,85,62,58,0,12
1500000US530330240001,530330240001,"Block Group 1, Census Tract 240, King County, Washington",1272,294,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,37,21,35,0,12,135,98,79,106,21,24,94,56,51,46,488,232,239,105,74,53,46,44
1500000US530330240002,530330240002,"Block Group 2, Census Tract 240, King County, Washington",1489,388,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,136,91,0,12,17,28,124,99,95,70,686,280,293,145,116,81,22,25
1500000US530330240003,530330240003,"Block Group 3, Census Tract 240, King County, Washington",1442,248,17,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,155,75,17,28,68,54,128,89,103,75,509,172,301,144,82,59,62,44
1500000US530330240004,530330240004,"Block Group 4, Census Tract 240, King County, Washington",1496,270,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,5,0,12,155,117,11,15,72,65,155,75,115,74,497,177,317,135,99,78,74,65
1500000US530330241001,530330241001,"Block Group 1, Census Tract 241, King County, Washington",682,83,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,17,0,12,4,8,33,11,44,36,349,58,126,30,79,20,12,8
1500000US530330241002,530330241002,"Block Group 2, Census Tract 241, King County, Washington",700,75,0,12,0,12,0,12,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,3,3,4,5,7,9,9,35,16,7,9,6,5,81,29,53,24,316,56,121,32,40,19,20,15
1500000US530330241003,530330241003,"Block Group 3, Census Tract 241, King County, Washington",951,74,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,9,0,12,0,12,12,11,0,12,48,34,0,12,19,11,68,28,25,16,471,68,178,43,97,31,20,13
1500000US530330241004,530330241004,"Block Group 4, Census Tract 241, King County, Washington",708,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,8,9,10,14,13,15,23,51,29,50,29,56,28,294,59,107,38,86,41,20,19
1500000US530330242001,530330242001,"Block Group 1, Census Tract 242, King County, Washington",887,105,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,19,0,12,6,9,74,35,27,18,452,86,177,56,91,38,35,25
1500000US530330242002,530330242002,"Block Group 2, Census Tract 242, King County, Washington",1079,107,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,11,65,37,11,13,29,19,77,34,37,21,483,76,256,69,70,38,41,24
1500000US530330243001,530330243001,"Block Group 1, Census Tract 243, King County, Washington",920,182,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,63,73,0,12,19,29,135,97,17,25,365,116,216,105,92,62,13,21
1500000US530330243002,530330243002,"Block Group 2, Census Tract 243, King County, Washington",1682,243,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,42,317,149,14,22,45,43,60,48,145,82,549,169,311,116,159,87,44,42
1500000US530330243003,530330243003,"Block Group 3, Census Tract 243, King County, Washington",810,179,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,19,14,24,13,22,0,12,32,27,0,12,0,12,64,66,0,12,304,103,272,144,13,20,87,71
1500000US530330243004,530330243004,"Block Group 4, Census Tract 243, King County, Washington",1557,263,59,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,8,19,24,0,12,0,12,0,12,124,60,4,8,16,25,164,76,53,51,807,211,192,96,44,51,71,74
1500000US530330243005,530330243005,"Block Group 5, Census Tract 243, King County, Washington",796,168,22,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,23,0,12,0,12,45,40,0,12,50,61,49,46,16,25,337,121,174,67,67,55,22,33
1500000US530330244001,530330244001,"Block Group 1, Census Tract 244, King County, Washington",817,113,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,39,0,12,47,36,137,66,40,29,247,83,175,66,112,55,19,21
1500000US530330244002,530330244002,"Block Group 2, Census Tract 244, King County, Washington",1221,147,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,0,12,0,12,14,20,0,12,25,31,41,54,20,19,116,57,145,86,487,107,258,96,87,53,19,30
1500000US530330245001,530330245001,"Block Group 1, Census Tract 245, King County, Washington",1404,150,5,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,15,0,12,1,2,63,44,13,18,29,27,88,47,56,38,545,168,276,89,223,112,93,53
1500000US530330245002,530330245002,"Block Group 2, Census Tract 245, King County, Washington",975,126,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,16,17,47,39,11,16,15,17,51,33,115,58,452,127,226,76,24,21,9,14
1500000US530330245003,530330245003,"Block Group 3, Census Tract 245, King County, Washington",940,141,9,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,0,12,0,12,6,10,0,12,0,12,20,17,0,12,0,12,60,45,84,57,398,105,205,75,104,65,43,30
1500000US530330246011,530330246011,"Block Group 1, Census Tract 246.01, King County, Washington",1135,174,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,8,14,0,12,10,15,0,12,0,12,49,60,16,18,25,29,93,67,103,76,395,96,223,103,188,82,17,19
1500000US530330246012,530330246012,"Block Group 2, Census Tract 246.01, King County, Washington",1000,153,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,31,45,35,33,39,36,454,123,244,90,151,76,32,25
1500000US530330246013,530330246013,"Block Group 3, Census Tract 246.01, King County, Washington",1091,143,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,33,0,12,18,19,112,56,54,35,470,106,179,79,186,89,31,26
1500000US530330246021,530330246021,"Block Group 1, Census Tract 246.02, King County, Washington",661,108,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,37,0,12,0,12,37,28,18,20,282,99,142,44,88,54,54,45
1500000US530330246022,530330246022,"Block Group 2, Census Tract 246.02, King County, Washington",1400,161,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,41,30,0,12,8,12,161,69,7,11,523,110,381,110,223,83,45,34
1500000US530330246023,530330246023,"Block Group 3, Census Tract 246.02, King County, Washington",464,90,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,23,0,12,59,53,59,35,7,11,194,70,75,48,24,24,14,22
1500000US530330247011,530330247011,"Block Group 1, Census Tract 247.01, King County, Washington",925,170,14,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,12,20,30,34,0,12,52,57,160,77,97,56,341,107,167,68,35,36,8,12
1500000US530330247012,530330247012,"Block Group 2, Census Tract 247.01, King County, Washington",985,170,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,17,26,106,74,0,12,63,39,182,67,103,54,314,91,127,61,51,39,13,20
1500000US530330247013,530330247013,"Block Group 3, Census Tract 247.01, King County, Washington",691,176,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,124,86,45,67,51,57,42,41,64,40,265,87,28,20,14,22,58,51
1500000US530330247021,530330247021,"Block Group 1, Census Tract 247.02, King County, Washington",1399,289,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,6,3,7,0,12,52,47,0,12,158,102,142,105,91,86,483,180,319,112,93,110,55,56
1500000US530330247022,530330247022,"Block Group 2, Census Tract 247.02, King County, Washington",1075,258,16,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,34,0,12,0,12,24,55,0,12,37,52,239,146,0,12,14,22,161,107,62,44,318,102,133,94,20,32,21,34
1500000US530330247023,530330247023,"Block Group 3, Census Tract 247.02, King County, Washington",1154,199,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,21,34,0,12,0,12,234,113,52,41,83,73,63,46,91,63,359,113,154,93,60,41,19,31
1500000US530330247024,530330247024,"Block Group 4, Census Tract 247.02, King County, Washington",1047,187,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,48,43,15,24,104,57,123,64,114,68,378,106,169,80,31,37,65,80
1500000US530330247025,530330247025,"Block Group 5, Census Tract 247.02, King County, Washington",795,196,15,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,0,12,0,12,0,12,0,12,0,12,202,174,0,12,14,23,89,69,55,56,300,116,105,73,0,12,0,12
1500000US530330248001,530330248001,"Block Group 1, Census Tract 248, King County, Washington",683,230,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,0,12,0,12,0,12,0,12,51,41,85,127,63,62,75,59,82,81,211,107,45,42,33,39,11,18
1500000US530330248002,530330248002,"Block Group 2, Census Tract 248, King County, Washington",1375,299,35,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,31,0,12,0,12,0,12,45,59,238,177,0,12,129,87,196,95,71,73,473,148,131,76,21,27,17,23
1500000US530330248003,530330248003,"Block Group 3, Census Tract 248, King County, Washington",1671,281,50,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,25,19,31,0,12,0,12,236,127,0,12,67,51,167,114,284,141,438,127,293,136,41,40,58,43
1500000US530330249011,530330249011,"Block Group 1, Census Tract 249.01, King County, Washington",758,122,12,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,9,14,81,49,26,41,62,53,43,29,63,58,281,86,124,49,8,13,40,27
1500000US530330249012,530330249012,"Block Group 2, Census Tract 249.01, King County, Washington",1093,118,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,86,50,9,14,41,25,66,57,113,59,380,83,249,76,63,48,86,57
1500000US530330249013,530330249013,"Block Group 3, Census Tract 249.01, King County, Washington",927,174,0,12,0,12,0,12,0,12,8,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,109,143,0,12,57,37,36,37,62,36,291,78,251,73,53,42,60,42
1500000US530330249014,530330249014,"Block Group 4, Census Tract 249.01, King County, Washington",715,113,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,3,1,3,0,12,9,15,0,12,9,14,0,12,30,21,23,28,35,27,84,44,64,40,283,84,154,64,13,15,9,13
1500000US530330249021,530330249021,"Block Group 1, Census Tract 249.02, King County, Washington",732,112,0,12,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,54,37,0,12,43,42,95,55,60,35,275,86,129,62,42,37,29,28
1500000US530330249022,530330249022,"Block Group 2, Census Tract 249.02, King County, Washington",986,155,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,8,12,39,28,0,12,31,22,78,39,80,45,469,145,157,64,71,48,40,26
1500000US530330249023,530330249023,"Block Group 3, Census Tract 249.02, King County, Washington",898,176,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,14,0,12,0,12,0,12,0,12,0,12,71,45,0,12,134,109,97,60,91,58,330,131,88,49,30,32,51,33
1500000US530330249031,530330249031,"Block Group 1, Census Tract 249.03, King County, Washington",1497,333,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,0,12,251,251,0,12,13,20,142,68,62,45,600,186,186,70,149,71,79,59
1500000US530330249032,530330249032,"Block Group 2, Census Tract 249.03, King County, Washington",1197,181,0,12,0,12,0,12,0,12,0,12,16,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,23,0,12,27,30,114,72,43,34,572,150,167,85,139,94,101,76
1500000US530330249033,530330249033,"Block Group 3, Census Tract 249.03, King County, Washington",836,120,15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,15,24,0,12,0,12,79,76,84,63,342,83,174,58,46,42,69,51
1500000US530330249034,530330249034,"Block Group 4, Census Tract 249.03, King County, Washington",1114,164,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,35,0,12,0,12,0,12,0,12,0,12,0,12,53,66,17,28,31,36,135,91,45,43,533,143,172,95,30,35,72,51
1500000US530330250011,530330250011,"Block Group 1, Census Tract 250.01, King County, Washington",570,108,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,68,50,0,12,0,12,36,31,7,10,241,66,190,71,10,17,18,25
1500000US530330250012,530330250012,"Block Group 2, Census Tract 250.01, King County, Washington",1060,136,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,45,36,7,10,52,39,142,69,147,56,483,126,127,46,7,11,42,27
1500000US530330250013,530330250013,"Block Group 3, Census Tract 250.01, King County, Washington",1000,158,13,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,16,0,12,159,78,10,15,71,37,205,81,96,52,310,105,84,49,28,20,15,16
1500000US530330250014,530330250014,"Block Group 4, Census Tract 250.01, King County, Washington",689,162,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,28,0,12,4,9,128,88,20,29,18,20,75,39,95,57,242,69,44,40,45,31,0,12
1500000US530330250031,530330250031,"Block Group 1, Census Tract 250.03, King County, Washington",952,212,36,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,48,39,0,12,37,47,54,51,19,32,437,172,232,77,89,49,0,12
1500000US530330250032,530330250032,"Block Group 2, Census Tract 250.03, King County, Washington",1022,291,15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,226,267,55,68,2,4,28,32,57,46,275,89,257,94,90,68,17,27
1500000US530330250033,530330250033,"Block Group 3, Census Tract 250.03, King County, Washington",1108,181,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,72,49,14,23,14,23,131,84,133,88,529,120,187,89,28,33,0,12
1500000US530330250034,530330250034,"Block Group 4, Census Tract 250.03, King County, Washington",903,206,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,68,55,44,0,12,31,36,208,106,109,69,273,118,92,67,0,12,91,58
1500000US530330250035,530330250035,"Block Group 5, Census Tract 250.03, King County, Washington",1058,259,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,61,62,0,12,0,12,186,107,126,104,253,106,310,187,59,49,63,53
1500000US530330250051,530330250051,"Block Group 1, Census Tract 250.05, King County, Washington",1980,234,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,7,12,0,12,12,20,0,12,95,108,0,12,46,37,132,59,268,179,649,157,569,122,103,50,89,52
1500000US530330250052,530330250052,"Block Group 2, Census Tract 250.05, King County, Washington",1365,227,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,24,256,184,0,12,87,55,125,74,104,72,431,129,289,136,0,12,52,52
1500000US530330250061,530330250061,"Block Group 1, Census Tract 250.06, King County, Washington",869,226,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,38,36,38,35,14,24,283,112,172,102,218,159,90,70
1500000US530330250062,530330250062,"Block Group 2, Census Tract 250.06, King County, Washington",2106,286,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,149,139,0,12,59,83,197,126,198,109,891,208,415,133,155,83,30,50
1500000US530330250063,530330250063,"Block Group 3, Census Tract 250.06, King County, Washington",849,204,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,171,128,21,36,11,21,80,64,20,23,260,84,247,118,13,22,26,43
1500000US530330251011,530330251011,"Block Group 1, Census Tract 251.01, King County, Washington",925,224,18,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,27,48,0,12,0,12,16,27,28,37,350,145,14,23,42,47,134,104,79,57,176,140,0,12,27,32,0,12
1500000US530330251012,530330251012,"Block Group 2, Census Tract 251.01, King County, Washington",957,243,0,12,19,29,0,12,0,12,0,12,0,12,0,12,0,12,27,43,0,12,0,12,0,12,0,12,91,85,0,12,206,111,34,59,79,80,140,115,60,47,239,132,62,56,0,12,0,12
1500000US530330251013,530330251013,"Block Group 3, Census Tract 251.01, King County, Washington",617,167,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,43,0,12,0,12,12,19,0,12,0,12,0,12,11,20,10,16,77,50,85,50,32,27,275,123,86,58,0,12,0,12
1500000US530330251014,530330251014,"Block Group 4, Census Tract 251.01, King County, Washington",1303,224,18,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,27,0,12,0,12,13,21,12,21,127,77,0,12,0,12,151,82,116,71,631,177,147,72,40,47,32,37
1500000US530330251021,530330251021,"Block Group 1, Census Tract 251.02, King County, Washington",900,289,56,79,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,68,0,12,0,12,0,12,32,43,19,34,0,12,111,79,0,12,76,54,105,84,67,49,314,207,62,64,16,29,0,12
1500000US530330251022,530330251022,"Block Group 2, Census Tract 251.02, King County, Washington",934,248,15,22,0,12,0,12,0,12,0,12,0,12,12,18,0,12,0,12,0,12,0,12,13,30,11,18,0,12,18,29,159,93,32,35,46,43,95,59,63,50,345,217,90,67,11,19,24,41
1500000US530330251023,530330251023,"Block Group 3, Census Tract 251.02, King County, Washington",2320,303,36,39,0,12,0,12,0,12,0,12,0,12,29,36,0,12,16,25,30,43,28,31,8,13,28,40,17,27,12,22,277,117,65,54,74,50,516,210,163,87,686,191,170,77,65,52,100,115
1500000US530330251024,530330251024,"Block Group 4, Census Tract 251.02, King County, Washington",922,283,29,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,32,3,9,98,75,0,12,0,12,229,110,68,54,231,92,192,124,32,39,12,20
1500000US530330252001,530330252001,"Block Group 1, Census Tract 252, King County, Washington",1042,285,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,83,0,12,0,12,0,12,0,12,0,12,0,12,12,20,276,177,12,21,75,63,140,101,129,91,302,126,8,14,19,31,17,29
1500000US530330252002,530330252002,"Block Group 2, Census Tract 252, King County, Washington",1700,310,66,96,0,12,0,12,0,12,0,12,16,26,16,26,0,12,0,12,0,12,17,27,0,12,13,22,0,12,0,12,292,116,107,87,108,63,298,137,161,102,346,96,103,64,91,100,66,98
1500000US530330252003,530330252003,"Block Group 3, Census Tract 252, King County, Washington",1177,380,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,94,102,0,12,120,111,40,63,129,95,50,78,17,28,151,106,76,58,21,22,176,85,64,81,91,81,109,83,9,16,18,27
1500000US530330252004,530330252004,"Block Group 4, Census Tract 252, King County, Washington",1142,175,13,21,0,12,0,12,0,12,0,12,0,12,0,12,11,18,46,72,8,18,15,24,14,22,0,12,15,25,64,49,159,75,55,45,111,58,159,68,140,69,204,90,85,66,43,53,0,12
1500000US530330252005,530330252005,"Block Group 5, Census Tract 252, King County, Washington",866,182,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,40,0,12,0,12,29,39,20,31,0,12,28,33,137,97,0,12,77,67,110,60,142,105,227,104,13,21,41,46,12,23
1500000US530330253011,530330253011,"Block Group 1, Census Tract 253.01, King County, Washington",1133,270,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,0,12,0,12,0,12,116,73,23,27,49,41,304,128,50,40,391,209,141,82,0,12,45,70
1500000US530330253012,530330253012,"Block Group 2, Census Tract 253.01, King County, Washington",1382,294,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,23,293,148,36,58,131,141,321,157,71,63,260,125,169,96,73,68,13,21
1500000US530330253013,530330253013,"Block Group 3, Census Tract 253.01, King County, Washington",1580,378,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,68,81,0,12,0,12,0,12,127,122,502,277,32,39,54,40,181,112,148,100,338,155,130,83,0,12,0,12
1500000US530330253021,530330253021,"Block Group 1, Census Tract 253.02, King County, Washington",1766,362,0,12,0,12,0,12,0,12,0,12,0,12,34,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,285,136,58,86,358,167,350,171,130,85,458,188,69,50,24,27,0,12
1500000US530330253022,530330253022,"Block Group 2, Census Tract 253.02, King County, Washington",1166,275,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,2,0,12,0,12,25,32,13,20,0,12,41,46,252,124,38,34,179,110,74,51,138,94,236,145,66,63,52,66,51,62
1500000US530330253023,530330253023,"Block Group 3, Census Tract 253.02, King County, Washington",893,255,35,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,23,0,12,18,39,11,20,69,74,155,103,78,86,54,45,333,155,59,88,52,57,0,12,10,15,0,12
1500000US530330254001,530330254001,"Block Group 1, Census Tract 254, King County, Washington",783,248,35,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,88,97,0,12,15,22,0,12,0,12,69,64,72,74,83,61,39,62,117,100,96,70,73,56,96,73,0,12,0,12,0,12
1500000US530330254002,530330254002,"Block Group 2, Census Tract 254, King County, Washington",1615,369,26,32,0,12,0,12,0,12,30,49,43,67,15,23,0,12,86,124,0,12,0,12,41,57,0,12,29,34,62,50,310,168,24,26,223,135,324,154,83,81,286,225,33,38,0,12,0,12
1500000US530330254003,530330254003,"Block Group 3, Census Tract 254, King County, Washington",1814,347,44,67,0,12,0,12,45,74,0,12,0,12,0,12,0,12,0,12,0,12,48,44,31,36,37,55,17,28,65,78,275,150,0,12,153,81,391,173,275,105,309,119,124,93,0,12,0,12
1500000US530330254004,530330254004,"Block Group 4, Census Tract 254, King County, Washington",863,353,16,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,23,31,46,18,28,35,41,448,341,2,5,44,41,104,82,82,64,65,61,0,12,3,6,0,12
1500000US530330255001,530330255001,"Block Group 1, Census Tract 255, King County, Washington",1664,288,35,28,0,12,0,12,0,12,0,12,130,196,0,12,0,12,34,36,0,12,7,11,17,19,44,44,90,76,46,33,509,131,64,48,95,59,187,71,118,62,247,104,41,35,0,12,0,12
1500000US530330255002,530330255002,"Block Group 2, Census Tract 255, King County, Washington",994,162,39,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,21,23,39,8,12,7,11,31,26,219,98,38,41,77,60,112,58,91,77,256,92,56,47,18,20,7,11
