Id,Id2,Geography,Food Stamps Total,Margin of Error; Total:,Estimate; Household received Food Stamps/SNAP in the past 12 months:,Margin of Error; Household received Food Stamps/SNAP in the past 12 months:,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months:,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months:,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability
1500000US530330097025,530330097025,"Block Group 5, Census Tract 97.02, King County, Washington",503,87,24,27,0,12,24,27,479,90,81,42,398,92
1500000US530330098001,530330098001,"Block Group 1, Census Tract 98, King County, Washington",527,103,13,22,13,22,0,12,514,106,20,32,494,103
1500000US530330098002,530330098002,"Block Group 2, Census Tract 98, King County, Washington",583,94,19,28,0,12,19,28,564,91,119,74,445,102
1500000US530330098003,530330098003,"Block Group 3, Census Tract 98, King County, Washington",572,74,19,29,19,29,0,12,553,80,65,57,488,76
1500000US530330098004,530330098004,"Block Group 4, Census Tract 98, King County, Washington",617,116,29,36,0,12,29,36,588,116,52,50,536,125
1500000US530330098005,530330098005,"Block Group 5, Census Tract 98, King County, Washington",668,131,11,18,11,18,0,12,657,130,65,79,592,116
1500000US530330099001,530330099001,"Block Group 1, Census Tract 99, King County, Washington",535,110,61,74,0,12,61,74,474,80,66,51,408,96
1500000US530330099002,530330099002,"Block Group 2, Census Tract 99, King County, Washington",707,131,0,12,0,12,0,12,707,131,71,54,636,130
1500000US530330099003,530330099003,"Block Group 3, Census Tract 99, King County, Washington",757,142,71,51,30,33,41,40,686,139,86,56,600,142
1500000US530330099004,530330099004,"Block Group 4, Census Tract 99, King County, Washington",467,127,0,12,0,12,0,12,467,127,48,46,419,126
1500000US530330100011,530330100011,"Block Group 1, Census Tract 100.01, King County, Washington",340,79,29,33,11,19,18,28,311,79,56,46,255,88
1500000US530330100012,530330100012,"Block Group 2, Census Tract 100.01, King County, Washington",522,108,26,28,6,12,20,23,496,110,0,12,496,110
1500000US530330100013,530330100013,"Block Group 3, Census Tract 100.01, King County, Washington",695,100,227,113,129,71,98,82,468,107,105,70,363,93
1500000US530330100021,530330100021,"Block Group 1, Census Tract 100.02, King County, Washington",392,90,24,33,0,12,24,33,368,93,59,47,309,97
1500000US530330100022,530330100022,"Block Group 2, Census Tract 100.02, King County, Washington",557,83,102,62,16,27,86,60,455,88,101,70,354,91
1500000US530330100023,530330100023,"Block Group 3, Census Tract 100.02, King County, Washington",290,63,20,22,12,19,8,14,270,60,49,38,221,61
1500000US530330100024,530330100024,"Block Group 4, Census Tract 100.02, King County, Washington",459,83,55,49,32,36,23,34,404,80,103,55,301,87
1500000US530330101001,530330101001,"Block Group 1, Census Tract 101, King County, Washington",434,90,54,86,54,86,0,12,380,85,17,28,363,81
1500000US530330101002,530330101002,"Block Group 2, Census Tract 101, King County, Washington",423,113,55,85,0,12,55,85,368,91,62,44,306,92
1500000US530330101003,530330101003,"Block Group 3, Census Tract 101, King County, Washington",294,110,104,52,61,49,43,36,190,94,32,35,158,94
1500000US530330101004,530330101004,"Block Group 4, Census Tract 101, King County, Washington",810,148,142,93,38,43,104,85,668,169,191,115,477,168
1500000US530330101005,530330101005,"Block Group 5, Census Tract 101, King County, Washington",778,119,197,102,123,89,74,76,581,124,50,41,531,121
1500000US530330102001,530330102001,"Block Group 1, Census Tract 102, King County, Washington",554,74,0,12,0,12,0,12,554,74,80,43,474,83
1500000US530330102002,530330102002,"Block Group 2, Census Tract 102, King County, Washington",465,52,0,12,0,12,0,12,465,52,83,49,382,62
1500000US530330102003,530330102003,"Block Group 3, Census Tract 102, King County, Washington",372,68,47,29,23,17,24,22,325,71,59,44,266,65
1500000US530330102004,530330102004,"Block Group 4, Census Tract 102, King County, Washington",482,62,11,12,11,12,0,12,471,63,31,26,440,66
1500000US530330103001,530330103001,"Block Group 1, Census Tract 103, King County, Washington",400,112,58,93,0,12,58,93,342,86,26,29,316,88
1500000US530330103002,530330103002,"Block Group 2, Census Tract 103, King County, Washington",461,121,101,55,69,47,32,36,360,122,35,40,325,128
1500000US530330103003,530330103003,"Block Group 3, Census Tract 103, King County, Washington",490,135,159,99,47,47,112,92,331,113,51,42,280,113
1500000US530330103004,530330103004,"Block Group 4, Census Tract 103, King County, Washington",525,128,232,121,92,94,140,109,293,124,12,19,281,124
1500000US530330103005,530330103005,"Block Group 5, Census Tract 103, King County, Washington",627,148,67,49,30,35,37,34,560,151,10,13,550,150
1500000US530330104011,530330104011,"Block Group 1, Census Tract 104.01, King County, Washington",469,78,28,38,25,37,3,7,441,85,43,48,398,85
1500000US530330104012,530330104012,"Block Group 2, Census Tract 104.01, King County, Washington",595,103,193,97,59,51,134,83,402,83,72,47,330,80
1500000US530330104013,530330104013,"Block Group 3, Census Tract 104.01, King County, Washington",388,89,76,55,28,31,48,45,312,87,57,39,255,83
1500000US530330104021,530330104021,"Block Group 1, Census Tract 104.02, King County, Washington",320,83,17,21,10,16,7,13,303,81,51,38,252,79
1500000US530330104022,530330104022,"Block Group 2, Census Tract 104.02, King County, Washington",382,93,32,22,0,12,32,22,350,95,115,86,235,73
1500000US530330104023,530330104023,"Block Group 3, Census Tract 104.02, King County, Washington",377,99,74,63,27,44,47,44,303,86,58,45,245,84
1500000US530330104024,530330104024,"Block Group 4, Census Tract 104.02, King County, Washington",453,96,11,17,0,12,11,17,442,97,44,33,398,99
1500000US530330105001,530330105001,"Block Group 1, Census Tract 105, King County, Washington",461,109,12,19,0,12,12,19,449,112,153,81,296,82
1500000US530330105002,530330105002,"Block Group 2, Census Tract 105, King County, Washington",724,120,62,79,44,73,18,29,662,112,15,23,647,112
1500000US530330105003,530330105003,"Block Group 3, Census Tract 105, King County, Washington",431,90,16,27,0,12,16,27,415,88,51,36,364,89
1500000US530330105004,530330105004,"Block Group 4, Census Tract 105, King County, Washington",1014,154,90,73,65,65,25,29,924,147,89,59,835,147
1500000US530330105005,530330105005,"Block Group 5, Census Tract 105, King County, Washington",726,117,66,72,54,69,12,20,660,108,99,60,561,127
1500000US530330106001,530330106001,"Block Group 1, Census Tract 106, King County, Washington",632,104,13,20,0,12,13,20,619,108,67,61,552,97
1500000US530330106002,530330106002,"Block Group 2, Census Tract 106, King County, Washington",551,117,59,73,0,12,59,73,492,104,17,27,475,103
1500000US530330106003,530330106003,"Block Group 3, Census Tract 106, King County, Washington",786,118,116,81,33,51,83,64,670,101,68,44,602,104
1500000US530330106004,530330106004,"Block Group 4, Census Tract 106, King County, Washington",418,96,0,12,0,12,0,12,418,96,49,48,369,98
1500000US530330106005,530330106005,"Block Group 5, Census Tract 106, King County, Washington",706,102,28,43,28,43,0,12,678,104,151,68,527,98
1500000US530330106006,530330106006,"Block Group 6, Census Tract 106, King County, Washington",444,64,57,45,29,33,28,30,387,67,12,19,375,69
1500000US530330107011,530330107011,"Block Group 1, Census Tract 107.01, King County, Washington",956,141,362,139,122,90,240,131,594,140,38,42,556,133
1500000US530330107012,530330107012,"Block Group 2, Census Tract 107.01, King County, Washington",459,114,116,74,20,32,96,75,343,95,44,37,299,97
1500000US530330107021,530330107021,"Block Group 1, Census Tract 107.02, King County, Washington",459,73,37,39,37,39,0,12,422,66,8,12,414,66
1500000US530330107022,530330107022,"Block Group 2, Census Tract 107.02, King County, Washington",461,90,188,71,115,59,73,53,273,100,67,53,206,94
1500000US530330107023,530330107023,"Block Group 3, Census Tract 107.02, King County, Washington",526,94,248,83,80,56,168,68,278,81,47,45,231,69
1500000US530330108001,530330108001,"Block Group 1, Census Tract 108, King County, Washington",480,74,117,52,54,33,63,48,363,75,42,28,321,78
1500000US530330108002,530330108002,"Block Group 2, Census Tract 108, King County, Washington",477,79,135,68,30,35,105,58,342,71,54,40,288,72
1500000US530330108003,530330108003,"Block Group 3, Census Tract 108, King County, Washington",769,97,106,67,58,47,48,45,663,112,65,38,598,116
1500000US530330109001,530330109001,"Block Group 1, Census Tract 109, King County, Washington",342,67,60,46,35,40,25,25,282,66,42,34,240,66
1500000US530330109002,530330109002,"Block Group 2, Census Tract 109, King County, Washington",267,64,49,31,36,27,13,15,218,68,22,22,196,66
1500000US530330110011,530330110011,"Block Group 1, Census Tract 110.01, King County, Washington",385,93,145,63,75,69,70,43,240,74,9,16,231,72
1500000US530330110012,530330110012,"Block Group 2, Census Tract 110.01, King County, Washington",390,86,93,62,63,50,30,45,297,79,137,61,160,73
1500000US530330110013,530330110013,"Block Group 3, Census Tract 110.01, King County, Washington",813,111,398,109,223,90,175,75,415,119,36,32,379,123
1500000US530330110021,530330110021,"Block Group 1, Census Tract 110.02, King County, Washington",234,73,28,28,7,12,21,26,206,65,37,27,169,67
1500000US530330110022,530330110022,"Block Group 2, Census Tract 110.02, King County, Washington",697,83,333,105,52,45,281,99,364,86,59,46,305,80
1500000US530330110023,530330110023,"Block Group 3, Census Tract 110.02, King County, Washington",340,82,74,64,32,49,42,47,266,88,70,40,196,81
1500000US530330111011,530330111011,"Block Group 1, Census Tract 111.01, King County, Washington",366,76,201,79,142,74,59,43,165,68,47,28,118,61
1500000US530330111012,530330111012,"Block Group 2, Census Tract 111.01, King County, Washington",567,123,192,107,108,87,84,65,375,99,42,34,333,98
1500000US530330111013,530330111013,"Block Group 3, Census Tract 111.01, King County, Washington",353,92,45,36,11,16,34,32,308,99,24,22,284,97
1500000US530330111014,530330111014,"Block Group 4, Census Tract 111.01, King County, Washington",437,88,87,44,41,32,46,44,350,83,81,46,269,83
1500000US530330111021,530330111021,"Block Group 1, Census Tract 111.02, King County, Washington",418,61,0,12,0,12,0,12,418,61,111,51,307,68
1500000US530330111022,530330111022,"Block Group 2, Census Tract 111.02, King County, Washington",382,86,77,54,77,54,0,12,305,80,62,49,243,73
1500000US530330111023,530330111023,"Block Group 3, Census Tract 111.02, King County, Washington",316,101,72,53,17,20,55,50,244,108,45,44,199,95
1500000US530330111024,530330111024,"Block Group 4, Census Tract 111.02, King County, Washington",298,75,36,35,30,32,6,12,262,71,7,11,255,72
1500000US530330112001,530330112001,"Block Group 1, Census Tract 112, King County, Washington",565,83,201,75,109,58,92,58,364,97,63,46,301,97
1500000US530330112002,530330112002,"Block Group 2, Census Tract 112, King County, Washington",316,79,8,11,8,11,0,12,308,81,123,74,185,62
1500000US530330112003,530330112003,"Block Group 3, Census Tract 112, King County, Washington",516,92,183,94,55,47,128,84,333,77,53,48,280,75
1500000US530330113001,530330113001,"Block Group 1, Census Tract 113, King County, Washington",1299,139,293,128,220,114,73,65,1006,132,339,139,667,139
1500000US530330113002,530330113002,"Block Group 2, Census Tract 113, King County, Washington",339,97,63,67,41,61,22,36,276,86,18,29,258,84
1500000US530330113003,530330113003,"Block Group 3, Census Tract 113, King County, Washington",345,100,33,40,21,34,12,20,312,97,53,44,259,96
1500000US530330113004,530330113004,"Block Group 4, Census Tract 113, King County, Washington",498,125,57,72,17,35,40,62,441,116,92,90,349,118
1500000US530330113005,530330113005,"Block Group 5, Census Tract 113, King County, Washington",374,87,40,41,0,12,40,41,334,87,44,34,290,88
1500000US530330114011,530330114011,"Block Group 1, Census Tract 114.01, King County, Washington",645,113,125,79,57,75,68,69,520,105,86,63,434,94
1500000US530330114012,530330114012,"Block Group 2, Census Tract 114.01, King County, Washington",549,119,77,54,25,28,52,47,472,116,53,41,419,117
1500000US530330114013,530330114013,"Block Group 3, Census Tract 114.01, King County, Washington",514,74,44,27,15,17,29,22,470,79,69,54,401,80
1500000US530330114021,530330114021,"Block Group 1, Census Tract 114.02, King County, Washington",588,96,61,41,38,34,23,22,527,100,93,46,434,110
1500000US530330114022,530330114022,"Block Group 2, Census Tract 114.02, King County, Washington",605,110,195,87,47,40,148,86,410,98,80,54,330,103
1500000US530330114023,530330114023,"Block Group 3, Census Tract 114.02, King County, Washington",698,86,254,74,106,61,148,66,444,93,153,63,291,78
1500000US530330115001,530330115001,"Block Group 1, Census Tract 115, King County, Washington",507,67,55,30,22,20,33,28,452,75,94,42,358,80
1500000US530330115002,530330115002,"Block Group 2, Census Tract 115, King County, Washington",616,63,17,20,10,16,7,13,599,64,49,35,550,67
1500000US530330115003,530330115003,"Block Group 3, Census Tract 115, King County, Washington",811,77,70,54,23,27,47,46,741,84,116,62,625,90
1500000US530330116001,530330116001,"Block Group 1, Census Tract 116, King County, Washington",543,109,0,12,0,12,0,12,543,109,54,49,489,116
1500000US530330116002,530330116002,"Block Group 2, Census Tract 116, King County, Washington",549,92,14,22,14,22,0,12,535,97,3,13,532,97
1500000US530330116003,530330116003,"Block Group 3, Census Tract 116, King County, Washington",625,105,0,12,0,12,0,12,625,105,112,65,513,126
1500000US530330116004,530330116004,"Block Group 4, Census Tract 116, King County, Washington",373,70,0,12,0,12,0,12,373,70,43,39,330,79
1500000US530330116005,530330116005,"Block Group 5, Census Tract 116, King County, Washington",425,76,0,12,0,12,0,12,425,76,12,21,413,79
1500000US530330116006,530330116006,"Block Group 6, Census Tract 116, King County, Washington",433,99,10,17,10,17,0,12,423,102,55,51,368,98
1500000US530330117001,530330117001,"Block Group 1, Census Tract 117, King County, Washington",388,73,117,70,23,27,94,63,271,73,62,38,209,73
1500000US530330117002,530330117002,"Block Group 2, Census Tract 117, King County, Washington",435,82,97,53,55,40,42,41,338,87,89,57,249,90
1500000US530330117003,530330117003,"Block Group 3, Census Tract 117, King County, Washington",539,90,116,80,78,76,38,31,423,92,100,45,323,100
1500000US530330117004,530330117004,"Block Group 4, Census Tract 117, King County, Washington",285,73,41,31,17,20,24,24,244,83,64,37,180,78
1500000US530330118001,530330118001,"Block Group 1, Census Tract 118, King County, Washington",442,122,21,33,0,12,21,33,421,124,127,101,294,101
1500000US530330118002,530330118002,"Block Group 2, Census Tract 118, King County, Washington",342,120,31,36,16,25,15,24,311,118,96,108,215,91
1500000US530330118003,530330118003,"Block Group 3, Census Tract 118, King County, Washington",322,103,30,34,15,25,15,24,292,102,13,21,279,107
1500000US530330118004,530330118004,"Block Group 4, Census Tract 118, King County, Washington",565,138,297,119,90,65,207,123,268,115,73,70,195,109
1500000US530330118005,530330118005,"Block Group 5, Census Tract 118, King County, Washington",473,111,173,97,151,96,22,28,300,111,68,57,232,105
1500000US530330118006,530330118006,"Block Group 6, Census Tract 118, King County, Washington",614,138,288,130,108,64,180,113,326,141,92,83,234,122
1500000US530330119001,530330119001,"Block Group 1, Census Tract 119, King County, Washington",602,121,23,31,23,31,0,12,579,121,123,59,456,124
1500000US530330119002,530330119002,"Block Group 2, Census Tract 119, King County, Washington",510,105,63,63,0,12,63,63,447,112,64,45,383,113
1500000US530330119003,530330119003,"Block Group 3, Census Tract 119, King County, Washington",475,101,98,91,23,41,75,85,377,111,120,71,257,113
1500000US530330119004,530330119004,"Block Group 4, Census Tract 119, King County, Washington",399,119,223,102,130,101,93,81,176,84,41,37,135,78
1500000US530330119005,530330119005,"Block Group 5, Census Tract 119, King County, Washington",467,132,56,54,56,54,0,12,411,142,66,61,345,140
1500000US530330120001,530330120001,"Block Group 1, Census Tract 120, King County, Washington",478,79,85,59,60,51,25,28,393,68,65,49,328,65
1500000US530330120002,530330120002,"Block Group 2, Census Tract 120, King County, Washington",453,89,12,18,12,18,0,12,441,90,13,15,428,91
1500000US530330120003,530330120003,"Block Group 3, Census Tract 120, King County, Washington",520,82,15,18,15,18,0,12,505,83,44,37,461,90
1500000US530330121001,530330121001,"Block Group 1, Census Tract 121, King County, Washington",457,54,0,12,0,12,0,12,457,54,38,31,419,54
1500000US530330121002,530330121002,"Block Group 2, Census Tract 121, King County, Washington",684,58,37,26,10,17,27,20,647,63,132,46,515,79
1500000US530330201001,530330201001,"Block Group 1, Census Tract 201, King County, Washington",483,49,19,21,7,12,12,18,464,52,42,30,422,54
1500000US530330201002,530330201002,"Block Group 2, Census Tract 201, King County, Washington",380,54,20,23,9,14,11,18,360,57,82,45,278,54
1500000US530330201003,530330201003,"Block Group 3, Census Tract 201, King County, Washington",387,53,16,19,0,12,16,19,371,52,70,44,301,65
1500000US530330202001,530330202001,"Block Group 1, Census Tract 202, King County, Washington",380,86,35,38,16,25,19,29,345,86,41,28,304,93
1500000US530330202002,530330202002,"Block Group 2, Census Tract 202, King County, Washington",588,108,12,21,12,21,0,12,576,111,239,85,337,92
1500000US530330202003,530330202003,"Block Group 3, Census Tract 202, King County, Washington",353,74,67,64,67,64,0,12,286,70,48,38,238,75
1500000US530330202004,530330202004,"Block Group 4, Census Tract 202, King County, Washington",383,88,11,19,0,12,11,19,372,91,70,63,302,80
1500000US530330202005,530330202005,"Block Group 5, Census Tract 202, King County, Washington",402,74,0,12,0,12,0,12,402,74,74,50,328,75
1500000US530330203001,530330203001,"Block Group 1, Census Tract 203, King County, Washington",661,125,58,59,16,25,42,53,603,110,50,35,553,122
1500000US530330203002,530330203002,"Block Group 2, Census Tract 203, King County, Washington",376,92,9,16,9,16,0,12,367,92,75,50,292,92
1500000US530330203003,530330203003,"Block Group 3, Census Tract 203, King County, Washington",396,84,33,30,17,17,16,27,363,93,112,46,251,99
1500000US530330203004,530330203004,"Block Group 4, Census Tract 203, King County, Washington",428,99,69,58,16,25,53,51,359,94,47,43,312,86
1500000US530330203005,530330203005,"Block Group 5, Census Tract 203, King County, Washington",1007,168,232,105,118,67,114,91,775,178,136,67,639,178
1500000US530330204011,530330204011,"Block Group 1, Census Tract 204.01, King County, Washington",803,83,99,62,49,39,50,56,704,95,124,69,580,103
1500000US530330204012,530330204012,"Block Group 2, Census Tract 204.01, King County, Washington",312,61,0,12,0,12,0,12,312,61,74,45,238,54
1500000US530330204013,530330204013,"Block Group 3, Census Tract 204.01, King County, Washington",234,48,31,25,17,19,14,17,203,47,40,32,163,43
1500000US530330204021,530330204021,"Block Group 1, Census Tract 204.02, King County, Washington",553,113,44,42,0,12,44,42,509,115,191,112,318,81
1500000US530330204022,530330204022,"Block Group 2, Census Tract 204.02, King County, Washington",441,88,0,12,0,12,0,12,441,88,104,71,337,79
1500000US530330204023,530330204023,"Block Group 3, Census Tract 204.02, King County, Washington",235,74,35,41,35,41,0,12,200,79,32,37,168,89
1500000US530330204024,530330204024,"Block Group 4, Census Tract 204.02, King County, Washington",416,81,0,12,0,12,0,12,416,81,28,32,388,86
1500000US530330204025,530330204025,"Block Group 5, Census Tract 204.02, King County, Washington",565,105,89,42,47,36,42,42,476,105,46,40,430,108
1500000US530330205001,530330205001,"Block Group 1, Census Tract 205, King County, Washington",807,133,146,67,110,62,36,34,661,140,26,28,635,139
1500000US530330205002,530330205002,"Block Group 2, Census Tract 205, King County, Washington",506,113,53,67,53,67,0,12,453,131,100,96,353,106
1500000US530330205003,530330205003,"Block Group 3, Census Tract 205, King County, Washington",532,94,15,23,15,23,0,12,517,93,92,82,425,94
1500000US530330205004,530330205004,"Block Group 4, Census Tract 205, King County, Washington",244,67,0,12,0,12,0,12,244,67,78,54,166,61
1500000US530330205005,530330205005,"Block Group 5, Census Tract 205, King County, Washington",296,96,12,20,12,20,0,12,284,97,28,33,256,110
1500000US530330205006,530330205006,"Block Group 6, Census Tract 205, King County, Washington",287,73,13,21,13,21,0,12,274,74,79,38,195,77
1500000US530330206001,530330206001,"Block Group 1, Census Tract 206, King County, Washington",307,55,9,14,4,9,5,9,298,56,45,29,253,61
1500000US530330206002,530330206002,"Block Group 2, Census Tract 206, King County, Washington",361,65,72,49,46,44,26,19,289,65,58,31,231,60
1500000US530330206003,530330206003,"Block Group 3, Census Tract 206, King County, Washington",294,59,14,19,14,19,0,12,280,61,7,11,273,62
1500000US530330206004,530330206004,"Block Group 4, Census Tract 206, King County, Washington",309,61,17,19,9,13,8,14,292,65,110,59,182,39
1500000US530330207001,530330207001,"Block Group 1, Census Tract 207, King County, Washington",481,70,101,71,67,68,34,27,380,60,55,34,325,61
1500000US530330207002,530330207002,"Block Group 2, Census Tract 207, King County, Washington",549,77,224,72,166,66,58,40,325,73,76,44,249,71
1500000US530330207003,530330207003,"Block Group 3, Census Tract 207, King County, Washington",449,85,12,19,0,12,12,19,437,86,115,62,322,83
1500000US530330208001,530330208001,"Block Group 1, Census Tract 208, King County, Washington",560,89,71,67,19,22,52,61,489,107,88,44,401,110
1500000US530330208002,530330208002,"Block Group 2, Census Tract 208, King County, Washington",444,84,54,40,6,10,48,39,390,89,24,23,366,92
1500000US530330208003,530330208003,"Block Group 3, Census Tract 208, King County, Washington",363,46,20,22,10,15,10,16,343,51,26,23,317,54
1500000US530330208004,530330208004,"Block Group 4, Census Tract 208, King County, Washington",327,61,7,10,7,10,0,12,320,60,52,30,268,66
1500000US530330209001,530330209001,"Block Group 1, Census Tract 209, King County, Washington",591,94,95,62,7,12,88,60,496,92,120,46,376,84
1500000US530330209002,530330209002,"Block Group 2, Census Tract 209, King County, Washington",424,66,83,34,59,34,24,19,341,72,46,31,295,77
1500000US530330209003,530330209003,"Block Group 3, Census Tract 209, King County, Washington",384,77,46,29,14,16,32,31,338,80,24,21,314,78
1500000US530330210001,530330210001,"Block Group 1, Census Tract 210, King County, Washington",267,55,23,39,0,12,23,39,244,51,59,43,185,62
1500000US530330210002,530330210002,"Block Group 2, Census Tract 210, King County, Washington",463,115,0,12,0,12,0,12,463,115,98,45,365,112
1500000US530330210003,530330210003,"Block Group 3, Census Tract 210, King County, Washington",548,126,43,55,10,18,33,53,505,126,41,40,464,129
1500000US530330210004,530330210004,"Block Group 4, Census Tract 210, King County, Washington",605,112,17,33,7,22,10,18,588,119,132,94,456,103
1500000US530330210005,530330210005,"Block Group 5, Census Tract 210, King County, Washington",277,106,29,72,16,24,13,64,248,97,57,40,191,92
1500000US530330211001,530330211001,"Block Group 1, Census Tract 211, King County, Washington",603,88,87,62,44,46,43,43,516,92,71,42,445,89
1500000US530330211002,530330211002,"Block Group 2, Census Tract 211, King County, Washington",457,80,89,65,65,55,24,37,368,58,112,67,256,69
1500000US530330211003,530330211003,"Block Group 3, Census Tract 211, King County, Washington",533,81,149,68,96,55,53,36,384,79,49,31,335,75
1500000US530330211004,530330211004,"Block Group 4, Census Tract 211, King County, Washington",0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US530330213001,530330213001,"Block Group 1, Census Tract 213, King County, Washington",684,83,50,38,12,20,38,31,634,87,110,47,524,91
1500000US530330213002,530330213002,"Block Group 2, Census Tract 213, King County, Washington",491,88,48,36,17,25,31,25,443,89,74,60,369,83
1500000US530330213003,530330213003,"Block Group 3, Census Tract 213, King County, Washington",527,80,89,54,44,43,45,34,438,78,33,26,405,80
1500000US530330214001,530330214001,"Block Group 1, Census Tract 214, King County, Washington",372,73,29,21,12,19,17,18,343,74,114,51,229,69
1500000US530330214002,530330214002,"Block Group 2, Census Tract 214, King County, Washington",595,74,59,53,44,50,15,17,536,71,99,48,437,77
1500000US530330214003,530330214003,"Block Group 3, Census Tract 214, King County, Washington",475,75,14,21,14,21,0,12,461,78,44,29,417,80
1500000US530330215001,530330215001,"Block Group 1, Census Tract 215, King County, Washington",345,63,0,12,0,12,0,12,345,63,77,46,268,68
1500000US530330215002,530330215002,"Block Group 2, Census Tract 215, King County, Washington",340,52,0,12,0,12,0,12,340,52,48,22,292,55
1500000US530330215003,530330215003,"Block Group 3, Census Tract 215, King County, Washington",624,83,0,12,0,12,0,12,624,83,133,61,491,81
1500000US530330215004,530330215004,"Block Group 4, Census Tract 215, King County, Washington",390,69,9,14,9,14,0,12,381,73,75,60,306,60
1500000US530330216001,530330216001,"Block Group 1, Census Tract 216, King County, Washington",514,72,42,27,16,18,26,23,472,72,96,52,376,75
1500000US530330216002,530330216002,"Block Group 2, Census Tract 216, King County, Washington",372,80,23,25,0,12,23,25,349,79,86,50,263,69
1500000US530330216003,530330216003,"Block Group 3, Census Tract 216, King County, Washington",530,83,73,42,10,15,63,39,457,78,79,31,378,82
1500000US530330216004,530330216004,"Block Group 4, Census Tract 216, King County, Washington",346,48,58,48,10,15,48,47,288,58,67,35,221,56
1500000US530330217001,530330217001,"Block Group 1, Census Tract 217, King County, Washington",513,120,76,81,29,33,47,74,437,110,122,77,315,106
1500000US530330217002,530330217002,"Block Group 2, Census Tract 217, King County, Washington",581,111,36,39,0,12,36,39,545,100,58,52,487,103
1500000US530330217003,530330217003,"Block Group 3, Census Tract 217, King County, Washington",463,76,16,25,16,25,0,12,447,80,130,71,317,80
1500000US530330217004,530330217004,"Block Group 4, Census Tract 217, King County, Washington",831,142,165,74,94,52,71,54,666,145,291,136,375,106
1500000US530330217005,530330217005,"Block Group 5, Census Tract 217, King County, Washington",929,151,99,56,23,26,76,50,830,146,103,59,727,152
1500000US530330218021,530330218021,"Block Group 1, Census Tract 218.02, King County, Washington",693,113,51,60,0,12,51,60,642,117,87,66,555,119
1500000US530330218022,530330218022,"Block Group 2, Census Tract 218.02, King County, Washington",961,132,123,98,96,94,27,42,838,133,109,82,729,127
1500000US530330218023,530330218023,"Block Group 3, Census Tract 218.02, King County, Washington",514,87,8,15,8,15,0,12,506,91,39,43,467,98
1500000US530330218031,530330218031,"Block Group 1, Census Tract 218.03, King County, Washington",591,86,134,76,28,30,106,74,457,71,110,68,347,78
1500000US530330218032,530330218032,"Block Group 2, Census Tract 218.03, King County, Washington",325,75,61,42,51,40,10,15,264,76,98,71,166,59
1500000US530330218033,530330218033,"Block Group 3, Census Tract 218.03, King County, Washington",522,74,22,25,15,23,7,12,500,74,86,54,414,81
1500000US530330218034,530330218034,"Block Group 4, Census Tract 218.03, King County, Washington",423,60,58,56,0,12,58,56,365,63,82,41,283,64
1500000US530330218041,530330218041,"Block Group 1, Census Tract 218.04, King County, Washington",631,88,31,48,31,48,0,12,600,85,96,52,504,82
1500000US530330218042,530330218042,"Block Group 2, Census Tract 218.04, King County, Washington",533,100,52,33,23,24,29,22,481,100,101,57,380,90
1500000US530330218043,530330218043,"Block Group 3, Census Tract 218.04, King County, Washington",464,81,52,46,26,21,26,43,412,79,29,21,383,77
1500000US530330219031,530330219031,"Block Group 1, Census Tract 219.03, King County, Washington",849,154,37,42,17,26,20,32,812,150,166,84,646,149
1500000US530330219032,530330219032,"Block Group 2, Census Tract 219.03, King County, Washington",347,63,0,12,0,12,0,12,347,63,92,53,255,64
1500000US530330219033,530330219033,"Block Group 3, Census Tract 219.03, King County, Washington",272,61,16,26,16,26,0,12,256,66,52,44,204,68
1500000US530330219034,530330219034,"Block Group 4, Census Tract 219.03, King County, Washington",228,50,24,40,0,12,24,40,204,59,31,38,173,71
1500000US530330219035,530330219035,"Block Group 5, Census Tract 219.03, King County, Washington",595,117,0,12,0,12,0,12,595,117,79,52,516,123
1500000US530330219041,530330219041,"Block Group 1, Census Tract 219.04, King County, Washington",658,80,152,68,101,70,51,35,506,83,45,29,461,81
1500000US530330219042,530330219042,"Block Group 2, Census Tract 219.04, King County, Washington",271,39,16,17,0,12,16,17,255,40,0,12,255,40
1500000US530330219043,530330219043,"Block Group 3, Census Tract 219.04, King County, Washington",502,71,31,42,0,12,31,42,471,75,120,61,351,76
1500000US530330219044,530330219044,"Block Group 4, Census Tract 219.04, King County, Washington",352,78,5,9,0,12,5,9,347,78,26,24,321,80
1500000US530330219051,530330219051,"Block Group 1, Census Tract 219.05, King County, Washington",745,128,18,28,18,28,0,12,727,130,32,25,695,131
