Id,Id2,Geography,Food Stamps Total,Margin of Error; Total:,Estimate; Household received Food Stamps/SNAP in the past 12 months:,Margin of Error; Household received Food Stamps/SNAP in the past 12 months:,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months:,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months:,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability
1500000US530330013001,530330013001,"Block Group 1, Census Tract 13, King County, Washington",818,107,78,62,39,37,39,48,740,117,147,76,593,133
1500000US530330013002,530330013002,"Block Group 2, Census Tract 13, King County, Washington",690,114,155,96,72,47,83,85,535,139,51,60,484,133
1500000US530330013003,530330013003,"Block Group 3, Census Tract 13, King County, Washington",644,112,42,40,0,12,42,40,602,114,53,54,549,111
1500000US530330014001,530330014001,"Block Group 1, Census Tract 14, King County, Washington",590,105,56,61,15,22,41,60,534,106,100,60,434,113
1500000US530330014002,530330014002,"Block Group 2, Census Tract 14, King County, Washington",374,93,26,30,15,23,11,17,348,90,64,54,284,83
1500000US530330014003,530330014003,"Block Group 3, Census Tract 14, King County, Washington",576,112,25,38,6,13,19,34,551,112,54,42,497,114
1500000US530330014004,530330014004,"Block Group 4, Census Tract 14, King County, Washington",612,101,68,98,0,12,68,98,544,86,43,43,501,94
1500000US530330015001,530330015001,"Block Group 1, Census Tract 15, King County, Washington",515,56,16,18,8,13,8,12,499,57,50,34,449,61
1500000US530330015002,530330015002,"Block Group 2, Census Tract 15, King County, Washington",605,54,8,13,0,12,8,13,597,55,142,74,455,69
1500000US530330016001,530330016001,"Block Group 1, Census Tract 16, King County, Washington",571,74,0,12,0,12,0,12,571,74,58,33,513,79
1500000US530330016002,530330016002,"Block Group 2, Census Tract 16, King County, Washington",538,74,9,15,0,12,9,15,529,75,55,32,474,77
1500000US530330016003,530330016003,"Block Group 3, Census Tract 16, King County, Washington",658,84,32,41,7,12,25,39,626,82,86,46,540,79
1500000US530330017011,530330017011,"Block Group 1, Census Tract 17.01, King County, Washington",772,112,71,67,52,63,19,21,701,92,61,48,640,96
1500000US530330017012,530330017012,"Block Group 2, Census Tract 17.01, King County, Washington",551,78,28,32,10,15,18,28,523,80,75,45,448,80
1500000US530330017013,530330017013,"Block Group 3, Census Tract 17.01, King County, Washington",623,103,32,29,12,19,20,23,591,109,80,45,511,110
1500000US530330017021,530330017021,"Block Group 1, Census Tract 17.02, King County, Washington",853,122,204,101,100,58,104,86,649,96,53,39,596,96
1500000US530330017022,530330017022,"Block Group 2, Census Tract 17.02, King County, Washington",515,94,41,36,25,25,16,25,474,105,97,56,377,101
1500000US530330017023,530330017023,"Block Group 3, Census Tract 17.02, King County, Washington",434,93,52,37,25,27,27,32,382,97,37,32,345,96
1500000US530330017024,530330017024,"Block Group 4, Census Tract 17.02, King County, Washington",260,67,14,25,14,25,0,12,246,63,34,32,212,64
1500000US530330018001,530330018001,"Block Group 1, Census Tract 18, King County, Washington",734,149,86,78,11,21,75,79,648,140,115,55,533,131
1500000US530330018002,530330018002,"Block Group 2, Census Tract 18, King County, Washington",672,120,48,45,36,41,12,20,624,123,0,12,624,123
1500000US530330018003,530330018003,"Block Group 3, Census Tract 18, King County, Washington",824,145,20,29,8,15,12,25,804,151,77,68,727,150
1500000US530330019001,530330019001,"Block Group 1, Census Tract 19, King County, Washington",1131,105,43,44,0,12,43,44,1088,110,161,71,927,115
1500000US530330019002,530330019002,"Block Group 2, Census Tract 19, King County, Washington",549,70,41,38,0,12,41,38,508,70,68,42,440,73
1500000US530330019003,530330019003,"Block Group 3, Census Tract 19, King County, Washington",426,68,19,18,11,13,8,13,407,70,119,49,288,69
1500000US530330020001,530330020001,"Block Group 1, Census Tract 20, King County, Washington",749,86,54,47,33,37,21,31,695,88,139,68,556,70
1500000US530330020002,530330020002,"Block Group 2, Census Tract 20, King County, Washington",492,71,10,14,0,12,10,14,482,69,71,50,411,69
1500000US530330020003,530330020003,"Block Group 3, Census Tract 20, King County, Washington",335,52,11,15,0,12,11,15,324,53,40,28,284,52
1500000US530330021001,530330021001,"Block Group 1, Census Tract 21, King County, Washington",600,65,7,11,0,12,7,11,593,65,111,47,482,74
1500000US530330021002,530330021002,"Block Group 2, Census Tract 21, King County, Washington",404,64,29,45,0,12,29,45,375,62,68,50,307,72
1500000US530330021003,530330021003,"Block Group 3, Census Tract 21, King County, Washington",662,82,19,21,9,13,10,16,643,84,54,36,589,88
1500000US530330022001,530330022001,"Block Group 1, Census Tract 22, King County, Washington",622,84,0,12,0,12,0,12,622,84,69,49,553,91
1500000US530330022002,530330022002,"Block Group 2, Census Tract 22, King County, Washington",552,74,14,21,0,12,14,21,538,76,113,64,425,92
1500000US530330022003,530330022003,"Block Group 3, Census Tract 22, King County, Washington",522,73,0,12,0,12,0,12,522,73,75,52,447,83
1500000US530330022004,530330022004,"Block Group 4, Census Tract 22, King County, Washington",491,75,17,25,0,12,17,25,474,74,75,52,399,87
1500000US530330024001,530330024001,"Block Group 1, Census Tract 24, King County, Washington",387,59,0,12,0,12,0,12,387,59,75,34,312,60
1500000US530330024002,530330024002,"Block Group 2, Census Tract 24, King County, Washington",344,52,21,20,7,11,14,16,323,53,51,30,272,63
1500000US530330024003,530330024003,"Block Group 3, Census Tract 24, King County, Washington",507,67,0,12,0,12,0,12,507,67,35,27,472,68
1500000US530330025001,530330025001,"Block Group 1, Census Tract 25, King County, Washington",612,64,0,12,0,12,0,12,612,64,83,43,529,71
1500000US530330025002,530330025002,"Block Group 2, Census Tract 25, King County, Washington",622,69,38,26,21,22,17,20,584,74,46,37,538,78
1500000US530330026001,530330026001,"Block Group 1, Census Tract 26, King County, Washington",516,76,9,15,9,15,0,12,507,76,29,25,478,79
1500000US530330026002,530330026002,"Block Group 2, Census Tract 26, King County, Washington",516,71,7,11,0,12,7,11,509,72,47,30,462,80
1500000US530330026003,530330026003,"Block Group 3, Census Tract 26, King County, Washington",514,70,0,12,0,12,0,12,514,70,36,20,478,71
1500000US530330026004,530330026004,"Block Group 4, Census Tract 26, King County, Washington",373,55,9,14,0,12,9,14,364,57,88,61,276,57
1500000US530330027001,530330027001,"Block Group 1, Census Tract 27, King County, Washington",623,119,12,19,0,12,12,19,611,121,11,19,600,122
1500000US530330027002,530330027002,"Block Group 2, Census Tract 27, King County, Washington",566,87,16,25,16,25,0,12,550,92,73,56,477,90
1500000US530330027003,530330027003,"Block Group 3, Census Tract 27, King County, Washington",434,99,14,25,14,25,0,12,420,99,55,46,365,95
1500000US530330027004,530330027004,"Block Group 4, Census Tract 27, King County, Washington",644,89,11,18,11,18,0,12,633,90,61,44,572,96
1500000US530330028001,530330028001,"Block Group 1, Census Tract 28, King County, Washington",351,104,0,12,0,12,0,12,351,104,36,41,315,98
1500000US530330028002,530330028002,"Block Group 2, Census Tract 28, King County, Washington",428,76,0,12,0,12,0,12,428,76,52,51,376,89
1500000US530330028003,530330028003,"Block Group 3, Census Tract 28, King County, Washington",519,102,32,35,18,26,14,23,487,100,35,34,452,102
1500000US530330028004,530330028004,"Block Group 4, Census Tract 28, King County, Washington",650,93,30,45,30,45,0,12,620,94,91,65,529,111
1500000US530330029001,530330029001,"Block Group 1, Census Tract 29, King County, Washington",643,85,46,45,8,12,38,42,597,80,61,40,536,83
1500000US530330029002,530330029002,"Block Group 2, Census Tract 29, King County, Washington",620,75,46,35,23,35,23,36,574,74,44,31,530,73
1500000US530330029003,530330029003,"Block Group 3, Census Tract 29, King County, Washington",533,79,8,12,0,12,8,12,525,78,23,20,502,80
1500000US530330030001,530330030001,"Block Group 1, Census Tract 30, King County, Washington",697,86,14,24,14,24,0,12,683,84,104,62,579,100
1500000US530330030002,530330030002,"Block Group 2, Census Tract 30, King County, Washington",602,93,35,39,0,12,35,39,567,95,42,38,525,104
1500000US530330030003,530330030003,"Block Group 3, Census Tract 30, King County, Washington",590,91,63,52,63,52,0,12,527,92,26,28,501,98
1500000US530330030004,530330030004,"Block Group 4, Census Tract 30, King County, Washington",534,116,0,12,0,12,0,12,534,116,73,79,461,104
1500000US530330031001,530330031001,"Block Group 1, Census Tract 31, King County, Washington",513,77,0,12,0,12,0,12,513,77,66,52,447,98
1500000US530330031002,530330031002,"Block Group 2, Census Tract 31, King County, Washington",411,69,26,31,0,12,26,31,385,68,32,40,353,69
1500000US530330031003,530330031003,"Block Group 3, Census Tract 31, King County, Washington",461,107,38,20,29,23,9,14,423,109,29,33,394,109
1500000US530330031004,530330031004,"Block Group 4, Census Tract 31, King County, Washington",646,81,9,15,9,15,0,12,637,84,43,39,594,96
1500000US530330031005,530330031005,"Block Group 5, Census Tract 31, King County, Washington",520,62,25,30,0,12,25,30,495,69,49,37,446,79
1500000US530330032001,530330032001,"Block Group 1, Census Tract 32, King County, Washington",434,93,28,30,0,12,28,30,406,95,29,31,377,98
1500000US530330032002,530330032002,"Block Group 2, Census Tract 32, King County, Washington",791,141,45,41,30,34,15,24,746,142,77,55,669,143
1500000US530330032003,530330032003,"Block Group 3, Census Tract 32, King County, Washington",602,108,50,48,37,43,13,21,552,104,43,41,509,116
1500000US530330032004,530330032004,"Block Group 4, Census Tract 32, King County, Washington",685,135,60,43,14,22,46,43,625,133,89,53,536,139
1500000US530330032005,530330032005,"Block Group 5, Census Tract 32, King County, Washington",251,67,0,12,0,12,0,12,251,67,10,16,241,66
1500000US530330032006,530330032006,"Block Group 6, Census Tract 32, King County, Washington",760,153,52,77,0,12,52,77,708,151,175,96,533,151
1500000US530330032007,530330032007,"Block Group 7, Census Tract 32, King County, Washington",445,139,0,12,0,12,0,12,445,139,67,51,378,135
1500000US530330033001,530330033001,"Block Group 1, Census Tract 33, King County, Washington",580,103,42,45,24,41,18,20,538,100,16,25,522,104
1500000US530330033002,530330033002,"Block Group 2, Census Tract 33, King County, Washington",400,113,0,12,0,12,0,12,400,113,86,68,314,102
1500000US530330033003,530330033003,"Block Group 3, Census Tract 33, King County, Washington",1019,142,69,65,0,12,69,65,950,132,48,49,902,141
1500000US530330033004,530330033004,"Block Group 4, Census Tract 33, King County, Washington",604,133,36,39,0,12,36,39,568,127,94,86,474,101
1500000US530330033005,530330033005,"Block Group 5, Census Tract 33, King County, Washington",518,95,18,21,0,12,18,21,500,97,32,36,468,106
1500000US530330034001,530330034001,"Block Group 1, Census Tract 34, King County, Washington",474,67,17,18,0,12,17,18,457,70,45,51,412,65
1500000US530330034002,530330034002,"Block Group 2, Census Tract 34, King County, Washington",594,81,0,12,0,12,0,12,594,81,44,31,550,87
1500000US530330034003,530330034003,"Block Group 3, Census Tract 34, King County, Washington",435,68,20,19,5,9,15,17,415,69,62,41,353,69
1500000US530330035001,530330035001,"Block Group 1, Census Tract 35, King County, Washington",661,76,69,40,60,39,9,14,592,84,70,40,522,84
1500000US530330035002,530330035002,"Block Group 2, Census Tract 35, King County, Washington",669,89,9,14,0,12,9,14,660,92,74,45,586,86
1500000US530330035003,530330035003,"Block Group 3, Census Tract 35, King County, Washington",525,74,0,12,0,12,0,12,525,74,66,47,459,82
1500000US530330036001,530330036001,"Block Group 1, Census Tract 36, King County, Washington",741,108,30,32,0,12,30,32,711,113,57,40,654,117
1500000US530330036002,530330036002,"Block Group 2, Census Tract 36, King County, Washington",848,145,73,45,42,32,31,34,775,143,45,34,730,144
1500000US530330036003,530330036003,"Block Group 3, Census Tract 36, King County, Washington",520,95,44,34,14,22,30,33,476,93,68,50,408,92
1500000US530330036004,530330036004,"Block Group 4, Census Tract 36, King County, Washington",1043,145,12,19,12,19,0,12,1031,147,152,95,879,147
1500000US530330038001,530330038001,"Block Group 1, Census Tract 38, King County, Washington",501,60,5,8,5,8,0,12,496,60,156,63,340,68
1500000US530330038002,530330038002,"Block Group 2, Census Tract 38, King County, Washington",370,47,15,17,8,11,7,13,355,43,40,24,315,46
1500000US530330039001,530330039001,"Block Group 1, Census Tract 39, King County, Washington",757,65,22,32,0,12,22,32,735,61,107,51,628,69
1500000US530330039002,530330039002,"Block Group 2, Census Tract 39, King County, Washington",408,47,0,12,0,12,0,12,408,47,59,37,349,54
1500000US530330040001,530330040001,"Block Group 1, Census Tract 40, King County, Washington",964,63,137,56,58,53,79,70,827,70,75,40,752,78
1500000US530330040002,530330040002,"Block Group 2, Census Tract 40, King County, Washington",369,49,22,25,12,20,10,15,347,51,27,23,320,55
1500000US530330041001,530330041001,"Block Group 1, Census Tract 41, King County, Washington",619,116,0,12,0,12,0,12,619,116,16,25,603,120
1500000US530330041002,530330041002,"Block Group 2, Census Tract 41, King County, Washington",619,96,0,12,0,12,0,12,619,96,198,74,421,88
1500000US530330041003,530330041003,"Block Group 3, Census Tract 41, King County, Washington",482,91,25,37,25,37,0,12,457,94,45,35,412,97
1500000US530330041004,530330041004,"Block Group 4, Census Tract 41, King County, Washington",547,112,18,28,0,12,18,28,529,114,73,60,456,119
1500000US530330041005,530330041005,"Block Group 5, Census Tract 41, King County, Washington",363,73,26,30,0,12,26,30,337,77,33,39,304,78
1500000US530330041006,530330041006,"Block Group 6, Census Tract 41, King County, Washington",321,92,0,12,0,12,0,12,321,92,120,82,201,83
1500000US530330042001,530330042001,"Block Group 1, Census Tract 42, King County, Washington",736,105,50,74,0,12,50,74,686,100,35,34,651,106
1500000US530330042002,530330042002,"Block Group 2, Census Tract 42, King County, Washington",609,76,57,30,28,31,29,34,552,79,124,79,428,83
1500000US530330042003,530330042003,"Block Group 3, Census Tract 42, King County, Washington",624,97,42,49,30,45,12,19,582,90,49,41,533,92
1500000US530330042004,530330042004,"Block Group 4, Census Tract 42, King County, Washington",642,94,14,25,0,12,14,25,628,100,21,26,607,106
1500000US530330042005,530330042005,"Block Group 5, Census Tract 42, King County, Washington",567,82,10,15,0,12,10,15,557,86,0,12,557,86
1500000US530330043011,530330043011,"Block Group 1, Census Tract 43.01, King County, Washington",432,95,43,41,16,20,27,35,389,96,49,44,340,85
1500000US530330043012,530330043012,"Block Group 2, Census Tract 43.01, King County, Washington",446,74,9,16,9,16,0,12,437,72,11,13,426,73
1500000US530330043013,530330043013,"Block Group 3, Census Tract 43.01, King County, Washington",510,78,21,24,10,18,11,16,489,82,97,46,392,85
1500000US530330043021,530330043021,"Block Group 1, Census Tract 43.02, King County, Washington",538,120,47,64,0,12,47,64,491,123,40,45,451,123
1500000US530330043022,530330043022,"Block Group 2, Census Tract 43.02, King County, Washington",831,137,104,73,43,33,61,69,727,124,169,81,558,108
1500000US530330044001,530330044001,"Block Group 1, Census Tract 44, King County, Washington",484,107,22,37,0,12,22,37,462,107,26,40,436,108
1500000US530330044002,530330044002,"Block Group 2, Census Tract 44, King County, Washington",726,155,27,42,0,12,27,42,699,151,83,58,616,151
1500000US530330044003,530330044003,"Block Group 3, Census Tract 44, King County, Washington",321,117,15,24,15,24,0,12,306,118,16,25,290,116
1500000US530330044004,530330044004,"Block Group 4, Census Tract 44, King County, Washington",782,184,63,49,14,22,49,45,719,189,15,25,704,191
1500000US530330045001,530330045001,"Block Group 1, Census Tract 45, King County, Washington",369,61,8,11,0,12,8,11,361,61,9,13,352,61
1500000US530330045002,530330045002,"Block Group 2, Census Tract 45, King County, Washington",610,65,25,20,0,12,25,20,585,67,96,45,489,72
1500000US530330046001,530330046001,"Block Group 1, Census Tract 46, King County, Washington",418,74,0,12,0,12,0,12,418,74,52,46,366,69
1500000US530330046002,530330046002,"Block Group 2, Census Tract 46, King County, Washington",625,64,37,37,0,12,37,37,588,69,22,20,566,68
1500000US530330046003,530330046003,"Block Group 3, Census Tract 46, King County, Washington",367,57,0,12,0,12,0,12,367,57,108,61,259,51
1500000US530330047001,530330047001,"Block Group 1, Census Tract 47, King County, Washington",606,203,0,12,0,12,0,12,606,203,80,80,526,203
1500000US530330047002,530330047002,"Block Group 2, Census Tract 47, King County, Washington",839,210,0,12,0,12,0,12,839,210,17,27,822,211
1500000US530330047003,530330047003,"Block Group 3, Census Tract 47, King County, Washington",1413,211,60,61,18,32,42,50,1353,214,137,70,1216,210
1500000US530330047004,530330047004,"Block Group 4, Census Tract 47, King County, Washington",1746,224,65,63,0,12,65,63,1681,223,252,157,1429,230
1500000US530330048001,530330048001,"Block Group 1, Census Tract 48, King County, Washington",467,96,16,25,16,25,0,12,451,96,0,12,451,96
1500000US530330048002,530330048002,"Block Group 2, Census Tract 48, King County, Washington",566,100,18,27,0,12,18,27,548,102,41,47,507,100
1500000US530330048003,530330048003,"Block Group 3, Census Tract 48, King County, Washington",567,91,28,32,0,12,28,32,539,93,44,42,495,96
1500000US530330048004,530330048004,"Block Group 4, Census Tract 48, King County, Washington",526,90,0,12,0,12,0,12,526,90,28,32,498,101
1500000US530330049001,530330049001,"Block Group 1, Census Tract 49, King County, Washington",581,114,107,85,32,27,75,86,474,92,31,30,443,99
1500000US530330049002,530330049002,"Block Group 2, Census Tract 49, King County, Washington",648,101,58,57,0,12,58,57,590,109,34,39,556,109
1500000US530330049003,530330049003,"Block Group 3, Census Tract 49, King County, Washington",685,109,22,34,0,12,22,34,663,116,15,25,648,122
1500000US530330049004,530330049004,"Block Group 4, Census Tract 49, King County, Washington",797,120,13,20,0,12,13,20,784,122,15,25,769,121
1500000US530330049005,530330049005,"Block Group 5, Census Tract 49, King County, Washington",886,140,47,44,12,20,35,39,839,148,9,14,830,149
1500000US530330050001,530330050001,"Block Group 1, Census Tract 50, King County, Washington",658,86,17,19,8,12,9,15,641,88,40,44,601,90
1500000US530330050002,530330050002,"Block Group 2, Census Tract 50, King County, Washington",394,78,0,12,0,12,0,12,394,78,8,13,386,79
1500000US530330050003,530330050003,"Block Group 3, Census Tract 50, King County, Washington",811,114,75,73,58,71,17,20,736,103,199,86,537,103
1500000US530330051001,530330051001,"Block Group 1, Census Tract 51, King County, Washington",666,84,17,19,17,19,0,12,649,83,55,37,594,80
1500000US530330051002,530330051002,"Block Group 2, Census Tract 51, King County, Washington",547,69,14,15,14,15,0,12,533,70,74,32,459,76
1500000US530330051003,530330051003,"Block Group 3, Census Tract 51, King County, Washington",395,57,11,16,0,12,11,16,384,59,15,17,369,62
1500000US530330052001,530330052001,"Block Group 1, Census Tract 52, King County, Washington",472,118,95,88,15,24,80,85,377,117,31,34,346,118
1500000US530330052002,530330052002,"Block Group 2, Census Tract 52, King County, Washington",678,142,33,38,19,31,14,21,645,145,0,12,645,145
1500000US530330052003,530330052003,"Block Group 3, Census Tract 52, King County, Washington",562,104,13,20,13,20,0,12,549,107,40,45,509,106
1500000US530330052004,530330052004,"Block Group 4, Census Tract 52, King County, Washington",539,113,50,82,0,12,50,82,489,84,104,65,385,85
1500000US530330052005,530330052005,"Block Group 5, Census Tract 52, King County, Washington",627,140,87,47,50,47,37,43,540,138,50,42,490,142
1500000US530330053011,530330053011,"Block Group 1, Census Tract 53.01, King County, Washington",331,121,14,22,14,22,0,12,317,118,45,65,272,100
1500000US530330053012,530330053012,"Block Group 2, Census Tract 53.01, King County, Washington",1050,151,96,50,62,43,34,35,954,163,94,90,860,138
1500000US530330053013,530330053013,"Block Group 3, Census Tract 53.01, King County, Washington",634,110,80,83,80,83,0,12,554,112,40,41,514,110
1500000US530330053014,530330053014,"Block Group 4, Census Tract 53.01, King County, Washington",638,125,41,66,0,12,41,66,597,112,105,66,492,100
1500000US530330053021,530330053021,"Block Group 1, Census Tract 53.02, King County, Washington",125,27,0,12,0,12,0,12,125,27,0,12,125,27
1500000US530330053022,530330053022,"Block Group 2, Census Tract 53.02, King County, Washington",14,14,0,12,0,12,0,12,14,14,0,12,14,14
1500000US530330053023,530330053023,"Block Group 3, Census Tract 53.02, King County, Washington",0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US530330054001,530330054001,"Block Group 1, Census Tract 54, King County, Washington",391,84,1,10,1,10,0,12,390,84,48,60,342,76
1500000US530330054002,530330054002,"Block Group 2, Census Tract 54, King County, Washington",762,128,63,70,0,12,63,70,699,123,45,43,654,133
1500000US530330054003,530330054003,"Block Group 3, Census Tract 54, King County, Washington",713,115,73,96,0,12,73,96,640,109,99,69,541,111
1500000US530330054004,530330054004,"Block Group 4, Census Tract 54, King County, Washington",871,120,48,45,0,12,48,45,823,123,26,30,797,125
