Id,Id2,Geography,Food Stamps Total,Margin of Error; Total:,Estimate; Household received Food Stamps/SNAP in the past 12 months:,Margin of Error; Household received Food Stamps/SNAP in the past 12 months:,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months:,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months:,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability
1500000US530330241002,530330241002,"Block Group 2, Census Tract 241, King County, Washington",366,34,5,5,3,4,2,3,361,35,68,23,293,34
1500000US530330241003,530330241003,"Block Group 3, Census Tract 241, King County, Washington",542,43,0,12,0,12,0,12,542,43,92,27,450,48
1500000US530330241004,530330241004,"Block Group 4, Census Tract 241, King County, Washington",400,34,0,12,0,12,0,12,400,34,39,20,361,37
1500000US530330242001,530330242001,"Block Group 1, Census Tract 242, King County, Washington",495,56,0,12,0,12,0,12,495,56,79,46,416,55
1500000US530330242002,530330242002,"Block Group 2, Census Tract 242, King County, Washington",642,62,22,33,0,12,22,33,620,59,55,32,565,59
1500000US530330243001,530330243001,"Block Group 1, Census Tract 243, King County, Washington",582,99,0,12,0,12,0,12,582,99,66,53,516,107
1500000US530330243002,530330243002,"Block Group 2, Census Tract 243, King County, Washington",1359,188,73,73,19,30,54,64,1286,192,351,147,935,165
1500000US530330243003,530330243003,"Block Group 3, Census Tract 243, King County, Washington",489,125,66,79,0,12,66,79,423,119,48,47,375,114
1500000US530330243004,530330243004,"Block Group 4, Census Tract 243, King County, Washington",999,145,103,52,88,60,15,23,896,141,225,130,671,168
1500000US530330243005,530330243005,"Block Group 5, Census Tract 243, King County, Washington",432,80,16,25,0,12,16,25,416,84,33,35,383,88
1500000US530330244001,530330244001,"Block Group 1, Census Tract 244, King County, Washington",560,78,26,34,0,12,26,34,534,79,246,71,288,66
1500000US530330244002,530330244002,"Block Group 2, Census Tract 244, King County, Washington",715,87,52,56,10,15,42,54,663,84,68,57,595,89
1500000US530330245001,530330245001,"Block Group 1, Census Tract 245, King County, Washington",810,76,27,38,27,38,0,12,783,73,71,40,712,76
1500000US530330245002,530330245002,"Block Group 2, Census Tract 245, King County, Washington",492,69,17,19,8,12,9,15,475,70,47,30,428,74
1500000US530330245003,530330245003,"Block Group 3, Census Tract 245, King County, Washington",440,57,8,12,8,12,0,12,432,57,105,53,327,51
1500000US530330246011,530330246011,"Block Group 1, Census Tract 246.01, King County, Washington",607,75,9,14,9,14,0,12,598,76,158,59,440,81
1500000US530330246012,530330246012,"Block Group 2, Census Tract 246.01, King County, Washington",508,67,0,12,0,12,0,12,508,67,94,48,414,73
1500000US530330246013,530330246013,"Block Group 3, Census Tract 246.01, King County, Washington",544,53,0,12,0,12,0,12,544,53,56,35,488,57
1500000US530330246021,530330246021,"Block Group 1, Census Tract 246.02, King County, Washington",327,58,12,16,0,12,12,16,315,57,27,21,288,57
1500000US530330246022,530330246022,"Block Group 2, Census Tract 246.02, King County, Washington",703,76,0,12,0,12,0,12,703,76,70,36,633,75
1500000US530330246023,530330246023,"Block Group 3, Census Tract 246.02, King County, Washington",253,50,0,12,0,12,0,12,253,50,34,29,219,53
1500000US530330247011,530330247011,"Block Group 1, Census Tract 247.01, King County, Washington",470,74,23,22,0,12,23,22,447,79,65,35,382,84
1500000US530330247012,530330247012,"Block Group 2, Census Tract 247.01, King County, Washington",554,105,80,69,12,18,68,70,474,85,73,50,401,91
1500000US530330247013,530330247013,"Block Group 3, Census Tract 247.01, King County, Washington",382,80,19,22,10,17,9,15,363,79,42,26,321,83
1500000US530330247021,530330247021,"Block Group 1, Census Tract 247.02, King County, Washington",751,138,0,12,0,12,0,12,751,138,117,61,634,145
1500000US530330247022,530330247022,"Block Group 2, Census Tract 247.02, King County, Washington",493,88,0,12,0,12,0,12,493,88,117,70,376,98
1500000US530330247023,530330247023,"Block Group 3, Census Tract 247.02, King County, Washington",639,95,0,12,0,12,0,12,639,95,102,63,537,98
1500000US530330247024,530330247024,"Block Group 4, Census Tract 247.02, King County, Washington",571,94,9,16,9,16,0,12,562,94,96,67,466,94
1500000US530330247025,530330247025,"Block Group 5, Census Tract 247.02, King County, Washington",507,127,0,12,0,12,0,12,507,127,45,43,462,128
1500000US530330248001,530330248001,"Block Group 1, Census Tract 248, King County, Washington",373,70,28,22,28,22,0,12,345,69,33,28,312,65
1500000US530330248002,530330248002,"Block Group 2, Census Tract 248, King County, Washington",736,109,24,31,24,31,0,12,712,108,225,110,487,113
1500000US530330248003,530330248003,"Block Group 3, Census Tract 248, King County, Washington",1066,142,90,79,24,27,66,72,976,142,129,92,847,156
1500000US530330249011,530330249011,"Block Group 1, Census Tract 249.01, King County, Washington",377,57,17,19,10,16,7,11,360,59,139,76,221,45
1500000US530330249012,530330249012,"Block Group 2, Census Tract 249.01, King County, Washington",640,67,0,12,0,12,0,12,640,67,136,51,504,83
1500000US530330249013,530330249013,"Block Group 3, Census Tract 249.01, King County, Washington",374,42,7,11,7,11,0,12,367,43,48,29,319,49
1500000US530330249014,530330249014,"Block Group 4, Census Tract 249.01, King County, Washington",414,64,0,12,0,12,0,12,414,64,57,36,357,62
1500000US530330249021,530330249021,"Block Group 1, Census Tract 249.02, King County, Washington",399,54,0,12,0,12,0,12,399,54,46,30,353,57
1500000US530330249022,530330249022,"Block Group 2, Census Tract 249.02, King County, Washington",548,71,8,13,8,13,0,12,540,74,41,31,499,77
1500000US530330249023,530330249023,"Block Group 3, Census Tract 249.02, King County, Washington",411,62,0,12,0,12,0,12,411,62,91,52,320,59
1500000US530330249031,530330249031,"Block Group 1, Census Tract 249.03, King County, Washington",653,73,13,20,13,20,0,12,640,75,49,46,591,86
1500000US530330249032,530330249032,"Block Group 2, Census Tract 249.03, King County, Washington",619,74,18,28,18,28,0,12,601,73,71,49,530,85
1500000US530330249033,530330249033,"Block Group 3, Census Tract 249.03, King County, Washington",447,68,0,12,0,12,0,12,447,68,13,21,434,72
1500000US530330249034,530330249034,"Block Group 4, Census Tract 249.03, King County, Washington",521,70,13,21,0,12,13,21,508,80,33,35,475,81
1500000US530330250011,530330250011,"Block Group 1, Census Tract 250.01, King County, Washington",350,54,0,12,0,12,0,12,350,54,50,49,300,52
1500000US530330250012,530330250012,"Block Group 2, Census Tract 250.01, King County, Washington",673,97,21,22,12,18,9,14,652,98,20,23,632,97
1500000US530330250013,530330250013,"Block Group 3, Census Tract 250.01, King County, Washington",430,57,37,27,9,14,28,26,393,59,88,51,305,54
1500000US530330250014,530330250014,"Block Group 4, Census Tract 250.01, King County, Washington",387,63,19,22,0,12,19,22,368,71,26,23,342,73
1500000US530330250031,530330250031,"Block Group 1, Census Tract 250.03, King County, Washington",375,82,0,12,0,12,0,12,375,82,41,36,334,72
1500000US530330250032,530330250032,"Block Group 2, Census Tract 250.03, King County, Washington",374,95,43,66,0,12,43,66,331,80,0,12,331,80
1500000US530330250033,530330250033,"Block Group 3, Census Tract 250.03, King County, Washington",546,98,27,28,15,23,12,19,519,101,64,44,455,98
1500000US530330250034,530330250034,"Block Group 4, Census Tract 250.03, King County, Washington",522,108,18,30,0,12,18,30,504,112,58,47,446,121
1500000US530330250035,530330250035,"Block Group 5, Census Tract 250.03, King County, Washington",769,139,0,12,0,12,0,12,769,139,92,76,677,142
1500000US530330250051,530330250051,"Block Group 1, Census Tract 250.05, King County, Washington",974,91,10,14,0,12,10,14,964,87,76,38,888,90
1500000US530330250052,530330250052,"Block Group 2, Census Tract 250.05, King County, Washington",960,103,69,55,38,46,31,30,891,100,116,57,775,102
1500000US530330250061,530330250061,"Block Group 1, Census Tract 250.06, King County, Washington",467,125,20,32,0,12,20,32,447,127,13,20,434,129
1500000US530330250062,530330250062,"Block Group 2, Census Tract 250.06, King County, Washington",1212,127,115,103,49,76,66,75,1097,136,244,97,853,140
1500000US530330250063,530330250063,"Block Group 3, Census Tract 250.06, King County, Washington",549,90,0,12,0,12,0,12,549,90,45,37,504,103
1500000US530330251011,530330251011,"Block Group 1, Census Tract 251.01, King County, Washington",603,119,161,101,101,81,60,72,442,124,28,23,414,121
1500000US530330251012,530330251012,"Block Group 2, Census Tract 251.01, King County, Washington",533,124,0,12,0,12,0,12,533,124,76,57,457,126
1500000US530330251013,530330251013,"Block Group 3, Census Tract 251.01, King County, Washington",325,77,0,12,0,12,0,12,325,77,45,43,280,79
1500000US530330251014,530330251014,"Block Group 4, Census Tract 251.01, King County, Washington",652,100,85,83,0,12,85,83,567,95,55,46,512,104
1500000US530330251021,530330251021,"Block Group 1, Census Tract 251.02, King County, Washington",393,97,31,35,0,12,31,35,362,106,44,39,318,103
1500000US530330251022,530330251022,"Block Group 2, Census Tract 251.02, King County, Washington",581,172,140,126,78,104,62,82,441,128,112,98,329,88
1500000US530330251023,530330251023,"Block Group 3, Census Tract 251.02, King County, Washington",1134,157,17,24,17,24,0,12,1117,164,211,118,906,153
1500000US530330251024,530330251024,"Block Group 4, Census Tract 251.02, King County, Washington",643,139,0,12,0,12,0,12,643,139,157,114,486,123
1500000US530330252001,530330252001,"Block Group 1, Census Tract 252, King County, Washington",458,103,18,29,0,12,18,29,440,97,89,54,351,98
1500000US530330252002,530330252002,"Block Group 2, Census Tract 252, King County, Washington",1010,127,117,76,90,68,27,30,893,133,132,70,761,130
1500000US530330252003,530330252003,"Block Group 3, Census Tract 252, King County, Washington",481,132,141,108,29,32,112,103,340,110,45,34,295,107
1500000US530330252004,530330252004,"Block Group 4, Census Tract 252, King County, Washington",822,115,199,76,58,45,141,76,623,115,127,63,496,110
1500000US530330252005,530330252005,"Block Group 5, Census Tract 252, King County, Washington",482,89,37,38,16,25,21,29,445,84,78,53,367,94
1500000US530330253011,530330253011,"Block Group 1, Census Tract 253.01, King County, Washington",702,138,13,21,0,12,13,21,689,139,87,50,602,141
1500000US530330253012,530330253012,"Block Group 2, Census Tract 253.01, King County, Washington",800,144,31,36,0,12,31,36,769,145,91,65,678,142
1500000US530330253013,530330253013,"Block Group 3, Census Tract 253.01, King County, Washington",1343,221,110,65,28,31,82,64,1233,231,92,71,1141,215
1500000US530330253021,530330253021,"Block Group 1, Census Tract 253.02, King County, Washington",1089,151,96,62,88,63,8,16,993,152,139,68,854,169
1500000US530330253022,530330253022,"Block Group 2, Census Tract 253.02, King County, Washington",833,160,136,111,89,97,47,51,697,143,156,98,541,132
1500000US530330253023,530330253023,"Block Group 3, Census Tract 253.02, King County, Washington",704,168,201,115,59,66,142,89,503,168,92,96,411,144
1500000US530330254001,530330254001,"Block Group 1, Census Tract 254, King County, Washington",575,149,158,107,104,76,54,67,417,134,109,73,308,138
1500000US530330254002,530330254002,"Block Group 2, Census Tract 254, King County, Washington",951,188,356,135,76,87,280,152,595,162,47,76,548,156
1500000US530330254003,530330254003,"Block Group 3, Census Tract 254, King County, Washington",1115,203,243,130,59,44,184,122,872,181,203,69,669,180
1500000US530330254004,530330254004,"Block Group 4, Census Tract 254, King County, Washington",435,116,68,47,12,19,56,48,367,119,38,27,329,123
1500000US530330255001,530330255001,"Block Group 1, Census Tract 255, King County, Washington",1002,106,150,70,64,49,86,52,852,110,111,70,741,108
1500000US530330255002,530330255002,"Block Group 2, Census Tract 255, King County, Washington",534,95,32,23,0,12,32,23,502,95,149,66,353,82
1500000US530330255003,530330255003,"Block Group 3, Census Tract 255, King County, Washington",459,89,54,35,26,26,28,28,405,88,93,51,312,83
1500000US530330256011,530330256011,"Block Group 1, Census Tract 256.01, King County, Washington",369,59,20,21,0,12,20,21,349,61,56,40,293,62
1500000US530330256012,530330256012,"Block Group 2, Census Tract 256.01, King County, Washington",973,93,118,81,96,77,22,25,855,108,138,75,717,122
1500000US530330256013,530330256013,"Block Group 3, Census Tract 256.01, King County, Washington",665,72,63,46,5,11,58,46,602,78,77,54,525,82
1500000US530330256021,530330256021,"Block Group 1, Census Tract 256.02, King County, Washington",740,86,42,37,9,15,33,33,698,85,160,83,538,90
1500000US530330256022,530330256022,"Block Group 2, Census Tract 256.02, King County, Washington",365,73,22,28,22,28,0,12,343,72,79,47,264,75
1500000US530330256023,530330256023,"Block Group 3, Census Tract 256.02, King County, Washington",939,94,50,38,13,24,37,29,889,103,211,73,678,116
1500000US530330257011,530330257011,"Block Group 1, Census Tract 257.01, King County, Washington",560,135,41,43,23,40,18,25,519,145,59,42,460,153
1500000US530330257012,530330257012,"Block Group 2, Census Tract 257.01, King County, Washington",469,123,34,39,34,39,0,12,435,122,128,65,307,116
1500000US530330257013,530330257013,"Block Group 3, Census Tract 257.01, King County, Washington",331,102,181,83,72,44,109,72,150,86,62,61,88,57
1500000US530330257014,530330257014,"Block Group 4, Census Tract 257.01, King County, Washington",664,132,32,36,0,12,32,36,632,135,67,54,565,145
1500000US530330257015,530330257015,"Block Group 5, Census Tract 257.01, King County, Washington",731,153,105,81,30,34,75,82,626,144,176,80,450,131
1500000US530330257021,530330257021,"Block Group 1, Census Tract 257.02, King County, Washington",533,82,0,12,0,12,0,12,533,82,109,54,424,80
1500000US530330257022,530330257022,"Block Group 2, Census Tract 257.02, King County, Washington",348,59,4,9,0,12,4,9,344,60,91,41,253,61
1500000US530330257023,530330257023,"Block Group 3, Census Tract 257.02, King County, Washington",363,59,65,39,41,38,24,29,298,56,82,41,216,71
1500000US530330258031,530330258031,"Block Group 1, Census Tract 258.03, King County, Washington",525,74,63,48,0,12,63,48,462,71,80,42,382,70
1500000US530330258032,530330258032,"Block Group 2, Census Tract 258.03, King County, Washington",630,88,30,27,7,12,23,23,600,88,182,77,418,86
1500000US530330258033,530330258033,"Block Group 3, Census Tract 258.03, King County, Washington",631,100,242,93,141,70,101,66,389,103,16,19,373,103
1500000US530330258041,530330258041,"Block Group 1, Census Tract 258.04, King County, Washington",417,62,45,31,11,17,34,30,372,72,122,50,250,71
1500000US530330258042,530330258042,"Block Group 2, Census Tract 258.04, King County, Washington",302,51,19,19,13,14,6,13,283,52,69,30,214,52
1500000US530330258043,530330258043,"Block Group 3, Census Tract 258.04, King County, Washington",448,77,72,56,23,19,49,53,376,80,69,45,307,75
1500000US530330258051,530330258051,"Block Group 1, Census Tract 258.05, King County, Washington",906,112,113,80,43,48,70,68,793,119,147,84,646,115
1500000US530330258052,530330258052,"Block Group 2, Census Tract 258.05, King County, Washington",370,101,0,12,0,12,0,12,370,101,46,32,324,106
1500000US530330258053,530330258053,"Block Group 3, Census Tract 258.05, King County, Washington",619,89,75,47,57,46,18,20,544,79,161,66,383,75
1500000US530330258061,530330258061,"Block Group 1, Census Tract 258.06, King County, Washington",426,57,13,15,6,10,7,11,413,58,121,44,292,53
1500000US530330258062,530330258062,"Block Group 2, Census Tract 258.06, King County, Washington",821,100,67,50,28,24,39,46,754,102,56,35,698,97
1500000US530330258063,530330258063,"Block Group 3, Census Tract 258.06, King County, Washington",481,86,123,68,64,52,59,49,358,70,93,39,265,69
1500000US530330260011,530330260011,"Block Group 1, Census Tract 260.01, King County, Washington",512,106,45,41,0,12,45,41,467,103,86,46,381,108
1500000US530330260012,530330260012,"Block Group 2, Census Tract 260.01, King County, Washington",349,68,18,20,18,20,0,12,331,71,114,53,217,67
1500000US530330260013,530330260013,"Block Group 3, Census Tract 260.01, King County, Washington",441,99,10,15,10,15,0,12,431,100,99,45,332,104
1500000US530330260014,530330260014,"Block Group 4, Census Tract 260.01, King County, Washington",337,80,69,44,52,37,17,25,268,75,62,36,206,82
1500000US530330260015,530330260015,"Block Group 5, Census Tract 260.01, King County, Washington",402,101,106,71,66,57,40,38,296,87,83,51,213,80
1500000US530330260021,530330260021,"Block Group 1, Census Tract 260.02, King County, Washington",1013,166,237,133,104,82,133,110,776,165,154,107,622,148
1500000US530330260022,530330260022,"Block Group 2, Census Tract 260.02, King County, Washington",711,163,143,94,90,102,53,68,568,150,226,98,342,133
1500000US530330260023,530330260023,"Block Group 3, Census Tract 260.02, King County, Washington",623,137,110,94,17,27,93,92,513,132,50,39,463,135
1500000US530330260024,530330260024,"Block Group 4, Census Tract 260.02, King County, Washington",692,162,32,41,32,41,0,12,660,153,183,116,477,131
1500000US530330261001,530330261001,"Block Group 1, Census Tract 261, King County, Washington",350,95,88,56,63,54,25,31,262,107,77,64,185,97
1500000US530330261002,530330261002,"Block Group 2, Census Tract 261, King County, Washington",550,138,125,85,83,84,42,50,425,140,67,70,358,135
1500000US530330261003,530330261003,"Block Group 3, Census Tract 261, King County, Washington",572,166,148,120,148,120,0,12,424,141,85,112,339,92
1500000US530330261004,530330261004,"Block Group 4, Census Tract 261, King County, Washington",598,125,197,78,74,73,123,82,401,124,32,32,369,127
1500000US530330261005,530330261005,"Block Group 5, Census Tract 261, King County, Washington",524,174,62,58,62,58,0,12,462,185,181,134,281,149
1500000US530330262001,530330262001,"Block Group 1, Census Tract 262, King County, Washington",73,63,39,59,39,59,0,12,34,25,20,22,14,23
1500000US530330262002,530330262002,"Block Group 2, Census Tract 262, King County, Washington",613,126,107,94,22,27,85,89,506,130,82,79,424,133
1500000US530330262003,530330262003,"Block Group 3, Census Tract 262, King County, Washington",951,144,290,142,73,78,217,133,661,193,74,62,587,186
1500000US530330262004,530330262004,"Block Group 4, Census Tract 262, King County, Washington",677,108,86,47,56,57,30,34,591,114,47,38,544,113
1500000US530330263001,530330263001,"Block Group 1, Census Tract 263, King County, Washington",209,48,18,18,6,10,12,16,191,49,58,36,133,46
1500000US530330263002,530330263002,"Block Group 2, Census Tract 263, King County, Washington",358,52,60,39,29,28,31,25,298,65,57,30,241,62
1500000US530330264001,530330264001,"Block Group 1, Census Tract 264, King County, Washington",321,129,92,83,78,82,14,23,229,124,16,25,213,127
1500000US530330264002,530330264002,"Block Group 2, Census Tract 264, King County, Washington",600,147,176,112,60,73,116,93,424,120,35,55,389,111
1500000US530330264003,530330264003,"Block Group 3, Census Tract 264, King County, Washington",479,128,51,37,21,28,30,35,428,122,45,41,383,124
1500000US530330264004,530330264004,"Block Group 4, Census Tract 264, King County, Washington",524,129,15,23,0,12,15,23,509,133,83,54,426,139
1500000US530330264005,530330264005,"Block Group 5, Census Tract 264, King County, Washington",523,144,194,112,92,84,102,117,329,133,75,71,254,127
1500000US530330265001,530330265001,"Block Group 1, Census Tract 265, King County, Washington",338,66,217,76,60,52,157,65,121,50,42,43,79,44
1500000US530330265002,530330265002,"Block Group 2, Census Tract 265, King County, Washington",593,113,392,100,152,84,240,92,201,81,46,34,155,77
1500000US530330265003,530330265003,"Block Group 3, Census Tract 265, King County, Washington",518,112,141,74,53,51,88,53,377,110,100,61,277,93
1500000US530330266001,530330266001,"Block Group 1, Census Tract 266, King County, Washington",426,61,103,61,36,25,67,57,323,61,55,30,268,59
1500000US530330266002,530330266002,"Block Group 2, Census Tract 266, King County, Washington",446,68,38,31,18,16,20,27,408,66,41,21,367,69
1500000US530330267001,530330267001,"Block Group 1, Census Tract 267, King County, Washington",380,98,48,56,20,31,28,48,332,98,140,69,192,93
1500000US530330267002,530330267002,"Block Group 2, Census Tract 267, King County, Washington",654,131,169,86,80,61,89,70,485,154,49,52,436,153
1500000US530330267003,530330267003,"Block Group 3, Census Tract 267, King County, Washington",503,90,0,12,0,12,0,12,503,90,118,63,385,99
1500000US530330267004,530330267004,"Block Group 4, Census Tract 267, King County, Washington",425,86,0,12,0,12,0,12,425,86,42,47,383,89
1500000US530330268011,530330268011,"Block Group 1, Census Tract 268.01, King County, Washington",407,115,27,35,0,12,27,35,380,113,210,88,170,107
1500000US530330268012,530330268012,"Block Group 2, Census Tract 268.01, King County, Washington",570,152,127,104,42,38,85,97,443,145,62,44,381,145
1500000US530330268013,530330268013,"Block Group 3, Census Tract 268.01, King County, Washington",469,133,230,113,101,75,129,97,239,101,52,63,187,90
1500000US530330268014,530330268014,"Block Group 4, Census Tract 268.01, King County, Washington",549,148,253,155,164,128,89,95,296,112,28,34,268,108
1500000US530330268021,530330268021,"Block Group 1, Census Tract 268.02, King County, Washington",452,103,217,89,110,65,107,74,235,87,60,50,175,77
1500000US530330268022,530330268022,"Block Group 2, Census Tract 268.02, King County, Washington",232,61,65,51,28,27,37,44,167,57,38,26,129,53
1500000US530330268023,530330268023,"Block Group 3, Census Tract 268.02, King County, Washington",585,114,137,74,53,46,84,71,448,105,100,74,348,98
1500000US530330268024,530330268024,"Block Group 4, Census Tract 268.02, King County, Washington",381,71,63,51,0,12,63,51,318,70,83,40,235,72
1500000US530330270001,530330270001,"Block Group 1, Census Tract 270, King County, Washington",393,71,113,57,99,57,14,16,280,68,43,32,237,71
1500000US530330270002,530330270002,"Block Group 2, Census Tract 270, King County, Washington",273,52,31,26,26,25,5,9,242,54,60,32,182,53
1500000US530330270003,530330270003,"Block Group 3, Census Tract 270, King County, Washington",480,72,89,54,26,24,63,55,391,77,120,54,271,77
1500000US530330271001,530330271001,"Block Group 1, Census Tract 271, King County, Washington",501,104,120,70,93,67,27,25,381,106,92,57,289,103
1500000US530330271002,530330271002,"Block Group 2, Census Tract 271, King County, Washington",694,133,108,51,59,34,49,37,586,125,105,75,481,117
1500000US530330272001,530330272001,"Block Group 1, Census Tract 272, King County, Washington",355,59,68,38,51,35,17,19,287,54,28,20,259,53
1500000US530330272002,530330272002,"Block Group 2, Census Tract 272, King County, Washington",508,64,229,65,87,48,142,57,279,72,61,37,218,66
1500000US530330273001,530330273001,"Block Group 1, Census Tract 273, King County, Washington",402,74,54,41,39,38,15,16,348,77,83,49,265,64
1500000US530330273002,530330273002,"Block Group 2, Census Tract 273, King County, Washington",681,108,399,91,139,71,260,78,282,82,21,16,261,81
1500000US530330273003,530330273003,"Block Group 3, Census Tract 273, King County, Washington",332,78,90,58,51,49,39,38,242,70,75,42,167,63
1500000US530330273004,530330273004,"Block Group 4, Census Tract 273, King County, Washington",475,90,88,54,42,44,46,26,387,81,142,49,245,71
1500000US530330274001,530330274001,"Block Group 1, Census Tract 274, King County, Washington",530,100,116,82,97,78,19,23,414,87,99,49,315,87
1500000US530330274002,530330274002,"Block Group 2, Census Tract 274, King County, Washington",327,96,0,12,0,12,0,12,327,96,77,39,250,94
1500000US530330274003,530330274003,"Block Group 3, Census Tract 274, King County, Washington",580,90,56,38,46,33,10,19,524,95,145,65,379,88
1500000US530330274004,530330274004,"Block Group 4, Census Tract 274, King County, Washington",289,79,47,29,19,16,28,26,242,76,51,35,191,77
1500000US530330275001,530330275001,"Block Group 1, Census Tract 275, King County, Washington",588,84,155,66,70,56,85,46,433,89,171,78,262,66
1500000US530330275002,530330275002,"Block Group 2, Census Tract 275, King County, Washington",360,66,84,65,62,54,22,32,276,58,85,38,191,61
1500000US530330275003,530330275003,"Block Group 3, Census Tract 275, King County, Washington",395,72,98,67,70,60,28,43,297,61,32,25,265,65
1500000US530330275004,530330275004,"Block Group 4, Census Tract 275, King County, Washington",376,80,22,21,13,17,9,14,354,82,41,26,313,80
1500000US530330276001,530330276001,"Block Group 1, Census Tract 276, King County, Washington",464,100,113,64,41,37,72,47,351,95,54,49,297,86
1500000US530330276002,530330276002,"Block Group 2, Census Tract 276, King County, Washington",826,118,266,88,96,59,170,84,560,115,90,43,470,114
1500000US530330276003,530330276003,"Block Group 3, Census Tract 276, King County, Washington",373,72,0,12,0,12,0,12,373,72,48,35,325,71
1500000US530330277011,530330277011,"Block Group 1, Census Tract 277.01, King County, Washington",603,171,0,12,0,12,0,12,603,171,194,135,409,137
1500000US530330277012,530330277012,"Block Group 2, Census Tract 277.01, King County, Washington",302,82,0,12,0,12,0,12,302,82,12,19,290,86
1500000US530330277013,530330277013,"Block Group 3, Census Tract 277.01, King County, Washington",394,140,14,16,14,16,0,12,380,137,98,110,282,87
1500000US530330277014,530330277014,"Block Group 4, Census Tract 277.01, King County, Washington",628,168,0,12,0,12,0,12,628,168,248,162,380,96
1500000US530330277015,530330277015,"Block Group 5, Census Tract 277.01, King County, Washington",504,162,85,113,0,12,85,113,419,123,104,57,315,127
1500000US530330277021,530330277021,"Block Group 1, Census Tract 277.02, King County, Washington",374,107,16,23,16,23,0,12,358,104,113,66,245,105
1500000US530330277022,530330277022,"Block Group 2, Census Tract 277.02, King County, Washington",563,137,14,23,14,23,0,12,549,139,154,95,395,131
1500000US530330277023,530330277023,"Block Group 3, Census Tract 277.02, King County, Washington",617,153,15,30,0,12,15,30,602,152,165,113,437,128
1500000US530330277024,530330277024,"Block Group 4, Census Tract 277.02, King County, Washington",650,138,0,12,0,12,0,12,650,138,173,93,477,131
1500000US530330278001,530330278001,"Block Group 1, Census Tract 278, King County, Washington",447,58,59,45,33,24,26,40,388,64,89,36,299,69
1500000US530330278002,530330278002,"Block Group 2, Census Tract 278, King County, Washington",440,72,7,11,7,11,0,12,433,72,107,44,326,72
1500000US530330278003,530330278003,"Block Group 3, Census Tract 278, King County, Washington",507,75,32,39,32,39,0,12,475,73,122,47,353,64
1500000US530330279001,530330279001,"Block Group 1, Census Tract 279, King County, Washington",451,133,100,73,73,61,27,43,351,122,74,54,277,114
1500000US530330279002,530330279002,"Block Group 2, Census Tract 279, King County, Washington",810,139,130,69,50,40,80,59,680,155,152,99,528,156
1500000US530330279003,530330279003,"Block Group 3, Census Tract 279, King County, Washington",545,162,98,103,28,42,70,95,447,151,71,65,376,148
1500000US530330279004,530330279004,"Block Group 4, Census Tract 279, King County, Washington",412,121,25,29,9,14,16,26,387,121,51,39,336,119
1500000US530330279005,530330279005,"Block Group 5, Census Tract 279, King County, Washington",361,97,121,101,93,100,28,44,240,80,94,54,146,60
1500000US530330279006,530330279006,"Block Group 6, Census Tract 279, King County, Washington",540,110,57,62,48,59,9,16,483,106,60,40,423,111
1500000US530330280001,530330280001,"Block Group 1, Census Tract 280, King County, Washington",518,96,107,53,40,17,67,49,411,102,42,28,369,101
1500000US530330280002,530330280002,"Block Group 2, Census Tract 280, King County, Washington",547,95,110,62,46,38,64,50,437,102,33,24,404,99
1500000US530330280003,530330280003,"Block Group 3, Census Tract 280, King County, Washington",482,93,149,71,107,64,42,36,333,88,97,44,236,87
1500000US530330281001,530330281001,"Block Group 1, Census Tract 281, King County, Washington",430,66,167,58,77,37,90,50,263,68,63,27,200,72
1500000US530330281002,530330281002,"Block Group 2, Census Tract 281, King County, Washington",393,73,89,55,49,43,40,32,304,69,74,35,230,64
1500000US530330282001,530330282001,"Block Group 1, Census Tract 282, King County, Washington",743,136,255,115,121,80,134,93,488,124,107,69,381,109
1500000US530330282002,530330282002,"Block Group 2, Census Tract 282, King County, Washington",668,109,109,73,99,72,10,17,559,103,67,39,492,104
1500000US530330282003,530330282003,"Block Group 3, Census Tract 282, King County, Washington",486,121,118,70,24,19,94,67,368,125,70,58,298,113
1500000US530330283001,530330283001,"Block Group 1, Census Tract 283, King County, Washington",460,60,35,27,27,24,8,13,425,61,103,44,322,63
1500000US530330283002,530330283002,"Block Group 2, Census Tract 283, King County, Washington",456,95,47,50,30,43,17,26,409,99,53,31,356,104
1500000US530330283003,530330283003,"Block Group 3, Census Tract 283, King County, Washington",1018,126,60,60,0,12,60,60,958,128,127,52,831,131
1500000US530330284021,530330284021,"Block Group 1, Census Tract 284.02, King County, Washington",287,70,127,61,88,53,39,43,160,52,39,27,121,51
1500000US530330284022,530330284022,"Block Group 2, Census Tract 284.02, King County, Washington",436,111,29,23,16,18,13,15,407,111,72,36,335,107
