Id,Id2,Geography,Food Stamps Total,Margin of Error; Total:,Estimate; Household received Food Stamps/SNAP in the past 12 months:,Margin of Error; Household received Food Stamps/SNAP in the past 12 months:,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household received Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months:,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months:,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with 1 or more persons with a disability,Estimate; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability,Margin of Error; Household did not receive Food Stamps/SNAP in the past 12 months: - Households with no persons with a disability
1500000US530330094001,530330094001,"Block Group 1, Census Tract 94, King County, Washington",623,133,216,80,124,71,92,78,407,124,27,30,380,125
1500000US530330094002,530330094002,"Block Group 2, Census Tract 94, King County, Washington",687,134,242,116,106,83,136,84,445,108,28,32,417,115
1500000US530330094003,530330094003,"Block Group 3, Census Tract 94, King County, Washington",409,109,87,76,31,33,56,68,322,97,32,39,290,100
1500000US530330094004,530330094004,"Block Group 4, Census Tract 94, King County, Washington",311,104,17,27,17,27,0,12,294,100,67,47,227,102
1500000US530330094005,530330094005,"Block Group 5, Census Tract 94, King County, Washington",497,131,102,87,27,37,75,85,395,129,30,33,365,125
1500000US530330095001,530330095001,"Block Group 1, Census Tract 95, King County, Washington",758,119,0,12,0,12,0,12,758,119,125,102,633,119
1500000US530330095002,530330095002,"Block Group 2, Census Tract 95, King County, Washington",838,159,246,121,175,122,71,68,592,160,100,81,492,157
1500000US530330095003,530330095003,"Block Group 3, Census Tract 95, King County, Washington",450,83,13,21,13,21,0,12,437,87,43,38,394,89
1500000US530330095004,530330095004,"Block Group 4, Census Tract 95, King County, Washington",578,158,234,137,102,73,132,120,344,93,65,56,279,84
1500000US530330096001,530330096001,"Block Group 1, Census Tract 96, King County, Washington",269,59,0,12,0,12,0,12,269,59,50,46,219,72
1500000US530330096002,530330096002,"Block Group 2, Census Tract 96, King County, Washington",718,132,35,42,14,22,21,34,683,139,104,46,579,145
1500000US530330096003,530330096003,"Block Group 3, Census Tract 96, King County, Washington",573,126,17,26,17,26,0,12,556,125,43,38,513,132
1500000US530330096004,530330096004,"Block Group 4, Census Tract 96, King County, Washington",470,94,25,31,12,23,13,20,445,101,78,82,367,98
1500000US530330096005,530330096005,"Block Group 5, Census Tract 96, King County, Washington",710,102,0,12,0,12,0,12,710,102,70,70,640,108
1500000US530330097011,530330097011,"Block Group 1, Census Tract 97.01, King County, Washington",937,166,17,28,0,12,17,28,920,165,75,47,845,176
1500000US530330097012,530330097012,"Block Group 2, Census Tract 97.01, King County, Washington",520,111,16,26,16,26,0,12,504,107,51,49,453,112
1500000US530330097013,530330097013,"Block Group 3, Census Tract 97.01, King County, Washington",660,127,19,31,0,12,19,31,641,123,166,102,475,113
1500000US530330097014,530330097014,"Block Group 4, Census Tract 97.01, King County, Washington",943,140,30,35,30,35,0,12,913,137,154,102,759,137
1500000US530330097021,530330097021,"Block Group 1, Census Tract 97.02, King County, Washington",641,80,12,17,0,12,12,17,629,79,120,58,509,79
1500000US530330097022,530330097022,"Block Group 2, Census Tract 97.02, King County, Washington",401,72,17,27,0,12,17,27,384,71,93,64,291,81
1500000US530330097023,530330097023,"Block Group 3, Census Tract 97.02, King County, Washington",339,64,0,12,0,12,0,12,339,64,25,28,314,70
1500000US530330097024,530330097024,"Block Group 4, Census Tract 97.02, King County, Washington",372,72,20,32,0,12,20,32,352,74,77,52,275,65
1500000US530330097025,530330097025,"Block Group 5, Census Tract 97.02, King County, Washington",585,89,0,12,0,12,0,12,585,89,102,58,483,91
1500000US530330098001,530330098001,"Block Group 1, Census Tract 98, King County, Washington",544,90,13,21,13,21,0,12,531,90,32,38,499,88
1500000US530330098002,530330098002,"Block Group 2, Census Tract 98, King County, Washington",554,94,15,25,0,12,15,25,539,95,95,58,444,106
1500000US530330098003,530330098003,"Block Group 3, Census Tract 98, King County, Washington",608,75,17,28,17,28,0,12,591,76,50,46,541,86
1500000US530330098004,530330098004,"Block Group 4, Census Tract 98, King County, Washington",627,93,39,36,0,12,39,36,588,102,141,83,447,105
1500000US530330098005,530330098005,"Block Group 5, Census Tract 98, King County, Washington",713,113,0,12,0,12,0,12,713,113,92,97,621,125
1500000US530330099001,530330099001,"Block Group 1, Census Tract 99, King County, Washington",579,109,72,85,0,12,72,85,507,89,79,59,428,104
1500000US530330099002,530330099002,"Block Group 2, Census Tract 99, King County, Washington",844,157,49,55,15,23,34,51,795,153,77,62,718,155
1500000US530330099003,530330099003,"Block Group 3, Census Tract 99, King County, Washington",898,123,92,74,75,72,17,27,806,121,82,55,724,129
1500000US530330099004,530330099004,"Block Group 4, Census Tract 99, King County, Washington",481,82,14,23,14,23,0,12,467,80,73,59,394,87
1500000US530330100011,530330100011,"Block Group 1, Census Tract 100.01, King County, Washington",399,86,29,30,16,19,13,22,370,87,46,39,324,88
1500000US530330100012,530330100012,"Block Group 2, Census Tract 100.01, King County, Washington",495,89,32,28,8,15,24,23,463,91,31,30,432,93
1500000US530330100013,530330100013,"Block Group 3, Census Tract 100.01, King County, Washington",645,99,202,86,119,64,83,64,443,92,76,50,367,94
1500000US530330100021,530330100021,"Block Group 1, Census Tract 100.02, King County, Washington",401,100,56,50,49,49,7,11,345,105,61,48,284,100
1500000US530330100022,530330100022,"Block Group 2, Census Tract 100.02, King County, Washington",644,92,129,62,27,34,102,61,515,94,79,47,436,91
1500000US530330100023,530330100023,"Block Group 3, Census Tract 100.02, King County, Washington",324,53,29,27,9,14,20,24,295,57,73,40,222,56
1500000US530330100024,530330100024,"Block Group 4, Census Tract 100.02, King County, Washington",449,84,55,44,12,17,43,42,394,85,113,63,281,90
1500000US530330101001,530330101001,"Block Group 1, Census Tract 101, King County, Washington",413,109,77,110,77,110,0,12,336,74,19,30,317,79
1500000US530330101002,530330101002,"Block Group 2, Census Tract 101, King County, Washington",360,89,55,62,19,31,36,56,305,74,40,46,265,67
1500000US530330101003,530330101003,"Block Group 3, Census Tract 101, King County, Washington",589,147,291,102,179,117,112,75,298,123,37,40,261,126
1500000US530330101004,530330101004,"Block Group 4, Census Tract 101, King County, Washington",802,184,111,76,53,49,58,63,691,201,177,110,514,180
1500000US530330101005,530330101005,"Block Group 5, Census Tract 101, King County, Washington",776,132,249,119,154,116,95,71,527,116,26,39,501,110
1500000US530330102001,530330102001,"Block Group 1, Census Tract 102, King County, Washington",623,64,11,17,11,17,0,12,612,66,57,35,555,66
1500000US530330102002,530330102002,"Block Group 2, Census Tract 102, King County, Washington",406,54,0,12,0,12,0,12,406,54,59,39,347,59
1500000US530330102003,530330102003,"Block Group 3, Census Tract 102, King County, Washington",385,70,48,38,15,20,33,30,337,80,87,54,250,65
1500000US530330102004,530330102004,"Block Group 4, Census Tract 102, King County, Washington",514,62,20,19,20,19,0,12,494,64,25,23,469,63
1500000US530330103001,530330103001,"Block Group 1, Census Tract 103, King County, Washington",418,107,47,70,0,12,47,70,371,105,12,21,359,108
1500000US530330103002,530330103002,"Block Group 2, Census Tract 103, King County, Washington",534,128,78,56,60,48,18,28,456,131,49,44,407,132
1500000US530330103003,530330103003,"Block Group 3, Census Tract 103, King County, Washington",414,131,115,82,39,39,76,76,299,116,81,59,218,104
1500000US530330103004,530330103004,"Block Group 4, Census Tract 103, King County, Washington",495,140,274,140,128,104,146,100,221,99,10,16,211,97
1500000US530330103005,530330103005,"Block Group 5, Census Tract 103, King County, Washington",737,157,106,82,79,80,27,28,631,151,13,20,618,148
1500000US530330104011,530330104011,"Block Group 1, Census Tract 104.01, King County, Washington",469,69,22,27,13,21,9,15,447,74,64,39,383,73
1500000US530330104012,530330104012,"Block Group 2, Census Tract 104.01, King County, Washington",589,73,96,54,30,35,66,43,493,77,119,57,374,83
1500000US530330104013,530330104013,"Block Group 3, Census Tract 104.01, King County, Washington",359,72,74,48,47,40,27,26,285,65,72,39,213,56
1500000US530330104021,530330104021,"Block Group 1, Census Tract 104.02, King County, Washington",376,65,80,42,53,35,27,26,296,66,34,30,262,66
1500000US530330104022,530330104022,"Block Group 2, Census Tract 104.02, King County, Washington",448,69,29,28,9,16,20,25,419,73,111,55,308,71
1500000US530330104023,530330104023,"Block Group 3, Census Tract 104.02, King County, Washington",333,88,35,44,35,44,0,12,298,82,41,35,257,79
1500000US530330104024,530330104024,"Block Group 4, Census Tract 104.02, King County, Washington",504,88,22,26,11,18,11,17,482,90,68,35,414,91
1500000US530330105001,530330105001,"Block Group 1, Census Tract 105, King County, Washington",649,156,29,32,0,12,29,32,620,158,239,121,381,111
1500000US530330105002,530330105002,"Block Group 2, Census Tract 105, King County, Washington",515,94,17,26,0,12,17,26,498,98,16,26,482,101
1500000US530330105003,530330105003,"Block Group 3, Census Tract 105, King County, Washington",457,107,10,18,0,12,10,18,447,108,78,56,369,116
1500000US530330105004,530330105004,"Block Group 4, Census Tract 105, King County, Washington",1183,178,118,76,66,64,52,41,1065,184,125,80,940,187
1500000US530330105005,530330105005,"Block Group 5, Census Tract 105, King County, Washington",772,112,10,17,10,17,0,12,762,115,83,78,679,104
1500000US530330106001,530330106001,"Block Group 1, Census Tract 106, King County, Washington",709,112,14,22,0,12,14,22,695,114,133,80,562,99
1500000US530330106002,530330106002,"Block Group 2, Census Tract 106, King County, Washington",520,92,13,22,13,22,0,12,507,95,14,22,493,96
1500000US530330106003,530330106003,"Block Group 3, Census Tract 106, King County, Washington",742,120,90,70,14,22,76,69,652,110,54,52,598,121
1500000US530330106004,530330106004,"Block Group 4, Census Tract 106, King County, Washington",461,119,21,33,0,12,21,33,440,117,58,45,382,126
1500000US530330106005,530330106005,"Block Group 5, Census Tract 106, King County, Washington",747,110,54,52,54,52,0,12,693,109,143,65,550,108
1500000US530330106006,530330106006,"Block Group 6, Census Tract 106, King County, Washington",420,72,16,25,0,12,16,25,404,76,63,49,341,71
1500000US530330107011,530330107011,"Block Group 1, Census Tract 107.01, King County, Washington",867,94,290,95,29,27,261,95,577,91,71,54,506,80
1500000US530330107012,530330107012,"Block Group 2, Census Tract 107.01, King County, Washington",533,80,93,62,6,11,87,61,440,83,49,37,391,81
1500000US530330107021,530330107021,"Block Group 1, Census Tract 107.02, King County, Washington",434,85,48,40,48,40,0,12,386,80,18,23,368,77
1500000US530330107022,530330107022,"Block Group 2, Census Tract 107.02, King County, Washington",549,97,261,86,151,71,110,77,288,97,105,75,183,78
1500000US530330107023,530330107023,"Block Group 3, Census Tract 107.02, King County, Washington",511,111,222,102,118,72,104,68,289,92,63,52,226,88
1500000US530330108001,530330108001,"Block Group 1, Census Tract 108, King County, Washington",539,79,102,50,41,35,61,49,437,79,72,43,365,84
1500000US530330108002,530330108002,"Block Group 2, Census Tract 108, King County, Washington",491,91,83,59,26,33,57,54,408,76,80,50,328,73
1500000US530330108003,530330108003,"Block Group 3, Census Tract 108, King County, Washington",754,83,155,78,53,46,102,57,599,87,92,58,507,80
1500000US530330109001,530330109001,"Block Group 1, Census Tract 109, King County, Washington",402,50,51,37,33,33,18,17,351,52,67,36,284,60
1500000US530330109002,530330109002,"Block Group 2, Census Tract 109, King County, Washington",208,45,25,21,19,18,6,9,183,48,30,19,153,49
1500000US530330110011,530330110011,"Block Group 1, Census Tract 110.01, King County, Washington",377,74,124,43,45,29,79,41,253,56,46,38,207,43
1500000US530330110012,530330110012,"Block Group 2, Census Tract 110.01, King County, Washington",506,110,170,79,109,73,61,45,336,86,202,81,134,63
1500000US530330110013,530330110013,"Block Group 3, Census Tract 110.01, King County, Washington",756,93,415,86,196,68,219,81,341,81,56,41,285,86
1500000US530330110021,530330110021,"Block Group 1, Census Tract 110.02, King County, Washington",260,54,40,28,27,24,13,16,220,57,32,30,188,57
1500000US530330110022,530330110022,"Block Group 2, Census Tract 110.02, King County, Washington",657,83,310,87,65,47,245,84,347,60,90,47,257,59
1500000US530330110023,530330110023,"Block Group 3, Census Tract 110.02, King County, Washington",362,75,54,42,0,12,54,42,308,74,68,38,240,72
1500000US530330111011,530330111011,"Block Group 1, Census Tract 111.01, King County, Washington",391,81,157,69,100,61,57,38,234,85,58,41,176,82
1500000US530330111012,530330111012,"Block Group 2, Census Tract 111.01, King County, Washington",625,121,172,97,82,70,90,68,453,102,68,47,385,102
1500000US530330111013,530330111013,"Block Group 3, Census Tract 111.01, King County, Washington",350,91,65,51,48,49,17,20,285,87,14,20,271,85
1500000US530330111014,530330111014,"Block Group 4, Census Tract 111.01, King County, Washington",422,81,97,63,31,31,66,56,325,79,75,52,250,74
1500000US530330111021,530330111021,"Block Group 1, Census Tract 111.02, King County, Washington",420,55,0,12,0,12,0,12,420,55,95,45,325,64
1500000US530330111022,530330111022,"Block Group 2, Census Tract 111.02, King County, Washington",363,95,64,55,64,55,0,12,299,88,70,48,229,82
1500000US530330111023,530330111023,"Block Group 3, Census Tract 111.02, King County, Washington",371,100,81,57,11,17,70,54,290,93,63,46,227,92
1500000US530330111024,530330111024,"Block Group 4, Census Tract 111.02, King County, Washington",307,73,20,24,9,15,11,18,287,73,19,18,268,71
1500000US530330112001,530330112001,"Block Group 1, Census Tract 112, King County, Washington",429,82,68,48,30,38,38,47,361,84,103,52,258,79
1500000US530330112002,530330112002,"Block Group 2, Census Tract 112, King County, Washington",392,85,27,34,9,16,18,29,365,90,113,76,252,74
1500000US530330112003,530330112003,"Block Group 3, Census Tract 112, King County, Washington",591,114,230,125,30,40,200,123,361,98,38,41,323,89
1500000US530330113001,530330113001,"Block Group 1, Census Tract 113, King County, Washington",1307,140,267,116,189,103,78,51,1040,159,352,138,688,151
1500000US530330113002,530330113002,"Block Group 2, Census Tract 113, King County, Washington",420,84,75,66,34,49,41,46,345,80,49,46,296,78
1500000US530330113003,530330113003,"Block Group 3, Census Tract 113, King County, Washington",316,102,54,53,41,50,13,22,262,89,75,57,187,93
1500000US530330113004,530330113004,"Block Group 4, Census Tract 113, King County, Washington",433,78,68,57,0,12,68,57,365,65,90,58,275,80
1500000US530330113005,530330113005,"Block Group 5, Census Tract 113, King County, Washington",518,109,136,103,41,52,95,93,382,93,35,35,347,97
1500000US530330114011,530330114011,"Block Group 1, Census Tract 114.01, King County, Washington",646,117,100,76,21,33,79,67,546,108,72,50,474,100
1500000US530330114012,530330114012,"Block Group 2, Census Tract 114.01, King County, Washington",510,94,24,24,9,15,15,19,486,95,60,41,426,89
1500000US530330114013,530330114013,"Block Group 3, Census Tract 114.01, King County, Washington",550,63,71,40,33,28,38,37,479,75,112,69,367,66
1500000US530330114021,530330114021,"Block Group 1, Census Tract 114.02, King County, Washington",585,71,81,51,54,42,27,23,504,85,87,44,417,86
1500000US530330114022,530330114022,"Block Group 2, Census Tract 114.02, King County, Washington",612,102,186,81,60,39,126,70,426,99,78,59,348,87
1500000US530330114023,530330114023,"Block Group 3, Census Tract 114.02, King County, Washington",748,91,235,71,133,52,102,54,513,83,124,63,389,70
1500000US530330115001,530330115001,"Block Group 1, Census Tract 115, King County, Washington",534,66,30,23,18,19,12,15,504,71,94,40,410,75
1500000US530330115002,530330115002,"Block Group 2, Census Tract 115, King County, Washington",675,69,20,21,9,14,11,16,655,67,96,49,559,75
1500000US530330115003,530330115003,"Block Group 3, Census Tract 115, King County, Washington",767,75,24,23,8,13,16,18,743,78,119,58,624,93
1500000US530330116001,530330116001,"Block Group 1, Census Tract 116, King County, Washington",636,118,0,12,0,12,0,12,636,118,114,71,522,118
1500000US530330116002,530330116002,"Block Group 2, Census Tract 116, King County, Washington",558,112,0,12,0,12,0,12,558,112,29,34,529,116
1500000US530330116003,530330116003,"Block Group 3, Census Tract 116, King County, Washington",557,90,0,12,0,12,0,12,557,90,95,53,462,101
1500000US530330116004,530330116004,"Block Group 4, Census Tract 116, King County, Washington",364,67,0,12,0,12,0,12,364,67,68,52,296,71
1500000US530330116005,530330116005,"Block Group 5, Census Tract 116, King County, Washington",458,78,0,12,0,12,0,12,458,78,12,20,446,82
1500000US530330116006,530330116006,"Block Group 6, Census Tract 116, King County, Washington",522,114,0,12,0,12,0,12,522,114,93,63,429,106
1500000US530330117001,530330117001,"Block Group 1, Census Tract 117, King County, Washington",421,108,147,86,80,62,67,60,274,87,101,54,173,88
1500000US530330117002,530330117002,"Block Group 2, Census Tract 117, King County, Washington",476,85,68,39,40,34,28,33,408,87,142,73,266,91
1500000US530330117003,530330117003,"Block Group 3, Census Tract 117, King County, Washington",494,87,75,72,46,64,29,28,419,86,97,45,322,89
1500000US530330117004,530330117004,"Block Group 4, Census Tract 117, King County, Washington",318,92,62,45,24,28,38,33,256,81,62,42,194,85
1500000US530330118001,530330118001,"Block Group 1, Census Tract 118, King County, Washington",357,113,0,12,0,12,0,12,357,113,55,55,302,105
1500000US530330118002,530330118002,"Block Group 2, Census Tract 118, King County, Washington",281,92,52,54,33,46,19,32,229,86,75,66,154,57
1500000US530330118003,530330118003,"Block Group 3, Census Tract 118, King County, Washington",290,120,19,29,0,12,19,29,271,118,14,22,257,117
1500000US530330118004,530330118004,"Block Group 4, Census Tract 118, King County, Washington",583,154,286,131,58,45,228,125,297,120,109,85,188,104
1500000US530330118005,530330118005,"Block Group 5, Census Tract 118, King County, Washington",504,93,148,84,119,81,29,24,356,116,39,48,317,107
1500000US530330118006,530330118006,"Block Group 6, Census Tract 118, King County, Washington",757,162,395,142,133,82,262,136,362,131,86,78,276,113
1500000US530330119001,530330119001,"Block Group 1, Census Tract 119, King County, Washington",688,131,59,45,39,35,20,30,629,126,111,50,518,130
1500000US530330119002,530330119002,"Block Group 2, Census Tract 119, King County, Washington",486,97,35,44,0,12,35,44,451,97,86,53,365,106
1500000US530330119003,530330119003,"Block Group 3, Census Tract 119, King County, Washington",403,140,66,79,0,12,66,79,337,113,61,44,276,102
1500000US530330119004,530330119004,"Block Group 4, Census Tract 119, King County, Washington",563,125,272,111,129,95,143,107,291,117,55,44,236,121
1500000US530330119005,530330119005,"Block Group 5, Census Tract 119, King County, Washington",460,89,13,25,13,25,0,12,447,93,114,61,333,90
1500000US530330120001,530330120001,"Block Group 1, Census Tract 120, King County, Washington",547,82,105,70,81,63,24,27,442,77,99,65,343,74
1500000US530330120002,530330120002,"Block Group 2, Census Tract 120, King County, Washington",417,64,0,12,0,12,0,12,417,64,43,27,374,65
1500000US530330120003,530330120003,"Block Group 3, Census Tract 120, King County, Washington",526,70,19,21,19,21,0,12,507,73,68,51,439,69
1500000US530330121001,530330121001,"Block Group 1, Census Tract 121, King County, Washington",462,54,0,12,0,12,0,12,462,54,64,38,398,58
1500000US530330121002,530330121002,"Block Group 2, Census Tract 121, King County, Washington",740,63,12,15,0,12,12,15,728,65,176,73,552,71
1500000US530330201001,530330201001,"Block Group 1, Census Tract 201, King County, Washington",488,52,25,24,16,19,9,14,463,55,45,29,418,59
1500000US530330201002,530330201002,"Block Group 2, Census Tract 201, King County, Washington",367,47,12,16,12,16,0,12,355,48,89,47,266,60
1500000US530330201003,530330201003,"Block Group 3, Census Tract 201, King County, Washington",407,45,8,13,0,12,8,13,399,47,85,37,314,62
1500000US530330202001,530330202001,"Block Group 1, Census Tract 202, King County, Washington",384,86,22,34,0,12,22,34,362,84,51,32,311,94
1500000US530330202002,530330202002,"Block Group 2, Census Tract 202, King County, Washington",527,97,23,27,11,18,12,20,504,101,192,77,312,115
1500000US530330202003,530330202003,"Block Group 3, Census Tract 202, King County, Washington",347,71,64,57,33,27,31,51,283,62,43,40,240,66
1500000US530330202004,530330202004,"Block Group 4, Census Tract 202, King County, Washington",421,88,29,36,0,12,29,36,392,92,87,75,305,82
1500000US530330202005,530330202005,"Block Group 5, Census Tract 202, King County, Washington",443,91,0,12,0,12,0,12,443,91,62,55,381,97
1500000US530330203001,530330203001,"Block Group 1, Census Tract 203, King County, Washington",705,139,49,46,29,34,20,35,656,138,97,78,559,129
1500000US530330203002,530330203002,"Block Group 2, Census Tract 203, King County, Washington",390,97,14,22,14,22,0,12,376,101,56,41,320,98
1500000US530330203003,530330203003,"Block Group 3, Census Tract 203, King County, Washington",355,82,26,29,11,17,15,23,329,91,100,52,229,95
1500000US530330203004,530330203004,"Block Group 4, Census Tract 203, King County, Washington",490,103,4,11,0,12,4,11,486,102,66,50,420,99
1500000US530330203005,530330203005,"Block Group 5, Census Tract 203, King County, Washington",1098,170,242,94,121,71,121,68,856,178,161,99,695,171
1500000US530330204011,530330204011,"Block Group 1, Census Tract 204.01, King County, Washington",815,76,106,65,49,39,57,61,709,93,98,50,611,96
1500000US530330204012,530330204012,"Block Group 2, Census Tract 204.01, King County, Washington",346,61,0,12,0,12,0,12,346,61,105,46,241,51
1500000US530330204013,530330204013,"Block Group 3, Census Tract 204.01, King County, Washington",245,47,24,23,17,19,7,12,221,48,41,31,180,46
1500000US530330204021,530330204021,"Block Group 1, Census Tract 204.02, King County, Washington",526,90,26,29,0,12,26,29,500,92,174,104,326,74
1500000US530330204022,530330204022,"Block Group 2, Census Tract 204.02, King County, Washington",423,80,0,12,0,12,0,12,423,80,120,79,303,77
1500000US530330204023,530330204023,"Block Group 3, Census Tract 204.02, King County, Washington",299,96,55,85,0,12,55,85,244,56,40,35,204,61
1500000US530330204024,530330204024,"Block Group 4, Census Tract 204.02, King County, Washington",358,61,0,12,0,12,0,12,358,61,44,39,314,71
1500000US530330204025,530330204025,"Block Group 5, Census Tract 204.02, King County, Washington",569,124,98,58,80,55,18,29,471,129,44,36,427,128
1500000US530330205001,530330205001,"Block Group 1, Census Tract 205, King County, Washington",756,123,123,67,107,61,16,26,633,135,53,47,580,139
1500000US530330205002,530330205002,"Block Group 2, Census Tract 205, King County, Washington",544,121,53,54,38,62,15,24,491,137,91,87,400,112
1500000US530330205003,530330205003,"Block Group 3, Census Tract 205, King County, Washington",422,93,13,23,0,12,13,23,409,95,97,77,312,90
1500000US530330205004,530330205004,"Block Group 4, Census Tract 205, King County, Washington",271,66,10,16,0,12,10,16,261,64,75,49,186,62
1500000US530330205005,530330205005,"Block Group 5, Census Tract 205, King County, Washington",393,97,23,35,23,35,0,12,370,96,51,42,319,107
1500000US530330205006,530330205006,"Block Group 6, Census Tract 205, King County, Washington",318,76,14,23,14,23,0,12,304,77,43,32,261,85
1500000US530330206001,530330206001,"Block Group 1, Census Tract 206, King County, Washington",303,49,22,22,9,14,13,17,281,51,66,39,215,52
1500000US530330206002,530330206002,"Block Group 2, Census Tract 206, King County, Washington",327,76,45,51,36,48,9,15,282,62,40,28,242,62
1500000US530330206003,530330206003,"Block Group 3, Census Tract 206, King County, Washington",315,53,20,25,20,25,0,12,295,50,11,14,284,50
1500000US530330206004,530330206004,"Block Group 4, Census Tract 206, King County, Washington",355,65,7,12,7,12,0,12,348,66,93,65,255,67
1500000US530330207001,530330207001,"Block Group 1, Census Tract 207, King County, Washington",477,71,37,29,9,14,28,25,440,76,73,43,367,77
1500000US530330207002,530330207002,"Block Group 2, Census Tract 207, King County, Washington",569,84,232,70,179,60,53,46,337,88,77,42,260,86
1500000US530330207003,530330207003,"Block Group 3, Census Tract 207, King County, Washington",458,83,30,27,22,24,8,13,428,84,162,73,266,75
1500000US530330208001,530330208001,"Block Group 1, Census Tract 208, King County, Washington",585,84,97,55,45,25,52,52,488,83,101,42,387,91
1500000US530330208002,530330208002,"Block Group 2, Census Tract 208, King County, Washington",526,74,41,29,0,12,41,29,485,78,65,34,420,82
1500000US530330208003,530330208003,"Block Group 3, Census Tract 208, King County, Washington",329,39,16,19,8,13,8,13,313,44,13,14,300,46
1500000US530330208004,530330208004,"Block Group 4, Census Tract 208, King County, Washington",332,47,0,12,0,12,0,12,332,47,51,34,281,50
1500000US530330209001,530330209001,"Block Group 1, Census Tract 209, King County, Washington",662,79,113,66,19,26,94,60,549,82,95,44,454,81
1500000US530330209002,530330209002,"Block Group 2, Census Tract 209, King County, Washington",429,60,57,38,50,37,7,13,372,71,74,41,298,73
1500000US530330209003,530330209003,"Block Group 3, Census Tract 209, King County, Washington",337,67,17,23,5,8,12,22,320,67,36,27,284,71
1500000US530330210001,530330210001,"Block Group 1, Census Tract 210, King County, Washington",330,66,33,29,0,12,33,29,297,64,71,48,226,70
1500000US530330210002,530330210002,"Block Group 2, Census Tract 210, King County, Washington",323,85,0,12,0,12,0,12,323,85,65,45,258,85
1500000US530330210003,530330210003,"Block Group 3, Census Tract 210, King County, Washington",602,122,21,25,21,25,0,12,581,121,88,74,493,124
1500000US530330210004,530330210004,"Block Group 4, Census Tract 210, King County, Washington",461,108,0,12,0,12,0,12,461,108,157,81,304,101
1500000US530330210005,530330210005,"Block Group 5, Census Tract 210, King County, Washington",404,101,50,46,0,12,50,46,354,111,83,53,271,112
1500000US530330211001,530330211001,"Block Group 1, Census Tract 211, King County, Washington",590,73,77,62,43,54,34,34,513,74,73,39,440,76
1500000US530330211002,530330211002,"Block Group 2, Census Tract 211, King County, Washington",499,74,101,64,67,52,34,52,398,71,123,75,275,70
1500000US530330211003,530330211003,"Block Group 3, Census Tract 211, King County, Washington",468,82,146,46,72,36,74,32,322,77,28,27,294,77
1500000US530330211004,530330211004,"Block Group 4, Census Tract 211, King County, Washington",0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US530330213001,530330213001,"Block Group 1, Census Tract 213, King County, Washington",716,97,21,24,0,12,21,24,695,96,168,58,527,105
1500000US530330213002,530330213002,"Block Group 2, Census Tract 213, King County, Washington",514,96,32,31,22,27,10,15,482,95,45,35,437,92
1500000US530330213003,530330213003,"Block Group 3, Census Tract 213, King County, Washington",518,77,97,44,52,38,45,30,421,76,32,26,389,75
1500000US530330214001,530330214001,"Block Group 1, Census Tract 214, King County, Washington",330,49,17,20,12,19,5,8,313,51,75,36,238,53
1500000US530330214002,530330214002,"Block Group 2, Census Tract 214, King County, Washington",610,72,47,38,13,20,34,33,563,73,103,45,460,77
1500000US530330214003,530330214003,"Block Group 3, Census Tract 214, King County, Washington",473,74,12,18,12,18,0,12,461,74,62,34,399,75
1500000US530330215001,530330215001,"Block Group 1, Census Tract 215, King County, Washington",338,66,0,12,0,12,0,12,338,66,75,49,263,60
1500000US530330215002,530330215002,"Block Group 2, Census Tract 215, King County, Washington",375,58,0,12,0,12,0,12,375,58,85,33,290,66
1500000US530330215003,530330215003,"Block Group 3, Census Tract 215, King County, Washington",623,64,20,22,12,19,8,12,603,66,100,50,503,66
1500000US530330215004,530330215004,"Block Group 4, Census Tract 215, King County, Washington",410,59,16,18,16,18,0,12,394,62,78,61,316,61
1500000US530330216001,530330216001,"Block Group 1, Census Tract 216, King County, Washington",523,65,29,26,0,12,29,26,494,66,80,37,414,66
1500000US530330216002,530330216002,"Block Group 2, Census Tract 216, King County, Washington",433,73,7,12,0,12,7,12,426,74,99,50,327,73
1500000US530330216003,530330216003,"Block Group 3, Census Tract 216, King County, Washington",493,60,41,28,8,13,33,25,452,66,105,39,347,73
1500000US530330216004,530330216004,"Block Group 4, Census Tract 216, King County, Washington",334,59,31,26,20,21,11,18,303,63,33,26,270,62
1500000US530330217001,530330217001,"Block Group 1, Census Tract 217, King County, Washington",578,108,57,70,16,25,41,66,521,94,100,73,421,95
1500000US530330217002,530330217002,"Block Group 2, Census Tract 217, King County, Washington",702,115,74,76,41,67,33,38,628,100,63,47,565,100
1500000US530330217003,530330217003,"Block Group 3, Census Tract 217, King County, Washington",537,85,14,23,14,23,0,12,523,93,125,66,398,103
