Id,Id2,Geography,Tenure Total,Margin of Error; Total:,Own,Margin of Error; Total: - Owner occupied,Rent,Margin of Error; Total: - Renter occupied
1500000US530330316041,530330316041,"Block Group 1, Census Tract 316.04, King County, Washington",857,99,738,103,119,69
1500000US530330316042,530330316042,"Block Group 2, Census Tract 316.04, King County, Washington",321,69,268,68,53,49
1500000US530330316043,530330316043,"Block Group 3, Census Tract 316.04, King County, Washington",435,87,306,78,129,79
1500000US530330316051,530330316051,"Block Group 1, Census Tract 316.05, King County, Washington",438,75,407,80,31,35
1500000US530330316052,530330316052,"Block Group 2, Census Tract 316.05, King County, Washington",471,93,360,86,111,58
1500000US530330316053,530330316053,"Block Group 3, Census Tract 316.05, King County, Washington",405,82,389,79,16,21
1500000US530330317031,530330317031,"Block Group 1, Census Tract 317.03, King County, Washington",435,83,405,89,30,33
1500000US530330317032,530330317032,"Block Group 2, Census Tract 317.03, King County, Washington",510,100,499,101,11,20
1500000US530330317033,530330317033,"Block Group 3, Census Tract 317.03, King County, Washington",522,93,415,91,107,80
1500000US530330317034,530330317034,"Block Group 4, Census Tract 317.03, King County, Washington",559,92,330,84,229,86
1500000US530330317035,530330317035,"Block Group 5, Census Tract 317.03, King County, Washington",532,91,480,87,52,80
1500000US530330317041,530330317041,"Block Group 1, Census Tract 317.04, King County, Washington",389,71,343,68,46,37
1500000US530330317042,530330317042,"Block Group 2, Census Tract 317.04, King County, Washington",486,75,284,57,202,60
1500000US530330317043,530330317043,"Block Group 3, Census Tract 317.04, King County, Washington",713,102,580,82,133,64
1500000US530330317051,530330317051,"Block Group 1, Census Tract 317.05, King County, Washington",401,109,387,106,14,21
1500000US530330317052,530330317052,"Block Group 2, Census Tract 317.05, King County, Washington",380,92,318,85,62,52
1500000US530330317053,530330317053,"Block Group 3, Census Tract 317.05, King County, Washington",493,97,465,97,28,33
1500000US530330317061,530330317061,"Block Group 1, Census Tract 317.06, King County, Washington",420,132,380,130,40,46
1500000US530330317062,530330317062,"Block Group 2, Census Tract 317.06, King County, Washington",610,136,302,92,308,110
1500000US530330317063,530330317063,"Block Group 3, Census Tract 317.06, King County, Washington",596,116,490,119,106,100
1500000US530330317064,530330317064,"Block Group 4, Census Tract 317.06, King County, Washington",598,123,543,112,55,52
1500000US530330318001,530330318001,"Block Group 1, Census Tract 318, King County, Washington",729,90,615,84,114,72
1500000US530330318002,530330318002,"Block Group 2, Census Tract 318, King County, Washington",550,91,489,98,61,47
1500000US530330318003,530330318003,"Block Group 3, Census Tract 318, King County, Washington",507,78,412,75,95,68
1500000US530330319031,530330319031,"Block Group 1, Census Tract 319.03, King County, Washington",561,108,543,114,18,28
1500000US530330319032,530330319032,"Block Group 2, Census Tract 319.03, King County, Washington",595,103,512,84,83,91
1500000US530330319033,530330319033,"Block Group 3, Census Tract 319.03, King County, Washington",414,71,367,80,47,48
1500000US530330319034,530330319034,"Block Group 4, Census Tract 319.03, King County, Washington",395,78,380,74,15,25
1500000US530330319035,530330319035,"Block Group 5, Census Tract 319.03, King County, Washington",545,127,428,106,117,118
1500000US530330319041,530330319041,"Block Group 1, Census Tract 319.04, King County, Washington",615,61,572,60,43,39
1500000US530330319042,530330319042,"Block Group 2, Census Tract 319.04, King County, Washington",266,55,229,52,37,42
1500000US530330319043,530330319043,"Block Group 3, Census Tract 319.04, King County, Washington",445,83,337,84,108,63
1500000US530330319061,530330319061,"Block Group 1, Census Tract 319.06, King County, Washington",549,97,457,98,92,75
1500000US530330319062,530330319062,"Block Group 2, Census Tract 319.06, King County, Washington",841,105,788,114,53,41
1500000US530330319071,530330319071,"Block Group 1, Census Tract 319.07, King County, Washington",359,90,319,95,40,61
1500000US530330319072,530330319072,"Block Group 2, Census Tract 319.07, King County, Washington",328,69,297,69,31,34
1500000US530330319073,530330319073,"Block Group 3, Census Tract 319.07, King County, Washington",999,170,792,164,207,103
1500000US530330319074,530330319074,"Block Group 4, Census Tract 319.07, King County, Washington",809,132,790,131,19,31
1500000US530330319075,530330319075,"Block Group 5, Census Tract 319.07, King County, Washington",403,110,342,98,61,75
1500000US530330319081,530330319081,"Block Group 1, Census Tract 319.08, King County, Washington",842,93,590,97,252,87
1500000US530330319082,530330319082,"Block Group 2, Census Tract 319.08, King County, Washington",700,101,74,36,626,101
1500000US530330319083,530330319083,"Block Group 3, Census Tract 319.08, King County, Washington",526,82,311,67,215,74
1500000US530330319091,530330319091,"Block Group 1, Census Tract 319.09, King County, Washington",786,86,550,71,236,67
1500000US530330319092,530330319092,"Block Group 2, Census Tract 319.09, King County, Washington",459,73,377,61,82,56
1500000US530330320021,530330320021,"Block Group 1, Census Tract 320.02, King County, Washington",657,85,530,87,127,80
1500000US530330320022,530330320022,"Block Group 2, Census Tract 320.02, King County, Washington",587,87,515,70,72,65
1500000US530330320031,530330320031,"Block Group 1, Census Tract 320.03, King County, Washington",580,79,481,79,99,55
1500000US530330320032,530330320032,"Block Group 2, Census Tract 320.03, King County, Washington",525,114,486,110,39,36
1500000US530330320033,530330320033,"Block Group 3, Census Tract 320.03, King County, Washington",345,86,345,86,0,12
1500000US530330320034,530330320034,"Block Group 4, Census Tract 320.03, King County, Washington",533,116,523,117,10,16
1500000US530330320051,530330320051,"Block Group 1, Census Tract 320.05, King County, Washington",374,137,292,136,82,70
1500000US530330320052,530330320052,"Block Group 2, Census Tract 320.05, King County, Washington",377,103,324,87,53,81
1500000US530330320053,530330320053,"Block Group 3, Census Tract 320.05, King County, Washington",229,94,134,66,95,91
1500000US530330320054,530330320054,"Block Group 4, Census Tract 320.05, King County, Washington",407,101,355,96,52,47
1500000US530330320055,530330320055,"Block Group 5, Census Tract 320.05, King County, Washington",632,117,567,125,65,83
1500000US530330320056,530330320056,"Block Group 6, Census Tract 320.05, King County, Washington",240,66,240,66,0,12
1500000US530330320061,530330320061,"Block Group 1, Census Tract 320.06, King County, Washington",446,70,391,79,55,34
1500000US530330320062,530330320062,"Block Group 2, Census Tract 320.06, King County, Washington",752,96,585,84,167,74
1500000US530330320063,530330320063,"Block Group 3, Census Tract 320.06, King County, Washington",521,61,497,67,24,27
1500000US530330320071,530330320071,"Block Group 1, Census Tract 320.07, King County, Washington",489,86,468,85,21,26
1500000US530330320072,530330320072,"Block Group 2, Census Tract 320.07, King County, Washington",454,86,446,85,8,16
1500000US530330320073,530330320073,"Block Group 3, Census Tract 320.07, King County, Washington",433,85,213,74,220,67
1500000US530330320081,530330320081,"Block Group 1, Census Tract 320.08, King County, Washington",501,75,444,72,57,45
1500000US530330320082,530330320082,"Block Group 2, Census Tract 320.08, King County, Washington",527,87,467,90,60,58
1500000US530330320083,530330320083,"Block Group 3, Census Tract 320.08, King County, Washington",377,76,377,76,0,12
1500000US530330320101,530330320101,"Block Group 1, Census Tract 320.10, King County, Washington",639,113,325,79,314,100
1500000US530330320102,530330320102,"Block Group 2, Census Tract 320.10, King County, Washington",393,78,343,86,50,43
1500000US530330320103,530330320103,"Block Group 3, Census Tract 320.10, King County, Washington",371,82,371,82,0,12
1500000US530330320104,530330320104,"Block Group 4, Census Tract 320.10, King County, Washington",621,118,566,108,55,67
1500000US530330320111,530330320111,"Block Group 1, Census Tract 320.11, King County, Washington",819,83,684,89,135,74
1500000US530330320112,530330320112,"Block Group 2, Census Tract 320.11, King County, Washington",540,74,503,73,37,36
1500000US530330321021,530330321021,"Block Group 1, Census Tract 321.02, King County, Washington",569,77,540,81,29,25
1500000US530330321022,530330321022,"Block Group 2, Census Tract 321.02, King County, Washington",290,65,280,64,10,15
1500000US530330321023,530330321023,"Block Group 3, Census Tract 321.02, King County, Washington",466,85,397,85,69,62
1500000US530330321024,530330321024,"Block Group 4, Census Tract 321.02, King County, Washington",565,83,532,79,33,41
1500000US530330321031,530330321031,"Block Group 1, Census Tract 321.03, King County, Washington",253,72,194,75,59,39
1500000US530330321032,530330321032,"Block Group 2, Census Tract 321.03, King County, Washington",430,107,213,88,217,90
1500000US530330321033,530330321033,"Block Group 3, Census Tract 321.03, King County, Washington",688,167,160,78,528,172
1500000US530330321034,530330321034,"Block Group 4, Census Tract 321.03, King County, Washington",604,139,506,116,98,79
1500000US530330321041,530330321041,"Block Group 1, Census Tract 321.04, King County, Washington",941,134,789,129,152,78
1500000US530330321042,530330321042,"Block Group 2, Census Tract 321.04, King County, Washington",867,153,511,134,356,109
1500000US530330321043,530330321043,"Block Group 3, Census Tract 321.04, King County, Washington",727,151,300,92,427,168
1500000US530330322031,530330322031,"Block Group 1, Census Tract 322.03, King County, Washington",503,96,413,94,90,71
1500000US530330322032,530330322032,"Block Group 2, Census Tract 322.03, King County, Washington",464,98,442,100,22,35
1500000US530330322033,530330322033,"Block Group 3, Census Tract 322.03, King County, Washington",890,134,865,131,25,29
1500000US530330322034,530330322034,"Block Group 4, Census Tract 322.03, King County, Washington",513,84,463,99,50,62
1500000US530330322071,530330322071,"Block Group 1, Census Tract 322.07, King County, Washington",347,46,320,50,27,24
1500000US530330322072,530330322072,"Block Group 2, Census Tract 322.07, King County, Washington",327,56,303,58,24,22
1500000US530330322073,530330322073,"Block Group 3, Census Tract 322.07, King County, Washington",439,72,367,73,72,55
1500000US530330322081,530330322081,"Block Group 1, Census Tract 322.08, King County, Washington",520,95,438,83,82,70
1500000US530330322082,530330322082,"Block Group 2, Census Tract 322.08, King County, Washington",747,104,558,90,189,103
1500000US530330322083,530330322083,"Block Group 3, Census Tract 322.08, King County, Washington",923,152,302,81,621,132
1500000US530330322084,530330322084,"Block Group 4, Census Tract 322.08, King County, Washington",850,145,405,100,445,161
1500000US530330322085,530330322085,"Block Group 5, Census Tract 322.08, King County, Washington",718,119,575,88,143,92
1500000US530330322101,530330322101,"Block Group 1, Census Tract 322.10, King County, Washington",572,128,572,128,0,12
1500000US530330322102,530330322102,"Block Group 2, Census Tract 322.10, King County, Washington",1749,225,1403,206,346,123
1500000US530330322103,530330322103,"Block Group 3, Census Tract 322.10, King County, Washington",1571,246,911,185,660,180
1500000US530330322111,530330322111,"Block Group 1, Census Tract 322.11, King County, Washington",621,80,342,63,279,70
1500000US530330322112,530330322112,"Block Group 2, Census Tract 322.11, King County, Washington",635,91,524,100,111,75
1500000US530330322113,530330322113,"Block Group 3, Census Tract 322.11, King County, Washington",581,76,521,71,60,56
1500000US530330322121,530330322121,"Block Group 1, Census Tract 322.12, King County, Washington",999,140,717,133,282,119
1500000US530330322122,530330322122,"Block Group 2, Census Tract 322.12, King County, Washington",345,83,324,79,21,32
1500000US530330322123,530330322123,"Block Group 3, Census Tract 322.12, King County, Washington",505,85,467,86,38,43
1500000US530330322124,530330322124,"Block Group 4, Census Tract 322.12, King County, Washington",1263,162,809,111,454,137
1500000US530330322131,530330322131,"Block Group 1, Census Tract 322.13, King County, Washington",305,88,282,89,23,29
1500000US530330322132,530330322132,"Block Group 2, Census Tract 322.13, King County, Washington",273,66,256,74,17,27
1500000US530330322133,530330322133,"Block Group 3, Census Tract 322.13, King County, Washington",831,107,801,111,30,30
1500000US530330322141,530330322141,"Block Group 1, Census Tract 322.14, King County, Washington",542,100,453,104,89,59
1500000US530330322142,530330322142,"Block Group 2, Census Tract 322.14, King County, Washington",860,95,786,95,74,49
1500000US530330322143,530330322143,"Block Group 3, Census Tract 322.14, King County, Washington",607,100,552,108,55,45
1500000US530330322151,530330322151,"Block Group 1, Census Tract 322.15, King County, Washington",521,86,486,81,35,38
1500000US530330322152,530330322152,"Block Group 2, Census Tract 322.15, King County, Washington",867,89,854,92,13,14
1500000US530330323071,530330323071,"Block Group 1, Census Tract 323.07, King County, Washington",657,108,624,110,33,38
1500000US530330323072,530330323072,"Block Group 2, Census Tract 323.07, King County, Washington",419,85,364,96,55,49
1500000US530330323073,530330323073,"Block Group 3, Census Tract 323.07, King County, Washington",516,90,468,99,48,57
1500000US530330323074,530330323074,"Block Group 4, Census Tract 323.07, King County, Washington",493,117,420,102,73,84
1500000US530330323075,530330323075,"Block Group 5, Census Tract 323.07, King County, Washington",367,57,367,57,0,12
1500000US530330323091,530330323091,"Block Group 1, Census Tract 323.09, King County, Washington",674,158,129,105,545,142
1500000US530330323092,530330323092,"Block Group 2, Census Tract 323.09, King County, Washington",1376,202,41,33,1335,201
1500000US530330323093,530330323093,"Block Group 3, Census Tract 323.09, King County, Washington",752,116,429,106,323,99
1500000US530330323111,530330323111,"Block Group 1, Census Tract 323.11, King County, Washington",376,82,352,81,24,30
1500000US530330323112,530330323112,"Block Group 2, Census Tract 323.11, King County, Washington",515,105,478,110,37,49
1500000US530330323113,530330323113,"Block Group 3, Census Tract 323.11, King County, Washington",330,72,299,67,31,37
1500000US530330323114,530330323114,"Block Group 4, Census Tract 323.11, King County, Washington",523,100,509,100,14,23
1500000US530330323115,530330323115,"Block Group 5, Census Tract 323.11, King County, Washington",351,124,256,119,95,84
1500000US530330323131,530330323131,"Block Group 1, Census Tract 323.13, King County, Washington",361,58,320,66,41,33
1500000US530330323132,530330323132,"Block Group 2, Census Tract 323.13, King County, Washington",619,97,444,85,175,63
1500000US530330323133,530330323133,"Block Group 3, Census Tract 323.13, King County, Washington",182,63,182,63,0,12
1500000US530330323134,530330323134,"Block Group 4, Census Tract 323.13, King County, Washington",1410,157,136,51,1274,150
1500000US530330323151,530330323151,"Block Group 1, Census Tract 323.15, King County, Washington",815,105,688,119,127,80
1500000US530330323152,530330323152,"Block Group 2, Census Tract 323.15, King County, Washington",551,111,452,104,99,71
1500000US530330323153,530330323153,"Block Group 3, Census Tract 323.15, King County, Washington",718,107,660,115,58,49
1500000US530330323161,530330323161,"Block Group 1, Census Tract 323.16, King County, Washington",314,65,279,59,35,43
1500000US530330323162,530330323162,"Block Group 2, Census Tract 323.16, King County, Washington",502,58,481,59,21,23
1500000US530330323163,530330323163,"Block Group 3, Census Tract 323.16, King County, Washington",553,74,507,76,46,48
1500000US530330323164,530330323164,"Block Group 4, Census Tract 323.16, King County, Washington",443,68,435,72,8,13
1500000US530330323171,530330323171,"Block Group 1, Census Tract 323.17, King County, Washington",502,68,476,74,26,29
1500000US530330323172,530330323172,"Block Group 2, Census Tract 323.17, King County, Washington",452,75,433,78,19,32
1500000US530330323173,530330323173,"Block Group 3, Census Tract 323.17, King County, Washington",447,88,163,52,284,85
1500000US530330323174,530330323174,"Block Group 4, Census Tract 323.17, King County, Washington",352,58,338,61,14,21
1500000US530330323175,530330323175,"Block Group 5, Census Tract 323.17, King County, Washington",409,71,356,76,53,59
1500000US530330323181,530330323181,"Block Group 1, Census Tract 323.18, King County, Washington",724,76,649,73,75,54
1500000US530330323182,530330323182,"Block Group 2, Census Tract 323.18, King County, Washington",333,61,306,61,27,28
1500000US530330323183,530330323183,"Block Group 3, Census Tract 323.18, King County, Washington",292,48,272,51,20,22
1500000US530330323184,530330323184,"Block Group 4, Census Tract 323.18, King County, Washington",504,87,431,76,73,47
1500000US530330323191,530330323191,"Block Group 1, Census Tract 323.19, King County, Washington",197,54,197,54,0,12
1500000US530330323192,530330323192,"Block Group 2, Census Tract 323.19, King County, Washington",639,127,534,129,105,58
1500000US530330323193,530330323193,"Block Group 3, Census Tract 323.19, King County, Washington",917,182,107,57,810,182
1500000US530330323194,530330323194,"Block Group 4, Census Tract 323.19, King County, Washington",633,136,0,12,633,136
1500000US530330323201,530330323201,"Block Group 1, Census Tract 323.20, King County, Washington",421,68,394,63,27,29
1500000US530330323202,530330323202,"Block Group 2, Census Tract 323.20, King County, Washington",478,102,478,102,0,12
1500000US530330323203,530330323203,"Block Group 3, Census Tract 323.20, King County, Washington",539,87,534,88,5,10
1500000US530330323211,530330323211,"Block Group 1, Census Tract 323.21, King County, Washington",300,82,285,80,15,24
1500000US530330323212,530330323212,"Block Group 2, Census Tract 323.21, King County, Washington",465,89,384,67,81,80
1500000US530330323213,530330323213,"Block Group 3, Census Tract 323.21, King County, Washington",538,86,513,82,25,29
1500000US530330323214,530330323214,"Block Group 4, Census Tract 323.21, King County, Washington",400,60,377,60,23,27
1500000US530330323221,530330323221,"Block Group 1, Census Tract 323.22, King County, Washington",450,51,435,54,15,18
1500000US530330323222,530330323222,"Block Group 2, Census Tract 323.22, King County, Washington",274,52,274,52,0,12
1500000US530330323223,530330323223,"Block Group 3, Census Tract 323.22, King County, Washington",495,71,423,73,72,43
1500000US530330323231,530330323231,"Block Group 1, Census Tract 323.23, King County, Washington",531,110,161,67,370,101
1500000US530330323232,530330323232,"Block Group 2, Census Tract 323.23, King County, Washington",599,92,307,73,292,103
1500000US530330323233,530330323233,"Block Group 3, Census Tract 323.23, King County, Washington",566,93,540,94,26,30
1500000US530330323234,530330323234,"Block Group 4, Census Tract 323.23, King County, Washington",479,94,468,95,11,17
1500000US530330323241,530330323241,"Block Group 1, Census Tract 323.24, King County, Washington",333,76,322,74,11,19
1500000US530330323242,530330323242,"Block Group 2, Census Tract 323.24, King County, Washington",503,112,202,94,301,127
1500000US530330323243,530330323243,"Block Group 3, Census Tract 323.24, King County, Washington",928,132,362,118,566,121
1500000US530330323244,530330323244,"Block Group 4, Census Tract 323.24, King County, Washington",439,82,406,83,33,38
1500000US530330323251,530330323251,"Block Group 1, Census Tract 323.25, King County, Washington",138,46,138,46,0,12
1500000US530330323252,530330323252,"Block Group 2, Census Tract 323.25, King County, Washington",1108,161,473,101,635,161
1500000US530330323253,530330323253,"Block Group 3, Census Tract 323.25, King County, Washington",1327,172,593,118,734,173
1500000US530330323261,530330323261,"Block Group 1, Census Tract 323.26, King County, Washington",465,84,465,84,0,12
1500000US530330323262,530330323262,"Block Group 2, Census Tract 323.26, King County, Washington",641,96,452,96,189,71
1500000US530330323263,530330323263,"Block Group 3, Census Tract 323.26, King County, Washington",336,95,312,92,24,32
1500000US530330323271,530330323271,"Block Group 1, Census Tract 323.27, King County, Washington",1772,154,1690,162,82,55
1500000US530330323272,530330323272,"Block Group 2, Census Tract 323.27, King County, Washington",255,75,213,55,42,64
1500000US530330323281,530330323281,"Block Group 1, Census Tract 323.28, King County, Washington",402,92,387,88,15,25
1500000US530330323282,530330323282,"Block Group 2, Census Tract 323.28, King County, Washington",438,106,407,113,31,39
1500000US530330323283,530330323283,"Block Group 3, Census Tract 323.28, King County, Washington",373,101,314,101,59,42
1500000US530330323291,530330323291,"Block Group 1, Census Tract 323.29, King County, Washington",1143,110,1081,114,62,57
1500000US530330323292,530330323292,"Block Group 2, Census Tract 323.29, King County, Washington",1710,170,940,140,770,173
1500000US530330324011,530330324011,"Block Group 1, Census Tract 324.01, King County, Washington",625,140,587,143,38,40
1500000US530330324012,530330324012,"Block Group 2, Census Tract 324.01, King County, Washington",671,114,522,106,149,95
1500000US530330324013,530330324013,"Block Group 3, Census Tract 324.01, King County, Washington",375,114,272,102,103,96
1500000US530330324014,530330324014,"Block Group 4, Census Tract 324.01, King County, Washington",467,106,467,106,0,12
1500000US530330324021,530330324021,"Block Group 1, Census Tract 324.02, King County, Washington",757,100,727,99,30,34
1500000US530330324022,530330324022,"Block Group 2, Census Tract 324.02, King County, Washington",653,111,513,108,140,93
1500000US530330324023,530330324023,"Block Group 3, Census Tract 324.02, King County, Washington",445,105,429,106,16,24
1500000US530330324024,530330324024,"Block Group 4, Census Tract 324.02, King County, Washington",230,72,215,72,15,31
1500000US530330325001,530330325001,"Block Group 1, Census Tract 325, King County, Washington",477,95,421,93,56,32
1500000US530330325002,530330325002,"Block Group 2, Census Tract 325, King County, Washington",588,67,534,71,54,41
1500000US530330325003,530330325003,"Block Group 3, Census Tract 325, King County, Washington",388,66,248,58,140,44
1500000US530330325004,530330325004,"Block Group 4, Census Tract 325, King County, Washington",562,87,486,81,76,56
1500000US530330326011,530330326011,"Block Group 1, Census Tract 326.01, King County, Washington",749,99,446,93,303,103
1500000US530330326012,530330326012,"Block Group 2, Census Tract 326.01, King County, Washington",401,89,391,86,10,18
1500000US530330326021,530330326021,"Block Group 1, Census Tract 326.02, King County, Washington",921,152,801,161,120,81
1500000US530330326022,530330326022,"Block Group 2, Census Tract 326.02, King County, Washington",356,101,312,88,44,72
1500000US530330326023,530330326023,"Block Group 3, Census Tract 326.02, King County, Washington",1391,164,1060,188,331,116
1500000US530330326024,530330326024,"Block Group 4, Census Tract 326.02, King County, Washington",1131,158,954,132,177,134
1500000US530330327021,530330327021,"Block Group 1, Census Tract 327.02, King County, Washington",607,92,380,84,227,76
1500000US530330327022,530330327022,"Block Group 2, Census Tract 327.02, King County, Washington",439,83,439,83,0,12
1500000US530330327023,530330327023,"Block Group 3, Census Tract 327.02, King County, Washington",400,86,344,103,56,51
1500000US530330327024,530330327024,"Block Group 4, Census Tract 327.02, King County, Washington",367,123,367,123,0,12
1500000US530330327025,530330327025,"Block Group 5, Census Tract 327.02, King County, Washington",434,139,324,86,110,111
1500000US530330327026,530330327026,"Block Group 6, Census Tract 327.02, King County, Washington",352,80,313,88,39,34
1500000US530330327031,530330327031,"Block Group 1, Census Tract 327.03, King County, Washington",375,67,309,70,66,44
1500000US530330327032,530330327032,"Block Group 2, Census Tract 327.03, King County, Washington",365,78,185,52,180,68
1500000US530330327041,530330327041,"Block Group 1, Census Tract 327.04, King County, Washington",486,109,448,103,38,37
1500000US530330327042,530330327042,"Block Group 2, Census Tract 327.04, King County, Washington",576,116,399,81,177,114
1500000US530330327043,530330327043,"Block Group 3, Census Tract 327.04, King County, Washington",588,130,553,127,35,34
1500000US530330327044,530330327044,"Block Group 4, Census Tract 327.04, King County, Washington",677,158,198,104,479,146
1500000US530330328001,530330328001,"Block Group 1, Census Tract 328, King County, Washington",273,71,254,73,19,20
1500000US530330328002,530330328002,"Block Group 2, Census Tract 328, King County, Washington",605,78,569,73,36,34
1500000US530330328003,530330328003,"Block Group 3, Census Tract 328, King County, Washington",281,71,182,58,99,46
1500000US530339901000,530339901000,"Block Group 0, Census Tract 9901, King County, Washington",0,12,0,12,0,12
