Id,Id2,Geography,Pc_income,Margin of Error; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
1500000US530330059005,530330059005,"Block Group 5, Census Tract 59, King County, Washington",65992,17489
1500000US530330060001,530330060001,"Block Group 1, Census Tract 60, King County, Washington",60018,12382
1500000US530330060002,530330060002,"Block Group 2, Census Tract 60, King County, Washington",69679,9703
1500000US530330060003,530330060003,"Block Group 3, Census Tract 60, King County, Washington",119481,56020
1500000US530330060004,530330060004,"Block Group 4, Census Tract 60, King County, Washington",49275,9051
1500000US530330061001,530330061001,"Block Group 1, Census Tract 61, King County, Washington",86418,22606
1500000US530330061002,530330061002,"Block Group 2, Census Tract 61, King County, Washington",87699,28757
1500000US530330061003,530330061003,"Block Group 3, Census Tract 61, King County, Washington",68169,11602
1500000US530330061004,530330061004,"Block Group 4, Census Tract 61, King County, Washington",59380,16570
1500000US530330062001,530330062001,"Block Group 1, Census Tract 62, King County, Washington",69549,14439
1500000US530330062002,530330062002,"Block Group 2, Census Tract 62, King County, Washington",75352,12446
1500000US530330062003,530330062003,"Block Group 3, Census Tract 62, King County, Washington",97048,22119
1500000US530330063001,530330063001,"Block Group 1, Census Tract 63, King County, Washington",86978,16869
1500000US530330063002,530330063002,"Block Group 2, Census Tract 63, King County, Washington",138187,50556
1500000US530330063003,530330063003,"Block Group 3, Census Tract 63, King County, Washington",112124,35322
1500000US530330063004,530330063004,"Block Group 4, Census Tract 63, King County, Washington",126857,30350
1500000US530330064001,530330064001,"Block Group 1, Census Tract 64, King County, Washington",74610,14359
1500000US530330064002,530330064002,"Block Group 2, Census Tract 64, King County, Washington",102086,25237
1500000US530330064003,530330064003,"Block Group 3, Census Tract 64, King County, Washington",83285,31784
1500000US530330065001,530330065001,"Block Group 1, Census Tract 65, King County, Washington",136490,42945
1500000US530330065002,530330065002,"Block Group 2, Census Tract 65, King County, Washington",80229,23328
1500000US530330065003,530330065003,"Block Group 3, Census Tract 65, King County, Washington",81244,24609
1500000US530330066001,530330066001,"Block Group 1, Census Tract 66, King County, Washington",67650,12746
1500000US530330066002,530330066002,"Block Group 2, Census Tract 66, King County, Washington",63443,13438
1500000US530330067001,530330067001,"Block Group 1, Census Tract 67, King County, Washington",69084,8189
1500000US530330067002,530330067002,"Block Group 2, Census Tract 67, King County, Washington",69741,11907
1500000US530330067003,530330067003,"Block Group 3, Census Tract 67, King County, Washington",53442,8808
1500000US530330067004,530330067004,"Block Group 4, Census Tract 67, King County, Washington",60428,10035
1500000US530330068001,530330068001,"Block Group 1, Census Tract 68, King County, Washington",75418,22637
1500000US530330068002,530330068002,"Block Group 2, Census Tract 68, King County, Washington",63861,10789
1500000US530330069001,530330069001,"Block Group 1, Census Tract 69, King County, Washington",75242,16004
1500000US530330069002,530330069002,"Block Group 2, Census Tract 69, King County, Washington",62973,11200
1500000US530330069003,530330069003,"Block Group 3, Census Tract 69, King County, Washington",74283,19803
1500000US530330069004,530330069004,"Block Group 4, Census Tract 69, King County, Washington",72985,11641
1500000US530330070001,530330070001,"Block Group 1, Census Tract 70, King County, Washington",66030,12065
1500000US530330070002,530330070002,"Block Group 2, Census Tract 70, King County, Washington",60197,19388
1500000US530330070003,530330070003,"Block Group 3, Census Tract 70, King County, Washington",72621,14407
1500000US530330070004,530330070004,"Block Group 4, Census Tract 70, King County, Washington",112408,39564
1500000US530330070005,530330070005,"Block Group 5, Census Tract 70, King County, Washington",42142,11065
1500000US530330070006,530330070006,"Block Group 6, Census Tract 70, King County, Washington",134493,33035
1500000US530330071001,530330071001,"Block Group 1, Census Tract 71, King County, Washington",54748,13672
1500000US530330071002,530330071002,"Block Group 2, Census Tract 71, King County, Washington",70197,9950
1500000US530330072001,530330072001,"Block Group 1, Census Tract 72, King County, Washington",73548,11166
1500000US530330072002,530330072002,"Block Group 2, Census Tract 72, King County, Washington",69239,17264
1500000US530330072003,530330072003,"Block Group 3, Census Tract 72, King County, Washington",80363,23308
1500000US530330073001,530330073001,"Block Group 1, Census Tract 73, King County, Washington",57192,5825
1500000US530330073002,530330073002,"Block Group 2, Census Tract 73, King County, Washington",52339,15138
1500000US530330073003,530330073003,"Block Group 3, Census Tract 73, King County, Washington",108800,17129
1500000US530330074011,530330074011,"Block Group 1, Census Tract 74.01, King County, Washington",50918,8032
1500000US530330074012,530330074012,"Block Group 2, Census Tract 74.01, King County, Washington",76355,20291
1500000US530330074013,530330074013,"Block Group 3, Census Tract 74.01, King County, Washington",58839,7800
1500000US530330074014,530330074014,"Block Group 4, Census Tract 74.01, King County, Washington",64029,11434
1500000US530330074021,530330074021,"Block Group 1, Census Tract 74.02, King County, Washington",46295,5966
1500000US530330074022,530330074022,"Block Group 2, Census Tract 74.02, King County, Washington",43419,8726
1500000US530330074023,530330074023,"Block Group 3, Census Tract 74.02, King County, Washington",43902,10063
1500000US530330075001,530330075001,"Block Group 1, Census Tract 75, King County, Washington",45782,18157
1500000US530330075002,530330075002,"Block Group 2, Census Tract 75, King County, Washington",55305,11140
1500000US530330075003,530330075003,"Block Group 3, Census Tract 75, King County, Washington",45258,12673
1500000US530330075004,530330075004,"Block Group 4, Census Tract 75, King County, Washington",55200,12330
1500000US530330075005,530330075005,"Block Group 5, Census Tract 75, King County, Washington",54684,10800
1500000US530330076001,530330076001,"Block Group 1, Census Tract 76, King County, Washington",64036,10971
1500000US530330076002,530330076002,"Block Group 2, Census Tract 76, King County, Washington",45688,8034
1500000US530330076003,530330076003,"Block Group 3, Census Tract 76, King County, Washington",51372,7685
1500000US530330077001,530330077001,"Block Group 1, Census Tract 77, King County, Washington",49313,10301
1500000US530330077002,530330077002,"Block Group 2, Census Tract 77, King County, Washington",87929,29269
1500000US530330077003,530330077003,"Block Group 3, Census Tract 77, King County, Washington",55198,20330
1500000US530330077004,530330077004,"Block Group 4, Census Tract 77, King County, Washington",68996,14898
1500000US530330078001,530330078001,"Block Group 1, Census Tract 78, King County, Washington",205452,131484
1500000US530330078002,530330078002,"Block Group 2, Census Tract 78, King County, Washington",77031,21501
1500000US530330078003,530330078003,"Block Group 3, Census Tract 78, King County, Washington",56912,13336
1500000US530330078004,530330078004,"Block Group 4, Census Tract 78, King County, Washington",84652,27347
1500000US530330079001,530330079001,"Block Group 1, Census Tract 79, King County, Washington",44347,10114
1500000US530330079002,530330079002,"Block Group 2, Census Tract 79, King County, Washington",32195,10374
1500000US530330079003,530330079003,"Block Group 3, Census Tract 79, King County, Washington",51316,9954
1500000US530330079004,530330079004,"Block Group 4, Census Tract 79, King County, Washington",49610,7864
1500000US530330079005,530330079005,"Block Group 5, Census Tract 79, King County, Washington",60941,15266
1500000US530330080011,530330080011,"Block Group 1, Census Tract 80.01, King County, Washington",79539,13790
1500000US530330080012,530330080012,"Block Group 2, Census Tract 80.01, King County, Washington",52697,23040
1500000US530330080013,530330080013,"Block Group 3, Census Tract 80.01, King County, Washington",71862,17972
1500000US530330080014,530330080014,"Block Group 4, Census Tract 80.01, King County, Washington",70225,14392
1500000US530330080015,530330080015,"Block Group 5, Census Tract 80.01, King County, Washington",66243,17629
1500000US530330080021,530330080021,"Block Group 1, Census Tract 80.02, King County, Washington",45599,8573
1500000US530330080022,530330080022,"Block Group 2, Census Tract 80.02, King County, Washington",60135,16348
1500000US530330081001,530330081001,"Block Group 1, Census Tract 81, King County, Washington",84727,12910
1500000US530330081002,530330081002,"Block Group 2, Census Tract 81, King County, Washington",32605,11684
1500000US530330081003,530330081003,"Block Group 3, Census Tract 81, King County, Washington",61575,17371
1500000US530330082001,530330082001,"Block Group 1, Census Tract 82, King County, Washington",87149,17098
1500000US530330082002,530330082002,"Block Group 2, Census Tract 82, King County, Washington",46764,12601
1500000US530330082003,530330082003,"Block Group 3, Census Tract 82, King County, Washington",52981,8464
1500000US530330083001,530330083001,"Block Group 1, Census Tract 83, King County, Washington",52156,6151
1500000US530330083002,530330083002,"Block Group 2, Census Tract 83, King County, Washington",51477,9439
1500000US530330084001,530330084001,"Block Group 1, Census Tract 84, King County, Washington",60077,21330
1500000US530330084002,530330084002,"Block Group 2, Census Tract 84, King County, Washington",51933,7744
1500000US530330084003,530330084003,"Block Group 3, Census Tract 84, King County, Washington",47529,7068
1500000US530330085001,530330085001,"Block Group 1, Census Tract 85, King County, Washington",59553,11763
1500000US530330085002,530330085002,"Block Group 2, Census Tract 85, King County, Washington",29350,8740
